	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	mean_r_chromaticity	max_r_chromaticity	min_r_chromaticity	mean_ct_chromaticity	max_ct_chromaticity	min_ct_chromaticity	mean_nct_chromaticity	max_nct_chromaticity	min_nct_chromaticity	mean_pcs_chromaticity	max_pcs_chromaticity	min_pcs_chromaticity	mean_ct_diatonicity	max_ct_diatonicity	min_ct_diatonicity	mean_nct_diatonicity	max_nct_diatonicity	min_nct_diatonicity	mean_pcs_diatonicity	max_pcs_diatonicity	min_pcs_diatonicity	root_fifths_range	ct_fifths_range	nct_fifths_range	scaled_r_chromaticity	scaled_ct_chromaticity	scaled_nct_chromaticity	corpus_id	piece_id
209	corelli	op03n08a	1687.6864702945581	1689.0	C	I	5	-4	6	-4	5	-4	0.03488372093023256	3	0	1.5	3	0	1.5	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	1.6666666666666667	3	0	9	10	9	0.015893766340993532	0.0988538681948424	0.041666666666666664	7	210
210	corelli	op03n08b	1687.6864702945581	1689.0	C	I	8	-1	9	-1	8	-1	0.0392156862745098	3	0	2.25	5	0	1.3333333333333333	3	0	2.6	5	0	0.0	0	0	0.0	0	0	1.5	3	0	9	10	9	0.01786750203039796	0.1482808022922636	0.037037037037037035	7	211
211	corelli	op03n08c	1687.6864702945581	1689.0	a	i	8	-5	8	-4	8	-5	0.1388888888888889	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	13	12	13	0.06328073635765943	0.08787010506208214	0.037037037037037035	7	212
212	corelli	op03n08d	1687.6864702945581	1689.0	C	I	4	-4	8	-4	6	-4	0.0	0	0	1.6666666666666667	3	0	0.5	1	0	2.0	4	0	0.0	0	0	0.0	0	0	1.0	2	0	8	12	10	0.0	0.10983763132760267	0.013888888888888888	7	213
213	corelli	op03n09a	1687.6864702945581	1689.0	f	i	6	-1	5	-4	6	-3	0.22388059701492538	4	0	2.0	4	0	2.25	4	0	2.0	4	0	1.5	3	0	0.0	0	0	1.5	3	0	7	9	9	0.1020047690541376	0.1318051575931232	0.0625	7	214
214	corelli	op03n09b	1687.6864702945581	1689.0	f	i	4	-4	8	-4	6	-4	0.0	0	0	2.2	5	0	0.5	1	0	2.5	5	0	0.0	0	0	0.0	0	0	1.0	2	0	8	12	10	0.0	0.14498567335243553	0.013888888888888888	7	215
215	corelli	op03n09c	1687.6864702945581	1689.0	f	i	4	-4	7	-7	5	-4	0.0	0	0	1.5	3	0	0.5	1	0	1.5	3	0	1.5	3	0	0.0	0	0	1.5	3	0	8	14	9	0.0	0.0988538681948424	0.013888888888888888	7	216
216	corelli	op03n09d	1687.6864702945581	1689.0	f	i	2	-4	5	-7	5	-4	0.0	0	0	1.3333333333333333	3	0	1.3333333333333333	3	0	2.0	4	0	1.6666666666666667	3	0	0.0	0	0	1.6666666666666667	3	0	6	12	9	0.0	0.08787010506208214	0.037037037037037035	7	217
217	corelli	op03n10a	1687.6864702945581	1689.0	a	i	5	-3	5	-4	5	-4	0.06382978723404255	3	0	1.5	3	0	1.5	3	0	1.5	3	0	0.0	0	0	0.0	0	0	1.0	2	0	8	9	9	0.029082210751605185	0.0988538681948424	0.041666666666666664	7	218
218	corelli	op03n10b	1687.6864702945581	1689.0	a	i	7	-4	6	-4	7	-4	0.10273972602739725	3	0	2.2	5	0	1.5	3	0	2.5	5	0	0.0	0	0	0.0	0	0	1.6666666666666667	3	0	11	10	11	0.046810407716624786	0.14498567335243553	0.041666666666666664	7	219
219	corelli	op03n10c	1687.6864702945581	1689.0	a	i	6	-4	5	-4	6	-4	0.16666666666666666	4	0	1.3333333333333333	3	0	2.0	4	0	2.0	4	0	0.0	0	0	0.0	0	0	1.5	3	0	10	9	10	0.07593688362919132	0.08787010506208214	0.05555555555555555	7	220
220	corelli	op03n10d	1687.6864702945581	1689.0	a	i	5	-5	9	-5	5	-5	0.504424778761062	3	0	3.2	10	0	2.0	4	0	2.0	4	0	3.5	7	0	0.0	0	0	1.6666666666666667	3	0	10	14	10	0.22982667434675605	0.21088825214899715	0.05555555555555555	7	221
221	corelli	op03n11a	1687.6864702945581	1689.0	g	i	6	-5	5	-4	6	-5	0.1875	4	0	1.5	3	0	2.0	4	0	2.0	4	0	1.5	3	0	2.0	4	0	2.25	4	0	11	9	11	0.08542899408284024	0.0988538681948424	0.05555555555555555	7	222
222	corelli	op03n11b	1687.6864702945581	1689.0	g	i	5	-5	5	-4	5	-5	0.00625	1	0	1.5	3	0	0.5	1	0	1.5	3	0	1.0	2	0	0.0	0	0	1.0	2	0	10	9	10	0.0028476331360946746	0.0988538681948424	0.013888888888888888	7	223
223	corelli	op03n11c	1687.6864702945581	1689.0	g	i	2	-5	6	-5	2	-5	0.03225806451612903	1	0	1.5	3	0	0.5	1	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	7	11	7	0.014697461347585417	0.0988538681948424	0.013888888888888888	7	224
224	corelli	op03n11d	1687.6864702945581	1689.0	g	i	5	-4	5	-4	5	-4	0.16483516483516483	3	0	1.5	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	9	9	0.07510241238051889	0.0988538681948424	0.037037037037037035	7	225
225	corelli	op03n12a	1687.6864702945581	1689.0	A	I	6	-1	5	-3	6	-1	0.0625	1	0	1.0	2	0	0.5	1	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	1.5	3	0	7	8	7	0.028476331360946745	0.0659025787965616	0.013888888888888888	7	226
226	corelli	op03n12b	1687.6864702945581	1689.0	E	I	5	0	4	-1	5	-1	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	5	5	6	0.0	0.0	0.0	7	227
227	corelli	op03n12c	1687.6864702945581	1689.0	E	V	6	-1	5	-3	6	-1	0.02631578947368421	1	0	1.0	2	0	0.5	1	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	1.5	3	0	7	8	7	0.011990034257240734	0.0659025787965616	0.013888888888888888	7	228
228	corelli	op03n12d	1687.6864702945581	1689.0	A	I	4	-1	5	-1	5	-1	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	5	6	6	0.0	0.0	0.0	7	229
229	corelli	op03n12e	1687.6864702945581	1689.0	A	I	6	-1	6	-3	6	-2	0.013157894736842105	1	0	1.0	2	0	0.5	1	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	1.5	3	0	7	9	8	0.005995017128620367	0.0659025787965616	0.013888888888888888	7	230
230	corelli	op03n12f	1687.6864702945581	1689.0	A	I	6	-4	6	-4	6	-4	0.015625	1	0	1.5	3	0	0.5	1	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	1.5	3	0	10	10	10	0.007119082840236686	0.0988538681948424	0.013888888888888888	7	231
231	corelli	op03n12g	1687.6864702945581	1689.0	A	I	5	-1	8	-4	5	-1	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	6	12	6	0.0	0.08787010506208214	0.0	7	232
232	corelli	op04n01a	1687.6864702945581	1694.0	C	I	5	-4	8	-4	5	-4	0.04225352112676056	3	0	1.5	3	0	1.5	3	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	12	9	0.01925160430035836	0.0988538681948424	0.041666666666666664	7	233
233	corelli	op04n01b	1687.6864702945581	1694.0	C	I	5	-1	6	-4	6	-4	0.0	0	0	1.3333333333333333	3	0	1.3333333333333333	3	0	2.0	4	0	0.0	0	0	0.5	1	0	0.5	1	0	6	10	10	0.0	0.08787010506208214	0.037037037037037035	7	234
234	corelli	op04n01c	1687.6864702945581	1694.0	a	i	6	-2	5	-4	6	-2	0.15217391304347827	4	0	1.3333333333333333	3	0	2.3333333333333335	4	0	2.0	4	0	0.0	0	0	0.0	0	0	1.5	3	0	8	9	8	0.06933367635708773	0.08787010506208214	0.06481481481481483	7	235
235	corelli	op04n01d	1687.6864702945581	1694.0	C	I	5	-5	7	-4	5	-5	0.007518796992481203	1	0	1.5	3	0	0.5	1	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	10	11	10	0.0034257240734973525	0.0988538681948424	0.013888888888888888	7	236
236	corelli	op04n02a	1687.6864702945581	1694.0	g	i	5	-4	5	-4	5	-4	0.05747126436781609	3	0	1.5	3	0	1.6666666666666667	3	0	1.5	3	0	1.5	3	0	0.0	0	0	1.5	3	0	9	9	9	0.02618513228592804	0.0988538681948424	0.0462962962962963	7	237
237	corelli	op04n02b	1687.6864702945581	1694.0	g	i	5	-5	5	-9	5	-5	0.0660377358490566	3	0	2.6	7	0	1.5	3	0	1.5	3	0	0.0	0	0	0.0	0	0	1.6666666666666667	3	0	10	14	10	0.030088199173830522	0.17134670487106016	0.041666666666666664	7	238
238	corelli	op04n02c	1687.6864702945581	1694.0	g	i	4	-4	5	-4	4	-4	0.2222222222222222	2	0	1.6666666666666667	3	0	1.0	2	0	1.6666666666666667	3	0	0.0	0	0	0.0	0	0	0.0	0	0	8	9	8	0.1012491781722551	0.10983763132760267	0.027777777777777776	7	239
239	corelli	op04n02d	1687.6864702945581	1694.0	g	i	6	-4	9	-4	6	-4	0.11965811965811966	3	0	2.2	5	0	1.5	3	0	2.2	5	0	1.5	3	0	0.0	0	0	1.6666666666666667	3	0	10	13	10	0.0545187882465989	0.14498567335243553	0.041666666666666664	7	240
240	corelli	op04n03a	1687.6864702945581	1694.0	A	I	5	-1	8	-1	5	-1	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	6	9	6	0.0	0.08787010506208214	0.0	7	241
241	corelli	op04n03b	1687.6864702945581	1694.0	A	I	5	-1	8	-1	6	-1	0.0	0	0	1.5	3	0	0.5	1	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	6	9	7	0.0	0.0988538681948424	0.013888888888888888	7	242
242	corelli	op04n03c	1687.6864702945581	1694.0	A	I	6	-1	8	-1	8	-1	0.027777777777777776	1	0	1.3333333333333333	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	7	9	9	0.012656147271531887	0.08787010506208214	0.037037037037037035	7	243
243	corelli	op04n03d	1687.6864702945581	1694.0	A	I	6	-1	6	-4	6	-6	0.014925373134328358	1	0	1.3333333333333333	3	0	1.0	2	0	2.25	5	0	0.0	0	0	0.0	0	0	2.5	5	0	7	10	12	0.006800317936942506	0.08787010506208214	0.027777777777777776	7	244
244	corelli	op04n04a	1687.6864702945581	1694.0	D	I	8	-1	8	-1	8	-2	0.045454545454545456	3	0	1.5	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	9	10	0.020710059171597635	0.0988538681948424	0.037037037037037035	7	245
245	corelli	op04n04b	1687.6864702945581	1694.0	D	I	5	-1	6	-4	5	-3	0.038461538461538464	3	0	1.3333333333333333	3	0	1.5	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	6	10	8	0.017523896222121076	0.08787010506208214	0.041666666666666664	7	246
246	corelli	op04n04c	1687.6864702945581	1694.0	b	i	5	-4	6	-4	5	-4	0.07142857142857142	3	0	2.2	5	0	1.6666666666666667	3	0	2.0	4	0	0.0	0	0	0.0	0	0	1.0	2	0	9	10	9	0.03254437869822485	0.14498567335243553	0.0462962962962963	7	247
247	corelli	op04n04d	1687.6864702945581	1694.0	D	I	7	-1	9	-4	7	-3	0.0380952380952381	2	0	2.2	5	0	1.3333333333333333	3	0	2.0	4	0	0.0	0	0	0.0	0	0	1.0	2	0	8	13	10	0.01735700197238659	0.14498567335243553	0.037037037037037035	7	248
248	corelli	op04n05a	1687.6864702945581	1694.0	a	i	5	-4	9	-4	5	-4	0.030927835051546393	3	0	3.0	7	0	1.5	3	0	2.0	4	0	1.5	3	0	1.5	3	0	1.5	3	0	9	13	9	0.014091380467272617	0.1977077363896848	0.041666666666666664	7	249
249	corelli	op04n05b	1687.6864702945581	1694.0	a	i	6	-4	9	-6	6	-4	0.02857142857142857	1	0	2.2	5	0	0.5	1	0	2.5	5	0	0.0	0	0	0.0	0	0	1.0	2	0	10	15	10	0.01301775147928994	0.14498567335243553	0.013888888888888888	7	250
250	corelli	op04n05c	1687.6864702945581	1694.0	a	i	5	-4	5	-8	5	-4	0.15584415584415584	3	0	2.6666666666666665	5	0	1.5	3	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	13	9	0.07100591715976332	0.17574021012416427	0.041666666666666664	7	251
251	corelli	op04n05d	1687.6864702945581	1694.0	a	i	2	-3	6	-4	2	-3	0.0	0	0	2.2	5	0	0.0	0	0	2.2	5	0	0.0	0	0	0.0	0	0	0.0	0	0	5	10	5	0.0	0.14498567335243553	0.0	7	252
252	corelli	op04n06a	1687.6864702945581	1694.0	E	I	4	-1	6	-1	4	-1	0.0	0	0	0.5	1	0	0.0	0	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	5	7	5	0.0	0.0329512893982808	0.0	7	253
253	corelli	op04n06b	1687.6864702945581	1694.0	E	I	5	-1	6	-1	5	-1	0.0	0	0	0.5	1	0	0.0	0	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	7	6	0.0	0.0329512893982808	0.0	7	254
254	corelli	op04n06c	1687.6864702945581	1694.0	b	i	5	-4	5	-4	5	-4	0.2631578947368421	3	0	1.3333333333333333	3	0	1.6666666666666667	3	0	1.5	3	0	1.5	3	0	0.0	0	0	1.5	3	0	9	9	9	0.11990034257240735	0.08787010506208214	0.0462962962962963	7	255
255	corelli	op04n06d	1687.6864702945581	1694.0	E	I	6	-1	6	-4	6	-1	0.017543859649122806	1	0	1.3333333333333333	3	0	0.5	1	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	7	10	7	0.007993356171493823	0.08787010506208214	0.013888888888888888	7	256
256	corelli	op04n06e	1687.6864702945581	1694.0	e	i	5	-4	5	-4	5	-4	0.22727272727272727	3	0	1.3333333333333333	3	0	1.6666666666666667	3	0	1.5	3	0	1.5	3	0	0.0	0	0	1.5	3	0	9	9	9	0.10355029585798817	0.08787010506208214	0.0462962962962963	7	257
257	corelli	op04n06f	1687.6864702945581	1694.0	E	I	8	-1	8	-2	8	-2	0.10666666666666667	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	1.3333333333333333	3	0	0.0	0	0	1.0	2	0	1.0	2	0	9	10	10	0.04859960552268245	0.08787010506208214	0.037037037037037035	7	258
258	corelli	op04n06g	1687.6864702945581	1694.0	E	I	5	-4	7	-7	5	-4	0.0	0	0	2.2	5	0	3.0	6	0	3.0	6	0	0.0	0	0	0.0	0	0	1.0	2	0	9	14	9	0.0	0.14498567335243553	0.08333333333333333	7	259
259	corelli	op04n07a	1687.6864702945581	1694.0	F	I	4	-1	5	-4	5	-3	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	5	9	8	0.0	0.08787010506208214	0.0	7	260
260	corelli	op04n07b	1687.6864702945581	1694.0	F	I	5	-2	5	-4	5	-1	0.039603960396039604	3	0	1.3333333333333333	3	0	1.5	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	7	9	6	0.01804440799109497	0.08787010506208214	0.041666666666666664	7	261
261	corelli	op04n07c	1687.6864702945581	1694.0	d	i	1	-1	5	-4	1	-1	0.0	0	0	1.6666666666666667	3	0	0.0	0	0	1.6666666666666667	3	0	0.0	0	0	0.0	0	0	0.0	0	0	2	9	2	0.0	0.10983763132760267	0.0	7	262
262	corelli	op04n07d	1687.6864702945581	1694.0	F	I	5	-1	8	-3	6	-3	0.0	0	0	1.3333333333333333	3	0	0.5	1	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	6	11	9	0.0	0.08787010506208214	0.013888888888888888	7	263
263	corelli	op04n07e	1687.6864702945581	1694.0	F	I	5	-2	8	-2	8	-1	0.010869565217391304	1	0	1.3333333333333333	3	0	1.5	3	0	2.0	4	0	0.0	0	0	0.0	0	0	1.0	2	0	7	10	9	0.004952405454077695	0.08787010506208214	0.041666666666666664	7	264
264	corelli	op04n08a	1687.6864702945581	1694.0	d	i	7	-4	7	-5	7	-4	0.10752688172043011	3	0	1.5	3	0	1.5	3	0	1.5	3	0	1.5	3	0	0.0	0	0	1.5	3	0	11	12	11	0.048991537825284724	0.0988538681948424	0.041666666666666664	7	265
265	corelli	op04n08b	1687.6864702945581	1694.0	d	i	4	-3	8	-4	6	-4	0.0	0	0	1.5	3	0	1.3333333333333333	3	0	2.0	4	0	0.0	0	0	1.0	2	0	1.6666666666666667	3	0	7	12	10	0.0	0.0988538681948424	0.037037037037037035	7	266
266	corelli	op04n08c	1687.6864702945581	1694.0	d	i	1	-4	5	-4	4	-4	0.0	0	0	1.5	3	0	0.0	0	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	5	9	8	0.0	0.0988538681948424	0.0	7	267
267	corelli	op04n09a	1687.6864702945581	1694.0	Bb	I	4	-1	7	-4	5	-1	0.0	0	0	1.6666666666666667	3	0	0.0	0	0	1.6666666666666667	3	0	0.0	0	0	0.0	0	0	0.0	0	0	5	11	6	0.0	0.10983763132760267	0.0	7	268
268	corelli	op04n09b	1687.6864702945581	1694.0	Bb	I	5	-4	6	-4	5	-4	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	10	9	0.0	0.08787010506208214	0.0	7	269
269	corelli	op04n09c	1687.6864702945581	1694.0	g	i	2	-4	5	-4	2	-4	0.0	0	0	1.5	3	0	0.0	0	0	1.6666666666666667	3	0	1.5	3	0	0.0	0	0	1.5	3	0	6	9	6	0.0	0.0988538681948424	0.0	7	270
270	corelli	op04n09d	1687.6864702945581	1694.0	Bb	I	5	-1	9	-4	7	-3	0.0	0	0	2.2	5	0	1.0	2	0	2.2	5	0	0.0	0	0	0.0	0	0	0.0	0	0	6	13	10	0.0	0.14498567335243553	0.027777777777777776	7	271
271	corelli	op04n10a	1687.6864702945581	1694.0	G	I	6	0	5	0	6	0	0.25	1	0	0.0	0	0	0.5	1	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	5	6	0.11390532544378698	0.0	0.013888888888888888	7	272
272	corelli	op04n10b	1687.6864702945581	1694.0	G	I	5	-5	8	-6	6	-5	0.038834951456310676	3	0	1.5	3	0	1.3333333333333333	3	0	2.0	4	0	0.0	0	0	0.0	0	0	0.0	0	0	10	14	11	0.017694031136898946	0.0988538681948424	0.037037037037037035	7	273
273	corelli	op04n10c	1687.6864702945581	1694.0	G	I	3	-1	5	-1	3	-1	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	0.0	0	0	4	6	4	0.0	0.0	0.0	7	274
274	corelli	op04n10d	1687.6864702945581	1694.0	e	i	8	-4	5	-4	8	-4	0.3137254901960784	4	0	1.3333333333333333	3	0	2.3333333333333335	4	0	2.3333333333333335	4	0	0.0	0	0	0.0	0	0	1.5	3	0	12	9	12	0.14294001624318367	0.08787010506208214	0.06481481481481483	7	275
275	corelli	op04n10e	1687.6864702945581	1694.0	G	I	5	-4	8	-8	6	-4	0.0	0	0	2.25	5	0	1.3333333333333333	3	0	1.3333333333333333	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	16	10	0.0	0.1482808022922636	0.037037037037037035	7	276
276	corelli	op04n11a	1687.6864702945581	1694.0	c	i	5	-4	5	-4	5	-4	0.28	3	0	1.5	3	0	1.5	3	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	9	9	9	0.12757396449704145	0.0988538681948424	0.041666666666666664	7	277
277	corelli	op04n11b	1687.6864702945581	1694.0	c	i	5	-4	6	-4	5	-4	0.07758620689655173	3	0	1.3333333333333333	3	0	2.0	4	0	2.0	4	0	0.0	0	0	0.0	0	0	1.6666666666666667	3	0	9	10	9	0.03534992858600286	0.08787010506208214	0.05555555555555555	7	278
278	corelli	op04n11c	1687.6864702945581	1694.0	c	i	4	-4	5	-4	5	-4	0.007042253521126761	1	0	1.3333333333333333	3	0	1.3333333333333333	3	0	2.0	4	0	1.5	3	0	0.0	0	0	1.5	3	0	8	9	9	0.003208600716726394	0.08787010506208214	0.037037037037037035	7	279
279	corelli	op04n12a	1687.6864702945581	1694.0	b	i	5	-5	5	-8	5	-4	0.10810810810810811	3	0	3.0	7	0	1.3333333333333333	3	0	1.5	3	0	0.0	0	0	0.0	0	0	0.0	0	0	10	13	9	0.04925635694866465	0.1977077363896848	0.037037037037037035	7	280
280	corelli	op04n12b	1687.6864702945581	1694.0	b	i	3	-4	5	-5	3	-4	0.0	0	0	1.5	3	0	0.0	0	0	1.6666666666666667	3	0	0.0	0	0	0.0	0	0	0.0	0	0	7	10	7	0.0	0.0988538681948424	0.0	7	281
281	corelli	op04n12c	1687.6864702945581	1694.0	b	i	2	-5	5	-4	5	-5	0.01639344262295082	1	0	1.5	3	0	1.3333333333333333	3	0	2.0	4	0	0.0	0	0	1.5	3	0	2.25	4	0	7	9	10	0.007469201668445048	0.0988538681948424	0.037037037037037035	7	282
282	couperin_clavecin	00_allemande	1717.0	1717.0	d	i	5	-4	5	-4	5	-4	0.046875	3	0	1.5	3	0	2.0	4	0	2.0	4	0	0.0	0	0	1.0	2	0	1.6666666666666667	3	0	9	9	9	0.02135724852071006	0.0988538681948424	0.05555555555555555	8	283
283	couperin_clavecin	01_premier_prelude	1717.0	1717.0	C	I	5	-1	7	-2	6	-2	0.0	0	0	1.0	2	0	0.5	1	0	1.0	2	0	1.0	2	0	0.0	0	0	1.0	2	0	6	9	8	0.0	0.0659025787965616	0.013888888888888888	8	284
284	couperin_clavecin	02_second_prelude	1717.0	1717.0	d	i	5	-4	6	-5	5	-4	0.06521739130434782	3	0	2.2	5	0	1.3333333333333333	3	0	2.5	5	0	1.0	2	0	0.0	0	0	1.6666666666666667	3	0	9	11	9	0.02971443272446617	0.14498567335243553	0.037037037037037035	8	285
285	couperin_clavecin	03_troisieme_prelude	1717.0	1717.0	g	i	2	-4	6	-4	5	-4	0.0	0	0	2.2	5	0	1.5	3	0	2.2	5	0	1.0	2	0	1.5	3	0	1.6666666666666667	3	0	6	10	9	0.0	0.14498567335243553	0.041666666666666664	8	286
286	couperin_clavecin	04_quatrieme_prelude	1717.0	1717.0	F	I	5	-2	6	-3	5	-2	0.014285714285714285	1	0	1.0	2	0	0.5	1	0	1.0	2	0	0.0	0	0	0.0	0	0	0.0	0	0	7	9	7	0.00650887573964497	0.0659025787965616	0.013888888888888888	8	287
287	couperin_clavecin	05_cinquieme_prelude	1717.0	1717.0	A	I	6	-2	8	-4	8	-4	0.1827956989247312	3	0	2.2	5	0	1.5	3	0	2.0	4	0	1.6666666666666667	3	0	1.0	2	0	1.6666666666666667	3	0	8	12	12	0.08328561430298403	0.14498567335243553	0.041666666666666664	8	288
288	couperin_clavecin	06_sixieme_prelude	1717.0	1717.0	b	i	6	-5	6	-5	6	-5	0.2037037037037037	3	0	1.5	3	0	2.0	4	0	2.0	4	0	1.5	3	0	1.0	2	0	1.6666666666666667	3	0	11	11	11	0.0928117466579005	0.0988538681948424	0.05555555555555555	8	289
289	couperin_clavecin	07_septieme_prelude	1717.0	1717.0	Bb	I	8	-1	8	-4	8	-5	0.25882352941176473	3	0	1.3333333333333333	3	0	1.5	3	0	1.5	3	0	0.0	0	0	1.0	2	0	1.5	3	0	9	12	13	0.11792551340062654	0.08787010506208214	0.041666666666666664	8	290
290	couperin_clavecin	08_huitieme_prelude	1717.0	1717.0	e	i	6	-5	7	-5	6	-5	0.09016393442622951	3	0	1.5	3	0	1.3333333333333333	3	0	2.0	4	0	1.0	2	0	1.0	2	0	1.6666666666666667	3	0	11	12	11	0.04108060917644776	0.0988538681948424	0.037037037037037035	8	291
291	handel_keyboard	hwv430d_Grobschmied_Aria	1720.0	1720.0	E	I	5	-1	6	-1	5	-1	0.0	0	0	0.5	1	0	0.0	0	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	7	6	0.0	0.0329512893982808	0.0	9	292
292	handel_keyboard	hwv430d_Grobschmied_Var1	1720.0	1720.0	E	I	5	-1	6	-1	5	-1	0.0	0	0	0.5	1	0	0.0	0	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	7	6	0.0	0.0329512893982808	0.0	9	293
293	handel_keyboard	hwv430d_Grobschmied_Var2	1720.0	1720.0	E	I	5	-1	6	-1	5	-1	0.0	0	0	0.5	1	0	0.0	0	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	7	6	0.0	0.0329512893982808	0.0	9	294
294	handel_keyboard	hwv430d_Grobschmied_Var3	1720.0	1720.0	E	I	5	-1	6	-1	6	-1	0.0	0	0	0.5	1	0	0.5	1	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	7	7	0.0	0.0329512893982808	0.013888888888888888	9	295
295	handel_keyboard	hwv430d_Grobschmied_Var4	1720.0	1720.0	E	I	6	-1	6	-1	6	-1	0.03076923076923077	1	0	0.5	1	0	0.5	1	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	7	7	7	0.01401911697769686	0.0329512893982808	0.013888888888888888	9	296
296	handel_keyboard	hwv430d_Grobschmied_Var5	1720.0	1720.0	E	I	5	-1	6	-1	6	-2	0.0	0	0	0.5	1	0	0.5	1	0	0.5	1	0	0.0	0	0	0.0	0	0	0.0	0	0	6	7	8	0.0	0.0329512893982808	0.013888888888888888	9	297
297	bach_solo	BWV1001_01_Adagio	1721.5346055254913	1720.0	g	i	5	-5	6	-6	6	-5	0.3548387096774194	3	0	2.2	5	0	3.142857142857143	7	0	3.142857142857143	7	0	1.0	2	0	2.25	4	0	3.0	6	0	10	12	11	0.1616720748234396	0.14498567335243553	0.0873015873015873	10	298
298	bach_solo	BWV1001_02_Fuga	1721.5346055254913	1720.0	g	i	7	-5	6	-5	7	-5	0.2476489028213166	4	0	2.5	5	0	4.0	10	0	4.444444444444445	10	0	2.25	4	0	3.0	8	0	3.1666666666666665	9	0	12	11	12	0.11283411548663538	0.16475644699140402	0.1111111111111111	10	299
299	bach_solo	BWV1001_03_Siciliano	1721.5346055254913	1720.0	Bb	I	7	-5	7	-4	7	-5	0.04504504504504504	2	0	1.5	3	0	2.0	4	0	2.0	4	0	0.0	0	0	1.6666666666666667	3	0	1.6666666666666667	3	0	12	11	12	0.0205234820619436	0.0988538681948424	0.05555555555555555	10	300
300	bach_solo	BWV1001_04_Presto	1721.5346055254913	1720.0	g	i	5	-4	6	-5	6	-4	0.22790697674418606	3	0	2.2	5	0	2.5	5	0	2.5	5	0	1.5	3	0	1.0	2	0	1.6666666666666667	3	0	9	11	10	0.10383927342782442	0.14498567335243553	0.06944444444444445	10	301
301	bach_solo	BWV1002_01_Allemanda	1721.5346055254913	1720.0	b	i	6	-5	5	-6	6	-5	0.34065934065934067	4	0	1.5	3	0	2.0	4	0	2.5	5	0	1.5	3	0	2.0	4	0	2.0	4	0	11	11	11	0.15521165225307237	0.0988538681948424	0.05555555555555555	10	302
