	corpus	piece	corpus_id	piece_id	corpus_year	piece_year	period	globalkey	localkey_mode	ILC	OLC	DI	ILC_DI_diff
546	bach_en_fr_suites	BWV807_04_Sarabande	10	379	1721.7536076006095	1720	Baroque	a	major	0.18181818181818182	0.0	0.33030000000000004	0.14848181818181821
547	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	10	380	1721.7536076006095	1720	Baroque	a	minor	1.1090909090909091	0.45454545454545453	0.38842	0.7206709090909091
548	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	10	380	1721.7536076006095	1720	Baroque	a	major	0.17391304347826086	0.0	0.3449260869565217	0.17101304347826085
551	bach_en_fr_suites	BWV807_07_Gigue	10	383	1721.7536076006095	1720	Baroque	a	minor	0.7731958762886598	0.44329896907216493	0.30394536082474227	0.46925051546391755
552	bach_en_fr_suites	BWV807_07_Gigue	10	383	1721.7536076006095	1720	Baroque	a	major	0.04878048780487805	0.024390243902439025	0.2808926829268293	0.23211219512195125
553	bach_en_fr_suites	BWV808_01_Prelude	10	384	1721.7536076006095	1720	Baroque	g	minor	1.1964285714285714	0.47767857142857145	0.32657455357142856	0.8698540178571428
554	bach_en_fr_suites	BWV808_01_Prelude	10	384	1721.7536076006095	1720	Baroque	g	major	0.2537313432835821	0.11194029850746269	0.3196485074626866	0.06591716417910448
559	bach_en_fr_suites	BWV808_05_Gavotte_I	10	389	1721.7536076006095	1720	Baroque	g	minor	1.0	0.16470588235294117	0.3058764705882353	0.6941235294117647
560	bach_en_fr_suites	BWV808_05_Gavotte_I	10	389	1721.7536076006095	1720	Baroque	g	major	0.15	0.0	0.27249500000000004	0.12249500000000005
563	bach_en_fr_suites	BWV809_01_Prelude	10	392	1721.7536076006095	1720	Baroque	F	major	0.16147308781869688	0.04815864022662889	0.3423954674220963	0.18092237960339944
564	bach_en_fr_suites	BWV809_01_Prelude	10	392	1721.7536076006095	1720	Baroque	F	minor	1.05	0.3142857142857143	0.3940428571428572	0.6559571428571429
565	bach_en_fr_suites	BWV809_02_Allemande	10	393	1721.7536076006095	1720	Baroque	F	major	0.4823529411764706	0.09411764705882353	0.39097647058823526	0.09137647058823534
566	bach_en_fr_suites	BWV809_02_Allemande	10	393	1721.7536076006095	1720	Baroque	F	minor	1.125	0.0	0.45	0.675
567	bach_en_fr_suites	BWV809_03_Courante	10	394	1721.7536076006095	1720	Baroque	F	major	0.14285714285714285	0.08928571428571429	0.30118928571428577	0.15833214285714292
568	bach_en_fr_suites	BWV809_03_Courante	10	394	1721.7536076006095	1720	Baroque	F	minor	1.2	0.7	0.40499999999999997	0.7949999999999999
569	bach_en_fr_suites	BWV809_04_Sarabande	10	395	1721.7536076006095	1720	Baroque	F	major	0.5365853658536586	0.14634146341463414	0.3980487804878049	0.13853658536585367
570	bach_en_fr_suites	BWV809_04_Sarabande	10	395	1721.7536076006095	1720	Baroque	F	minor	1.5	0.0	0.45185000000000003	1.04815
571	bach_en_fr_suites	BWV809_05_Menuett_I	10	396	1721.7536076006095	1720	Baroque	F	major	0.07575757575757576	0.030303030303030304	0.2929242424242425	0.21716666666666673
572	bach_en_fr_suites	BWV809_05_Menuett_I	10	396	1721.7536076006095	1720	Baroque	F	minor	1.5	0.2	0.26666	1.23334
574	bach_en_fr_suites	BWV809_07_Gigue	10	398	1721.7536076006095	1720	Baroque	F	major	0.25766871165644173	0.05521472392638037	0.3080748466257669	0.05040613496932517
575	bach_en_fr_suites	BWV809_07_Gigue	10	398	1721.7536076006095	1720	Baroque	F	minor	1.4516129032258065	0.3870967741935484	0.22580645161290322	1.2258064516129032
576	bach_en_fr_suites	BWV810_01_Prelude	10	399	1721.7536076006095	1720	Baroque	e	minor	1.3218390804597702	0.45977011494252873	0.41867270114942534	0.9031663793103448
577	bach_en_fr_suites	BWV810_01_Prelude	10	399	1721.7536076006095	1720	Baroque	e	major	0.4925373134328358	0.2835820895522388	0.3708940298507463	0.12164328358208948
584	bach_en_fr_suites	BWV811_01_Prelude	10	406	1721.7536076006095	1720	Baroque	d	minor	1.139874739039666	0.5615866388308977	0.3872951983298539	0.7525795407098121
585	bach_en_fr_suites	BWV811_01_Prelude	10	406	1721.7536076006095	1720	Baroque	d	major	0.2824427480916031	0.24427480916030533	0.3841206106870229	0.10167786259541983
587	bach_en_fr_suites	BWV811_03_Courante	10	408	1721.7536076006095	1720	Baroque	d	minor	1.0297029702970297	0.36633663366336633	0.31220495049504954	0.7174980198019802
588	bach_en_fr_suites	BWV811_03_Courante	10	408	1721.7536076006095	1720	Baroque	d	major	0.0967741935483871	0.03225806451612903	0.2881709677419355	0.19139677419354842
589	bach_en_fr_suites	BWV811_04_Sarabande	10	409	1721.7536076006095	1720	Baroque	d	minor	2.066666666666667	0.37777777777777777	0.49918444444444443	1.5674822222222224
590	bach_en_fr_suites	BWV811_04_Sarabande	10	409	1721.7536076006095	1720	Baroque	d	major	0.0	0.0	0.3333285714285714	0.3333285714285714
591	bach_en_fr_suites	BWV811_05_Double	10	410	1721.7536076006095	1720	Baroque	d	minor	1.7954545454545454	1.0	0.4621181818181819	1.3333363636363635
592	bach_en_fr_suites	BWV811_05_Double	10	410	1721.7536076006095	1720	Baroque	d	major	0.0	0.11764705882352941	0.3372529411764706	0.3372529411764706
599	bach_en_fr_suites	BWV812_04_Menuett_I	10	417	1721.7536076006095	1725	Baroque	d	minor	1.1818181818181819	0.30303030303030304	0.3212060606060606	0.8606121212121213
600	bach_en_fr_suites	BWV812_04_Menuett_I	10	417	1721.7536076006095	1725	Baroque	d	major	0.18181818181818182	0.0	0.32120909090909094	0.13939090909090912
604	bach_en_fr_suites	BWV813_02_Courante	10	421	1721.7536076006095	1725	Baroque	c	minor	1.2056737588652482	0.028368794326241134	0.3634702127659574	0.8422035460992907
605	bach_en_fr_suites	BWV813_02_Courante	10	421	1721.7536076006095	1725	Baroque	c	major	0.038461538461538464	0.0	0.2890961538461539	0.2506346153846154
617	bach_en_fr_suites	BWV815_01_Allemande	10	433	1721.7536076006095	1725	Baroque	Eb	major	0.3023255813953488	0.046511627906976744	0.3796104651162791	0.07728488372093029
618	bach_en_fr_suites	BWV815_01_Allemande	10	433	1721.7536076006095	1725	Baroque	Eb	minor	1.8235294117647058	0.4117647058823529	0.5072529411764706	1.3162764705882353
619	bach_en_fr_suites	BWV815_02_Courante	10	434	1721.7536076006095	1725	Baroque	Eb	major	0.1864406779661017	0.06779661016949153	0.314971186440678	0.1285305084745763
620	bach_en_fr_suites	BWV815_02_Courante	10	434	1721.7536076006095	1725	Baroque	Eb	minor	1.0714285714285714	0.4642857142857143	0.35952142857142855	0.7119071428571428
621	bach_en_fr_suites	BWV815_03_Sarabande	10	435	1721.7536076006095	1725	Baroque	Eb	major	0.18604651162790697	0.046511627906976744	0.38913953488372094	0.20309302325581396
622	bach_en_fr_suites	BWV815_03_Sarabande	10	435	1721.7536076006095	1725	Baroque	Eb	minor	1.105263157894737	0.15789473684210525	0.38946842105263163	0.7157947368421054
623	bach_en_fr_suites	BWV815_04_Gavotte	10	436	1721.7536076006095	1725	Baroque	Eb	major	0.07547169811320754	0.0	0.2751547169811321	0.19968301886792456
624	bach_en_fr_suites	BWV815_04_Gavotte	10	436	1721.7536076006095	1725	Baroque	Eb	minor	1.206896551724138	0.3793103448275862	0.34195172413793107	0.8649448275862068
625	bach_en_fr_suites	BWV815_05_Air	10	437	1721.7536076006095	1725	Baroque	Eb	major	0.12280701754385964	0.17543859649122806	0.29590350877192984	0.1730964912280702
626	bach_en_fr_suites	BWV815_05_Air	10	437	1721.7536076006095	1725	Baroque	Eb	minor	0.8	0.9	0.27	0.53
628	bach_en_fr_suites	BWV815_07_Gigue	10	439	1721.7536076006095	1725	Baroque	Eb	major	0.08791208791208792	0.054945054945054944	0.32801868131868134	0.2401065934065934
629	bach_en_fr_suites	BWV815_07_Gigue	10	439	1721.7536076006095	1725	Baroque	Eb	minor	1.3333333333333333	0.3333333333333333	0.39	0.9433333333333332
631	bach_en_fr_suites	BWV816_02_Courante	10	441	1721.7536076006095	1725	Baroque	G	major	0.18840579710144928	0.0	0.33405507246376814	0.14564927536231886
632	bach_en_fr_suites	BWV816_02_Courante	10	441	1721.7536076006095	1725	Baroque	G	minor	0.8571428571428571	0.6428571428571429	0.35832857142857144	0.49881428571428565
633	bach_en_fr_suites	BWV816_03_Sarabande	10	442	1721.7536076006095	1725	Baroque	G	major	0.043478260869565216	0.0	0.31025217391304344	0.2667739130434782
634	bach_en_fr_suites	BWV816_03_Sarabande	10	442	1721.7536076006095	1725	Baroque	G	minor	1.0	0.0	0.3888833333333333	0.6111166666666668
639	bach_en_fr_suites	BWV817_01_Allemande	10	447	1721.7536076006095	1725	Baroque	E	major	0.14473684210526316	0.013157894736842105	0.3057013157894737	0.16096447368421052
640	bach_en_fr_suites	BWV817_01_Allemande	10	447	1721.7536076006095	1725	Baroque	E	minor	1.08	0.28	0.37466	0.7053400000000001
641	bach_en_fr_suites	BWV817_02_Courante	10	448	1721.7536076006095	1725	Baroque	E	major	0.0547945205479452	0.0410958904109589	0.3070767123287671	0.2522821917808219
642	bach_en_fr_suites	BWV817_02_Courante	10	448	1721.7536076006095	1725	Baroque	E	minor	1.15	0.4	0.41666	0.7333399999999999
643	bach_en_fr_suites	BWV817_03_Sarabande	10	449	1721.7536076006095	1725	Baroque	E	major	0.3404255319148936	0.10638297872340426	0.34538936170212764	0.004963829787234031
644	bach_en_fr_suites	BWV817_03_Sarabande	10	449	1721.7536076006095	1725	Baroque	E	minor	1.5	0.0625	0.403125	1.096875
646	bach_en_fr_suites	BWV817_05_Polonaise	10	451	1721.7536076006095	1725	Baroque	E	major	0.3617021276595745	0.10638297872340426	0.30496170212765955	0.05674042553191494
647	bach_en_fr_suites	BWV817_05_Polonaise	10	451	1721.7536076006095	1725	Baroque	E	minor	1.5	0.85	0.37666	1.12334
648	bach_en_fr_suites	BWV817_06_Bourree	10	452	1721.7536076006095	1725	Baroque	E	major	0.1981981981981982	0.036036036036036036	0.25150090090090094	0.05330270270270274
649	bach_en_fr_suites	BWV817_06_Bourree	10	452	1721.7536076006095	1725	Baroque	E	minor	0.9	0.5	0.29999000000000003	0.6000099999999999
650	bach_en_fr_suites	BWV817_07_Gigue	10	453	1721.7536076006095	1725	Baroque	E	major	0.21212121212121213	0.04040404040404041	0.3144767676767677	0.10235555555555556
651	bach_en_fr_suites	BWV817_07_Gigue	10	453	1721.7536076006095	1725	Baroque	E	minor	0.7058823529411765	0.5882352941176471	0.31372352941176473	0.3921588235294118
653	couperin_concerts	c01n01_prelude	11	455	1723.4204871060172	1722	Baroque	G	major	0.07058823529411765	0.011764705882352941	0.32745058823529416	0.25686235294117654
654	couperin_concerts	c01n01_prelude	11	455	1723.4204871060172	1722	Baroque	G	minor	1.875	0.25	0.4766625	1.3983375
655	couperin_concerts	c01n02_allemande	11	456	1723.4204871060172	1722	Baroque	G	major	0.0625	0.0	0.29505156250000003	0.23255156250000003
656	couperin_concerts	c01n02_allemande	11	456	1723.4204871060172	1722	Baroque	G	minor	1.0833333333333333	0.08333333333333333	0.3166666666666667	0.7666666666666666
657	couperin_concerts	c01n03_sarabande	11	457	1723.4204871060172	1722	Baroque	g	minor	1.0851063829787233	0.14893617021276595	0.3361702127659575	0.7489361702127658
658	couperin_concerts	c01n03_sarabande	11	457	1723.4204871060172	1722	Baroque	g	major	0.0	0.0	0.3321428571428572	0.3321428571428572
659	couperin_concerts	c01n04_gavotte	11	458	1723.4204871060172	1722	Baroque	g	minor	1.3170731707317074	0.07317073170731707	0.32682926829268294	0.9902439024390244
660	couperin_concerts	c01n04_gavotte	11	458	1723.4204871060172	1722	Baroque	g	major	0.0	0.0	0.26666666666666666	0.26666666666666666
661	couperin_concerts	c01n05_gigue	11	459	1723.4204871060172	1722	Baroque	G	major	0.046296296296296294	0.018518518518518517	0.37037037037037035	0.32407407407407407
662	couperin_concerts	c01n05_gigue	11	459	1723.4204871060172	1722	Baroque	G	minor	1.5909090909090908	0.045454545454545456	0.36590909090909096	1.2249999999999999
663	couperin_concerts	c01n06_menuet_en_trio	11	460	1723.4204871060172	1722	Baroque	g	minor	1.1944444444444444	0.3611111111111111	0.325925	0.8685194444444444
664	couperin_concerts	c01n06_menuet_en_trio	11	460	1723.4204871060172	1722	Baroque	g	major	0.1111111111111111	0.2222222222222222	0.3333333333333333	0.2222222222222222
666	couperin_concerts	c02n02_allemande_fuguee	11	462	1723.4204871060172	1722	Baroque	D	major	0.0625	0.03125	0.30208229166666667	0.23958229166666667
667	couperin_concerts	c02n02_allemande_fuguee	11	462	1723.4204871060172	1722	Baroque	D	minor	0.9583333333333334	0.0	0.3630541666666667	0.5952791666666667
668	couperin_concerts	c02n03_air_tendre	11	463	1723.4204871060172	1722	Baroque	d	minor	1.2063492063492063	0.06349206349206349	0.3227507936507937	0.8835984126984127
669	couperin_concerts	c02n03_air_tendre	11	463	1723.4204871060172	1722	Baroque	d	major	0.25	0.0	0.35	0.09999999999999998
670	couperin_concerts	c02n04_air_contrefugue	11	464	1723.4204871060172	1722	Baroque	d	minor	1.3658536585365855	0.2032520325203252	0.37926666666666664	0.9865869918699188
671	couperin_concerts	c02n04_air_contrefugue	11	464	1723.4204871060172	1722	Baroque	d	major	0.03571428571428571	0.07142857142857142	0.3	0.2642857142857143
672	couperin_concerts	c02n05_echos	11	465	1723.4204871060172	1722	Baroque	D	major	0.0	0.0078125	0.306640625	0.306640625
673	couperin_concerts	c02n05_echos	11	465	1723.4204871060172	1722	Baroque	D	minor	1.0	0.058823529411764705	0.34411176470588234	0.6558882352941177
675	couperin_concerts	c03n02_allemande	11	467	1723.4204871060172	1722	Baroque	A	major	0.07317073170731707	0.0	0.3044707317073171	0.2313
676	couperin_concerts	c03n02_allemande	11	467	1723.4204871060172	1722	Baroque	A	minor	1.0833333333333333	0.0	0.32708333333333334	0.7562499999999999
677	couperin_concerts	c03n03_courante	11	468	1723.4204871060172	1722	Baroque	a	minor	1.1923076923076923	0.20512820512820512	0.3647	0.8276076923076923
678	couperin_concerts	c03n03_courante	11	468	1723.4204871060172	1722	Baroque	a	major	0.0	0.0625	0.3625	0.3625
679	couperin_concerts	c03n04_sarabande_grave	11	469	1723.4204871060172	1722	Baroque	a	minor	1.0727272727272728	0.43636363636363634	0.35260545454545456	0.7201218181818182
680	couperin_concerts	c03n04_sarabande_grave	11	469	1723.4204871060172	1722	Baroque	a	major	0.0	0.0	0.320625	0.320625
681	couperin_concerts	c03n05_gavotte	11	470	1723.4204871060172	1722	Baroque	a	minor	1.0149253731343284	0.1044776119402985	0.3370641791044776	0.6778611940298508
682	couperin_concerts	c03n05_gavotte	11	470	1723.4204871060172	1722	Baroque	a	major	0.0	0.0625	0.28333125000000003	0.28333125000000003
683	couperin_concerts	c03n06_musette_1	11	471	1723.4204871060172	1722	Baroque	A	major	0.0	0.0	0.2	0.2
684	couperin_concerts	c03n06_musette_1	11	471	1723.4204871060172	1722	Baroque	A	minor	1.25	0.5	0.2833333333333333	0.9666666666666667
685	couperin_concerts	c03n07_musette_2	11	472	1723.4204871060172	1722	Baroque	A	major	0.0	0.0	0.2	0.2
686	couperin_concerts	c03n07_musette_2	11	472	1723.4204871060172	1722	Baroque	A	minor	1.1111111111111112	0.6111111111111112	0.2777777777777778	0.8333333333333334
687	couperin_concerts	c03n08_chaconne_legere	11	473	1723.4204871060172	1722	Baroque	a	minor	1.0903954802259888	0.022598870056497175	0.33521638418079097	0.7551790960451978
688	couperin_concerts	c03n08_chaconne_legere	11	473	1723.4204871060172	1722	Baroque	a	major	0.08823529411764706	0.0	0.27434607843137254	0.18611078431372546
689	couperin_concerts	c04n01_prelude	11	474	1723.4204871060172	1722	Baroque	e	minor	1.180327868852459	0.01639344262295082	0.3710377049180328	0.8092901639344262
690	couperin_concerts	c04n01_prelude	11	474	1723.4204871060172	1722	Baroque	e	major	0.04	0.0	0.337332	0.29733200000000004
691	couperin_concerts	c04n02_allemande	11	475	1723.4204871060172	1722	Baroque	e	minor	1.1636363636363636	0.09090909090909091	0.33636363636363636	0.8272727272727272
692	couperin_concerts	c04n02_allemande	11	475	1723.4204871060172	1722	Baroque	e	major	0.045454545454545456	0.0	0.3090909090909091	0.2636363636363636
693	couperin_concerts	c04n03_courante_francoise	11	476	1723.4204871060172	1722	Baroque	E	major	0.15714285714285714	0.04285714285714286	0.28285714285714286	0.12571428571428572
694	couperin_concerts	c04n03_courante_francoise	11	476	1723.4204871060172	1722	Baroque	E	minor	1.7857142857142858	0.0	0.3607142857142857	1.425
695	couperin_concerts	c04n04_courante_a_litalienne	11	477	1723.4204871060172	1722	Baroque	e	minor	1.2952380952380953	0.29523809523809524	0.37168190476190477	0.9235561904761905
696	couperin_concerts	c04n04_courante_a_litalienne	11	477	1723.4204871060172	1722	Baroque	e	major	0.13793103448275862	0.13793103448275862	0.3103448275862069	0.1724137931034483
697	couperin_concerts	c04n05_sarabande	11	478	1723.4204871060172	1722	Baroque	E	major	0.1	0.0	0.32	0.22
698	couperin_concerts	c04n05_sarabande	11	478	1723.4204871060172	1722	Baroque	E	minor	0.8571428571428571	0.0	0.31428571428571433	0.5428571428571427
699	couperin_concerts	c04n06_rigaudon	11	479	1723.4204871060172	1722	Baroque	E	major	0.1	0.06	0.2856	0.18560000000000001
700	couperin_concerts	c04n06_rigaudon	11	479	1723.4204871060172	1722	Baroque	E	minor	1.0	0.6666666666666666	0.26666666666666666	0.7333333333333334
701	couperin_concerts	c04n07_forlane	11	480	1723.4204871060172	1722	Baroque	E	major	0.14705882352941177	0.0	0.27156862745098037	0.1245098039215686
702	couperin_concerts	c04n07_forlane	11	480	1723.4204871060172	1722	Baroque	E	minor	0.5675675675675675	0.10810810810810811	0.32972972972972975	0.2378378378378378
703	couperin_concerts	c05n01_prelude	11	481	1723.4204871060172	1724	Baroque	F	major	0.13095238095238096	0.047619047619047616	0.30726190476190474	0.17630952380952378
704	couperin_concerts	c05n01_prelude	11	481	1723.4204871060172	1724	Baroque	F	minor	1.125	0.25	0.3	0.825
705	couperin_concerts	c05n02_allemande	11	482	1723.4204871060172	1724	Baroque	F	major	0.02564102564102564	0.0	0.28703675213675217	0.2613957264957265
706	couperin_concerts	c05n02_allemande	11	482	1723.4204871060172	1724	Baroque	F	minor	1.3846153846153846	0.11538461538461539	0.36346153846153845	1.021153846153846
707	couperin_concerts	c05n03_sarabande	11	483	1723.4204871060172	1724	Baroque	f	minor	1.1764705882352942	0.11764705882352941	0.3453911764705882	0.831079411764706
708	couperin_concerts	c05n03_sarabande	11	483	1723.4204871060172	1724	Baroque	f	major	0.0	0.0	0.3025	0.3025
709	couperin_concerts	c05n04_gavote	11	484	1723.4204871060172	1724	Baroque	f	minor	1.1571428571428573	0.24285714285714285	0.3169042857142857	0.8402385714285716
710	couperin_concerts	c05n04_gavote	11	484	1723.4204871060172	1724	Baroque	f	major	0.0	0.03571428571428571	0.2857142857142857	0.2857142857142857
711	couperin_concerts	c05n05_musete	11	485	1723.4204871060172	1724	Baroque	F	major	0.0	0.054945054945054944	0.2598901098901099	0.2598901098901099
712	couperin_concerts	c05n05_musete	11	485	1723.4204871060172	1724	Baroque	F	minor	1.1851851851851851	0.7037037037037037	0.38222222222222224	0.8029629629629629
713	couperin_concerts	c06n01_grave	11	486	1723.4204871060172	1724	Baroque	Bb	major	0.22826086956521738	0.03260869565217391	0.34322391304347827	0.11496304347826089
714	couperin_concerts	c06n01_grave	11	486	1723.4204871060172	1724	Baroque	Bb	minor	1.0	0.25	0.375	0.625
715	couperin_concerts	c06n02_allemande	11	487	1723.4204871060172	1724	Baroque	Bb	major	0.04716981132075472	0.02830188679245283	0.287861320754717	0.24069150943396228
716	couperin_concerts	c06n02_allemande	11	487	1723.4204871060172	1724	Baroque	Bb	minor	1.05	0.0	0.359165	0.6908350000000001
717	couperin_concerts	c06n03_sarabande	11	488	1723.4204871060172	1724	Baroque	Bb	major	0.0	0.06593406593406594	0.32948681318681317	0.32948681318681317
718	couperin_concerts	c06n03_sarabande	11	488	1723.4204871060172	1724	Baroque	Bb	minor	1.0909090909090908	0.045454545454545456	0.36969545454545455	0.7212136363636363
719	couperin_concerts	c06n04_air_diable	11	489	1723.4204871060172	1724	Baroque	Bb	major	0.04819277108433735	0.012048192771084338	0.31626506024096385	0.2680722891566265
720	couperin_concerts	c06n04_air_diable	11	489	1723.4204871060172	1724	Baroque	Bb	minor	1.0	0.1111111111111111	0.36296111111111107	0.6370388888888889
721	couperin_concerts	c06n05_siciliene	11	490	1723.4204871060172	1724	Baroque	Bb	major	0.009433962264150943	0.009433962264150943	0.31886792452830187	0.30943396226415093
722	couperin_concerts	c06n05_siciliene	11	490	1723.4204871060172	1724	Baroque	Bb	minor	1.3157894736842106	0.0	0.28421052631578947	1.0315789473684212
723	couperin_concerts	c07n01_grave	11	491	1723.4204871060172	1724	Baroque	g	minor	1.3333333333333333	0.014492753623188406	0.34492608695652177	0.9884072463768114
724	couperin_concerts	c07n01_grave	11	491	1723.4204871060172	1724	Baroque	g	major	0.08333333333333333	0.0	0.277775	0.19444166666666668
725	couperin_concerts	c07n02_allemande	11	492	1723.4204871060172	1724	Baroque	g	minor	0.8421052631578947	0.03508771929824561	0.3201745614035088	0.5219307017543859
726	couperin_concerts	c07n02_allemande	11	492	1723.4204871060172	1724	Baroque	g	major	0.15789473684210525	0.10526315789473684	0.27017368421052634	0.11227894736842109
727	couperin_concerts	c07n03_sarabande	11	493	1723.4204871060172	1724	Baroque	g	minor	1.125	0.0625	0.32708125	0.79791875
728	couperin_concerts	c07n03_sarabande	11	493	1723.4204871060172	1724	Baroque	g	major	0.7	0.0	0.352	0.348
729	couperin_concerts	c07n04_fuguete	11	494	1723.4204871060172	1724	Baroque	g	minor	1.0545454545454545	0.35454545454545455	0.33409000000000005	0.7204554545454545
730	couperin_concerts	c07n04_fuguete	11	494	1723.4204871060172	1724	Baroque	g	major	0.0	0.34375	0.29375	0.29375
731	couperin_concerts	c07n05_gavote	11	495	1723.4204871060172	1724	Baroque	g	minor	1.2926829268292683	0.17073170731707318	0.3247951219512195	0.9678878048780488
732	couperin_concerts	c07n05_gavote	11	495	1723.4204871060172	1724	Baroque	g	major	0.0	0.0	0.28	0.28
733	couperin_concerts	c07n06_siciliene	11	496	1723.4204871060172	1724	Baroque	g	minor	1.2571428571428571	0.08571428571428572	0.34285714285714286	0.9142857142857143
734	couperin_concerts	c07n06_siciliene	11	496	1723.4204871060172	1724	Baroque	g	major	0.03225806451612903	0.0	0.32688064516129034	0.29462258064516134
735	couperin_concerts	c08n01_ouverture	11	497	1723.4204871060172	1724	Baroque	G	major	0.07207207207207207	0.05405405405405406	0.28315315315315315	0.2110810810810811
736	couperin_concerts	c08n01_ouverture	11	497	1723.4204871060172	1724	Baroque	G	minor	1.2962962962962963	0.48148148148148145	0.35555555555555557	0.9407407407407407
737	couperin_concerts	c08n02_ritournele	11	498	1723.4204871060172	1724	Baroque	g	minor	1.4952380952380953	0.19047619047619047	0.37425142857142857	1.1209866666666666
738	couperin_concerts	c08n02_ritournele	11	498	1723.4204871060172	1724	Baroque	g	major	0.0	0.0	0.24705882352941178	0.24705882352941178
739	couperin_concerts	c08n03_air	11	499	1723.4204871060172	1724	Baroque	g	minor	1.0	0.24324324324324326	0.36396216216216215	0.6360378378378378
740	couperin_concerts	c08n03_air	11	499	1723.4204871060172	1724	Baroque	g	major	0.041666666666666664	0.125	0.29375	0.2520833333333333
741	couperin_concerts	c08n04_air_tendre	11	500	1723.4204871060172	1724	Baroque	g	minor	1.032258064516129	0.0	0.34451612903225803	0.687741935483871
742	couperin_concerts	c08n04_air_tendre	11	500	1723.4204871060172	1724	Baroque	g	major	0.2	0.0	0.36	0.15999999999999998
744	couperin_concerts	c08n06_Loure	11	502	1723.4204871060172	1724	Baroque	G	major	0.013157894736842105	0.0	0.3111842105263158	0.2980263157894737
745	couperin_concerts	c08n06_Loure	11	502	1723.4204871060172	1724	Baroque	G	minor	1.2	0.0	0.3442857142857143	0.8557142857142856
746	couperin_concerts	c08n07_air	11	503	1723.4204871060172	1724	Baroque	g	minor	1.186046511627907	0.13953488372093023	0.3116279069767442	0.8744186046511628
747	couperin_concerts	c08n07_air	11	503	1723.4204871060172	1724	Baroque	g	major	0.06666666666666667	0.0	0.28	0.21333333333333337
748	couperin_concerts	c08n08_sarabande	11	504	1723.4204871060172	1724	Baroque	G	major	0.0	0.0	0.3	0.3
749	couperin_concerts	c08n08_sarabande	11	504	1723.4204871060172	1724	Baroque	G	minor	1.3157894736842106	0.10526315789473684	0.30526315789473685	1.0105263157894737
750	couperin_concerts	c08n09_air_leger	11	505	1723.4204871060172	1724	Baroque	G	major	0.05405405405405406	0.0	0.2864864864864865	0.23243243243243245
751	couperin_concerts	c08n09_air_leger	11	505	1723.4204871060172	1724	Baroque	G	minor	1.4285714285714286	0.14285714285714285	0.31428571428571433	1.1142857142857143
752	couperin_concerts	c08n10_air_lentement	11	506	1723.4204871060172	1724	Baroque	g	minor	0.7954545454545454	0.1590909090909091	0.36624999999999996	0.42920454545454545
753	couperin_concerts	c08n10_air_lentement	11	506	1723.4204871060172	1724	Baroque	g	major	0.3	0.0	0.32	0.020000000000000018
754	couperin_concerts	c08n11_air_baccantes	11	507	1723.4204871060172	1724	Baroque	G	major	0.08333333333333333	0.041666666666666664	0.28750000000000003	0.20416666666666672
755	couperin_concerts	c08n11_air_baccantes	11	507	1723.4204871060172	1724	Baroque	G	minor	1.5	0.3	0.4	1.1
756	couperin_concerts	c09n01_charme	11	508	1723.4204871060172	1724	Baroque	E	major	0.12121212121212122	0.020202020202020204	0.3277777777777778	0.20656565656565656
757	couperin_concerts	c09n01_charme	11	508	1723.4204871060172	1724	Baroque	E	minor	1.1923076923076923	0.07692307692307693	0.37884615384615383	0.8134615384615385
758	couperin_concerts	c09n02_lenjouement	11	509	1723.4204871060172	1724	Baroque	E	major	0.043795620437956206	0.021897810218978103	0.3164233576642336	0.27262773722627737
759	couperin_concerts	c09n02_lenjouement	11	509	1723.4204871060172	1724	Baroque	E	minor	0.875	0.125	0.3703125	0.5046875
760	couperin_concerts	c09n03_graces	11	510	1723.4204871060172	1724	Baroque	E	major	0.02857142857142857	0.02857142857142857	0.3371428571428572	0.3085714285714286
761	couperin_concerts	c09n03_graces	11	510	1723.4204871060172	1724	Baroque	E	minor	1.0	0.058823529411764705	0.4029411764705882	0.5970588235294119
762	couperin_concerts	c09n04_Lejene	11	511	1723.4204871060172	1724	Baroque	E	major	0.1518987341772152	0.0	0.28227848101265823	0.13037974683544304
763	couperin_concerts	c09n04_Lejene	11	511	1723.4204871060172	1724	Baroque	E	minor	1.2258064516129032	0.0	0.3290322580645161	0.8967741935483872
764	couperin_concerts	c09n05_vivacite	11	512	1723.4204871060172	1724	Baroque	E	major	0.008928571428571428	0.008928571428571428	0.31008928571428573	0.3011607142857143
765	couperin_concerts	c09n05_vivacite	11	512	1723.4204871060172	1724	Baroque	E	minor	1.26	0.26	0.3626	0.8974
766	couperin_concerts	c09n06_Sarabande	11	513	1723.4204871060172	1724	Baroque	e	minor	1.3235294117647058	0.38235294117647056	0.35294117647058826	0.9705882352941175
767	couperin_concerts	c09n06_Sarabande	11	513	1723.4204871060172	1724	Baroque	e	major	0.0	0.06666666666666667	0.28	0.28
768	couperin_concerts	c09n07_douceur	11	514	1723.4204871060172	1724	Baroque	e	minor	1.12987012987013	0.07792207792207792	0.4012116883116883	0.7286584415584416
769	couperin_concerts	c09n07_douceur	11	514	1723.4204871060172	1724	Baroque	e	major	0.15789473684210525	0.0	0.31227894736842104	0.1543842105263158
