	corpus	piece	corpus_id	piece_id	corpus_year	piece_year	period	globalkey	localkey_mode	ILC	OLC	DI
113	kleine_geistliche_konzerte	op08n09swv290_Wohl_dem,_der_nicht_wandelt_im_Rat_der_Gottlosen	5	87	1637.9308224442736	1636	Renaissance	g	minor	0.7768595041322314	0.11570247933884298	0.2183185950413223
114	kleine_geistliche_konzerte	op08n10swv291_Schaffe_in_mir,_Gott,_ein_reines_Herz	5	88	1637.9308224442736	1636	Renaissance	G	major	0.3557692307692308	0.038461538461538464	0.21153846153846154
115	kleine_geistliche_konzerte	op08n11swv292_Der_Herr_schauet_vom_Himmel_auf_der_Menschen_Kinder	5	89	1637.9308224442736	1636	Renaissance	G	major	0.3333333333333333	0.05185185185185185	0.2034562962962963
116	kleine_geistliche_konzerte	op08n12swv293_Lobet_den_Herren,_der_zu_Zion_wohnet	5	90	1637.9308224442736	1636	Renaissance	G	major	0.291970802919708	0.051094890510948905	0.23016934306569345
117	kleine_geistliche_konzerte	op08n13swv294_Eins_bitte_ich_vom_Herren	5	91	1637.9308224442736	1636	Renaissance	F	major	0.2	0.012121212121212121	0.2203030303030303
118	kleine_geistliche_konzerte	op08n14swv295_O_hilf,_Christe_Gottes_Sohn	5	92	1637.9308224442736	1636	Renaissance	a	minor	0.8842975206611571	0.0	0.21556446280991737
119	kleine_geistliche_konzerte	op08n15swv296_Fürchte_dich_nicht	5	93	1637.9308224442736	1636	Renaissance	d	minor	0.8562874251497006	0.041916167664670656	0.20718562874251498
120	kleine_geistliche_konzerte	op08n16swv297_O_Herr_hilf	5	94	1637.9308224442736	1636	Renaissance	g	minor	0.6941176470588235	0.047058823529411764	0.2625470588235294
121	kleine_geistliche_konzerte	op08n18swv299_Die_Gottseligkeit_ist_zu_allen_Dingen_nütz	5	95	1637.9308224442736	1636	Renaissance	e	minor	0.3972602739726027	0.0136986301369863	0.22944931506849317
122	kleine_geistliche_konzerte	op08n19swv300_Himmel_und_Erde_vergehen	5	96	1637.9308224442736	1636	Renaissance	g	minor	0.37362637362637363	0.17582417582417584	0.19999999999999998
123	kleine_geistliche_konzerte	op08n20swv301_Nun_komm_der_Heiden_Heiland	5	97	1637.9308224442736	1636	Renaissance	g	minor	0.7272727272727273	0.07878787878787878	0.23757333333333336
124	kleine_geistliche_konzerte	op08n21swv302_Ein_Kind_ist_uns_geboren	5	98	1637.9308224442736	1636	Renaissance	F	major	0.33695652173913043	0.010869565217391304	0.258393115942029
125	kleine_geistliche_konzerte	op08n22swv303_Wir_glauben_all_an_einen_Gott	5	99	1637.9308224442736	1636	Renaissance	d	minor	0.900355871886121	0.07473309608540925	0.22989181494661926
126	kleine_geistliche_konzerte	op08n23swv304_Siehe,_mein_Fürsprecher_im_Himmel	5	100	1637.9308224442736	1636	Renaissance	G	major	0.5813953488372093	0.06976744186046512	0.23953313953488373
127	kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	5	101	1637.9308224442736	1636	Renaissance	g	minor	0.6352530541012217	0.20418848167539266	0.22294904013961606
128	kleine_geistliche_konzerte	op09n01swv306_Ich_will_den_Herren_loben_allezeit	5	102	1637.9308224442736	1639	Renaissance	F	major	0.42201834862385323	0.0	0.2126137614678899
129	kleine_geistliche_konzerte	op09n02swv307_Was_hast_du_verwirket	5	103	1637.9308224442736	1639	Renaissance	d	minor	1.1141304347826086	0.08695652173913043	0.24863804347826088
130	kleine_geistliche_konzerte	op09n03swv308_O_Jesu,_nomen_dulce	5	104	1637.9308224442736	1639	Renaissance	g	minor	0.7248322147651006	0.0738255033557047	0.2380302013422819
131	kleine_geistliche_konzerte	op09n04swv309_O_misericordissime_Jesu	5	105	1637.9308224442736	1639	Renaissance	g	minor	1.0718232044198894	0.12154696132596685	0.21657403314917126
132	kleine_geistliche_konzerte	op09n05swv310_Ich_liege_und_schlafe	5	106	1637.9308224442736	1639	Renaissance	a	minor	0.441340782122905	0.00558659217877095	0.21713072625698324
133	kleine_geistliche_konzerte	op09n06swv311_Habe_deine_Lust_an_dem_Herren	5	107	1637.9308224442736	1639	Renaissance	a	minor	0.4444444444444444	0.04843304843304843	0.24926695156695156
134	kleine_geistliche_konzerte	op09n07swv312_Herr,_ich_hoffe_darauf	5	108	1637.9308224442736	1639	Renaissance	d	minor	0.7544910179640718	0.24550898203592814	0.23472994011976048
135	kleine_geistliche_konzerte	op09n08swv313_Bone_Jesu,_verbum_Patris	5	109	1637.9308224442736	1639	Renaissance	a	minor	0.5074626865671642	0.05970149253731343	0.22705074626865673
136	kleine_geistliche_konzerte	op09n09swv314_Verbum_caro_factum	5	110	1637.9308224442736	1639	Renaissance	g	minor	0.7692307692307693	0.03461538461538462	0.23237115384615384
137	kleine_geistliche_konzerte	op09n10swv315_Hodie_Christus_natus_est	5	111	1637.9308224442736	1639	Renaissance	d	minor	0.9253112033195021	0.11203319502074689	0.24391327800829876
138	kleine_geistliche_konzerte	op09n11swv316_Wann_unsre_Augen_schlafen_ein	5	112	1637.9308224442736	1639	Renaissance	g	minor	0.8117647058823529	0.047058823529411764	0.20901882352941176
139	kleine_geistliche_konzerte	op09n12swv317_Meister,_wir_haben_die_ganze_Nacht_gearbeitet	5	113	1637.9308224442736	1639	Renaissance	d	minor	0.8953488372093024	0.046511627906976744	0.2449593023255814
140	kleine_geistliche_konzerte	op09n13swv318_Die_Furcht_des_Herren	5	114	1637.9308224442736	1639	Renaissance	g	minor	0.5847457627118644	0.01694915254237288	0.21652542372881356
141	kleine_geistliche_konzerte	op09n14swv319_Ich_beuge_meine_Knie_gegen_dem_Vater	5	115	1637.9308224442736	1639	Renaissance	G	major	0.30697674418604654	0.04186046511627907	0.2231758139534884
142	kleine_geistliche_konzerte	op09n15swv320_Ich_bin_jung_gewesen_und_bin_alt_worden	5	116	1637.9308224442736	1639	Renaissance	F	major	0.38666666666666666	0.013333333333333334	0.23110933333333336
143	kleine_geistliche_konzerte	op09n16swv321_Herr,_wenn_ich_nur_dich	5	117	1637.9308224442736	1639	Renaissance	d	minor	0.36363636363636365	0.0213903743315508	0.2483951871657754
144	kleine_geistliche_konzerte	op09n17swv322_Rorate,_rorate_coeli	5	118	1637.9308224442736	1639	Renaissance	g	minor	0.9421052631578948	0.09473684210526316	0.2270863157894737
145	kleine_geistliche_konzerte	op09n18swv323_Joseph,_du_Sohn_David	5	119	1637.9308224442736	1639	Renaissance	a	minor	0.6294117647058823	0.03529411764705882	0.24752764705882355
146	kleine_geistliche_konzerte	op09n19swv324_Ich_bin_die_Auferstehung	5	120	1637.9308224442736	1639	Renaissance	d	minor	0.7350427350427351	0.17094017094017094	0.2273482905982906
147	kleine_geistliche_konzerte	op09n20swv325_Die_Seele_Christi_heilige_mich	5	121	1637.9308224442736	1639	Renaissance	g	minor	0.9585253456221198	0.041474654377880185	0.2345599078341014
148	kleine_geistliche_konzerte	op09n21swv326_Ich_ruf_zu_dir,_Herr_Jesu_Christ	5	122	1637.9308224442736	1639	Renaissance	g	minor	0.5333333333333333	0.06666666666666667	0.24560833333333332
149	kleine_geistliche_konzerte	op09n22swv327_Allein_Gott_in_der_Höh	5	123	1637.9308224442736	1639	Renaissance	G	major	0.15056818181818182	0.03977272727272727	0.23535852272727276
150	kleine_geistliche_konzerte	op09n23swv328_Veni,_Sancte_Spiritus	5	124	1637.9308224442736	1639	Renaissance	G	major	0.4092664092664093	0.15057915057915058	0.24755405405405406
151	kleine_geistliche_konzerte	op09n24swv329_Ist_Gott_für_uns	5	125	1637.9308224442736	1639	Renaissance	g	minor	0.78125	0.15104166666666666	0.2134541666666667
152	kleine_geistliche_konzerte	op09n25swv330_Wer_will_uns_scheiden_von_der_Liebe_Gottes	5	126	1637.9308224442736	1639	Renaissance	g	minor	0.9719101123595506	0.056179775280898875	0.22602921348314609
153	kleine_geistliche_konzerte	op09n26swv331_Die_Stimm_des_Herren_gehet_auf_den_Wassern	5	127	1637.9308224442736	1639	Renaissance	d	minor	0.9915611814345991	0.11392405063291139	0.22524514767932488
154	kleine_geistliche_konzerte	op09n27swv332_Jubilate_Deo_omnis_terra	5	128	1637.9308224442736	1639	Renaissance	F	major	0.34472934472934474	0.019943019943019943	0.2452019943019943
155	kleine_geistliche_konzerte	op09n28swv333_Sei_gegrüßet,_Maria	5	129	1637.9308224442736	1639	Renaissance	G	major	0.4973404255319149	0.0425531914893617	0.23485664893617023
156	kleine_geistliche_konzerte	op09n29swv334_Ave_Maria,_qualis_est	5	130	1637.9308224442736	1639	Renaissance	G	major	0.4920212765957447	0.0398936170212766	0.23330505319148936
157	kleine_geistliche_konzerte	op09n30swv335_Was_betrübst_du_dich,_meine_Seele	5	131	1637.9308224442736	1639	Renaissance	g	minor	0.8195876288659794	0.08762886597938144	0.25676855670103094
158	kleine_geistliche_konzerte	op09n31swv336_Quemadmodum_desiderat_cervus	5	132	1637.9308224442736	1639	Renaissance	g	minor	1.096234309623431	0.1087866108786611	0.23845062761506275
159	kleine_geistliche_konzerte	op09n32swv337_Aufer_immensam	5	133	1637.9308224442736	1639	Renaissance	a	minor	0.5981308411214953	0.09579439252336448	0.2530198598130841
160	corelli	op01n01a	6	134	1687.6864702945581	1681	Baroque	F	major	0.09433962264150944	0.03773584905660377	0.2713811320754717
161	corelli	op01n01a	6	134	1687.6864702945581	1681	Baroque	F	minor	1.125	0.0	0.3666625
162	corelli	op01n01b	6	135	1687.6864702945581	1681	Baroque	F	major	0.032520325203252036	0.008130081300813009	0.27452113821138213
163	corelli	op01n01b	6	135	1687.6864702945581	1681	Baroque	F	minor	1.3333333333333333	0.0	0.28444
164	corelli	op01n01c	6	136	1687.6864702945581	1681	Baroque	F	major	0.5	0.0	0.2864583333333333
165	corelli	op01n01c	6	136	1687.6864702945581	1681	Baroque	F	minor	0.5531914893617021	0.06382978723404255	0.2680808510638298
166	corelli	op01n01d	6	137	1687.6864702945581	1681	Baroque	F	major	0.19827586206896552	0.04310344827586207	0.25545689655172416
167	corelli	op01n01d	6	137	1687.6864702945581	1681	Baroque	F	minor	1.0	0.2727272727272727	0.2878727272727273
168	corelli	op01n02a	6	138	1687.6864702945581	1681	Baroque	e	minor	1.106060606060606	0.030303030303030304	0.2818166666666667
169	corelli	op01n02a	6	138	1687.6864702945581	1681	Baroque	e	major	0.1111111111111111	0.0	0.2888888888888889
