	corpus	corpus_year	localkey_mode	corpus_id	ILC	OLC	DI
62	mahler_kindertotenlieder	1904.0	minor	33	1.6059305424080141	1.6982651805887272	0.37232051294303004
63	mahler_kindertotenlieder	1904.0	major	33	1.8924565201348063	1.4152152878567972	0.45185252064319864
64	debussy_suite_bergamasque	1905.0	major	34	0.29585585585585583	0.01	0.39141487387387386
65	debussy_suite_bergamasque	1905.0	minor	34	1.0833059633666184	0.6087880077172064	0.4065016935220953
66	bartok_bagatelles	1908.0	minor	35	3.873497337399797	4.042815191042111	0.487091370634714
67	bartok_bagatelles	1908.0	major	35	3.935409779289303	3.4977935843253762	0.5876610084608492
68	medtner_tales	1918.2984935548998	minor	36	1.6172699547880098	1.121567710226729	0.40713739429739176
69	medtner_tales	1918.2984935548998	major	36	1.1237830874698718	1.1837499317543618	0.4131145051760294
70	poulenc_mouvements_perpetuels	1919.0	major	37	1.0221946512269093	0.12903225806451613	0.4382083677970775
71	poulenc_mouvements_perpetuels	1919.0	minor	37	0.5862068965517241	0.3620689655172414	0.4832172413793104
72	rachmaninoff_piano	1931.0	minor	38	2.065621527203689	1.1556165548139514	0.3856685442077791
73	rachmaninoff_piano	1931.0	major	38	1.6584748584748583	0.7888444888444889	0.4205454462204462
74	schulhoff_suite_dansante_en_jazz	1931.0	major	39	6.64983050794145	6.031474771208525	0.7965920656311877
75	schulhoff_suite_dansante_en_jazz	1931.0	minor	39	5.929411764705883	6.964705882352941	0.7983282352941177
