	corpus	piece	corpus_year	piece_year	globalkey	localkey	piece_weighted_WLD	corpus_id	piece_id
235	corelli	op04n01d	1687.6864702945581	1694	C	I	0.24362745098039176	6	236
236	corelli	op04n02a	1687.6864702945581	1694	g	i	0.2639583333333334	6	237
237	corelli	op04n02b	1687.6864702945581	1694	g	i	0.22784090909090876	6	238
238	corelli	op04n02c	1687.6864702945581	1694	g	i	0.2166666666666667	6	239
239	corelli	op04n02d	1687.6864702945581	1694	g	i	0.2528265107212472	6	240
240	corelli	op04n03a	1687.6864702945581	1694	A	I	0.22407407407407384	6	241
241	corelli	op04n03b	1687.6864702945581	1694	A	I	0.23356481481481473	6	242
242	corelli	op04n03c	1687.6864702945581	1694	A	I	0.22986111111111118	6	243
243	corelli	op04n03d	1687.6864702945581	1694	A	I	0.23191056910569127	6	244
244	corelli	op04n04a	1687.6864702945581	1694	D	I	0.24416666666666675	6	245
245	corelli	op04n04b	1687.6864702945581	1694	D	I	0.24661246612466126	6	246
246	corelli	op04n04c	1687.6864702945581	1694	b	i	0.2257352941176468	6	247
247	corelli	op04n04d	1687.6864702945581	1694	D	I	0.22634408602150566	6	248
248	corelli	op04n05a	1687.6864702945581	1694	a	i	0.24541666666666676	6	249
249	corelli	op04n05b	1687.6864702945581	1694	a	i	0.25029761904761855	6	250
250	corelli	op04n05c	1687.6864702945581	1694	a	i	0.23931623931623916	6	251
251	corelli	op04n05d	1687.6864702945581	1694	a	i	0.22222222222222227	6	252
252	corelli	op04n06a	1687.6864702945581	1694	E	I	0.2631944444444444	6	253
253	corelli	op04n06b	1687.6864702945581	1694	E	I	0.20772946859903388	6	254
254	corelli	op04n06c	1687.6864702945581	1694	b	i	0.2873015873015873	6	255
255	corelli	op04n06d	1687.6864702945581	1694	E	I	0.22896825396825393	6	256
256	corelli	op04n06e	1687.6864702945581	1694	e	i	0.2611111111111111	6	257
257	corelli	op04n06f	1687.6864702945581	1694	E	I	0.2696666666666667	6	258
258	corelli	op04n06g	1687.6864702945581	1694	E	I	0.2477777777777776	6	259
259	corelli	op04n07a	1687.6864702945581	1694	F	I	0.24638888888888907	6	260
260	corelli	op04n07b	1687.6864702945581	1694	F	I	0.2664251207729468	6	261
261	corelli	op04n07c	1687.6864702945581	1694	d	i	0.2916666666666667	6	262
262	corelli	op04n07d	1687.6864702945581	1694	F	I	0.21388888888888896	6	263
263	corelli	op04n07e	1687.6864702945581	1694	F	I	0.22407407407407423	6	264
264	corelli	op04n08a	1687.6864702945581	1694	d	i	0.2698830409356728	6	265
