	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WL_5th_range	OL_5th_range	corpus_id	piece_id
486	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	major	8	-5	7	-6	13	13	9	341
487	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	minor	6	-4	5	-7	10	12	9	341
488	bach_solo	BWV1010_02_Allemande	1721.536293766012	1723	Baroque	Baroque	Eb	major	9	-3	8	-2	12	10	9	342
489	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	major	7	-3	5	-1	10	6	9	343
490	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	minor	5	-4	5	-4	9	9	9	343
491	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	major	6	-3	5	-1	9	6	9	344
492	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	minor	6	-4	3	-3	10	6	9	344
493	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	major	5	-2	5	-1	7	6	9	345
494	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	minor	5	-4	5	-4	9	9	9	345
495	bach_solo	BWV1010_06_BourreeII	1721.536293766012	1723	Baroque	Baroque	Eb	major	5	-1	4	-1	6	5	9	346
496	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	major	7	-3	5	-1	10	6	9	347
497	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	minor	5	-4	5	-7	9	12	9	347
498	bach_solo	BWV1011_01_Prelude	1721.536293766012	1723	Baroque	Baroque	c	minor	6	-5	6	-5	11	11	9	348
499	bach_solo	BWV1011_02_Allemande	1721.536293766012	1723	Baroque	Baroque	c	minor	6	-5	5	-5	11	10	9	349
500	bach_solo	BWV1011_03_Courante	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-5	5	-5	10	10	9	350
501	bach_solo	BWV1011_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-5	6	-4	10	10	9	351
502	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	minor	9	-5	5	-3	14	8	9	352
503	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	major	5	-1	6	-1	6	7	9	352
504	bach_solo	BWV1011_06_GavotteII	1721.536293766012	1723	Baroque	Baroque	c	minor	6	-5	5	-5	11	10	9	353
505	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	minor	5	-5	5	-5	10	10	9	354
506	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	major	6	-1	4	-2	7	6	9	354
507	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	major	6	-5	6	-2	11	8	9	355
508	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	minor	6	-5	5	-4	11	9	9	355
509	bach_solo	BWV1012_02_Allemande	1721.536293766012	1723	Baroque	Baroque	D	major	9	-2	7	-2	11	9	9	356
510	bach_solo	BWV1012_03_Courante	1721.536293766012	1723	Baroque	Baroque	D	major	8	-2	6	-2	10	8	9	357
511	bach_solo	BWV1012_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	D	major	8	-3	5	-3	11	8	9	358
512	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	major	6	-1	5	-1	7	6	9	359
513	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	minor	5	-4	5	-3	9	8	9	359
514	bach_solo	BWV1012_06_GavotteII	1721.536293766012	1723	Baroque	Baroque	D	major	5	-2	5	-1	7	6	9	360
515	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	major	9	-2	6	-2	11	8	9	361
516	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	minor	5	-5	5	-5	10	10	9	361
517	bach_solo	BWV1013_01_Allemande	1721.536293766012	1723	Baroque	Baroque	a	minor	6	-6	6	-4	12	10	9	362
518	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	minor	6	-5	5	-5	11	10	9	363
519	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	major	8	-2	6	-2	10	8	9	363
520	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	minor	5	-5	5	-4	10	9	9	364
521	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	major	5	-1	6	-1	6	7	9	364
522	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	minor	5	-5	6	-5	10	11	9	365
523	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	major	8	-2	5	-1	10	6	9	365
524	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	major	6	-4	6	-3	10	9	10	366
525	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-5	5	-5	10	10	10	366
526	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-4	6	-3	11	9	10	367
527	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-5	9	10	10	367
528	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006095	1720	Baroque	Baroque	A	major	8	-1	8	-1	9	9	10	368
529	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-3	5	-1	10	6	10	369
530	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-2	9	7	10	369
531	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-2	5	-2	9	7	10	370
532	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-4	9	9	10	370
533	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-2	7	-2	9	9	10	371
534	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006095	1720	Baroque	Baroque	A	minor	5	-4	5	-4	9	9	10	371
535	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006095	1720	Baroque	Baroque	A	major	12	-4	7	-4	16	11	10	372
536	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006095	1720	Baroque	Baroque	A	minor	6	-5	6	-4	11	10	10	372
537	bach_en_fr_suites	BWV806_08_Bouree_I	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-4	7	-1	11	8	10	373
538	bach_en_fr_suites	BWV806_09_Bouree_II	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-5	6	-4	11	10	10	374
539	bach_en_fr_suites	BWV806_10_Gigue	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-3	7	-2	10	9	10	375
540	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	a	minor	7	-6	6	-6	13	12	10	376
541	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	a	major	8	-4	5	-1	12	6	10	376
542	bach_en_fr_suites	BWV807_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-5	5	-5	11	10	10	377
543	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006095	1720	Baroque	Baroque	a	minor	5	-5	5	-5	10	10	10	378
544	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006095	1720	Baroque	Baroque	a	major	5	-2	5	-1	7	6	10	378
545	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-5	3	-5	11	8	10	379
546	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	major	6	-3	5	-1	9	6	10	379
547	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-6	6	-5	12	11	10	380
548	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	major	6	-3	5	-1	9	6	10	380
549	bach_en_fr_suites	BWV807_05_Bourree_I	1721.7536076006095	1720	Baroque	Baroque	a	minor	6	-4	5	-3	10	8	10	381
550	bach_en_fr_suites	BWV807_06_Bourree_II	1721.7536076006095	1720	Baroque	Baroque	A	major	8	-2	8	-2	10	10	10	382
551	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	a	minor	5	-5	5	-4	10	9	10	383
552	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	a	major	6	-2	6	-1	8	7	10	383
553	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	g	minor	7	-5	6	-5	12	11	10	384
554	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	g	major	8	-2	8	-2	10	10	10	384
555	bach_en_fr_suites	BWV808_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-12	5	-6	18	11	10	385
556	bach_en_fr_suites	BWV808_03_Courante	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-6	6	-5	12	11	10	386
557	bach_en_fr_suites	BWV808_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-12	5	-5	18	10	10	387
558	bach_en_fr_suites	BWV808_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-12	5	-8	18	13	10	388
559	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006095	1720	Baroque	Baroque	g	minor	5	-5	5	-5	10	10	10	389
560	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006095	1720	Baroque	Baroque	g	major	6	-1	5	-1	7	6	10	389
561	bach_en_fr_suites	BWV808_06_Gavotte_II	1721.7536076006095	1720	Baroque	Baroque	G	major	5	-1	5	-1	6	6	10	390
562	bach_en_fr_suites	BWV808_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	g	minor	6	-5	5	-4	11	9	10	391
563	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	F	major	7	-4	6	-3	11	9	10	392
564	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	F	minor	6	-5	5	-5	11	10	10	392
565	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	F	major	8	-4	7	-2	12	9	10	393
566	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	1	-4	9	5	10	393
567	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006095	1720	Baroque	Baroque	F	major	8	-2	6	-2	10	8	10	394
568	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	5	-1	9	6	10	394
569	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	F	major	12	-4	6	-3	16	9	10	395
570	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-5	2	-3	10	5	10	395
571	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006095	1720	Baroque	Baroque	F	major	7	-2	6	-2	9	8	10	396
572	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	3	-3	9	6	10	396
573	bach_en_fr_suites	BWV809_06_Menuett_II	1721.7536076006095	1720	Baroque	Baroque	d	minor	5	-5	5	-5	10	10	10	397
574	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	F	major	8	-2	8	-1	10	9	10	398
575	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	F	minor	5	-4	5	-4	9	9	10	398
576	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-8	6	-5	14	11	10	399
577	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	e	major	13	-3	9	-2	16	11	10	399
578	bach_en_fr_suites	BWV810_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-5	5	-5	11	10	10	400
579	bach_en_fr_suites	BWV810_03_Courante	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-7	5	-5	13	10	10	401
580	bach_en_fr_suites	BWV810_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-5	4	-4	11	8	10	402
581	bach_en_fr_suites	BWV810_05_Passepied_I	1721.7536076006095	1720	Baroque	Baroque	e	minor	6	-12	7	-5	18	12	10	403
582	bach_en_fr_suites	BWV810_06_Passepied_II	1721.7536076006095	1720	Baroque	Baroque	E	major	6	-2	5	-1	8	6	10	404
583	bach_en_fr_suites	BWV810_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	e	minor	7	-12	6	-5	19	11	10	405
584	bach_en_fr_suites	BWV811_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-5	8	-5	11	13	10	406
585	bach_en_fr_suites	BWV811_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	d	major	7	-2	7	-2	9	9	10	406
586	bach_en_fr_suites	BWV811_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-5	6	-5	11	11	10	407
587	bach_en_fr_suites	BWV811_03_Courante	1721.7536076006095	1720	Baroque	Baroque	d	minor	5	-5	5	-5	10	10	10	408
588	bach_en_fr_suites	BWV811_03_Courante	1721.7536076006095	1720	Baroque	Baroque	d	major	6	-2	5	-2	8	7	10	408
589	bach_en_fr_suites	BWV811_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-5	6	-4	11	10	10	409
590	bach_en_fr_suites	BWV811_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	d	major	5	-1	4	-1	6	5	10	409
591	bach_en_fr_suites	BWV811_05_Double	1721.7536076006095	1720	Baroque	Baroque	d	minor	6	-6	6	-5	12	11	10	410
592	bach_en_fr_suites	BWV811_05_Double	1721.7536076006095	1720	Baroque	Baroque	d	major	5	-1	6	-1	6	7	10	410
593	bach_en_fr_suites	BWV811_06_Gavotte_I	1721.7536076006095	1720	Baroque	Baroque	d	minor	5	-4	5	-5	9	10	10	411
594	bach_en_fr_suites	BWV811_07_Gavotte_II	1721.7536076006095	1720	Baroque	Baroque	D	major	6	-2	6	-2	8	8	10	412
595	bach_en_fr_suites	BWV811_08_Gigue	1721.7536076006095	1720	Baroque	Baroque	d	minor	7	-6	7	-5	13	12	10	413
596	bach_en_fr_suites	BWV812_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	d	minor	6	-5	5	-5	11	10	10	414
597	bach_en_fr_suites	BWV812_02_Courante	1721.7536076006095	1725	Baroque	Baroque	d	minor	6	-5	5	-5	11	10	10	415
598	bach_en_fr_suites	BWV812_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	d	minor	9	-5	6	-5	14	11	10	416
599	bach_en_fr_suites	BWV812_04_Menuett_I	1721.7536076006095	1725	Baroque	Baroque	d	minor	6	-4	6	-3	10	9	10	417
600	bach_en_fr_suites	BWV812_04_Menuett_I	1721.7536076006095	1725	Baroque	Baroque	d	major	6	-2	5	-1	8	6	10	417
601	bach_en_fr_suites	BWV812_05_Menuett_II	1721.7536076006095	1725	Baroque	Baroque	d	minor	5	-5	5	-4	10	9	10	418
602	bach_en_fr_suites	BWV812_06_Gigue	1721.7536076006095	1725	Baroque	Baroque	d	minor	5	-5	5	-5	10	10	10	419
603	bach_en_fr_suites	BWV813_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	c	minor	6	-5	6	-5	11	11	10	420
604	bach_en_fr_suites	BWV813_02_Courante	1721.7536076006095	1725	Baroque	Baroque	c	minor	7	-5	4	-4	12	8	10	421
605	bach_en_fr_suites	BWV813_02_Courante	1721.7536076006095	1725	Baroque	Baroque	c	major	5	-2	5	-1	7	6	10	421
606	bach_en_fr_suites	BWV813_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	c	minor	9	-5	6	-5	14	11	10	422
607	bach_en_fr_suites	BWV813_04_Air	1721.7536076006095	1725	Baroque	Baroque	c	minor	6	-4	5	-4	10	9	10	423
608	bach_en_fr_suites	BWV813_05_Menuett	1721.7536076006095	1725	Baroque	Baroque	c	minor	5	-4	5	-5	9	10	10	424
609	bach_en_fr_suites	BWV813_06_Gigue	1721.7536076006095	1725	Baroque	Baroque	c	minor	6	-5	5	-4	11	9	10	425
610	bach_en_fr_suites	BWV814_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	6	-4	11	10	10	426
611	bach_en_fr_suites	BWV814_02_Courante	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	7	-6	11	13	10	427
612	bach_en_fr_suites	BWV814_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	6	-5	11	11	10	428
613	bach_en_fr_suites	BWV814_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-4	5	-4	10	9	10	429
614	bach_en_fr_suites	BWV814_05_Menuett	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-4	5	-5	10	10	10	430
615	bach_en_fr_suites	BWV814_06_Trio	1721.7536076006095	1725	Baroque	Baroque	b	minor	5	-5	5	-4	10	9	10	431
616	bach_en_fr_suites	BWV814_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	6	-4	11	10	10	432
617	bach_en_fr_suites	BWV815_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	Eb	major	8	-4	8	0	12	8	10	433
618	bach_en_fr_suites	BWV815_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-12	5	-5	17	10	10	433
619	bach_en_fr_suites	BWV815_02_Courante	1721.7536076006095	1725	Baroque	Baroque	Eb	major	8	-2	7	-2	10	9	10	434
620	bach_en_fr_suites	BWV815_02_Courante	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-7	5	-4	12	9	10	434
621	bach_en_fr_suites	BWV815_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	Eb	major	5	-2	6	-2	7	8	10	435
622	bach_en_fr_suites	BWV815_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-7	5	-4	12	9	10	435
623	bach_en_fr_suites	BWV815_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	Eb	major	5	-2	5	-1	7	6	10	436
624	bach_en_fr_suites	BWV815_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	6	-5	5	-1	11	6	10	436
625	bach_en_fr_suites	BWV815_05_Air	1721.7536076006095	1725	Baroque	Baroque	Eb	major	6	-2	8	-2	8	10	10	437
626	bach_en_fr_suites	BWV815_05_Air	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-4	5	-4	9	9	10	437
627	bach_en_fr_suites	BWV815_06_Menuett	1721.7536076006095	1725	Baroque	Baroque	Eb	major	7	-2	4	-2	9	6	10	438
628	bach_en_fr_suites	BWV815_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	Eb	major	6	-2	8	-1	8	9	10	439
629	bach_en_fr_suites	BWV815_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-5	5	-4	10	9	10	439
630	bach_en_fr_suites	BWV816_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-4	8	-2	12	10	10	440
631	bach_en_fr_suites	BWV816_02_Courante	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	5	-1	10	6	10	441
632	bach_en_fr_suites	BWV816_02_Courante	1721.7536076006095	1725	Baroque	Baroque	G	minor	5	-4	5	-4	9	9	10	441
633	bach_en_fr_suites	BWV816_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	G	major	7	-1	5	-1	8	6	10	442
634	bach_en_fr_suites	BWV816_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	G	minor	5	-4	2	-4	9	6	10	442
635	bach_en_fr_suites	BWV816_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	6	-1	10	7	10	443
636	bach_en_fr_suites	BWV816_05_Bourree	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-9	8	-2	17	10	10	444
637	bach_en_fr_suites	BWV816_06_Loure	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	5	-2	10	7	10	445
638	bach_en_fr_suites	BWV816_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	8	-2	10	10	10	446
639	bach_en_fr_suites	BWV817_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-2	5	-2	10	7	10	447
640	bach_en_fr_suites	BWV817_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-5	5	-6	10	11	10	447
641	bach_en_fr_suites	BWV817_02_Courante	1721.7536076006095	1725	Baroque	Baroque	E	major	6	-2	6	-2	8	8	10	448
642	bach_en_fr_suites	BWV817_02_Courante	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-5	5	-4	10	9	10	448
643	bach_en_fr_suites	BWV817_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-3	7	-2	11	9	10	449
644	bach_en_fr_suites	BWV817_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	3	-4	9	7	10	449
645	bach_en_fr_suites	BWV817_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-2	6	-1	10	7	10	450
646	bach_en_fr_suites	BWV817_05_Polonaise	1721.7536076006095	1725	Baroque	Baroque	E	major	12	-3	7	-2	15	9	10	451
647	bach_en_fr_suites	BWV817_05_Polonaise	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	5	-5	9	10	10	451
648	bach_en_fr_suites	BWV817_06_Bourree	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-1	7	-2	9	9	10	452
649	bach_en_fr_suites	BWV817_06_Bourree	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	5	-4	9	9	10	452
650	bach_en_fr_suites	BWV817_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-3	7	-2	11	9	10	453
651	bach_en_fr_suites	BWV817_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	5	-4	9	9	10	453
652	bach_en_fr_suites	BWV817_08_Menuett	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-2	6	-1	10	7	10	454
653	couperin_concerts	c01n01_prelude	1723.4204871060172	1722	Baroque	Baroque	G	major	6	-3	5	-2	9	7	11	455
654	couperin_concerts	c01n01_prelude	1723.4204871060172	1722	Baroque	Baroque	G	minor	5	-4	4	-3	9	7	11	455
655	couperin_concerts	c01n02_allemande	1723.4204871060172	1722	Baroque	Baroque	G	major	7	-2	5	-1	9	6	11	456
656	couperin_concerts	c01n02_allemande	1723.4204871060172	1722	Baroque	Baroque	G	minor	5	-4	3	-4	9	7	11	456
657	couperin_concerts	c01n03_sarabande	1723.4204871060172	1722	Baroque	Baroque	g	minor	5	-4	5	-4	9	9	11	457
658	couperin_concerts	c01n03_sarabande	1723.4204871060172	1722	Baroque	Baroque	g	major	5	-1	5	-1	6	6	11	457
659	couperin_concerts	c01n04_gavotte	1723.4204871060172	1722	Baroque	Baroque	g	minor	5	-4	3	-4	9	7	11	458
660	couperin_concerts	c01n04_gavotte	1723.4204871060172	1722	Baroque	Baroque	g	major	5	-1	5	0	6	5	11	458
661	couperin_concerts	c01n05_gigue	1723.4204871060172	1722	Baroque	Baroque	G	major	6	-2	6	-2	8	8	11	459
662	couperin_concerts	c01n05_gigue	1723.4204871060172	1722	Baroque	Baroque	G	minor	5	-6	3	-3	11	6	11	459
663	couperin_concerts	c01n06_menuet_en_trio	1723.4204871060172	1722	Baroque	Baroque	g	minor	5	-4	5	-4	9	9	11	460
664	couperin_concerts	c01n06_menuet_en_trio	1723.4204871060172	1722	Baroque	Baroque	g	major	6	-1	7	-1	7	8	11	460
665	couperin_concerts	c02n01_prelude	1723.4204871060172	1722	Baroque	Baroque	D	major	6	-2	5	-2	8	7	11	461
666	couperin_concerts	c02n02_allemande_fuguee	1723.4204871060172	1722	Baroque	Baroque	D	major	6	-4	6	-2	10	8	11	462
667	couperin_concerts	c02n02_allemande_fuguee	1723.4204871060172	1722	Baroque	Baroque	D	minor	5	-4	2	-4	9	6	11	462
668	couperin_concerts	c02n03_air_tendre	1723.4204871060172	1722	Baroque	Baroque	d	minor	5	-4	3	-4	9	7	11	463
669	couperin_concerts	c02n03_air_tendre	1723.4204871060172	1722	Baroque	Baroque	d	major	6	-2	5	-1	8	6	11	463
670	couperin_concerts	c02n04_air_contrefugue	1723.4204871060172	1722	Baroque	Baroque	d	minor	5	-4	5	-4	9	9	11	464
671	couperin_concerts	c02n04_air_contrefugue	1723.4204871060172	1722	Baroque	Baroque	d	major	5	-2	5	-2	7	7	11	464
672	couperin_concerts	c02n05_echos	1723.4204871060172	1722	Baroque	Baroque	D	major	5	-1	5	-2	6	7	11	465
673	couperin_concerts	c02n05_echos	1723.4204871060172	1722	Baroque	Baroque	D	minor	5	-4	3	-3	9	6	11	465
674	couperin_concerts	c03n01_prelude	1723.4204871060172	1722	Baroque	Baroque	A	major	6	-1	5	-1	7	6	11	466
675	couperin_concerts	c03n02_allemande	1723.4204871060172	1722	Baroque	Baroque	A	major	5	-4	5	-1	9	6	11	467
676	couperin_concerts	c03n02_allemande	1723.4204871060172	1722	Baroque	Baroque	A	minor	5	-4	2	-3	9	5	11	467
677	couperin_concerts	c03n03_courante	1723.4204871060172	1722	Baroque	Baroque	a	minor	6	-4	5	-4	10	9	11	468
678	couperin_concerts	c03n03_courante	1723.4204871060172	1722	Baroque	Baroque	a	major	5	-1	5	-2	6	7	11	468
679	couperin_concerts	c03n04_sarabande_grave	1723.4204871060172	1722	Baroque	Baroque	a	minor	6	-5	5	-4	11	9	11	469
680	couperin_concerts	c03n04_sarabande_grave	1723.4204871060172	1722	Baroque	Baroque	a	major	5	-1	5	-1	6	6	11	469
681	couperin_concerts	c03n05_gavotte	1723.4204871060172	1722	Baroque	Baroque	a	minor	5	-4	5	-4	9	9	11	470
682	couperin_concerts	c03n05_gavotte	1723.4204871060172	1722	Baroque	Baroque	a	major	5	-1	6	-1	6	7	11	470
683	couperin_concerts	c03n06_musette_1	1723.4204871060172	1722	Baroque	Baroque	A	major	5	-1	5	-1	6	6	11	471
684	couperin_concerts	c03n06_musette_1	1723.4204871060172	1722	Baroque	Baroque	A	minor	5	-4	5	-4	9	9	11	471
685	couperin_concerts	c03n07_musette_2	1723.4204871060172	1722	Baroque	Baroque	A	major	5	-1	5	-1	6	6	11	472
686	couperin_concerts	c03n07_musette_2	1723.4204871060172	1722	Baroque	Baroque	A	minor	5	-4	5	-4	9	9	11	472
687	couperin_concerts	c03n08_chaconne_legere	1723.4204871060172	1722	Baroque	Baroque	a	minor	5	-4	4	-4	9	8	11	473
688	couperin_concerts	c03n08_chaconne_legere	1723.4204871060172	1722	Baroque	Baroque	a	major	6	-4	5	-1	10	6	11	473
