	corpus	piece	localkey_mode	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	r_WLC_OLC	r_WLC_WLD	corpus_id	piece_id
127	ABC	n16op135_01	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	F	-0.2430657581825858	0.2500208941792416	1	67
128	ABC	n16op135_02	major	1812.0509746203827	1826	Early Romantic	Extended tonality	F	0.07995176877830802	0.16375079638479334	1	68
129	ABC	n16op135_02	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	F	0.3321819194149599	0.19999999999999993	1	68
130	ABC	n16op135_03	major	1812.0509746203827	1826	Early Romantic	Extended tonality	Db	-0.029749905513842972	0.30907557734540303	1	69
131	ABC	n16op135_03	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	Db	0.3421470227929204	0.4601640921840771	1	69
132	ABC	n16op135_04	major	1812.0509746203827	1826	Early Romantic	Extended tonality	f	0.2499754921850494	0.2923008587195648	1	70
133	ABC	n16op135_04	minor	1812.0509746203827	1826	Early Romantic	Extended tonality	f	-0.05135250452188729	0.3895971832417492	1	70
134	bach_en_fr_suites	BWV806_01_Prelude	major	1721.7536076006095	1720	Baroque	Baroque	A	0.2679597304107887	0.38325018554176726	2	71
135	bach_en_fr_suites	BWV806_01_Prelude	minor	1721.7536076006095	1720	Baroque	Baroque	A	-0.07509232217696768	0.43241370361609405	2	71
136	bach_en_fr_suites	BWV806_02_Allemande	major	1721.7536076006095	1720	Baroque	Baroque	A	-0.04196421967806008	0.5113536290631681	2	72
137	bach_en_fr_suites	BWV806_02_Allemande	minor	1721.7536076006095	1720	Baroque	Baroque	A	-0.18885228177131683	0.5705393613093653	2	72
138	bach_en_fr_suites	BWV806_03_Courante_I	major	1721.7536076006095	1720	Baroque	Baroque	A	-0.04422790694035787	0.017124023209855524	2	73
139	bach_en_fr_suites	BWV806_04_Courante_II	major	1721.7536076006095	1720	Baroque	Baroque	A	0.0	0.455102655058477	2	74
140	bach_en_fr_suites	BWV806_04_Courante_II	minor	1721.7536076006095	1720	Baroque	Baroque	A	-0.08686234088879871	0.12315093986964563	2	74
141	bach_en_fr_suites	BWV806_05_Double_I	major	1721.7536076006095	1720	Baroque	Baroque	A	-0.038512212447232276	0.28965194023588076	2	75
142	bach_en_fr_suites	BWV806_05_Double_I	minor	1721.7536076006095	1720	Baroque	Baroque	A	-0.14167596159036971	0.10973251031938235	2	75
143	bach_en_fr_suites	BWV806_06_Double_II	major	1721.7536076006095	1720	Baroque	Baroque	A	-0.06041014071443236	0.32155354951828025	2	76
144	bach_en_fr_suites	BWV806_06_Double_II	minor	1721.7536076006095	1720	Baroque	Baroque	A	-0.045676216186326106	0.14957065893042387	2	76
145	bach_en_fr_suites	BWV806_07_Sarabande	major	1721.7536076006095	1720	Baroque	Baroque	A	0.4519334821177779	0.21537091824566096	2	77
146	bach_en_fr_suites	BWV806_07_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	A	-0.2967241055201572	0.37226094408685484	2	77
147	bach_en_fr_suites	BWV806_08_Bouree_I	major	1721.7536076006095	1720	Baroque	Baroque	A	-0.10050725159234018	0.5479789364421335	2	78
148	bach_en_fr_suites	BWV806_09_Bouree_II	minor	1721.7536076006095	1720	Baroque	Baroque	a	0.08933519170269258	0.5357450412871604	2	79
149	bach_en_fr_suites	BWV806_10_Gigue	major	1721.7536076006095	1720	Baroque	Baroque	A	0.062243359294098105	0.35070707433874565	2	80
150	bach_en_fr_suites	BWV807_01_Prelude	major	1721.7536076006095	1720	Baroque	Baroque	a	0.0	0.5798719277790966	2	81
151	bach_en_fr_suites	BWV807_01_Prelude	minor	1721.7536076006095	1720	Baroque	Baroque	a	0.005719952514278232	0.46426568974495475	2	81
152	bach_en_fr_suites	BWV807_02_Allemande	minor	1721.7536076006095	1720	Baroque	Baroque	a	-0.12841082086157618	0.41412630507878534	2	82
153	bach_en_fr_suites	BWV807_03_Courante	major	1721.7536076006095	1720	Baroque	Baroque	a	0.0	0.4895394656410401	2	83
154	bach_en_fr_suites	BWV807_03_Courante	minor	1721.7536076006095	1720	Baroque	Baroque	a	-0.007570285173925819	0.3901781818675362	2	83
155	bach_en_fr_suites	BWV807_04_Sarabande	major	1721.7536076006095	1720	Baroque	Baroque	a	0.0	0.5873015403957875	2	84
156	bach_en_fr_suites	BWV807_04_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	a	0.12604569165188176	0.503536161883617	2	84
157	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	major	1721.7536076006095	1720	Baroque	Baroque	a	0.0	0.595600767170015	2	85
158	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	a	-0.13180794628197356	0.6059662621094005	2	85
159	bach_en_fr_suites	BWV807_05_Bourree_I	minor	1721.7536076006095	1720	Baroque	Baroque	a	-0.08833377155084593	0.34630393955609845	2	86
160	bach_en_fr_suites	BWV807_06_Bourree_II	major	1721.7536076006095	1720	Baroque	Baroque	A	-0.07891833957165706	0.21604327759550698	2	87
161	bach_en_fr_suites	BWV807_07_Gigue	major	1721.7536076006095	1720	Baroque	Baroque	a	-0.035805743701971655	0.49539647583448826	2	88
162	bach_en_fr_suites	BWV807_07_Gigue	minor	1721.7536076006095	1720	Baroque	Baroque	a	0.1268372478348793	0.0636603207284634	2	88
163	bach_en_fr_suites	BWV808_01_Prelude	major	1721.7536076006095	1720	Baroque	Baroque	g	-0.09024968434265233	0.37132368343880456	2	89
164	bach_en_fr_suites	BWV808_01_Prelude	minor	1721.7536076006095	1720	Baroque	Baroque	g	0.050438254953722186	0.20689419221239497	2	89
165	bach_en_fr_suites	BWV808_02_Allemande	minor	1721.7536076006095	1720	Baroque	Baroque	g	0.031612931459724325	0.4279622005564399	2	90
166	bach_en_fr_suites	BWV808_03_Courante	minor	1721.7536076006095	1720	Baroque	Baroque	g	-0.04498069924156197	0.30661821350052015	2	91
167	bach_en_fr_suites	BWV808_04_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	g	-0.03005730265144779	0.6276445502100753	2	92
168	bach_en_fr_suites	BWV808_04a_Agrements_de_la_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	g	0.006619713693230973	0.5723065293221644	2	93
169	bach_en_fr_suites	BWV808_05_Gavotte_I	major	1721.7536076006095	1720	Baroque	Baroque	g	0.0	0.3778629378904015	2	94
170	bach_en_fr_suites	BWV808_05_Gavotte_I	minor	1721.7536076006095	1720	Baroque	Baroque	g	-0.07110798503113	0.39036021384850933	2	94
171	bach_en_fr_suites	BWV808_06_Gavotte_II	major	1721.7536076006095	1720	Baroque	Baroque	G	0.0	0.0	2	95
172	bach_en_fr_suites	BWV808_07_Gigue	minor	1721.7536076006095	1720	Baroque	Baroque	g	-0.002742085825044746	0.39105541358978524	2	96
173	bach_en_fr_suites	BWV809_01_Prelude	major	1721.7536076006095	1720	Baroque	Baroque	F	-0.06647285472937088	0.2323581726010048	2	97
174	bach_en_fr_suites	BWV809_01_Prelude	minor	1721.7536076006095	1720	Baroque	Baroque	F	-0.07802307866543698	0.5075997515415729	2	97
175	bach_en_fr_suites	BWV809_02_Allemande	major	1721.7536076006095	1720	Baroque	Baroque	F	0.33839337081925697	0.44406019404629865	2	98
176	bach_en_fr_suites	BWV809_02_Allemande	minor	1721.7536076006095	1720	Baroque	Baroque	F	0.0	0.4319297483312999	2	98
177	bach_en_fr_suites	BWV809_03_Courante	major	1721.7536076006095	1720	Baroque	Baroque	F	-0.09335200560186734	0.21486858236832956	2	99
178	bach_en_fr_suites	BWV809_03_Courante	minor	1721.7536076006095	1720	Baroque	Baroque	F	-0.48132991492077026	0.5525716662853833	2	99
179	bach_en_fr_suites	BWV809_04_Sarabande	major	1721.7536076006095	1720	Baroque	Baroque	F	0.09033745636949021	0.4819733518231636	2	100
180	bach_en_fr_suites	BWV809_04_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	F	0.0	0.8347464036318293	2	100
181	bach_en_fr_suites	BWV809_05_Menuett_I	major	1721.7536076006095	1720	Baroque	Baroque	F	-0.04228188071823365	0.16594044679962125	2	101
182	bach_en_fr_suites	BWV809_05_Menuett_I	minor	1721.7536076006095	1720	Baroque	Baroque	F	0.5000000000000001	-8.326672684688673e-17	2	101
183	bach_en_fr_suites	BWV809_06_Menuett_II	minor	1721.7536076006095	1720	Baroque	Baroque	d	0.06166495394399103	0.23619783398965932	2	102
184	bach_en_fr_suites	BWV809_07_Gigue	major	1721.7536076006095	1720	Baroque	Baroque	F	-0.06217806366812003	0.2350590939412769	2	103
185	bach_en_fr_suites	BWV809_07_Gigue	minor	1721.7536076006095	1720	Baroque	Baroque	F	0.015811388300841892	0.27122540144832424	2	103
186	bach_en_fr_suites	BWV810_01_Prelude	major	1721.7536076006095	1720	Baroque	Baroque	e	0.00849036966354715	0.034909028947679895	2	104
187	bach_en_fr_suites	BWV810_01_Prelude	minor	1721.7536076006095	1720	Baroque	Baroque	e	-0.08377425357770646	0.5676011942722352	2	104
188	bach_en_fr_suites	BWV810_02_Allemande	minor	1721.7536076006095	1720	Baroque	Baroque	e	-0.07944881359355804	0.3745839826660175	2	105
189	bach_en_fr_suites	BWV810_03_Courante	minor	1721.7536076006095	1720	Baroque	Baroque	e	-0.05380003040823408	0.4837221170150605	2	106
190	bach_en_fr_suites	BWV810_04_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	e	0.272926584907212	0.49728800076076923	2	107
191	bach_en_fr_suites	BWV810_05_Passepied_I	minor	1721.7536076006095	1720	Baroque	Baroque	e	-0.03962326858096348	0.39552022817057786	2	108
192	bach_en_fr_suites	BWV810_06_Passepied_II	major	1721.7536076006095	1720	Baroque	Baroque	E	0.0	0.37432796988519773	2	109
193	bach_en_fr_suites	BWV810_07_Gigue	minor	1721.7536076006095	1720	Baroque	Baroque	e	-0.03729591538477054	0.41911175841061504	2	110
194	bach_en_fr_suites	BWV811_01_Prelude	major	1721.7536076006095	1720	Baroque	Baroque	d	0.058233082876799236	0.4291665526182527	2	111
195	bach_en_fr_suites	BWV811_01_Prelude	minor	1721.7536076006095	1720	Baroque	Baroque	d	-0.11126261392661012	0.6269231982530169	2	111
196	bach_en_fr_suites	BWV811_02_Allemande	minor	1721.7536076006095	1720	Baroque	Baroque	d	0.07001558714073057	0.4292875166226935	2	112
197	bach_en_fr_suites	BWV811_03_Courante	major	1721.7536076006095	1720	Baroque	Baroque	d	-0.05976143046671969	0.6749493395376048	2	113
198	bach_en_fr_suites	BWV811_03_Courante	minor	1721.7536076006095	1720	Baroque	Baroque	d	-0.13637143309946256	0.23452934431591752	2	113
199	bach_en_fr_suites	BWV811_04_Sarabande	major	1721.7536076006095	1720	Baroque	Baroque	d	0.0	0.0	2	114
200	bach_en_fr_suites	BWV811_04_Sarabande	minor	1721.7536076006095	1720	Baroque	Baroque	d	0.03305771996744436	0.5679872714567162	2	114
