	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id
598	bach_en_fr_suites	BWV812_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	d	minor	9	-5	6	-5	1.7692307692307692	0.1794871794871795	14	11	10	416
599	bach_en_fr_suites	BWV812_04_Menuett_I	1721.7536076006095	1725	Baroque	Baroque	d	minor	6	-4	6	-3	1.1818181818181819	0.30303030303030304	10	9	10	417
601	bach_en_fr_suites	BWV812_05_Menuett_II	1721.7536076006095	1725	Baroque	Baroque	d	minor	5	-5	5	-4	0.5846153846153846	0.24615384615384617	10	9	10	418
602	bach_en_fr_suites	BWV812_06_Gigue	1721.7536076006095	1725	Baroque	Baroque	d	minor	5	-5	5	-5	1.056	0.152	10	10	10	419
603	bach_en_fr_suites	BWV813_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	c	minor	6	-5	6	-5	0.9508196721311475	0.26229508196721313	11	11	10	420
604	bach_en_fr_suites	BWV813_02_Courante	1721.7536076006095	1725	Baroque	Baroque	c	minor	7	-5	4	-4	1.2056737588652482	0.028368794326241134	12	8	10	421
606	bach_en_fr_suites	BWV813_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	c	minor	9	-5	6	-5	1.118811881188119	0.2871287128712871	14	11	10	422
607	bach_en_fr_suites	BWV813_04_Air	1721.7536076006095	1725	Baroque	Baroque	c	minor	6	-4	5	-4	0.9387755102040817	0.25510204081632654	10	9	10	423
608	bach_en_fr_suites	BWV813_05_Menuett	1721.7536076006095	1725	Baroque	Baroque	c	minor	5	-4	5	-5	0.7222222222222222	0.19444444444444445	9	10	10	424
609	bach_en_fr_suites	BWV813_06_Gigue	1721.7536076006095	1725	Baroque	Baroque	c	minor	6	-5	5	-4	0.9338235294117647	0.058823529411764705	11	9	10	425
610	bach_en_fr_suites	BWV814_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	6	-4	1.1282051282051282	0.22435897435897437	11	10	10	426
611	bach_en_fr_suites	BWV814_02_Courante	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	7	-6	1.1401869158878504	0.2897196261682243	11	13	10	427
612	bach_en_fr_suites	BWV814_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	6	-5	0.8554216867469879	0.30120481927710846	11	11	10	428
613	bach_en_fr_suites	BWV814_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-4	5	-4	0.9489795918367347	0.1836734693877551	10	9	10	429
614	bach_en_fr_suites	BWV814_05_Menuett	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-4	5	-5	0.956989247311828	0.053763440860215055	10	10	10	430
615	bach_en_fr_suites	BWV814_06_Trio	1721.7536076006095	1725	Baroque	Baroque	b	minor	5	-5	5	-4	0.8870967741935484	0.14516129032258066	10	9	10	431
616	bach_en_fr_suites	BWV814_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	b	minor	6	-5	6	-4	0.6447368421052632	0.05921052631578947	11	10	10	432
618	bach_en_fr_suites	BWV815_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-12	5	-5	1.8235294117647058	0.4117647058823529	17	10	10	433
620	bach_en_fr_suites	BWV815_02_Courante	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-7	5	-4	1.0714285714285714	0.4642857142857143	12	9	10	434
622	bach_en_fr_suites	BWV815_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-7	5	-4	1.105263157894737	0.15789473684210525	12	9	10	435
624	bach_en_fr_suites	BWV815_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	6	-5	5	-1	1.206896551724138	0.3793103448275862	11	6	10	436
626	bach_en_fr_suites	BWV815_05_Air	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-4	5	-4	0.8	0.9	9	9	10	437
629	bach_en_fr_suites	BWV815_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	Eb	minor	5	-5	5	-4	1.3333333333333333	0.3333333333333333	10	9	10	439
632	bach_en_fr_suites	BWV816_02_Courante	1721.7536076006095	1725	Baroque	Baroque	G	minor	5	-4	5	-4	0.8571428571428571	0.6428571428571429	9	9	10	441
634	bach_en_fr_suites	BWV816_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	G	minor	5	-4	2	-4	1.0	0.0	9	6	10	442
640	bach_en_fr_suites	BWV817_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-5	5	-6	1.08	0.28	10	11	10	447
642	bach_en_fr_suites	BWV817_02_Courante	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-5	5	-4	1.15	0.4	10	9	10	448
644	bach_en_fr_suites	BWV817_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	3	-4	1.5	0.0625	9	7	10	449
647	bach_en_fr_suites	BWV817_05_Polonaise	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	5	-5	1.5	0.85	9	10	10	451
649	bach_en_fr_suites	BWV817_06_Bourree	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	5	-4	0.9	0.5	9	9	10	452
651	bach_en_fr_suites	BWV817_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	E	minor	5	-4	5	-4	0.7058823529411765	0.5882352941176471	9	9	10	453
654	couperin_concerts	c01n01_prelude	1723.4204871060172	1722	Baroque	Baroque	G	minor	5	-4	4	-3	1.875	0.25	9	7	11	455
656	couperin_concerts	c01n02_allemande	1723.4204871060172	1722	Baroque	Baroque	G	minor	5	-4	3	-4	1.0833333333333333	0.08333333333333333	9	7	11	456
657	couperin_concerts	c01n03_sarabande	1723.4204871060172	1722	Baroque	Baroque	g	minor	5	-4	5	-4	1.0851063829787233	0.14893617021276595	9	9	11	457
659	couperin_concerts	c01n04_gavotte	1723.4204871060172	1722	Baroque	Baroque	g	minor	5	-4	3	-4	1.3170731707317074	0.07317073170731707	9	7	11	458
662	couperin_concerts	c01n05_gigue	1723.4204871060172	1722	Baroque	Baroque	G	minor	5	-6	3	-3	1.5909090909090908	0.045454545454545456	11	6	11	459
663	couperin_concerts	c01n06_menuet_en_trio	1723.4204871060172	1722	Baroque	Baroque	g	minor	5	-4	5	-4	1.1944444444444444	0.3611111111111111	9	9	11	460
667	couperin_concerts	c02n02_allemande_fuguee	1723.4204871060172	1722	Baroque	Baroque	D	minor	5	-4	2	-4	0.9583333333333334	0.0	9	6	11	462
668	couperin_concerts	c02n03_air_tendre	1723.4204871060172	1722	Baroque	Baroque	d	minor	5	-4	3	-4	1.2063492063492063	0.06349206349206349	9	7	11	463
670	couperin_concerts	c02n04_air_contrefugue	1723.4204871060172	1722	Baroque	Baroque	d	minor	5	-4	5	-4	1.3658536585365855	0.2032520325203252	9	9	11	464
673	couperin_concerts	c02n05_echos	1723.4204871060172	1722	Baroque	Baroque	D	minor	5	-4	3	-3	1.0	0.058823529411764705	9	6	11	465
676	couperin_concerts	c03n02_allemande	1723.4204871060172	1722	Baroque	Baroque	A	minor	5	-4	2	-3	1.0833333333333333	0.0	9	5	11	467
677	couperin_concerts	c03n03_courante	1723.4204871060172	1722	Baroque	Baroque	a	minor	6	-4	5	-4	1.1923076923076923	0.20512820512820512	10	9	11	468
679	couperin_concerts	c03n04_sarabande_grave	1723.4204871060172	1722	Baroque	Baroque	a	minor	6	-5	5	-4	1.0727272727272728	0.43636363636363634	11	9	11	469
681	couperin_concerts	c03n05_gavotte	1723.4204871060172	1722	Baroque	Baroque	a	minor	5	-4	5	-4	1.0149253731343284	0.1044776119402985	9	9	11	470
684	couperin_concerts	c03n06_musette_1	1723.4204871060172	1722	Baroque	Baroque	A	minor	5	-4	5	-4	1.25	0.5	9	9	11	471
686	couperin_concerts	c03n07_musette_2	1723.4204871060172	1722	Baroque	Baroque	A	minor	5	-4	5	-4	1.1111111111111112	0.6111111111111112	9	9	11	472
687	couperin_concerts	c03n08_chaconne_legere	1723.4204871060172	1722	Baroque	Baroque	a	minor	5	-4	4	-4	1.0903954802259888	0.022598870056497175	9	8	11	473
689	couperin_concerts	c04n01_prelude	1723.4204871060172	1722	Baroque	Baroque	e	minor	5	-6	3	-4	1.180327868852459	0.01639344262295082	11	7	11	474
691	couperin_concerts	c04n02_allemande	1723.4204871060172	1722	Baroque	Baroque	e	minor	5	-4	5	-3	1.1636363636363636	0.09090909090909091	9	8	11	475
694	couperin_concerts	c04n03_courante_francoise	1723.4204871060172	1722	Baroque	Baroque	E	minor	5	-4	2	-2	1.7857142857142858	0.0	9	4	11	476
695	couperin_concerts	c04n04_courante_a_litalienne	1723.4204871060172	1722	Baroque	Baroque	e	minor	6	-5	5	-4	1.2952380952380953	0.29523809523809524	11	9	11	477
698	couperin_concerts	c04n05_sarabande	1723.4204871060172	1722	Baroque	Baroque	E	minor	5	-4	2	-3	0.8571428571428571	0.0	9	5	11	478
700	couperin_concerts	c04n06_rigaudon	1723.4204871060172	1722	Baroque	Baroque	E	minor	5	-4	5	-4	1.0	0.6666666666666666	9	9	11	479
702	couperin_concerts	c04n07_forlane	1723.4204871060172	1722	Baroque	Baroque	E	minor	5	-4	5	-4	0.5675675675675675	0.10810810810810811	9	9	11	480
704	couperin_concerts	c05n01_prelude	1723.4204871060172	1724	Baroque	Baroque	F	minor	5	-4	3	-5	1.125	0.25	9	8	11	481
706	couperin_concerts	c05n02_allemande	1723.4204871060172	1724	Baroque	Baroque	F	minor	5	-4	5	-3	1.3846153846153846	0.11538461538461539	9	8	11	482
707	couperin_concerts	c05n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	f	minor	5	-4	5	-4	1.1764705882352942	0.11764705882352941	9	9	11	483
709	couperin_concerts	c05n04_gavote	1723.4204871060172	1724	Baroque	Baroque	f	minor	5	-6	5	-4	1.1571428571428573	0.24285714285714285	11	9	11	484
712	couperin_concerts	c05n05_musete	1723.4204871060172	1724	Baroque	Baroque	F	minor	5	-4	5	-3	1.1851851851851851	0.7037037037037037	9	8	11	485
714	couperin_concerts	c06n01_grave	1723.4204871060172	1724	Baroque	Baroque	Bb	minor	5	-6	5	-4	1.0	0.25	11	9	11	486
716	couperin_concerts	c06n02_allemande	1723.4204871060172	1724	Baroque	Baroque	Bb	minor	5	-4	2	-3	1.05	0.0	9	5	11	487
718	couperin_concerts	c06n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	Bb	minor	5	-4	3	-4	1.0909090909090908	0.045454545454545456	9	7	11	488
720	couperin_concerts	c06n04_air_diable	1723.4204871060172	1724	Baroque	Baroque	Bb	minor	5	-4	3	-3	1.0	0.1111111111111111	9	6	11	489
722	couperin_concerts	c06n05_siciliene	1723.4204871060172	1724	Baroque	Baroque	Bb	minor	5	-4	2	-3	1.3157894736842106	0.0	9	5	11	490
723	couperin_concerts	c07n01_grave	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-4	3	-4	1.3333333333333333	0.014492753623188406	9	7	11	491
725	couperin_concerts	c07n02_allemande	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-7	4	-4	0.8421052631578947	0.03508771929824561	12	8	11	492
727	couperin_concerts	c07n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	g	minor	6	-4	3	-4	1.125	0.0625	10	7	11	493
729	couperin_concerts	c07n04_fuguete	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-4	5	-4	1.0545454545454545	0.35454545454545455	9	9	11	494
731	couperin_concerts	c07n05_gavote	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-4	5	-4	1.2926829268292683	0.17073170731707318	9	9	11	495
733	couperin_concerts	c07n06_siciliene	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-7	5	-4	1.2571428571428571	0.08571428571428572	12	9	11	496
736	couperin_concerts	c08n01_ouverture	1723.4204871060172	1724	Baroque	Baroque	G	minor	5	-4	5	-3	1.2962962962962963	0.48148148148148145	9	8	11	497
737	couperin_concerts	c08n02_ritournele	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-5	5	-4	1.4952380952380953	0.19047619047619047	10	9	11	498
739	couperin_concerts	c08n03_air	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-4	5	-4	1.0	0.24324324324324326	9	9	11	499
741	couperin_concerts	c08n04_air_tendre	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-4	2	-4	1.032258064516129	0.0	9	6	11	500
745	couperin_concerts	c08n06_Loure	1723.4204871060172	1724	Baroque	Baroque	G	minor	5	-4	2	-3	1.2	0.0	9	5	11	502
746	couperin_concerts	c08n07_air	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-4	5	-4	1.186046511627907	0.13953488372093023	9	9	11	503
749	couperin_concerts	c08n08_sarabande	1723.4204871060172	1724	Baroque	Baroque	G	minor	5	-4	3	-3	1.3157894736842106	0.10526315789473684	9	6	11	504
751	couperin_concerts	c08n09_air_leger	1723.4204871060172	1724	Baroque	Baroque	G	minor	5	-4	3	-3	1.4285714285714286	0.14285714285714285	9	6	11	505
752	couperin_concerts	c08n10_air_lentement	1723.4204871060172	1724	Baroque	Baroque	g	minor	5	-5	5	-5	0.7954545454545454	0.1590909090909091	10	10	11	506
755	couperin_concerts	c08n11_air_baccantes	1723.4204871060172	1724	Baroque	Baroque	G	minor	5	-4	5	-4	1.5	0.3	9	9	11	507
757	couperin_concerts	c09n01_charme	1723.4204871060172	1724	Baroque	Baroque	E	minor	5	-4	3	-4	1.1923076923076923	0.07692307692307693	9	7	11	508
759	couperin_concerts	c09n02_lenjouement	1723.4204871060172	1724	Baroque	Baroque	E	minor	5	-4	5	-4	0.875	0.125	9	9	11	509
761	couperin_concerts	c09n03_graces	1723.4204871060172	1724	Baroque	Baroque	E	minor	5	-4	3	-3	1.0	0.058823529411764705	9	6	11	510
763	couperin_concerts	c09n04_Lejene	1723.4204871060172	1724	Baroque	Baroque	E	minor	5	-4	0	-3	1.2258064516129032	0.0	9	3	11	511
765	couperin_concerts	c09n05_vivacite	1723.4204871060172	1724	Baroque	Baroque	E	minor	5	-4	5	-4	1.26	0.26	9	9	11	512
766	couperin_concerts	c09n06_Sarabande	1723.4204871060172	1724	Baroque	Baroque	e	minor	6	-4	5	-4	1.3235294117647058	0.38235294117647056	10	9	11	513
768	couperin_concerts	c09n07_douceur	1723.4204871060172	1724	Baroque	Baroque	e	minor	6	-4	5	-4	1.12987012987013	0.07792207792207792	10	9	11	514
770	couperin_concerts	c09n08_caetera	1723.4204871060172	1724	Baroque	Baroque	e	minor	5	-4	5	-4	0.9629629629629629	0.4074074074074074	9	9	11	515
772	couperin_concerts	c10n01_gravement	1723.4204871060172	1724	Baroque	Baroque	a	minor	6	-5	5	-5	1.253968253968254	0.2222222222222222	11	10	11	516
774	couperin_concerts	c10n02_air	1723.4204871060172	1724	Baroque	Baroque	a	minor	6	-4	5	-4	1.1262135922330097	0.10679611650485436	10	9	11	517
777	couperin_concerts	c10n03_plainte	1723.4204871060172	1724	Baroque	Baroque	A	minor	5	-4	5	-4	1.4782608695652173	0.43478260869565216	9	9	11	518
779	couperin_concerts	c11n01_majestueusement	1723.4204871060172	1724	Baroque	Baroque	c	minor	6	-4	5	-4	1.3157894736842106	0.3508771929824561	10	9	11	520
781	couperin_concerts	c11n02_allemande	1723.4204871060172	1724	Baroque	Baroque	c	minor	5	-4	5	-4	1.2087912087912087	0.31868131868131866	9	9	11	521
783	couperin_concerts	c11n03_seconde_allemande	1723.4204871060172	1724	Baroque	Baroque	c	minor	5	-4	5	-4	1.4204545454545454	0.14772727272727273	9	9	11	522
785	couperin_concerts	c11n04_courante	1723.4204871060172	1724	Baroque	Baroque	c	minor	5	-4	3	-5	1.1285714285714286	0.02857142857142857	9	8	11	523
788	couperin_concerts	c11n05_seconde_courante	1723.4204871060172	1724	Baroque	Baroque	C	minor	5	-4	3	-3	1.7857142857142858	0.07142857142857142	9	6	11	524
789	couperin_concerts	c11n06_sarabande	1723.4204871060172	1724	Baroque	Baroque	c	minor	5	-4	4	-5	1.391304347826087	0.17391304347826086	9	9	11	525
791	couperin_concerts	c11n07_gigue	1723.4204871060172	1724	Baroque	Baroque	c	minor	5	-4	5	-4	1.0866141732283465	0.05511811023622047	9	9	11	526
793	couperin_concerts	c11n08_Rondeau	1723.4204871060172	1724	Baroque	Baroque	c	minor	5	-4	5	-5	1.0408163265306123	0.15306122448979592	9	10	11	527
795	couperin_concerts	c14n01_gravement	1723.4204871060172	1724	Baroque	Baroque	d	minor	5	-4	5	-4	1.3055555555555556	0.19444444444444445	9	9	11	528
797	couperin_concerts	c14n02_allemande	1723.4204871060172	1724	Baroque	Baroque	d	minor	5	-4	4	-3	1.0133333333333334	0.08	9	7	11	529
799	couperin_concerts	c14n03_sarabande	1723.4204871060172	1724	Baroque	Baroque	d	minor	6	-4	5	-4	1.4166666666666667	0.20833333333333334	10	9	11	530
801	couperin_concerts	c14n04_fuguete	1723.4204871060172	1724	Baroque	Baroque	d	minor	6	-4	4	-4	1.3076923076923077	0.054945054945054944	10	8	11	531
803	couperin_concerts	parnasse_01	1723.4204871060172	1724	Baroque	Baroque	b	minor	5	-4	5	-4	0.8961038961038961	0.09090909090909091	9	9	11	532
805	couperin_concerts	parnasse_02	1723.4204871060172	1724	Baroque	Baroque	b	minor	5	-7	5	-5	0.8435754189944135	0.12290502793296089	12	10	11	533
808	couperin_concerts	parnasse_03	1723.4204871060172	1724	Baroque	Baroque	D	minor	5	-4	5	-4	0.9767441860465116	0.6511627906976745	9	9	11	534
810	couperin_concerts	parnasse_04	1723.4204871060172	1724	Baroque	Baroque	D	minor	5	-4	5	-4	1.3421052631578947	0.23684210526315788	9	9	11	535
812	couperin_concerts	parnasse_05	1723.4204871060172	1724	Baroque	Baroque	D	minor	5	-4	5	-4	1.1764705882352942	0.29411764705882354	9	9	11	536
814	couperin_concerts	parnasse_06	1723.4204871060172	1724	Baroque	Baroque	D	minor	5	-4	2	-5	1.125	0.0625	9	7	11	537
815	couperin_concerts	parnasse_07	1723.4204871060172	1724	Baroque	Baroque	b	minor	5	-5	5	-4	1.0898876404494382	0.25280898876404495	10	9	11	538
817	pergolesi_stabat_mater	01. Stabat Mater dolorosa	1736.0	1736	Baroque	Baroque	f	minor	9	-11	6	-6	1.6242424242424243	0.4909090909090909	20	12	12	539
818	pergolesi_stabat_mater	02. Cujus animam gementem	1736.0	1736	Baroque	Baroque	c	minor	6	-11	5	-5	1.8282208588957056	0.25153374233128833	17	10	12	540
820	pergolesi_stabat_mater	03. O quam tristis et afflicta	1736.0	1736	Baroque	Baroque	g	minor	6	-11	5	-4	1.7291666666666667	0.1875	17	9	12	541
823	pergolesi_stabat_mater	04. Quae moerebat et dolebat	1736.0	1736	Baroque	Baroque	Eb	minor	5	-11	6	-3	1.5	1.6428571428571428	16	9	12	542
824	pergolesi_stabat_mater	05. Quis est homo qui non fleret	1736.0	1736	Baroque	Baroque	c	minor	6	-11	6	-4	2.018867924528302	0.5660377358490566	17	10	12	543
826	pergolesi_stabat_mater	06. Vidit suum dulcem natum	1736.0	1736	Baroque	Baroque	f	minor	6	-12	6	-5	2.0775862068965516	0.41379310344827586	18	11	12	544
828	pergolesi_stabat_mater	07. Eja, Mater fons amois	1736.0	1736	Baroque	Baroque	c	minor	6	-11	5	-4	1.5206185567010309	0.34536082474226804	17	9	12	545
830	scarlatti_sonatas	K001	1741.1259598104884	1739	Baroque	Baroque	d	minor	6	-4	6	-4	1.1095890410958904	0.3287671232876712	10	10	13	546
833	scarlatti_sonatas	K003	1741.1259598104884	1739	Baroque	Baroque	a	minor	7	-7	5	-5	1.1971830985915493	0.18309859154929578	14	10	13	548
835	scarlatti_sonatas	K004	1741.1259598104884	1739	Baroque	Baroque	g	minor	6	-5	5	-5	1.3640776699029127	0.3640776699029126	11	10	13	549
836	scarlatti_sonatas	K005	1741.1259598104884	1739	Baroque	Baroque	d	minor	6	-4	6	-4	0.95	0.425	10	10	13	550
839	scarlatti_sonatas	K007	1741.1259598104884	1739	Baroque	Baroque	a	minor	5	-8	5	-5	0.9636363636363636	0.2	13	10	13	552
841	scarlatti_sonatas	K008	1741.1259598104884	1739	Baroque	Baroque	g	minor	6	-7	5	-5	0.8268156424581006	0.0782122905027933	13	10	13	553
842	scarlatti_sonatas	K009	1741.1259598104884	1739	Baroque	Baroque	d	minor	6	-5	5	-5	0.782608695652174	0.22826086956521738	11	10	13	554
844	scarlatti_sonatas	K010	1741.1259598104884	1739	Baroque	Baroque	d	minor	5	-5	3	-4	1.3605442176870748	0.10884353741496598	10	7	13	555
846	scarlatti_sonatas	K011	1741.1259598104884	1739	Baroque	Baroque	c	minor	5	-4	5	-4	1.05	0.32	9	9	13	556
847	scarlatti_sonatas	K012	1741.1259598104884	1739	Baroque	Baroque	g	minor	9	-4	5	-5	1.140562248995984	0.19678714859437751	13	10	13	557
851	scarlatti_sonatas	K014	1741.1259598104884	1739	Baroque	Baroque	G	minor	5	-4	6	-3	1.105263157894737	0.631578947368421	9	9	13	559
853	scarlatti_sonatas	K017	1741.1259598104884	1739	Baroque	Baroque	F	minor	5	-4	5	-4	1.0	1.3333333333333333	9	9	13	560
854	scarlatti_sonatas	K018	1741.1259598104884	1739	Baroque	Baroque	d	minor	6	-5	6	-5	0.9924812030075187	0.5676691729323309	11	11	13	561
855	scarlatti_sonatas	K019	1741.1259598104884	1739	Baroque	Baroque	f	minor	5	-5	5	-5	0.8376623376623377	0.2922077922077922	10	10	13	562
859	scarlatti_sonatas	K022	1741.1259598104884	1739	Baroque	Baroque	c	minor	5	-5	6	-5	0.9067357512953368	0.08290155440414508	10	11	13	565
862	scarlatti_sonatas	K023	1741.1259598104884	1739	Baroque	Baroque	D	minor	6	-5	6	-4	1.375	0.40625	11	10	13	566
863	scarlatti_sonatas	K025	1741.1259598104884	1739	Baroque	Baroque	f#	minor	8	-8	6	-5	1.4640287769784173	0.17266187050359713	16	11	13	567
864	scarlatti_sonatas	K027	1741.1259598104884	1739	Baroque	Baroque	b	minor	5	-4	5	-4	1.0	0.05	9	9	13	568
866	scarlatti_sonatas	K031	1741.1259598104884	1739	Baroque	Baroque	g	minor	6	-5	5	-5	0.9153846153846154	0.2692307692307692	11	10	13	569
868	scarlatti_sonatas	K032	1741.1259598104884	1739	Baroque	Baroque	d	minor	6	-4	6	-4	0.9459459459459459	0.32432432432432434	10	10	13	570
870	scarlatti_sonatas	K033	1741.1259598104884	1739	Baroque	Baroque	D	minor	5	-6	6	-4	0.8723404255319149	1.4680851063829787	11	10	13	571
871	scarlatti_sonatas	K034	1741.1259598104884	1739	Baroque	Baroque	d	minor	5	-5	1	-5	1.1020408163265305	0.061224489795918366	10	6	13	572
873	scarlatti_sonatas	K035	1741.1259598104884	1739	Baroque	Baroque	g	minor	5	-4	5	-4	0.9375	0.17857142857142858	9	9	13	573
875	scarlatti_sonatas	K036	1741.1259598104884	1739	Baroque	Baroque	a	minor	6	-4	5	-5	1.0735294117647058	0.11764705882352941	10	10	13	574
877	scarlatti_sonatas	K037	1741.1259598104884	1739	Baroque	Baroque	c	minor	6	-5	6	-5	0.9748427672955975	0.2830188679245283	11	11	13	575
880	scarlatti_sonatas	K040	1741.1259598104884	1739	Baroque	Baroque	c	minor	5	-5	1	-4	0.9622641509433962	0.0	10	5	13	577
882	scarlatti_sonatas	K044	1741.1259598104884	1742	Baroque	Baroque	F	minor	6	-5	6	-4	1.212962962962963	0.75	11	10	13	578
884	scarlatti_sonatas	K046	1741.1259598104884	1742	Baroque	Baroque	E	minor	6	-5	5	-5	1.1607142857142858	0.42857142857142855	11	10	13	579
886	scarlatti_sonatas	K048	1741.1259598104884	1742	Baroque	Baroque	c	minor	5	-7	5	-4	1.052132701421801	0.33649289099526064	12	9	13	581
889	scarlatti_sonatas	K049	1741.1259598104884	1742	Baroque	Baroque	C	minor	5	-5	6	-5	1.2727272727272727	0.7272727272727273	10	11	13	582
890	scarlatti_sonatas	K050	1741.1259598104884	1742	Baroque	Baroque	f	minor	6	-4	6	-5	1.4795918367346939	0.15816326530612246	10	11	13	583
893	scarlatti_sonatas	K052	1741.1259598104884	1742	Baroque	Baroque	d	minor	6	-5	6	-4	1.1136363636363635	0.12878787878787878	11	10	13	585
896	scarlatti_sonatas	K054	1741.1259598104884	1742	Baroque	Baroque	a	minor	5	-8	6	-4	0.91	0.48	13	10	13	587
