	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id	WLC_percentage	OLC_percentage
964	jc_bach_sonatas	wa05op05no5c_Prestissimo	1772.6041876384136	1765	Classical	Classical	E	major	5	-2	8	-2	0.0380952380952381	0.10476190476190476	7	10	15	636	0.2666666666666667	0.7333333333333334
967	jc_bach_sonatas	wa06op05no6a_Grave	1772.6041876384136	1765	Classical	Classical	c	major	8	-4	7	-5	0.4603174603174603	0.23809523809523808	12	12	15	637	0.6590909090909091	0.3409090909090909
969	jc_bach_sonatas	wa06op05no6b_Allegro_Moderato	1772.6041876384136	1765	Classical	Classical	c	major	7	-3	5	-2	0.125	0.025	10	7	15	638	0.8333333333333334	0.16666666666666669
971	jc_bach_sonatas	wa06op05no6c_Allegretto	1772.6041876384136	1765	Classical	Classical	c	major	5	-1	5	-1	0.0	0.0	6	6	15	639	0.0	0.0
972	jc_bach_sonatas	wa07op17no1a_Minuetto_Con_Variatione	1772.6041876384136	1780	Classical	Classical	G	major	7	-2	9	-2	0.12921348314606743	0.11235955056179775	9	11	15	640	0.5348837209302326	0.46511627906976744
974	jc_bach_sonatas	wa08op17no2a_Allegro	1772.6041876384136	1780	Classical	Classical	c	major	7	-2	7	-2	0.14473684210526316	0.11842105263157894	9	9	15	641	0.55	0.45
975	jc_bach_sonatas	wa08op17no2b_Andante	1772.6041876384136	1780	Classical	Classical	Eb	major	7	-4	9	-2	0.10071942446043165	0.3381294964028777	11	11	15	642	0.22950819672131148	0.7704918032786886
977	jc_bach_sonatas	wa08op17no2c_Prestissimo	1772.6041876384136	1780	Classical	Classical	c	major	9	-3	6	-1	0.22580645161290322	0.010752688172043012	12	7	15	643	0.9545454545454546	0.04545454545454546
978	jc_bach_sonatas	wa09op17no3a_Allegro_Assai	1772.6041876384136	1780	Classical	Classical	Eb	major	8	-4	7	-3	0.21008403361344538	0.18907563025210083	12	10	15	644	0.5263157894736842	0.47368421052631576
980	jc_bach_sonatas	wa09op17no3b_Allegro	1772.6041876384136	1780	Classical	Classical	Eb	major	8	-3	7	-2	0.09340659340659341	0.08241758241758242	11	9	15	645	0.53125	0.46875000000000006
981	jc_bach_sonatas	wa10op17no4a_Allegro	1772.6041876384136	1780	Classical	Classical	G	major	8	-3	9	-2	0.14673913043478262	0.15760869565217392	11	11	15	646	0.48214285714285715	0.5178571428571428
983	jc_bach_sonatas	wa10op17no4b_Presto_Assai	1772.6041876384136	1780	Classical	Classical	G	major	7	-2	9	-1	0.05982905982905983	0.06837606837606838	9	10	15	647	0.4666666666666666	0.5333333333333333
984	jc_bach_sonatas	wa11op17no5a_Allegro	1772.6041876384136	1780	Classical	Classical	A	major	8	-2	9	-2	0.1366120218579235	0.15300546448087432	10	11	15	648	0.47169811320754723	0.5283018867924528
986	jc_bach_sonatas	wa11op17no5b_Presto	1772.6041876384136	1780	Classical	Classical	A	major	8	-4	7	-2	0.19196428571428573	0.06696428571428571	12	9	15	649	0.7413793103448275	0.2586206896551724
987	jc_bach_sonatas	wa12op17no6a_Allegro	1772.6041876384136	1780	Classical	Classical	Bb	major	9	-8	10	-3	0.23316062176165803	0.5854922279792746	17	13	15	650	0.28481012658227844	0.7151898734177214
988	jc_bach_sonatas	wa12op17no6b_Andante	1772.6041876384136	1780	Classical	Classical	Eb	major	7	-4	9	-2	0.06707317073170732	0.1951219512195122	11	11	15	651	0.2558139534883721	0.7441860465116279
989	jc_bach_sonatas	wa12op17no6c_Prestissimo	1772.6041876384136	1780	Classical	Classical	Bb	major	8	-8	8	-2	0.27692307692307694	0.05128205128205128	16	10	15	652	0.84375	0.15625
991	mozart_piano_sonatas	K279-1	1780.7395798599532	1775	Classical	Classical	C	major	9	-4	9	-3	0.3048780487804878	0.3333333333333333	13	12	16	653	0.47770700636942676	0.5222929936305732
992	mozart_piano_sonatas	K279-2	1780.7395798599532	1775	Classical	Classical	F	major	8	-4	10	-3	0.3014705882352941	0.7426470588235294	12	13	16	654	0.28873239436619713	0.7112676056338028
994	mozart_piano_sonatas	K279-3	1780.7395798599532	1775	Classical	Classical	C	major	9	-3	9	-1	0.23591549295774647	0.17253521126760563	12	10	16	655	0.5775862068965517	0.42241379310344823
996	mozart_piano_sonatas	K280-1	1780.7395798599532	1775	Classical	Classical	F	major	9	-5	10	-2	0.3333333333333333	0.5265700483091788	14	12	16	656	0.3876404494382022	0.6123595505617977
999	mozart_piano_sonatas	K280-2	1780.7395798599532	1775	Classical	Classical	f	major	8	-4	5	-1	0.45714285714285713	0.0	12	6	16	657	1.0	0.0
1000	mozart_piano_sonatas	K280-3	1780.7395798599532	1775	Classical	Classical	F	major	6	-4	9	-1	0.10112359550561797	0.2696629213483146	10	10	16	658	0.2727272727272727	0.7272727272727272
1002	mozart_piano_sonatas	K281-1	1780.7395798599532	1775	Classical	Classical	Bb	major	7	-2	9	-4	0.19540229885057472	0.4885057471264368	9	13	16	659	0.28571428571428575	0.7142857142857143
1004	mozart_piano_sonatas	K281-2	1780.7395798599532	1775	Classical	Classical	Eb	major	7	-4	8	-2	0.28	0.1	11	10	16	660	0.736842105263158	0.2631578947368421
1005	mozart_piano_sonatas	K281-3	1780.7395798599532	1775	Classical	Classical	Bb	major	8	-4	10	-2	0.22674418604651161	0.2761627906976744	12	12	16	661	0.45086705202312133	0.5491329479768786
1007	mozart_piano_sonatas	K282-1	1780.7395798599532	1775	Classical	Classical	Eb	major	7	-4	10	-3	0.38235294117647056	0.5294117647058824	11	13	16	662	0.4193548387096774	0.5806451612903226
1008	mozart_piano_sonatas	K282-2	1780.7395798599532	1775	Classical	Classical	Bb	major	7	-9	8	-4	0.38095238095238093	0.16666666666666666	16	12	16	663	0.6956521739130435	0.30434782608695654
1009	mozart_piano_sonatas	K282-3	1780.7395798599532	1775	Classical	Classical	Eb	major	9	-4	9	-4	0.2214765100671141	0.3422818791946309	13	13	16	664	0.39285714285714285	0.6071428571428571
1011	mozart_piano_sonatas	K283-1	1780.7395798599532	1775	Classical	Classical	G	major	9	-5	9	-2	0.18944099378881987	0.11801242236024845	14	11	16	665	0.6161616161616162	0.38383838383838387
1012	mozart_piano_sonatas	K283-2	1780.7395798599532	1775	Classical	Classical	C	major	8	-4	9	-1	0.20408163265306123	0.06802721088435375	12	10	16	666	0.75	0.25
1014	mozart_piano_sonatas	K283-3	1780.7395798599532	1775	Classical	Classical	G	major	9	-4	9	-4	0.2847457627118644	0.2745762711864407	13	13	16	667	0.509090909090909	0.49090909090909085
1016	mozart_piano_sonatas	K284-1	1780.7395798599532	1775	Classical	Classical	D	major	9	-5	9	-2	0.4657039711191336	0.17328519855595667	14	11	16	668	0.728813559322034	0.2711864406779661
1018	mozart_piano_sonatas	K284-2	1780.7395798599532	1775	Classical	Classical	A	major	8	-4	9	-4	0.1583710407239819	0.3438914027149321	12	13	16	669	0.3153153153153153	0.6846846846846847
1020	mozart_piano_sonatas	K284-3	1780.7395798599532	1775	Classical	Classical	D	major	9	-4	10	-5	0.2622478386167147	0.3184438040345821	13	15	16	670	0.45161290322580644	0.5483870967741935
1022	mozart_piano_sonatas	K309-1	1780.7395798599532	1777	Classical	Classical	C	major	7	-5	11	-4	0.2601626016260163	0.35772357723577236	12	15	16	671	0.4210526315789474	0.5789473684210527
1024	mozart_piano_sonatas	K309-2	1780.7395798599532	1777	Classical	Classical	F	major	9	-4	9	-4	0.18725099601593626	0.3426294820717131	13	13	16	672	0.3533834586466166	0.6466165413533834
1025	mozart_piano_sonatas	K309-3	1780.7395798599532	1777	Classical	Classical	C	major	9	-4	11	-4	0.4253164556962025	0.28607594936708863	13	15	16	673	0.597864768683274	0.402135231316726
1027	mozart_piano_sonatas	K310-1	1780.7395798599532	1777	Classical	Classical	a	major	6	-5	8	-4	0.4777777777777778	0.4444444444444444	11	12	16	674	0.5180722891566265	0.48192771084337344
1028	mozart_piano_sonatas	K310-2	1780.7395798599532	1777	Classical	Classical	F	major	8	-4	9	-2	0.21052631578947367	0.2807017543859649	12	11	16	675	0.42857142857142855	0.5714285714285714
1031	mozart_piano_sonatas	K310-3	1780.7395798599532	1777	Classical	Classical	a	major	7	-4	9	-3	0.3645833333333333	0.17708333333333334	11	12	16	676	0.6730769230769231	0.326923076923077
1032	mozart_piano_sonatas	K311-1	1780.7395798599532	1778	Classical	Classical	D	major	8	-4	9	-4	0.18151815181518152	0.18811881188118812	12	13	16	677	0.49107142857142855	0.5089285714285714
1034	mozart_piano_sonatas	K311-2	1780.7395798599532	1778	Classical	Classical	G	major	9	-4	9	-1	0.23404255319148937	0.1276595744680851	13	10	16	678	0.6470588235294118	0.35294117647058826
1035	mozart_piano_sonatas	K311-3	1780.7395798599532	1778	Classical	Classical	D	major	8	-2	9	-3	0.10983981693363844	0.2723112128146453	10	12	16	679	0.2874251497005988	0.7125748502994013
1037	mozart_piano_sonatas	K330-1	1780.7395798599532	1783	Classical	Classical	C	major	9	-5	9	-3	0.26573426573426573	0.22727272727272727	14	12	16	680	0.5390070921985816	0.4609929078014184
1038	mozart_piano_sonatas	K330-2	1780.7395798599532	1783	Classical	Classical	F	major	8	-4	8	-1	0.2446043165467626	0.14388489208633093	12	9	16	681	0.6296296296296297	0.37037037037037035
1040	mozart_piano_sonatas	K330-3	1780.7395798599532	1783	Classical	Classical	C	major	10	-4	9	-4	0.23822714681440443	0.19113573407202217	14	13	16	682	0.5548387096774193	0.44516129032258067
1041	mozart_piano_sonatas	K331-1	1780.7395798599532	1783	Classical	Classical	A	major	7	-2	10	-3	0.021604938271604937	0.5740740740740741	9	13	16	683	0.03626943005181347	0.9637305699481865
1043	mozart_piano_sonatas	K331-2	1780.7395798599532	1783	Classical	Classical	A	major	7	-4	8	-3	0.2582781456953642	0.2052980132450331	11	11	16	684	0.5571428571428572	0.44285714285714284
1046	mozart_piano_sonatas	K331-3	1780.7395798599532	1783	Classical	Classical	a	major	6	-1	7	-1	0.05555555555555555	0.037037037037037035	7	8	16	685	0.6	0.4
1047	mozart_piano_sonatas	K332-1	1780.7395798599532	1783	Classical	Classical	F	major	8	-5	10	-4	0.5278688524590164	0.28852459016393445	13	14	16	686	0.646586345381526	0.3534136546184739
1049	mozart_piano_sonatas	K332-2	1780.7395798599532	1783	Classical	Classical	Bb	major	8	-4	9	-4	0.5272727272727272	0.6	12	13	16	687	0.46774193548387094	0.532258064516129
1050	mozart_piano_sonatas	K332-3	1780.7395798599532	1783	Classical	Classical	F	major	8	-5	9	-4	0.6963788300835655	0.22562674094707522	13	13	16	688	0.755287009063444	0.24471299093655588
1052	mozart_piano_sonatas	K333-1	1780.7395798599532	1783	Classical	Classical	Bb	major	8	-4	9	-3	0.23902439024390243	0.2707317073170732	12	12	16	689	0.4688995215311004	0.5311004784688995
1054	mozart_piano_sonatas	K333-2	1780.7395798599532	1783	Classical	Classical	Eb	major	10	-4	9	-5	0.22842639593908629	0.39593908629441626	14	14	16	690	0.36585365853658536	0.6341463414634146
1056	mozart_piano_sonatas	K333-3	1780.7395798599532	1783	Classical	Classical	Bb	major	10	-4	10	-4	0.31343283582089554	0.22139303482587064	14	14	16	691	0.5860465116279071	0.41395348837209306
1059	mozart_piano_sonatas	K457-1	1780.7395798599532	1784	Classical	Classical	c	major	9	-8	9	-4	0.6736842105263158	0.4105263157894737	17	13	16	692	0.6213592233009708	0.3786407766990291
1060	mozart_piano_sonatas	K457-2	1780.7395798599532	1784	Classical	Classical	Eb	major	9	-4	9	-4	0.25668449197860965	0.44919786096256686	13	13	16	693	0.36363636363636365	0.6363636363636364
1063	mozart_piano_sonatas	K457-3	1780.7395798599532	1784	Classical	Classical	c	major	6	-4	9	-2	0.5106382978723404	0.8297872340425532	10	11	16	694	0.38095238095238093	0.619047619047619
1064	mozart_piano_sonatas	K533-1	1780.7395798599532	1788	Classical	Classical	F	major	10	-9	10	-5	0.7581573896353166	0.2821497120921305	19	15	16	695	0.7287822878228781	0.27121771217712176
1066	mozart_piano_sonatas	K533-2	1780.7395798599532	1788	Classical	Classical	Bb	major	12	-5	13	-4	0.8604651162790697	0.9961240310077519	17	17	16	696	0.46346555323590816	0.5365344467640919
1067	mozart_piano_sonatas	K533-3	1780.7395798599532	1788	Classical	Classical	F	major	8	-4	10	-3	0.17732558139534885	0.5523255813953488	12	13	16	697	0.24302788844621517	0.7569721115537849
1069	mozart_piano_sonatas	K545-1	1780.7395798599532	1788	Classical	Classical	C	major	6	-3	8	-1	0.05102040816326531	0.16326530612244897	9	9	16	698	0.2380952380952381	0.7619047619047619
1071	mozart_piano_sonatas	K545-2	1780.7395798599532	1788	Classical	Classical	G	major	9	-4	9	-3	0.33884297520661155	0.3884297520661157	13	12	16	699	0.4659090909090909	0.5340909090909091
1073	mozart_piano_sonatas	K545-3	1780.7395798599532	1788	Classical	Classical	C	major	6	-1	8	-4	0.010416666666666666	0.21875	7	12	16	700	0.045454545454545456	0.9545454545454546
1075	mozart_piano_sonatas	K570-1	1780.7395798599532	1789	Classical	Classical	Bb	major	9	-4	8	-5	0.375	0.30288461538461536	13	13	16	701	0.5531914893617021	0.4468085106382978
1077	mozart_piano_sonatas	K570-2	1780.7395798599532	1789	Classical	Classical	Eb	major	8	-4	12	-4	0.22	0.52	12	16	16	702	0.2972972972972973	0.7027027027027027
1079	mozart_piano_sonatas	K570-3	1780.7395798599532	1789	Classical	Classical	Bb	major	9	-4	9	-3	0.46545454545454545	0.2509090909090909	13	12	16	703	0.6497461928934011	0.35025380710659904
1080	mozart_piano_sonatas	K576-1	1780.7395798599532	1789	Classical	Classical	D	major	8	-4	9	-4	0.2217573221757322	0.301255230125523	12	13	16	704	0.424	0.5760000000000001
1082	mozart_piano_sonatas	K576-2	1780.7395798599532	1789	Classical	Classical	A	major	8	-4	9	-4	0.36752136752136755	0.8461538461538461	12	13	16	705	0.3028169014084507	0.6971830985915493
1084	mozart_piano_sonatas	K576-3	1780.7395798599532	1789	Classical	Classical	D	major	9	-4	10	-4	0.3324396782841823	0.30831099195710454	13	14	16	706	0.5188284518828452	0.4811715481171548
1086	pleyel_quartets	b307op2n1a	1783.0	1783	Classical	Classical	A	major	9	-4	9	-2	0.2743589743589744	0.1564102564102564	13	11	17	707	0.636904761904762	0.3630952380952381
1088	pleyel_quartets	b307op2n1b	1783.0	1783	Classical	Classical	a	major	8	-4	7	-2	0.6666666666666666	0.16666666666666666	12	9	17	708	0.8	0.2
1089	pleyel_quartets	b307op2n1c	1783.0	1783	Classical	Classical	A	major	8	-2	7	-4	0.17687074829931973	0.07482993197278912	10	11	17	709	0.7027027027027027	0.2972972972972973
1091	pleyel_quartets	b309op2n3a	1783.0	1783	Classical	Classical	g	major	8	-2	9	-1	0.4375	0.234375	10	10	17	710	0.6511627906976745	0.3488372093023256
1093	pleyel_quartets	b309op2n3b	1783.0	1783	Classical	Classical	g	major	9	-3	10	-2	0.11801242236024845	0.2670807453416149	12	12	17	711	0.3064516129032258	0.6935483870967742
1095	pleyel_quartets	b309op2n3c	1783.0	1783	Classical	Classical	g	major	8	-4	7	-1	0.25806451612903225	0.06451612903225806	12	8	17	712	0.8	0.2
1097	beethoven_piano_sonatas	01-1	1803.6208098935329	1795	Classical	Classical	f	major	6	-4	9	-1	0.5125	0.2625	10	10	18	713	0.6612903225806451	0.33870967741935487
1098	beethoven_piano_sonatas	01-2	1803.6208098935329	1795	Classical	Classical	F	major	9	-4	10	-2	0.12021857923497267	0.4808743169398907	13	12	18	714	0.19999999999999998	0.7999999999999999
1101	beethoven_piano_sonatas	01-3	1803.6208098935329	1795	Classical	Classical	f	major	7	-4	9	-1	0.11904761904761904	0.15476190476190477	11	10	18	715	0.4347826086956521	0.5652173913043478
1103	beethoven_piano_sonatas	01-4	1803.6208098935329	1795	Classical	Classical	f	major	9	-2	9	-1	0.33962264150943394	0.2830188679245283	11	10	18	716	0.5454545454545454	0.45454545454545453
1104	beethoven_piano_sonatas	02-1	1803.6208098935329	1795	Classical	Classical	A	major	7	-5	8	-5	0.3858267716535433	0.14173228346456693	12	13	18	717	0.7313432835820896	0.26865671641791045
1106	beethoven_piano_sonatas	02-2	1803.6208098935329	1795	Classical	Classical	D	major	9	-4	9	-2	0.32599118942731276	0.1013215859030837	13	11	18	718	0.7628865979381443	0.23711340206185566
1108	beethoven_piano_sonatas	02-3	1803.6208098935329	1795	Classical	Classical	A	major	8	-2	0	0	0.2926829268292683	0.0	10	0	18	719	1.0	0.0
1110	beethoven_piano_sonatas	02-4	1803.6208098935329	1795	Classical	Classical	A	major	9	-6	10	-10	0.5601374570446735	1.274914089347079	15	20	18	720	0.3052434456928839	0.6947565543071161
1112	beethoven_piano_sonatas	03-1	1803.6208098935329	1795	Classical	Classical	C	major	11	-4	9	-5	0.3247863247863248	0.24358974358974358	15	14	18	721	0.5714285714285715	0.4285714285714286
1114	beethoven_piano_sonatas	03-2	1803.6208098935329	1795	Classical	Classical	E	major	9	-5	8	-4	0.6149732620320856	0.34759358288770054	14	12	18	722	0.6388888888888888	0.3611111111111111
1116	beethoven_piano_sonatas	03-3	1803.6208098935329	1795	Classical	Classical	C	major	7	-5	11	-5	1.2376237623762376	0.42574257425742573	12	16	18	723	0.7440476190476191	0.25595238095238093
1118	beethoven_piano_sonatas	03-4	1803.6208098935329	1795	Classical	Classical	C	major	10	-5	14	-5	0.6091160220994475	0.21961325966850828	15	19	18	724	0.735	0.265
1120	beethoven_piano_sonatas	20-1	1803.6208098935329	1796	Classical	Classical	G	major	8	-3	8	-2	0.199288256227758	0.08896797153024912	11	10	18	725	0.691358024691358	0.30864197530864196
1121	beethoven_piano_sonatas	20-2	1803.6208098935329	1796	Classical	Classical	G	major	8	-2	8	-1	0.12804878048780488	0.18292682926829268	10	9	18	726	0.411764705882353	0.5882352941176471
1123	beethoven_piano_sonatas	05-1	1803.6208098935329	1797	Classical	Classical	c	major	9	-4	9	-3	0.3474576271186441	0.3644067796610169	13	12	18	727	0.48809523809523814	0.5119047619047619
1124	beethoven_piano_sonatas	05-2	1803.6208098935329	1797	Classical	Classical	Ab	major	9	-5	14	-2	0.43253968253968256	0.38492063492063494	14	16	18	728	0.529126213592233	0.470873786407767
1126	beethoven_piano_sonatas	05-3	1803.6208098935329	1797	Classical	Classical	c	major	8	-4	10	-1	0.19658119658119658	0.1282051282051282	12	11	18	729	0.605263157894737	0.39473684210526316
1127	beethoven_piano_sonatas	06-1	1803.6208098935329	1797	Classical	Classical	F	major	9	-4	9	-4	0.8622754491017964	0.23353293413173654	13	13	18	730	0.7868852459016393	0.21311475409836064
1129	beethoven_piano_sonatas	06-2	1803.6208098935329	1797	Classical	Classical	f	major	9	-4	9	-2	0.7477477477477478	0.10810810810810811	13	11	18	731	0.8736842105263158	0.12631578947368421
1130	beethoven_piano_sonatas	06-3	1803.6208098935329	1797	Classical	Classical	F	major	7	-5	9	-2	0.2711864406779661	0.1271186440677966	12	11	18	732	0.6808510638297872	0.3191489361702128
1133	beethoven_piano_sonatas	19-1	1803.6208098935329	1797	Classical	Classical	g	major	6	-2	9	-1	0.07547169811320754	0.4716981132075472	8	10	18	733	0.13793103448275862	0.8620689655172414
1134	beethoven_piano_sonatas	19-2	1803.6208098935329	1797	Classical	Classical	G	major	10	-4	8	-1	0.1875	0.16071428571428573	14	9	18	734	0.5384615384615384	0.4615384615384616
1136	beethoven_piano_sonatas	07-1	1803.6208098935329	1798	Classical	Classical	D	major	8	-11	9	-9	1.736842105263158	2.23859649122807	19	18	18	735	0.4368932038834952	0.5631067961165048
1139	beethoven_piano_sonatas	07-2	1803.6208098935329	1798	Classical	Classical	d	major	6	-1	9	-1	0.21428571428571427	0.2857142857142857	7	10	18	736	0.42857142857142855	0.5714285714285714
1140	beethoven_piano_sonatas	07-3	1803.6208098935329	1798	Classical	Classical	D	major	8	-4	9	-4	0.29545454545454547	0.23863636363636365	12	13	18	737	0.553191489361702	0.44680851063829785
1141	beethoven_piano_sonatas	07-4	1803.6208098935329	1798	Classical	Classical	D	major	9	-8	10	-5	0.8528301886792453	0.5169811320754717	17	15	18	738	0.6225895316804408	0.37741046831955927
1143	beethoven_piano_sonatas	08-1	1803.6208098935329	1798	Classical	Classical	c	major	8	-5	8	-6	1.0522875816993464	0.2549019607843137	13	14	18	739	0.805	0.19499999999999998
1144	beethoven_piano_sonatas	08-2	1803.6208098935329	1798	Classical	Classical	Ab	major	8	-4	19	-4	0.23484848484848486	2.8106060606060606	12	23	18	740	0.07711442786069653	0.9228855721393034
1147	beethoven_piano_sonatas	08-3	1803.6208098935329	1798	Classical	Classical	c	major	7	-4	10	-3	0.2994011976047904	0.1377245508982036	11	13	18	741	0.684931506849315	0.3150684931506849
1148	beethoven_piano_sonatas	09-1	1803.6208098935329	1798	Classical	Classical	E	major	8	-5	9	-5	0.543026706231454	0.28486646884273	13	14	18	742	0.6559139784946236	0.3440860215053763
1151	beethoven_piano_sonatas	09-2	1803.6208098935329	1798	Classical	Classical	e	major	9	-1	9	0	0.2898550724637681	0.7971014492753623	10	9	18	743	0.26666666666666666	0.7333333333333334
1152	beethoven_piano_sonatas	09-3	1803.6208098935329	1798	Classical	Classical	E	major	9	-6	11	-5	0.5719844357976653	0.1828793774319066	15	16	18	744	0.7577319587628866	0.2422680412371134
1153	beethoven_piano_sonatas	10-1	1803.6208098935329	1799	Classical	Classical	G	major	9	-3	10	-3	0.3054662379421222	0.3987138263665595	12	13	18	745	0.4337899543378995	0.5662100456621004
1155	beethoven_piano_sonatas	10-2	1803.6208098935329	1799	Classical	Classical	C	major	9	-4	9	-2	0.45569620253164556	0.060126582278481014	13	11	18	746	0.8834355828220859	0.11656441717791412
1156	beethoven_piano_sonatas	10-3	1803.6208098935329	1799	Classical	Classical	G	major	9	-4	9	-3	0.6012658227848101	0.21835443037974683	13	12	18	747	0.7335907335907337	0.26640926640926643
1157	beethoven_piano_sonatas	16-1	1803.6208098935329	1802	Classical	Extended tonality	G	major	10	-4	10	-3	0.6071428571428571	0.4166666666666667	14	13	18	748	0.5930232558139535	0.40697674418604657
1159	beethoven_piano_sonatas	16-2	1803.6208098935329	1802	Classical	Extended tonality	C	major	13	-9	10	-5	1.1649122807017545	0.8736842105263158	22	15	18	749	0.5714285714285714	0.42857142857142855
1160	beethoven_piano_sonatas	16-3	1803.6208098935329	1802	Classical	Extended tonality	G	major	12	-6	10	-6	0.8694992412746586	0.34597875569044007	18	16	18	750	0.7153558052434458	0.28464419475655434
1163	beethoven_piano_sonatas	17-2	1803.6208098935329	1802	Classical	Extended tonality	Bb	major	10	-5	9	-5	0.7892376681614349	0.15246636771300448	15	14	18	752	0.8380952380952381	0.1619047619047619
1165	beethoven_piano_sonatas	18-1	1803.6208098935329	1802	Classical	Extended tonality	Eb	major	9	-5	10	-2	0.8403041825095057	0.5171102661596958	14	12	18	754	0.6190476190476191	0.38095238095238093
1166	beethoven_piano_sonatas	18-2	1803.6208098935329	1802	Classical	Extended tonality	Ab	major	9	-4	13	-4	0.9588014981273408	0.34831460674157305	13	17	18	755	0.7335243553008596	0.2664756446991404
1167	beethoven_piano_sonatas	18-3	1803.6208098935329	1802	Classical	Extended tonality	Eb	major	9	-5	9	-5	0.5384615384615384	0.17307692307692307	14	14	18	756	0.7567567567567568	0.24324324324324326
1168	beethoven_piano_sonatas	18-4	1803.6208098935329	1802	Classical	Extended tonality	Eb	major	13	-5	13	-5	0.9527363184079602	0.32587064676616917	18	18	18	757	0.745136186770428	0.25486381322957197
1169	beethoven_piano_sonatas	21-1	1803.6208098935329	1804	Classical	Extended tonality	C	major	12	-14	10	-7	1.321311475409836	0.5704918032786885	26	17	18	758	0.6984402079722704	0.30155979202772965
1170	beethoven_piano_sonatas	21-2	1803.6208098935329	1804	Classical	Extended tonality	F	major	11	-4	9	-1	1.3658536585365855	0.12195121951219512	15	10	18	759	0.918032786885246	0.08196721311475409
1171	beethoven_piano_sonatas	21-3	1803.6208098935329	1804	Classical	Extended tonality	C	major	9	-6	10	-5	0.45714285714285713	0.22417582417582418	15	15	18	760	0.6709677419354838	0.32903225806451614
1174	beethoven_piano_sonatas	23-1	1803.6208098935329	1805	Classical	Extended tonality	f	major	8	-6	10	-1	0.8740157480314961	0.36220472440944884	14	11	18	761	0.7070063694267515	0.2929936305732484
1175	beethoven_piano_sonatas	23-2	1803.6208098935329	1805	Classical	Extended tonality	Db	major	6	-4	10	-1	0.1796116504854369	0.39805825242718446	10	11	18	762	0.31092436974789917	0.6890756302521008
1178	beethoven_piano_sonatas	24-1	1803.6208098935329	1809	Classical	Extended tonality	F#	major	9	-4	9	-6	0.5961538461538461	0.23076923076923078	13	15	18	764	0.7209302325581396	0.2790697674418605
1180	beethoven_piano_sonatas	24-2	1803.6208098935329	1809	Classical	Extended tonality	F#	major	9	-6	10	-6	0.549645390070922	0.10283687943262411	15	16	18	765	0.842391304347826	0.15760869565217392
1182	beethoven_piano_sonatas	26-1	1803.6208098935329	1810	Classical	Extended tonality	Eb	major	9	-12	9	-4	0.8966165413533834	0.11654135338345864	21	13	18	766	0.8849721706864564	0.1150278293135436
1183	beethoven_piano_sonatas	26-2	1803.6208098935329	1810	Classical	Extended tonality	Eb	major	9	-9	10	-3	2.2096774193548385	0.7016129032258065	18	13	18	767	0.7590027700831025	0.24099722991689754
1184	beethoven_piano_sonatas	26-3	1803.6208098935329	1810	Classical	Extended tonality	Eb	major	9	-4	19	-5	0.4872611464968153	1.805732484076433	13	24	18	768	0.2125	0.7875
1185	beethoven_piano_sonatas	30-1	1803.6208098935329	1820	Classical	Extended tonality	E	major	10	-5	9	-1	0.848	0.1	15	10	18	769	0.8945147679324895	0.10548523206751056
1187	beethoven_piano_sonatas	30-3	1803.6208098935329	1820	Classical	Extended tonality	E	major	13	-9	10	-5	0.8136942675159236	0.1464968152866242	22	15	18	771	0.8474295190713101	0.15257048092868988
1188	beethoven_piano_sonatas	31-1	1803.6208098935329	1822	Early Romantic	Extended tonality	Ab	major	9	-8	16	-4	0.6805970149253732	1.1611940298507464	17	20	18	772	0.3695299837925446	0.6304700162074555
1190	beethoven_piano_sonatas	31-2	1803.6208098935329	1822	Early Romantic	Extended tonality	f	major	6	-1	10	-1	0.04938271604938271	0.4691358024691358	7	11	18	773	0.09523809523809523	0.9047619047619048
1191	beethoven_piano_sonatas	31-3	1803.6208098935329	1822	Early Romantic	Extended tonality	Ab	major	10	-5	13	-4	0.7718550106609808	0.31982942430703626	15	17	18	774	0.70703125	0.29296875
1194	beethoven_piano_sonatas	32-1	1803.6208098935329	1822	Early Romantic	Extended tonality	c	major	8	-4	9	-6	0.48201438848920863	0.5323741007194245	12	15	18	775	0.475177304964539	0.5248226950354611
1195	beethoven_piano_sonatas	32-2	1803.6208098935329	1822	Early Romantic	Extended tonality	C	major	10	-9	11	-4	0.453030303030303	0.38484848484848483	19	15	18	776	0.5406871609403254	0.45931283905967446
1197	kozeluh_sonatas	09op08no1a	1806.0	1806	Classical	Extended tonality	C	major	8	-2	8	-1	0.09375	0.15625	10	9	19	777	0.375	0.625
1199	kozeluh_sonatas	09op08no1b	1806.0	1806	Classical	Extended tonality	C	major	9	-1	8	-1	0.032520325203252036	0.08130081300813008	10	9	19	778	0.2857142857142857	0.7142857142857142
1201	kozeluh_sonatas	10op08no2a	1806.0	1806	Classical	Extended tonality	F	major	9	-4	8	-1	0.30434782608695654	0.03557312252964427	13	9	19	779	0.8953488372093023	0.10465116279069767
1203	kozeluh_sonatas	10op08no2b	1806.0	1806	Classical	Extended tonality	C	major	8	-3	8	-1	0.18562874251497005	0.18562874251497005	11	9	19	780	0.5	0.5
