	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey_mode	max_WL	min_WL	max_OL	min_OL	WLC	OLC	WL_5th_range	OL_5th_range	corpus_id	piece_id	WLC_percentage	OLC_percentage
357	corelli	op04n05d	1687.6864702945581	1694	Baroque	Baroque	a	major	6	-1	1	-1	0.1	0.0	7	2	6	252	1.0	0.0
358	corelli	op04n06a	1687.6864702945581	1694	Baroque	Baroque	E	major	6	-1	4	0	0.045454545454545456	0.0	7	4	6	253	1.0	0.0
359	corelli	op04n06b	1687.6864702945581	1694	Baroque	Baroque	E	major	6	-1	3	0	0.024390243902439025	0.0	7	3	6	254	1.0	0.0
361	corelli	op04n06d	1687.6864702945581	1694	Baroque	Baroque	E	major	6	-1	5	-1	0.04878048780487805	0.0	7	6	6	256	1.0	0.0
364	corelli	op04n06f	1687.6864702945581	1694	Baroque	Baroque	E	major	8	-2	6	-2	0.24	0.04	10	8	6	258	0.8571428571428572	0.14285714285714288
365	corelli	op04n06g	1687.6864702945581	1694	Baroque	Baroque	E	major	7	-3	5	-1	0.09836065573770492	0.0	10	6	6	259	1.0	0.0
367	corelli	op04n07a	1687.6864702945581	1694	Baroque	Baroque	F	major	5	-2	5	-1	0.013513513513513514	0.0	7	6	6	260	1.0	0.0
369	corelli	op04n07b	1687.6864702945581	1694	Baroque	Baroque	F	major	5	-2	4	-1	0.03409090909090909	0.0	7	5	6	261	1.0	0.0
372	corelli	op04n07d	1687.6864702945581	1694	Baroque	Baroque	F	major	8	-1	6	-1	0.14634146341463414	0.024390243902439025	9	7	6	263	0.8571428571428572	0.14285714285714288
374	corelli	op04n07e	1687.6864702945581	1694	Baroque	Baroque	F	major	8	-2	8	-1	0.25	0.09782608695652174	10	9	6	264	0.71875	0.28125
376	corelli	op04n08a	1687.6864702945581	1694	Baroque	Baroque	d	major	7	-1	0	0	0.3333333333333333	0.0	8	0	6	265	1.0	0.0
378	corelli	op04n08b	1687.6864702945581	1694	Baroque	Baroque	d	major	8	-1	6	-1	0.17777777777777778	0.044444444444444446	9	7	6	266	0.7999999999999999	0.19999999999999998
380	corelli	op04n08c	1687.6864702945581	1694	Baroque	Baroque	d	major	5	-1	4	-1	0.0	0.0	6	5	6	267	0.0	0.0
381	corelli	op04n09a	1687.6864702945581	1694	Baroque	Baroque	Bb	major	7	-1	5	-1	0.06349206349206349	0.0	8	6	6	268	1.0	0.0
383	corelli	op04n09b	1687.6864702945581	1694	Baroque	Baroque	Bb	major	6	-2	4	0	0.054945054945054944	0.0	8	4	6	269	1.0	0.0
386	corelli	op04n09d	1687.6864702945581	1694	Baroque	Baroque	Bb	major	9	-1	7	-1	0.2564102564102564	0.042735042735042736	10	8	6	271	0.8571428571428571	0.14285714285714288
388	corelli	op04n10a	1687.6864702945581	1694	Baroque	Baroque	G	major	6	0	5	0	0.25	0.0	6	5	6	272	1.0	0.0
389	corelli	op04n10b	1687.6864702945581	1694	Baroque	Baroque	G	major	8	-1	6	-1	0.08974358974358974	0.01282051282051282	9	7	6	273	0.875	0.125
391	corelli	op04n10c	1687.6864702945581	1694	Baroque	Baroque	G	major	5	-1	2	0	0.0	0.0	6	2	6	274	0.0	0.0
393	corelli	op04n10d	1687.6864702945581	1694	Baroque	Baroque	e	major	8	-1	5	-1	0.3157894736842105	0.0	9	6	6	275	1.0	0.0
394	corelli	op04n10e	1687.6864702945581	1694	Baroque	Baroque	G	major	8	-1	6	-1	0.056451612903225805	0.016129032258064516	9	7	6	276	0.7777777777777779	0.22222222222222224
397	corelli	op04n11a	1687.6864702945581	1694	Baroque	Baroque	c	major	5	-1	0	0	0.0	0.0	6	0	6	277	0.0	0.0
399	corelli	op04n11b	1687.6864702945581	1694	Baroque	Baroque	c	major	6	-1	4	-1	0.030303030303030304	0.0	7	5	6	278	1.0	0.0
401	corelli	op04n11c	1687.6864702945581	1694	Baroque	Baroque	c	major	5	-1	5	0	0.0	0.0	6	5	6	279	0.0	0.0
403	corelli	op04n12a	1687.6864702945581	1694	Baroque	Baroque	b	major	5	-4	5	0	0.2	0.0	9	5	6	280	1.0	0.0
405	corelli	op04n12b	1687.6864702945581	1694	Baroque	Baroque	b	major	5	-1	0	0	0.0	0.0	6	0	6	281	0.0	0.0
407	corelli	op04n12c	1687.6864702945581	1694	Baroque	Baroque	b	major	5	0	4	-1	0.0	0.0	5	5	6	282	0.0	0.0
409	couperin_clavecin	01_premier_prelude	1717.0	1717	Baroque	Baroque	C	major	7	-2	6	-2	0.1794871794871795	0.07692307692307693	9	8	7	284	0.7000000000000001	0.30000000000000004
412	couperin_clavecin	04_quatrieme_prelude	1717.0	1717	Baroque	Baroque	F	major	6	-3	5	-2	0.2	0.04285714285714286	9	7	7	287	0.8235294117647058	0.1764705882352941
413	couperin_clavecin	05_cinquieme_prelude	1717.0	1717	Baroque	Baroque	A	major	8	-3	8	-3	0.34328358208955223	0.11940298507462686	11	11	7	288	0.7419354838709677	0.25806451612903225
416	couperin_clavecin	06_sixieme_prelude	1717.0	1717	Baroque	Baroque	b	major	6	-1	6	-1	0.045454545454545456	0.09090909090909091	7	7	7	289	0.33333333333333337	0.6666666666666667
417	couperin_clavecin	07_septieme_prelude	1717.0	1717	Baroque	Baroque	Bb	major	8	-2	8	-2	0.3142857142857143	0.08571428571428572	10	10	7	290	0.7857142857142857	0.21428571428571427
420	couperin_clavecin	08_huitieme_prelude	1717.0	1717	Baroque	Baroque	e	major	7	-2	6	-1	0.24	0.08	9	7	7	291	0.75	0.25
421	handel_keyboard	hwv430d_Grobschmied_Aria	1720.0	1720	Baroque	Baroque	E	major	6	-1	5	-1	0.0392156862745098	0.0	7	6	8	292	1.0	0.0
422	handel_keyboard	hwv430d_Grobschmied_Var1	1720.0	1720	Baroque	Baroque	E	major	6	-1	2	0	0.03571428571428571	0.0	7	2	8	293	1.0	0.0
423	handel_keyboard	hwv430d_Grobschmied_Var2	1720.0	1720	Baroque	Baroque	E	major	6	-1	5	0	0.034482758620689655	0.0	7	5	8	294	1.0	0.0
424	handel_keyboard	hwv430d_Grobschmied_Var3	1720.0	1720	Baroque	Baroque	E	major	6	-1	6	-1	0.07272727272727272	0.03636363636363636	7	7	8	295	0.6666666666666666	0.3333333333333333
425	handel_keyboard	hwv430d_Grobschmied_Var4	1720.0	1720	Baroque	Baroque	E	major	6	-1	6	-1	0.06153846153846154	0.03076923076923077	7	7	8	296	0.6666666666666666	0.3333333333333333
426	handel_keyboard	hwv430d_Grobschmied_Var5	1720.0	1720	Baroque	Baroque	E	major	6	-1	6	-2	0.03278688524590164	0.09836065573770492	7	8	8	297	0.25	0.75
429	bach_solo	BWV1001_02_Fuga	1721.536293766012	1720	Baroque	Baroque	g	major	7	-1	6	-1	0.06666666666666667	0.044444444444444446	8	7	9	299	0.6	0.4
430	bach_solo	BWV1001_03_Siciliano	1721.536293766012	1720	Baroque	Baroque	Bb	major	7	-2	6	-1	0.1375	0.0125	9	7	9	300	0.9166666666666666	0.08333333333333333
440	bach_solo	BWV1002_07_TempoDiBorea	1721.536293766012	1720	Baroque	Baroque	b	major	7	-2	7	-1	0.25	0.1111111111111111	9	8	9	308	0.6923076923076923	0.30769230769230765
442	bach_solo	BWV1002_08_Double	1721.536293766012	1720	Baroque	Baroque	b	major	7	-2	7	-2	0.21052631578947367	0.07894736842105263	9	9	9	309	0.7272727272727272	0.2727272727272727
445	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	major	7	-3	6	-2	0.16666666666666666	0.03333333333333333	10	8	9	311	0.8333333333333334	0.16666666666666669
446	bach_solo	BWV1003_03_Andante	1721.536293766012	1720	Baroque	Baroque	C	major	8	-9	6	-3	0.8260869565217391	0.057971014492753624	17	9	9	312	0.9344262295081966	0.06557377049180328
448	bach_solo	BWV1003_04_Allegro	1721.536293766012	1720	Baroque	Baroque	a	major	6	-2	6	-2	0.11764705882352941	0.058823529411764705	8	8	9	313	0.6666666666666667	0.33333333333333337
451	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	major	9	-4	8	-5	0.5076219512195121	0.06097560975609756	13	13	9	316	0.8927613941018766	0.10723860589812333
453	bach_solo	BWV1006_04_Menuett	1721.536293766012	1720	Baroque	Baroque	E	major	8	-2	6	-2	0.2459016393442623	0.02459016393442623	10	8	9	317	0.9090909090909092	0.09090909090909091
454	bach_solo	BWV1006_05_Bourée	1721.536293766012	1720	Baroque	Baroque	E	major	8	-2	6	-1	0.32075471698113206	0.05660377358490566	10	7	9	318	0.85	0.15000000000000002
455	bach_solo	BWV1006_06_Gigue	1721.536293766012	1720	Baroque	Baroque	E	major	7	-2	6	-2	0.3673469387755102	0.04081632653061224	9	8	9	319	0.9	0.09999999999999999
456	bach_solo	BWV1007_01_Prelude	1721.536293766012	1723	Baroque	Baroque	G	major	8	-3	7	-4	0.37037037037037035	0.37037037037037035	11	11	9	320	0.5	0.5
457	bach_solo	BWV1007_02_Allemande	1721.536293766012	1723	Baroque	Baroque	G	major	8	-3	7	-2	0.4166666666666667	0.05555555555555555	11	9	9	321	0.8823529411764707	0.11764705882352941
458	bach_solo	BWV1007_03_Courante	1721.536293766012	1723	Baroque	Baroque	G	major	8	-2	5	-1	0.2222222222222222	0.0	10	6	9	322	1.0	0.0
459	bach_solo	BWV1007_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	G	major	8	-2	5	-1	0.40476190476190477	0.0	10	6	9	323	1.0	0.0
460	bach_solo	BWV1007_05_MenuetI	1721.536293766012	1723	Baroque	Baroque	G	major	8	-2	5	-1	0.30303030303030304	0.0	10	6	9	324	1.0	0.0
462	bach_solo	BWV1007_07_Gique	1721.536293766012	1723	Baroque	Baroque	G	major	8	-4	5	-3	0.41379310344827586	0.10344827586206896	12	8	9	326	0.7999999999999999	0.19999999999999998
466	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	major	6	-2	5	-2	0.18181818181818182	0.09090909090909091	8	7	9	329	0.6666666666666667	0.33333333333333337
468	bach_solo	BWV1008_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	d	major	5	-1	4	-1	0.0	0.0	6	5	9	330	0.0	0.0
470	bach_solo	BWV1008_06_MenuetII	1721.536293766012	1723	Baroque	Baroque	D	major	8	-2	5	-1	0.25806451612903225	0.0	10	6	9	332	1.0	0.0
472	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	major	6	-1	5	-1	0.25	0.0	7	6	9	333	1.0	0.0
473	bach_solo	BWV1009_01_Prelude	1721.536293766012	1723	Baroque	Baroque	C	major	9	-4	8	-1	0.42592592592592593	0.16666666666666666	13	9	9	334	0.71875	0.28125
474	bach_solo	BWV1009_02_Allemande	1721.536293766012	1723	Baroque	Baroque	C	major	7	-2	5	-2	0.07954545454545454	0.011363636363636364	9	7	9	335	0.875	0.125
476	bach_solo	BWV1009_03_Courante	1721.536293766012	1723	Baroque	Baroque	C	major	8	-4	7	-2	0.3384615384615385	0.07692307692307693	12	9	9	336	0.8148148148148148	0.18518518518518517
478	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	major	6	-4	6	-1	0.3	0.025	10	7	9	337	0.923076923076923	0.07692307692307693
480	bach_solo	BWV1009_05_BourréeI	1721.536293766012	1723	Baroque	Baroque	C	major	6	-2	5	-1	0.0425531914893617	0.0	8	6	9	338	1.0	0.0
483	bach_solo	BWV1009_06_BourréeII	1721.536293766012	1723	Baroque	Baroque	c	major	6	0	6	-1	0.16666666666666666	0.16666666666666666	6	7	9	339	0.5	0.5
484	bach_solo	BWV1009_07_Gique	1721.536293766012	1723	Baroque	Baroque	C	major	6	-2	6	-4	0.10869565217391304	0.2717391304347826	8	10	9	340	0.28571428571428575	0.7142857142857143
486	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	major	8	-5	7	-6	1.08	0.5	13	13	9	341	0.6835443037974683	0.3164556962025316
488	bach_solo	BWV1010_02_Allemande	1721.536293766012	1723	Baroque	Baroque	Eb	major	9	-3	8	-2	0.4838709677419355	0.12903225806451613	12	10	9	342	0.7894736842105263	0.21052631578947367
489	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	major	7	-3	5	-1	0.12790697674418605	0.0	10	6	9	343	1.0	0.0
491	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	major	6	-3	5	-1	0.3125	0.0	9	6	9	344	1.0	0.0
493	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	major	5	-2	5	-1	0.05084745762711865	0.0	7	6	9	345	1.0	0.0
495	bach_solo	BWV1010_06_BourreeII	1721.536293766012	1723	Baroque	Baroque	Eb	major	5	-1	4	-1	0.0	0.0	6	5	9	346	0.0	0.0
496	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	major	7	-3	5	-1	0.1568627450980392	0.0	10	6	9	347	1.0	0.0
503	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	major	5	-1	6	-1	0.0	0.05555555555555555	6	7	9	352	0.0	1.0
506	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	major	6	-1	4	-2	0.05555555555555555	0.05555555555555555	7	6	9	354	0.5	0.5
507	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	major	6	-5	6	-2	0.2962962962962963	0.022222222222222223	11	8	9	355	0.930232558139535	0.06976744186046513
509	bach_solo	BWV1012_02_Allemande	1721.536293766012	1723	Baroque	Baroque	D	major	9	-2	7	-2	0.5	0.11538461538461539	11	9	9	356	0.8125	0.1875
510	bach_solo	BWV1012_03_Courante	1721.536293766012	1723	Baroque	Baroque	D	major	8	-2	6	-2	0.23255813953488372	0.08139534883720931	10	8	9	357	0.7407407407407407	0.2592592592592593
511	bach_solo	BWV1012_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	D	major	8	-3	5	-3	0.3275862068965517	0.05172413793103448	11	8	9	358	0.8636363636363636	0.13636363636363638
512	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	major	6	-1	5	-1	0.025	0.0	7	6	9	359	1.0	0.0
514	bach_solo	BWV1012_06_GavotteII	1721.536293766012	1723	Baroque	Baroque	D	major	5	-2	5	-1	0.017241379310344827	0.0	7	6	9	360	1.0	0.0
515	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	major	9	-2	6	-2	0.1744186046511628	0.046511627906976744	11	8	9	361	0.7894736842105263	0.21052631578947367
519	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	major	8	-2	6	-2	0.2571428571428571	0.05714285714285714	10	8	9	363	0.8181818181818181	0.18181818181818182
521	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	major	5	-1	6	-1	0.0	0.09090909090909091	6	7	9	364	0.0	1.0
523	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	major	8	-2	5	-1	0.2	0.0	10	6	9	365	1.0	0.0
524	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	major	6	-4	6	-3	0.16326530612244897	0.05442176870748299	10	9	10	366	0.75	0.25
526	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-4	6	-3	0.42735042735042733	0.08547008547008547	11	9	10	367	0.8333333333333334	0.16666666666666669
528	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006095	1720	Baroque	Baroque	A	major	8	-1	8	-1	0.25274725274725274	0.04395604395604396	9	9	10	368	0.8518518518518519	0.14814814814814817
529	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-3	5	-1	0.18823529411764706	0.0	10	6	10	369	1.0	0.0
531	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-2	5	-2	0.14457831325301204	0.012048192771084338	9	7	10	370	0.923076923076923	0.07692307692307693
533	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-2	7	-2	0.10843373493975904	0.060240963855421686	9	9	10	371	0.6428571428571429	0.35714285714285715
535	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006095	1720	Baroque	Baroque	A	major	12	-4	7	-4	0.9272727272727272	0.14545454545454545	16	11	10	372	0.8644067796610169	0.13559322033898305
537	bach_en_fr_suites	BWV806_08_Bouree_I	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-4	7	-1	0.22857142857142856	0.05714285714285714	11	8	10	373	0.8	0.2
539	bach_en_fr_suites	BWV806_10_Gigue	1721.7536076006095	1720	Baroque	Baroque	A	major	7	-3	7	-2	0.21311475409836064	0.13114754098360656	10	9	10	375	0.6190476190476191	0.380952380952381
541	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	a	major	8	-4	5	-1	0.3877551020408163	0.0	12	6	10	376	1.0	0.0
544	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006095	1720	Baroque	Baroque	a	major	5	-2	5	-1	0.05	0.0	7	6	10	378	1.0	0.0
546	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	major	6	-3	5	-1	0.18181818181818182	0.0	9	6	10	379	1.0	0.0
548	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	Baroque	Baroque	a	major	6	-3	5	-1	0.17391304347826086	0.0	9	6	10	380	1.0	0.0
550	bach_en_fr_suites	BWV807_06_Bourree_II	1721.7536076006095	1720	Baroque	Baroque	A	major	8	-2	8	-2	0.34782608695652173	0.07246376811594203	10	10	10	382	0.8275862068965517	0.1724137931034483
552	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	a	major	6	-2	6	-1	0.04878048780487805	0.024390243902439025	8	7	10	383	0.6666666666666666	0.3333333333333333
554	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	g	major	8	-2	8	-2	0.2537313432835821	0.11194029850746269	10	10	10	384	0.6938775510204082	0.30612244897959184
560	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006095	1720	Baroque	Baroque	g	major	6	-1	5	-1	0.15	0.0	7	6	10	389	1.0	0.0
561	bach_en_fr_suites	BWV808_06_Gavotte_II	1721.7536076006095	1720	Baroque	Baroque	G	major	5	-1	5	-1	0.0	0.0	6	6	10	390	0.0	0.0
563	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	F	major	7	-4	6	-3	0.16147308781869688	0.04815864022662889	11	9	10	392	0.7702702702702703	0.22972972972972974
565	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	F	major	8	-4	7	-2	0.4823529411764706	0.09411764705882353	12	9	10	393	0.8367346938775511	0.163265306122449
567	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006095	1720	Baroque	Baroque	F	major	8	-2	6	-2	0.14285714285714285	0.08928571428571429	10	8	10	394	0.6153846153846153	0.38461538461538464
569	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	F	major	12	-4	6	-3	0.5365853658536586	0.14634146341463414	16	9	10	395	0.7857142857142857	0.21428571428571425
571	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006095	1720	Baroque	Baroque	F	major	7	-2	6	-2	0.07575757575757576	0.030303030303030304	9	8	10	396	0.7142857142857143	0.2857142857142857
574	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006095	1720	Baroque	Baroque	F	major	8	-2	8	-1	0.25766871165644173	0.05521472392638037	10	9	10	398	0.8235294117647058	0.1764705882352941
577	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	e	major	13	-3	9	-2	0.4925373134328358	0.2835820895522388	16	11	10	399	0.6346153846153846	0.36538461538461536
582	bach_en_fr_suites	BWV810_06_Passepied_II	1721.7536076006095	1720	Baroque	Baroque	E	major	6	-2	5	-1	0.12307692307692308	0.0	8	6	10	404	1.0	0.0
585	bach_en_fr_suites	BWV811_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	d	major	7	-2	7	-2	0.2824427480916031	0.24427480916030533	9	9	10	406	0.5362318840579711	0.463768115942029
588	bach_en_fr_suites	BWV811_03_Courante	1721.7536076006095	1720	Baroque	Baroque	d	major	6	-2	5	-2	0.0967741935483871	0.03225806451612903	8	7	10	408	0.75	0.25
590	bach_en_fr_suites	BWV811_04_Sarabande	1721.7536076006095	1720	Baroque	Baroque	d	major	5	-1	4	-1	0.0	0.0	6	5	10	409	0.0	0.0
592	bach_en_fr_suites	BWV811_05_Double	1721.7536076006095	1720	Baroque	Baroque	d	major	5	-1	6	-1	0.0	0.11764705882352941	6	7	10	410	0.0	1.0
594	bach_en_fr_suites	BWV811_07_Gavotte_II	1721.7536076006095	1720	Baroque	Baroque	D	major	6	-2	6	-2	0.12162162162162163	0.02702702702702703	8	8	10	412	0.8181818181818182	0.18181818181818182
600	bach_en_fr_suites	BWV812_04_Menuett_I	1721.7536076006095	1725	Baroque	Baroque	d	major	6	-2	5	-1	0.18181818181818182	0.0	8	6	10	417	1.0	0.0
605	bach_en_fr_suites	BWV813_02_Courante	1721.7536076006095	1725	Baroque	Baroque	c	major	5	-2	5	-1	0.038461538461538464	0.0	7	6	10	421	1.0	0.0
617	bach_en_fr_suites	BWV815_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	Eb	major	8	-4	8	0	0.3023255813953488	0.046511627906976744	12	8	10	433	0.8666666666666667	0.13333333333333336
619	bach_en_fr_suites	BWV815_02_Courante	1721.7536076006095	1725	Baroque	Baroque	Eb	major	8	-2	7	-2	0.1864406779661017	0.06779661016949153	10	9	10	434	0.7333333333333334	0.26666666666666666
621	bach_en_fr_suites	BWV815_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	Eb	major	5	-2	6	-2	0.18604651162790697	0.046511627906976744	7	8	10	435	0.8	0.2
623	bach_en_fr_suites	BWV815_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	Eb	major	5	-2	5	-1	0.07547169811320754	0.0	7	6	10	436	1.0	0.0
625	bach_en_fr_suites	BWV815_05_Air	1721.7536076006095	1725	Baroque	Baroque	Eb	major	6	-2	8	-2	0.12280701754385964	0.17543859649122806	8	10	10	437	0.4117647058823529	0.5882352941176471
627	bach_en_fr_suites	BWV815_06_Menuett	1721.7536076006095	1725	Baroque	Baroque	Eb	major	7	-2	4	-2	0.17073170731707318	0.04878048780487805	9	6	10	438	0.7777777777777778	0.2222222222222222
628	bach_en_fr_suites	BWV815_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	Eb	major	6	-2	8	-1	0.08791208791208792	0.054945054945054944	8	9	10	439	0.6153846153846154	0.38461538461538464
630	bach_en_fr_suites	BWV816_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-4	8	-2	0.4507042253521127	0.09859154929577464	12	10	10	440	0.8205128205128205	0.17948717948717946
631	bach_en_fr_suites	BWV816_02_Courante	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	5	-1	0.18840579710144928	0.0	10	6	10	441	1.0	0.0
633	bach_en_fr_suites	BWV816_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	G	major	7	-1	5	-1	0.043478260869565216	0.0	8	6	10	442	1.0	0.0
635	bach_en_fr_suites	BWV816_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	6	-1	0.5074626865671642	0.029850746268656716	10	7	10	443	0.9444444444444445	0.05555555555555555
636	bach_en_fr_suites	BWV816_05_Bourree	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-9	8	-2	0.47297297297297297	0.06756756756756757	17	10	10	444	0.875	0.125
637	bach_en_fr_suites	BWV816_06_Loure	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	5	-2	0.421875	0.015625	10	7	10	445	0.9642857142857143	0.03571428571428571
638	bach_en_fr_suites	BWV816_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	G	major	8	-2	8	-2	0.3037974683544304	0.2088607594936709	10	10	10	446	0.5925925925925926	0.4074074074074074
639	bach_en_fr_suites	BWV817_01_Allemande	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-2	5	-2	0.14473684210526316	0.013157894736842105	10	7	10	447	0.9166666666666667	0.08333333333333333
641	bach_en_fr_suites	BWV817_02_Courante	1721.7536076006095	1725	Baroque	Baroque	E	major	6	-2	6	-2	0.0547945205479452	0.0410958904109589	8	8	10	448	0.5714285714285714	0.42857142857142855
643	bach_en_fr_suites	BWV817_03_Sarabande	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-3	7	-2	0.3404255319148936	0.10638297872340426	11	9	10	449	0.761904761904762	0.2380952380952381
645	bach_en_fr_suites	BWV817_04_Gavotte	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-2	6	-1	0.3275862068965517	0.017241379310344827	10	7	10	450	0.9500000000000001	0.05
646	bach_en_fr_suites	BWV817_05_Polonaise	1721.7536076006095	1725	Baroque	Baroque	E	major	12	-3	7	-2	0.3617021276595745	0.10638297872340426	15	9	10	451	0.7727272727272727	0.22727272727272727
648	bach_en_fr_suites	BWV817_06_Bourree	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-1	7	-2	0.1981981981981982	0.036036036036036036	9	9	10	452	0.8461538461538461	0.15384615384615385
650	bach_en_fr_suites	BWV817_07_Gigue	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-3	7	-2	0.21212121212121213	0.04040404040404041	11	9	10	453	0.84	0.16
652	bach_en_fr_suites	BWV817_08_Menuett	1721.7536076006095	1725	Baroque	Baroque	E	major	8	-2	6	-1	0.1702127659574468	0.06382978723404255	10	7	10	454	0.7272727272727273	0.2727272727272727
653	couperin_concerts	c01n01_prelude	1723.4204871060172	1722	Baroque	Baroque	G	major	6	-3	5	-2	0.07058823529411765	0.011764705882352941	9	7	11	455	0.8571428571428571	0.14285714285714285
655	couperin_concerts	c01n02_allemande	1723.4204871060172	1722	Baroque	Baroque	G	major	7	-2	5	-1	0.0625	0.0	9	6	11	456	1.0	0.0
658	couperin_concerts	c01n03_sarabande	1723.4204871060172	1722	Baroque	Baroque	g	major	5	-1	5	-1	0.0	0.0	6	6	11	457	0.0	0.0
660	couperin_concerts	c01n04_gavotte	1723.4204871060172	1722	Baroque	Baroque	g	major	5	-1	5	0	0.0	0.0	6	5	11	458	0.0	0.0
661	couperin_concerts	c01n05_gigue	1723.4204871060172	1722	Baroque	Baroque	G	major	6	-2	6	-2	0.046296296296296294	0.018518518518518517	8	8	11	459	0.7142857142857143	0.2857142857142857
664	couperin_concerts	c01n06_menuet_en_trio	1723.4204871060172	1722	Baroque	Baroque	g	major	6	-1	7	-1	0.1111111111111111	0.2222222222222222	7	8	11	460	0.3333333333333333	0.6666666666666666
665	couperin_concerts	c02n01_prelude	1723.4204871060172	1722	Baroque	Baroque	D	major	6	-2	5	-2	0.03409090909090909	0.011363636363636364	8	7	11	461	0.7499999999999999	0.25
666	couperin_concerts	c02n02_allemande_fuguee	1723.4204871060172	1722	Baroque	Baroque	D	major	6	-4	6	-2	0.0625	0.03125	10	8	11	462	0.6666666666666666	0.3333333333333333
669	couperin_concerts	c02n03_air_tendre	1723.4204871060172	1722	Baroque	Baroque	d	major	6	-2	5	-1	0.25	0.0	8	6	11	463	1.0	0.0
