	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	RC	CTC	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
513	513	couperin_concerts	c09n07_douceur	1723.4204871060172	1724	e	i	5	-4	7	-4	5	-4	0.0104166666666666	0.9270833333333334	0.0729166666666666	9	11	9	11	514	minor
514	514	couperin_concerts	c09n08_caetera	1723.4204871060172	1724	e	i	3	-4	6	-4	5	-4	0.0	0.4305555555555556	0.1527777777777778	7	10	9	11	515	minor
515	515	couperin_concerts	c10n01_gravement	1723.4204871060172	1724	a	i	6	-5	6	-4	6	-5	0.0821917808219178	1.0684931506849316	0.2602739726027397	11	10	11	11	516	minor
516	516	couperin_concerts	c10n02_air	1723.4204871060172	1724	a	i	5	-4	6	-4	5	-4	0.0	0.9508196721311476	0.0901639344262295	9	10	9	11	517	minor
519	519	couperin_concerts	c11n01_majestueusement	1723.4204871060172	1724	c	i	5	-4	6	-4	5	-4	0.0352941176470588	0.8470588235294118	0.2588235294117647	9	10	9	11	520	minor
520	520	couperin_concerts	c11n02_allemande	1723.4204871060172	1724	c	i	5	-4	7	-4	5	-4	0.0258620689655172	0.9741379310344828	0.25	9	11	9	11	521	minor
521	521	couperin_concerts	c11n03_seconde_allemande	1723.4204871060172	1724	c	i	5	-4	6	-4	8	-4	0.0267857142857142	1.1160714285714286	0.1517857142857142	9	10	12	11	522	minor
522	522	couperin_concerts	c11n04_courante	1723.4204871060172	1724	c	i	2	-4	5	-4	3	-5	0.0	1.0	0.0253164556962025	6	9	8	11	523	minor
524	524	couperin_concerts	c11n06_sarabande	1723.4204871060172	1724	c	i	2	-4	5	-4	5	-5	0.0	0.9552238805970148	0.1343283582089552	6	9	10	11	525	minor
525	525	couperin_concerts	c11n07_gigue	1723.4204871060172	1724	c	i	4	-4	8	-4	6	-4	0.0065359477124183	0.915032679738562	0.0588235294117647	8	12	10	11	526	minor
526	526	couperin_concerts	c11n08_Rondeau	1723.4204871060172	1724	c	i	2	-4	5	-4	5	-5	0.0	0.8095238095238095	0.1269841269841269	6	9	10	11	527	minor
527	527	couperin_concerts	c14n01_gravement	1723.4204871060172	1724	d	i	5	-3	6	-4	8	-4	0.0481927710843373	1.0963855421686748	0.216867469879518	8	10	12	11	528	minor
528	528	couperin_concerts	c14n02_allemande	1723.4204871060172	1724	d	i	3	-4	7	-4	8	-4	0.0	0.8695652173913043	0.1195652173913043	7	11	12	11	529	minor
529	529	couperin_concerts	c14n03_sarabande	1723.4204871060172	1724	d	i	3	-3	6	-4	5	-4	0.0181818181818181	1.2181818181818185	0.2	6	10	9	11	530	minor
530	530	couperin_concerts	c14n04_fuguete	1723.4204871060172	1724	d	i	5	-4	7	-4	6	-4	0.0321100917431192	1.0963302752293578	0.0688073394495412	9	11	10	11	531	minor
531	531	couperin_concerts	parnasse_01	1723.4204871060172	1724	b	i	2	-4	5	-4	5	-4	0.0	0.8518518518518519	0.0864197530864197	6	9	9	11	532	minor
532	532	couperin_concerts	parnasse_02	1723.4204871060172	1724	b	i	4	-4	7	-7	7	-5	0.0081967213114754	0.6311475409836066	0.1229508196721311	8	14	12	11	533	minor
537	537	couperin_concerts	parnasse_07	1723.4204871060172	1724	b	i	5	-4	5	-5	6	-4	0.0582959641255605	0.8116591928251121	0.2376681614349775	9	10	10	11	538	minor
538	538	pergolesi_stabat_mater	01. Stabat Mater dolorosa	1736.0	1736	f	i	6	-4	9	-11	6	-6	0.0848484848484848	1.539393939393939	0.5515151515151515	10	20	12	12	539	minor
539	539	pergolesi_stabat_mater	02. Cujus animam gementem	1736.0	1736	c	i	6	-5	6	-11	6	-5	0.0482456140350877	1.3157894736842106	0.2324561403508772	11	17	11	12	540	minor
540	540	pergolesi_stabat_mater	03. O quam tristis et afflicta	1736.0	1736	g	i	6	-4	6	-11	6	-4	0.2926829268292683	0.7439024390243902	0.4024390243902439	10	17	10	12	541	minor
542	542	pergolesi_stabat_mater	05. Quis est homo qui non fleret	1736.0	1736	c	i	6	-4	5	-11	6	-4	0.2333333333333333	1.6	0.7333333333333333	10	16	10	12	543	minor
543	543	pergolesi_stabat_mater	06. Vidit suum dulcem natum	1736.0	1736	f	i	6	-4	7	-12	7	-5	0.1854304635761589	1.5695364238410596	0.5231788079470199	10	19	12	12	544	minor
544	544	pergolesi_stabat_mater	07. Eja, Mater fons amois	1736.0	1736	c	i	6	-4	5	-11	6	-4	0.2692307692307692	1.1490384615384617	0.5528846153846154	10	16	10	12	545	minor
545	545	scarlatti_sonatas	K001	1741.1259598104884	1739	d	i	9	-4	6	-4	9	-4	0.1494252873563218	0.8620689655172413	0.425287356321839	13	10	13	13	546	minor
547	547	scarlatti_sonatas	K003	1741.1259598104884	1739	a	i	6	-4	7	-7	6	-5	0.2368421052631578	0.8473684210526315	0.2526315789473684	10	14	11	13	548	minor
548	548	scarlatti_sonatas	K004	1741.1259598104884	1739	g	i	6	-4	6	-5	6	-5	0.1213592233009708	1.2427184466019416	0.4563106796116505	10	11	11	13	549	minor
549	549	scarlatti_sonatas	K005	1741.1259598104884	1739	d	i	5	-3	6	-4	6	-4	0.1129032258064516	0.5	0.3467741935483871	8	10	10	13	550	minor
551	551	scarlatti_sonatas	K007	1741.1259598104884	1739	a	i	9	-4	9	-8	9	-5	0.2111111111111111	0.6888888888888889	0.4	13	17	14	13	552	minor
552	552	scarlatti_sonatas	K008	1741.1259598104884	1739	g	i	6	-4	5	-7	6	-5	0.1229050279329608	0.7597765363128491	0.1452513966480447	10	12	11	13	553	minor
553	553	scarlatti_sonatas	K009	1741.1259598104884	1739	d	i	3	-5	7	-5	5	-5	0.0071428571428571	0.5428571428571428	0.1571428571428571	8	12	10	13	554	minor
554	554	scarlatti_sonatas	K010	1741.1259598104884	1739	d	i	5	-4	5	-5	5	-4	0.1481481481481481	1.0864197530864197	0.1543209876543209	9	10	9	13	555	minor
555	555	scarlatti_sonatas	K011	1741.1259598104884	1739	c	i	5	-4	5	-4	5	-4	0.27	0.78	0.56	9	9	9	13	556	minor
556	556	scarlatti_sonatas	K012	1741.1259598104884	1739	g	i	6	-4	9	-4	6	-5	0.1897810218978102	0.8467153284671532	0.3357664233576642	10	13	11	13	557	minor
560	560	scarlatti_sonatas	K018	1741.1259598104884	1739	d	i	5	-4	6	-5	6	-5	0.3458646616541353	0.6466165413533834	0.8759398496240601	9	11	11	13	561	minor
561	561	scarlatti_sonatas	K019	1741.1259598104884	1739	f	i	6	-4	6	-5	6	-5	0.1945701357466063	0.4072398190045249	0.3981900452488687	10	11	11	13	562	minor
564	564	scarlatti_sonatas	K022	1741.1259598104884	1739	c	i	5	-4	5	-5	6	-5	0.2512315270935961	0.6108374384236454	0.334975369458128	9	10	11	13	565	minor
566	566	scarlatti_sonatas	K025	1741.1259598104884	1739	f#	i	7	-4	8	-8	6	-5	0.4028776978417266	1.0611510791366907	0.4748201438848921	11	16	11	13	567	minor
567	567	scarlatti_sonatas	K027	1741.1259598104884	1739	b	i	7	-4	7	-4	7	-4	0.18	0.525	0.135	11	11	11	13	568	minor
568	568	scarlatti_sonatas	K031	1741.1259598104884	1739	g	i	8	-5	8	-5	8	-5	0.0329670329670329	0.8956043956043956	0.2307692307692307	13	13	13	13	569	minor
569	569	scarlatti_sonatas	K032	1741.1259598104884	1739	d	i	5	-4	6	-4	6	-4	0.081081081081081	0.8648648648648649	0.4054054054054054	9	10	10	13	570	minor
571	571	scarlatti_sonatas	K034	1741.1259598104884	1739	d	i	7	-5	7	-4	7	-5	0.1666666666666666	0.7878787878787878	0.1363636363636363	12	11	12	13	572	minor
572	572	scarlatti_sonatas	K035	1741.1259598104884	1739	g	i	5	-4	8	-4	9	-4	0.0413793103448275	0.7724137931034483	0.2896551724137931	9	12	13	13	573	minor
573	573	scarlatti_sonatas	K036	1741.1259598104884	1739	a	i	6	-4	12	-4	6	-5	0.3072916666666667	0.5520833333333334	0.390625	10	16	11	13	574	minor
574	574	scarlatti_sonatas	K037	1741.1259598104884	1739	c	i	6	-5	6	-5	6	-5	0.1834319526627219	0.7337278106508875	0.4497041420118343	11	11	11	13	575	minor
576	576	scarlatti_sonatas	K040	1741.1259598104884	1739	c	i	5	-4	5	-5	5	-4	0.5094339622641509	0.5094339622641509	0.4528301886792453	9	10	9	13	577	minor
580	580	scarlatti_sonatas	K048	1741.1259598104884	1742	c	i	5	-4	5	-7	5	-4	0.2948717948717949	0.6538461538461539	0.5982905982905983	9	12	9	13	581	minor
582	582	scarlatti_sonatas	K050	1741.1259598104884	1742	f	i	6	-4	9	-4	9	-5	0.1111111111111111	1.2016460905349795	0.279835390946502	10	13	14	13	583	minor
584	584	scarlatti_sonatas	K052	1741.1259598104884	1742	d	i	9	-4	9	-5	9	-4	0.1907356948228883	0.4822888283378747	0.2670299727520436	13	14	13	13	585	minor
586	586	scarlatti_sonatas	K054	1741.1259598104884	1742	a	i	5	-5	5	-8	6	-5	0.235	0.68	0.695	10	13	11	13	587	minor
588	588	scarlatti_sonatas	K056	1741.1259598104884	1742	c	i	6	-4	6	-4	6	-4	0.3286384976525822	1.0093896713615025	0.6056338028169014	10	10	10	13	589	minor
591	591	scarlatti_sonatas	K061	1741.1259598104884	1742	a	i	5	-1	5	-7	5	-4	0.5905511811023622	0.7874015748031497	0.7677165354330708	6	12	9	13	592	minor
594	594	scarlatti_sonatas	K064	1741.1259598104884	1742	d	i	3	-4	7	-4	7	-4	0.0	0.8169014084507042	0.0845070422535211	7	11	11	13	595	minor
597	597	scarlatti_sonatas	K067	1741.1259598104884	1742	f#	i	2	-4	6	-5	5	-4	0.0	1.011494252873563	0.0344827586206896	6	11	9	13	598	minor
599	599	scarlatti_sonatas	K069	1741.1259598104884	1742	f	i	6	-4	5	-5	6	-4	0.0987654320987654	0.7530864197530864	0.1296296296296296	10	10	10	13	600	minor
604	604	scarlatti_sonatas	K076	1741.1259598104884	1742	g	i	6	-5	6	-5	6	-5	0.3209876543209876	0.9074074074074074	0.7407407407407407	11	11	11	13	605	minor
605	605	scarlatti_sonatas	K087	1741.1259598104884	1742	b	i	7	-5	6	-5	7	-5	0.365	0.64	0.395	12	11	12	13	606	minor
606	606	scarlatti_sonatas	K092	1741.1259598104884	1742	d	i	6	-6	5	-6	7	-6	0.2	0.8857142857142857	0.4	12	11	13	13	607	minor
610	610	scarlatti_sonatas	K097	1741.1259598104884	1746	g	i	5	-5	6	-4	6	-5	0.1414141414141414	0.6717171717171717	0.3535353535353535	10	10	11	13	611	minor
611	611	scarlatti_sonatas	K098	1741.1259598104884	1749	e	i	9	-4	9	-6	9	-4	0.2037037037037037	0.6481481481481481	0.8827160493827161	13	15	13	13	612	minor
612	612	scarlatti_sonatas	K099	1741.1259598104884	1749	c	i	5	-4	6	-5	5	-5	0.0862068965517241	1.2011494252873562	0.4195402298850574	9	11	10	13	613	minor
618	618	wf_bach_sonatas	F002_n07b	1760.0	1760	a	i	6	-4	9	-12	9	-5	0.3247863247863248	0.717948717948718	0.358974358974359	10	21	14	14	619	minor
621	621	wf_bach_sonatas	F003_n04b	1760.0	1760	b	i	9	-5	9	-10	9	-5	0.3004484304932735	0.8565022421524664	0.42152466367713	14	19	14	14	622	minor
628	628	jc_bach_sonatas	wa02op05no2d_Minore	1772.6041876384136	1765	d	i	4	-4	5	-4	6	-4	0.0526315789473684	0.5263157894736842	0.4473684210526316	8	9	10	15	629	minor
636	636	jc_bach_sonatas	wa06op05no6a_Grave	1772.6041876384136	1765	c	i	7	-4	8	-7	7	-5	0.2569444444444444	0.7222222222222222	0.6597222222222222	11	15	12	15	637	minor
637	637	jc_bach_sonatas	wa06op05no6b_Allegro_Moderato	1772.6041876384136	1765	c	i	7	-9	6	-12	7	-5	0.2241992882562277	0.6548042704626335	0.2384341637010676	16	18	12	15	638	minor
638	638	jc_bach_sonatas	wa06op05no6c_Allegretto	1772.6041876384136	1765	c	i	5	-4	5	-4	5	-4	0.1381578947368421	0.6513157894736842	0.3355263157894737	9	9	9	15	639	minor
640	640	jc_bach_sonatas	wa08op17no2a_Allegro	1772.6041876384136	1780	c	i	6	-4	7	-12	7	-5	0.0918918918918919	0.5837837837837838	0.3297297297297297	10	19	12	15	641	minor
642	642	jc_bach_sonatas	wa08op17no2c_Prestissimo	1772.6041876384136	1780	c	i	6	-5	9	-9	6	-5	0.2428571428571428	0.6142857142857143	0.3714285714285714	11	18	11	15	643	minor
656	656	mozart_piano_sonatas	K280-2	1780.7395798599532	1775	f	i	6	-5	8	-5	7	-5	0.5691056910569106	0.7723577235772358	0.8943089430894309	11	13	12	16	657	minor
673	673	mozart_piano_sonatas	K310-1	1780.7395798599532	1777	a	i	6	-5	6	-5	8	-6	0.2448275862068965	0.8241379310344827	1.1275862068965516	11	11	14	16	674	minor
675	675	mozart_piano_sonatas	K310-3	1780.7395798599532	1777	a	i	7	-5	7	-5	9	-5	0.2914691943127962	0.6113744075829384	0.3601895734597156	12	12	14	16	676	minor
684	684	mozart_piano_sonatas	K331-3	1780.7395798599532	1783	a	i	6	-3	6	-5	7	-4	0.1102362204724409	0.4251968503937008	0.4724409448818897	9	11	11	16	685	minor
691	691	mozart_piano_sonatas	K457-1	1780.7395798599532	1784	c	i	8	-4	9	-8	9	-5	0.4065573770491803	0.9377049180327868	0.7442622950819672	12	17	14	16	692	minor
693	693	mozart_piano_sonatas	K457-3	1780.7395798599532	1784	c	i	6	-5	6	-5	11	-5	0.6987577639751553	0.8478260869565217	1.0807453416149069	11	11	16	16	694	minor
707	707	pleyel_quartets	b307op2n1b	1783.0	1783	a	i	7	-5	8	-5	7	-5	0.2592592592592592	0.8783068783068783	0.4391534391534391	12	13	12	17	708	minor
709	709	pleyel_quartets	b309op2n3a	1783.0	1783	g	i	8	-4	7	-5	9	-4	0.4486486486486487	0.6648648648648648	0.8432432432432433	12	12	13	17	710	minor
710	710	pleyel_quartets	b309op2n3b	1783.0	1783	g	i	6	-4	9	-5	10	-5	0.212	0.802	0.772	10	14	15	17	711	minor
711	711	pleyel_quartets	b309op2n3c	1783.0	1783	g	i	8	-4	8	-4	8	-4	0.140495867768595	0.6033057851239669	0.4380165289256198	12	12	12	17	712	minor
712	712	beethoven_piano_sonatas	01-1	1803.6208098935329	1795	f	i	6	-5	6	-12	9	-5	0.3625	1.5541666666666667	0.8458333333333333	11	18	14	18	713	minor
714	714	beethoven_piano_sonatas	01-3	1803.6208098935329	1795	f	i	7	-1	6	-4	9	-4	0.2480620155038759	0.3255813953488372	0.3488372093023256	8	10	13	18	715	minor
715	715	beethoven_piano_sonatas	01-4	1803.6208098935329	1795	f	i	7	-5	9	-5	9	-5	0.4349112426035503	0.9822485207100592	0.514792899408284	12	14	14	18	716	minor
726	726	beethoven_piano_sonatas	05-1	1803.6208098935329	1797	c	i	9	-4	8	-6	9	-7	0.4077669902912621	0.6957928802588996	0.7216828478964401	13	14	16	18	727	minor
728	728	beethoven_piano_sonatas	05-3	1803.6208098935329	1797	c	i	8	-4	7	-5	10	-5	0.3941368078175896	0.9315960912052116	0.8306188925081434	12	12	15	18	729	minor
730	730	beethoven_piano_sonatas	06-2	1803.6208098935329	1797	f	i	9	-4	9	-7	9	-4	0.4786324786324786	0.7350427350427351	0.5683760683760684	13	16	13	18	731	minor
732	732	beethoven_piano_sonatas	19-1	1803.6208098935329	1797	g	i	6	-4	7	-4	9	-4	0.202127659574468	0.9787234042553192	0.675531914893617	10	11	13	18	733	minor
735	735	beethoven_piano_sonatas	07-2	1803.6208098935329	1798	d	i	6	-5	6	-8	9	-5	0.7887323943661971	0.7276995305164319	1.4178403755868545	11	14	14	18	736	minor
738	738	beethoven_piano_sonatas	08-1	1803.6208098935329	1798	c	i	8	-6	8	-7	8	-6	0.5269461077844312	0.9820359281437124	0.7045908183632734	14	15	14	18	739	minor
740	740	beethoven_piano_sonatas	08-3	1803.6208098935329	1798	c	i	7	-5	7	-5	10	-5	0.3296398891966759	0.6371191135734072	0.7063711911357341	12	12	15	18	741	minor
742	742	beethoven_piano_sonatas	09-2	1803.6208098935329	1798	e	i	6	-4	9	-5	9	-4	0.4324324324324324	0.7882882882882883	1.009009009009009	10	14	13	18	743	minor
750	750	beethoven_piano_sonatas	17-1	1803.6208098935329	1802	d	i	10	-5	9	-7	10	-7	0.4606413994169096	1.1807580174927117	1.067055393586006	15	16	17	18	751	minor
752	752	beethoven_piano_sonatas	17-3	1803.6208098935329	1802	d	i	6	-8	7	-12	10	-8	0.2117903930131004	1.8013100436681222	0.4323144104803493	14	19	18	18	753	minor
760	760	beethoven_piano_sonatas	23-1	1803.6208098935329	1805	f	i	8	-5	11	-6	10	-5	0.6515513126491647	1.0548926014319808	0.863961813842482	13	17	15	18	761	minor
762	762	beethoven_piano_sonatas	23-3	1803.6208098935329	1805	f	i	6	-5	6	-5	7	-5	0.412987012987013	1.3376623376623376	0.7818181818181819	11	11	12	18	763	minor
769	769	beethoven_piano_sonatas	30-2	1803.6208098935329	1820	e	i	6	-5	6	-14	6	-7	0.3470031545741325	1.107255520504732	0.473186119873817	11	20	13	18	770	minor
772	772	beethoven_piano_sonatas	31-2	1803.6208098935329	1822	f	i	6	-4	6	-4	10	-4	0.3516483516483517	0.8241758241758241	0.5769230769230769	10	10	14	18	773	minor
774	774	beethoven_piano_sonatas	32-1	1803.6208098935329	1822	c	i	8	-6	8	-14	9	-7	0.4388111888111888	1.0541958041958042	0.8234265734265734	14	22	16	18	775	minor
785	785	kozeluh_sonatas	15op13no3a	1806.0	1806	e	i	10	-4	9	-5	10	-4	0.3029490616621983	0.5951742627345844	0.707774798927614	14	14	14	19	786	minor
787	787	kozeluh_sonatas	15op13no3c	1806.0	1806	e	i	6	-4	8	-5	8	-4	0.1694444444444444	0.575	0.6055555555555555	10	13	12	19	788	minor
788	788	kozeluh_sonatas	16op15no1a	1806.0	1806	g	i	7	-5	9	-8	9	-5	0.3222748815165877	0.7535545023696683	0.6113744075829384	12	17	14	19	789	minor
793	793	kozeluh_sonatas	19op17no1a	1806.0	1806	f	i	6	-5	6	-4	6	-5	0.5284552845528455	0.934959349593496	0.6747967479674797	11	10	11	19	794	minor
794	794	kozeluh_sonatas	19op17no1b	1806.0	1806	f	i	8	-4	7	-8	8	-4	0.5426356589147286	0.6085271317829457	0.6957364341085271	12	15	12	19	795	minor
795	795	kozeluh_sonatas	19op17no1c	1806.0	1806	f	i	8	-4	7	-5	9	-4	0.2463768115942029	0.7507246376811594	0.3652173913043478	12	12	13	19	796	minor
807	807	kozeluh_sonatas	24op20no3a	1806.0	1806	d	i	8	-5	8	-7	10	-5	0.3988919667590028	0.554016620498615	0.7562326869806094	13	15	15	19	808	minor
809	809	kozeluh_sonatas	24op20no3c	1806.0	1806	d	i	7	-4	6	-5	10	-4	0.2560706401766004	0.5496688741721855	0.5496688741721855	11	11	14	19	810	minor
813	813	kozeluh_sonatas	26op26no2a	1806.0	1806	a	i	7	-5	8	-4	10	-5	0.4312896405919662	0.6067653276955602	0.5560253699788583	12	12	15	19	814	minor
814	814	kozeluh_sonatas	26op26no2b	1806.0	1806	a	i	6	-5	6	-5	8	-5	0.2199170124481327	0.7655601659751037	0.5912863070539419	11	11	13	19	815	minor
816	816	kozeluh_sonatas	27op26no3b	1806.0	1806	c	i	9	-5	9	-5	10	-5	0.5976331360946746	0.5207100591715976	1.0414201183431953	14	14	15	19	817	minor
825	825	ABC	n01op18-1_02	1812.0509746203827	1799	d	i	6	-5	10	-5	12	-10	0.3587786259541984	0.916030534351145	1.4770992366412214	11	15	22	20	826	minor
832	832	ABC	n04op18-4_01	1812.0509746203827	1799	c	i	8	-11	8	-10	10	-6	0.3049001814882032	0.7277676950998185	0.5807622504537205	19	18	16	20	833	minor
834	834	ABC	n04op18-4_03	1812.0509746203827	1799	c	i	8	-4	6	-4	11	-4	0.5347222222222222	0.6597222222222222	0.7430555555555556	12	10	15	20	835	minor
835	835	ABC	n04op18-4_04	1812.0509746203827	1799	c	i	7	-4	8	-8	10	-5	0.3089005235602094	0.6989528795811518	0.8350785340314136	11	16	15	20	836	minor
850	850	ABC	n07op59-1_03	1812.0509746203827	1806	f	i	6	-5	6	-12	8	-7	0.2734584450402145	1.2010723860589811	0.7882037533512064	11	18	15	20	851	minor
852	852	ABC	n08op59-2_01	1812.0509746203827	1806	e	i	8	-7	9	-11	12	-10	0.4154929577464789	1.056338028169014	1.028169014084507	15	20	22	20	853	minor
854	854	ABC	n08op59-2_03	1812.0509746203827	1806	e	i	7	-2	11	-8	9	-5	0.024390243902439	0.540650406504065	0.1951219512195122	9	19	14	20	855	minor
855	855	ABC	n08op59-2_04	1812.0509746203827	1806	e	i	8	-10	9	-12	9	-7	0.1904761904761904	0.9470899470899472	0.3774250440917107	18	21	16	20	856	minor
857	857	ABC	n09op59-3_02	1812.0509746203827	1806	a	i	7	-5	8	-7	8	-5	0.6038135593220338	0.9936440677966102	0.7796610169491526	12	15	13	20	858	minor
862	862	ABC	n10op74_03	1812.0509746203827	1809	c	i	6	-4	7	-8	10	-4	0.096629213483146	0.950561797752809	0.3415730337078652	10	15	14	20	863	minor
864	864	ABC	n11op95_01	1812.0509746203827	1810	f	i	8	-5	12	-8	13	-5	0.1975308641975308	1.0534979423868314	0.7983539094650206	13	20	18	20	865	minor
866	866	ABC	n11op95_03	1812.0509746203827	1810	f	i	7	-5	8	-6	12	-7	0.3527777777777778	0.7916666666666666	0.5777777777777777	12	14	19	20	867	minor
867	867	ABC	n11op95_04	1812.0509746203827	1810	f	i	6	-4	12	-7	10	-5	0.283076923076923	1.0092307692307692	1.3076923076923077	10	19	15	20	868	minor
872	872	ABC	n15op132_01	1812.0509746203827	1825	a	i	9	-5	10	-11	10	-7	0.3279742765273312	0.8215434083601286	0.7395498392282959	14	21	17	20	873	minor
876	876	ABC	n15op132_05	1812.0509746203827	1825	a	i	8	-7	7	-11	10	-7	0.196159122085048	0.7407407407407407	0.5651577503429356	15	18	17	20	877	minor
878	878	ABC	n13op130_02	1812.0509746203827	1826	bb	i	5	-5	7	-5	7	-5	0.0718562874251497	0.4491017964071856	0.3712574850299401	10	12	12	20	879	minor
883	883	ABC	n14op131_01	1812.0509746203827	1826	c#	i	8	-5	9	-11	11	-11	0.2455089820359281	1.0149700598802396	0.8233532934131736	13	20	22	20	884	minor
885	885	ABC	n14op131_03	1812.0509746203827	1826	b	i	4	-1	7	-7	5	-6	0.0333333333333333	1.0333333333333334	0.2333333333333333	5	14	11	20	886	minor
888	888	ABC	n14op131_06	1812.0509746203827	1826	g#	i	6	-5	5	-4	6	-7	0.1323529411764706	0.8382352941176471	0.1911764705882352	11	9	13	20	889	minor
889	889	ABC	n14op131_07	1812.0509746203827	1826	c#	i	7	-5	8	-11	7	-8	0.1360153256704981	1.2260536398467432	0.4157088122605364	12	19	15	20	890	minor
893	893	ABC	n16op135_04	1812.0509746203827	1826	f	i	8	-9	8	-11	10	-5	0.1436363636363636	0.6218181818181818	0.2727272727272727	17	19	15	20	894	minor
894	894	schubert_winterreise	n01	1828.0	1828	d	i	9	-2	6	-11	9	-4	0.0372093023255813	0.8046511627906977	0.1348837209302325	11	17	13	21	895	minor
895	895	schubert_winterreise	n02	1828.0	1828	a	i	6	-1	6	-7	6	-5	0.3428571428571428	1.042857142857143	0.8857142857142857	7	13	11	21	896	minor
896	896	schubert_winterreise	n03	1828.0	1828	f	i	7	-4	11	-7	7	-4	0.226950354609929	0.8297872340425532	0.2553191489361702	11	18	11	21	897	minor
897	897	schubert_winterreise	n04	1828.0	1828	c	i	6	-5	8	-12	10	-5	0.1382978723404255	2.324468085106383	0.675531914893617	11	20	15	21	898	minor
899	899	schubert_winterreise	n06	1828.0	1828	f#	i	5	-1	5	-5	5	-3	0.0454545454545454	1.1590909090909092	0.0227272727272727	6	10	8	21	900	minor
900	900	schubert_winterreise	n07	1828.0	1828	e	i	7	-4	10	-6	7	-7	0.4375	1.0795454545454546	0.5738636363636364	11	16	14	21	901	minor
901	901	schubert_winterreise	n08	1828.0	1828	g	i	8	-1	8	-4	10	-2	0.0736543909348441	0.9093484419263456	0.1189801699716713	9	12	12	21	902	minor
902	902	schubert_winterreise	n09	1828.0	1828	b	i	5	-5	5	-6	5	-5	0.0972222222222222	1.1666666666666667	0.1805555555555555	10	11	10	21	903	minor
903	903	schubert_winterreise	n10	1828.0	1828	c	i	6	-4	5	-12	6	-5	0.5142857142857142	0.923809523809524	0.6285714285714286	10	17	11	21	904	minor
905	905	schubert_winterreise	n12	1828.0	1828	b	i	6	-5	6	-8	6	-5	0.3658536585365853	1.2073170731707317	0.4878048780487805	11	14	11	21	906	minor
907	907	schubert_winterreise	n14	1828.0	1828	c	i	7	-1	12	-4	7	-4	0.4736842105263157	0.8596491228070176	0.5087719298245614	8	16	11	21	908	minor
908	908	schubert_winterreise	n15	1828.0	1828	c	i	7	-5	9	-12	7	-5	0.2781065088757396	1.2307692307692308	0.3195266272189349	12	21	12	21	909	minor
911	911	schubert_winterreise	n18	1828.0	1828	d	i	6	-4	5	-11	6	-4	1.098360655737705	1.2295081967213115	1.2950819672131149	10	16	10	21	912	minor
913	913	schubert_winterreise	n20	1828.0	1828	g	i	6	-7	9	-6	6	-7	0.2934131736526946	1.0119760479041915	0.2754491017964072	13	15	13	21	914	minor
915	915	schubert_winterreise	n22	1828.0	1828	a	i	6	-3	6	-4	6	-3	0.1625	0.65	0.375	9	10	9	21	916	minor
917	917	schubert_winterreise	n24	1828.0	1828	a	i	1	0	5	-4	6	-4	0.0	1.481012658227848	0.1645569620253164	1	9	10	21	918	minor
920	920	mendelssohn_quartets	02op13c	1835.8707229487093	1827	a	i	9	-4	9	-4	9	-6	0.1642512077294686	0.7415458937198067	0.3019323671497584	13	13	15	22	921	minor
921	921	mendelssohn_quartets	02op13d	1835.8707229487093	1827	a	i	8	-6	7	-12	8	-7	0.4490049751243781	0.8619402985074627	0.5609452736318408	14	19	15	22	922	minor
923	923	mendelssohn_quartets	01op12b	1835.8707229487093	1829	g	i	7	-4	7	-5	7	-5	0.1346704871060172	0.8080229226361032	0.160458452722063	11	12	12	22	924	minor
925	925	mendelssohn_quartets	01op12d	1835.8707229487093	1829	c	i	9	-4	8	-7	9	-5	0.3437094682230869	0.695201037613489	0.5175097276264592	13	15	14	22	926	minor
926	926	mendelssohn_quartets	04op44,2a	1835.8707229487093	1837	e	i	10	-5	9	-12	10	-6	0.3575685339690107	0.9487485101311084	0.4028605482717521	15	21	16	22	927	minor
929	929	mendelssohn_quartets	04op44,2d	1835.8707229487093	1837	e	i	8	-5	8	-9	8	-6	0.3110831234256927	0.6687657430730478	0.4584382871536523	13	17	14	22	930	minor
932	932	mendelssohn_quartets	03op44,1c	1835.8707229487093	1838	b	i	9	-4	6	-7	9	-5	0.3789954337899543	1.0182648401826484	0.6963470319634704	13	13	14	22	933	minor
935	935	mendelssohn_quartets	05op44,3b	1835.8707229487093	1838	c	i	7	-5	6	-8	7	-5	0.4299212598425196	1.062992125984252	0.4992125984251968	12	14	12	22	936	minor
938	938	mendelssohn_quartets	06op80a	1835.8707229487093	1847	f	i	8	-5	12	-12	8	-5	0.3717421124828532	0.8189300411522634	0.4814814814814814	13	24	13	22	939	minor
939	939	mendelssohn_quartets	06op80b	1835.8707229487093	1847	f	i	7	-5	7	-12	10	-5	0.3076923076923077	1.514792899408284	0.863905325443787	12	19	15	22	940	minor
941	941	mendelssohn_quartets	06op80d	1835.8707229487093	1847	f	i	12	-5	9	-12	13	-5	0.4541751527494908	1.1160896130346232	0.6965376782077393	17	21	18	22	942	minor
944	944	chopin_mazurkas	BI18op68-2	1838.2307692307693	1827	a	i	5	-3	9	-4	9	-3	0.0	1.7570093457943925	0.1869158878504672	8	13	12	23	945	minor
