	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	RC	CTC	NCTC	CTD	NCTD	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id
864	864	ABC	n11op95_02	1812.0509746203827	1810.0	D	I	7	-5	12	-12	8	-10	0.2244318181818181	6.5	5.1	3.75	3.0	12	24	18	21	865
865	865	ABC	n11op95_03	1812.0509746203827	1810.0	f	i	7	-5	8	-6	12	-7	0.3527777777777778	3.142857142857143	4.333333333333333	1.6666666666666667	3.333333333333333	12	14	19	21	866
866	866	ABC	n11op95_04	1812.0509746203827	1810.0	f	i	6	-4	12	-7	10	-5	0.283076923076923	4.444444444444445	6.642857142857143	2.25	4.0	10	19	15	21	867
867	867	ABC	n12op127_01	1812.0509746203827	1824.0	Eb	I	8	-8	9	-11	8	-5	0.0701438848920863	6.181818181818182	3.5	2.25	1.5	16	20	13	21	868
868	868	ABC	n12op127_02	1812.0509746203827	1824.0	Ab	I	10	-5	13	-7	18	-5	0.1715867158671586	5.555555555555555	6.416666666666667	2.333333333333333	4.9	15	20	23	21	869
869	869	ABC	n12op127_03	1812.0509746203827	1824.0	Eb	I	10	-4	9	-10	13	-5	0.1374407582938388	3.4285714285714284	5.125	1.5	1.5	14	19	18	21	870
870	870	ABC	n12op127_04	1812.0509746203827	1824.0	Eb	I	9	-5	12	-11	11	-11	0.0824742268041237	5.9	6.545454545454546	2.8	6.142857142857143	14	23	22	21	871
871	871	ABC	n15op132_01	1812.0509746203827	1825.0	a	i	9	-5	10	-11	10	-7	0.3279742765273312	3.571428571428572	4.111111111111111	4.0	3.2857142857142856	14	21	17	21	872
872	872	ABC	n15op132_02	1812.0509746203827	1825.0	A	I	8	-4	9	-4	9	-4	0.1016949152542373	2.2	2.0	1.0	1.5	12	13	13	21	873
873	873	ABC	n15op132_03	1812.0509746203827	1825.0	C	I	6	-1	8	-3	9	-4	0.025691699604743	1.5	3.142857142857143	1.3333333333333333	2.6666666666666665	7	11	13	21	874
874	874	ABC	n15op132_04	1812.0509746203827	1825.0	A	I	6	-4	6	-5	7	-5	0.1964285714285714	1.3333333333333333	4.333333333333333	1.5	3.6666666666666665	10	11	12	21	875
875	875	ABC	n15op132_05	1812.0509746203827	1825.0	a	i	8	-7	7	-11	10	-7	0.196159122085048	6.545454545454546	6.333333333333333	3.8	2.5	15	18	17	21	876
876	876	ABC	n13op130_01	1812.0509746203827	1826.0	Bb	I	9	-8	9	-10	16	-4	0.1126564673157162	3.875	9.0	1.0	2.833333333333333	17	19	20	21	877
877	877	ABC	n13op130_02	1812.0509746203827	1826.0	bb	i	5	-5	7	-5	7	-5	0.0718562874251497	1.5	1.5	0.0	1.0	10	12	12	21	878
878	878	ABC	n13op130_03	1812.0509746203827	1826.0	Db	I	7	-4	10	-9	10	-7	0.0604026845637583	5.428571428571429	4.222222222222222	1.5	3.0	11	19	17	21	879
879	879	ABC	n13op130_04	1812.0509746203827	1826.0	G	I	6	-4	9	-4	8	-4	0.023728813559322	2.2	1.5	0.0	0.5	10	13	12	21	880
880	880	ABC	n13op130_05	1812.0509746203827	1826.0	Eb	I	8	-1	8	-4	8	-6	0.0748663101604278	1.5	2.5	0.0	1.5	9	12	14	21	881
881	881	ABC	n13op130_06	1812.0509746203827	1826.0	Bb	I	9	-1	12	-4	9	-5	0.145631067961165	3.571428571428572	3.0	1.5	3.0	10	16	14	21	882
882	882	ABC	n14op131_01	1812.0509746203827	1826.0	c#	i	8	-5	9	-11	11	-11	0.2455089820359281	5.8	7.75	2.25	4.714285714285714	13	20	22	21	883
883	883	ABC	n14op131_02	1812.0509746203827	1826.0	D	I	9	-4	12	-11	9	-4	0.0793201133144475	6.111111111111111	2.5	2.333333333333333	2.0	13	23	13	21	884
884	884	ABC	n14op131_03	1812.0509746203827	1826.0	b	i	4	-1	7	-7	5	-6	0.0333333333333333	2.2	2.0	0.0	2.0	5	14	11	21	885
885	885	ABC	n14op131_04	1812.0509746203827	1826.0	A	I	10	-2	11	-4	10	-5	0.0888208269525268	2.8	3.5	2.25	3.0	12	15	15	21	886
886	886	ABC	n14op131_05	1812.0509746203827	1826.0	E	I	9	-1	8	-4	9	-6	0.0252525252525252	1.5	2.5	0.0	1.6666666666666667	10	12	15	21	887
887	887	ABC	n14op131_06	1812.0509746203827	1826.0	g#	i	6	-5	5	-4	6	-7	0.1323529411764706	1.5	1.6666666666666667	1.5	2.0	11	9	13	21	888
888	888	ABC	n14op131_07	1812.0509746203827	1826.0	c#	i	7	-5	8	-11	7	-8	0.1360153256704981	4.125	4.666666666666667	2.8	3.0	12	19	15	21	889
889	889	ABC	n16op135_01	1812.0509746203827	1826.0	F	I	9	-5	16	-11	10	-5	0.1040609137055837	5.75	3.142857142857143	2.6666666666666665	2.0	14	27	15	21	890
890	890	ABC	n16op135_02	1812.0509746203827	1826.0	F	I	7	-1	12	-4	9	-3	0.0490463215258855	3.0	2.2	3.0	1.5	8	16	12	21	891
891	891	ABC	n16op135_03	1812.0509746203827	1826.0	Db	I	10	-1	9	-4	10	-3	0.1853932584269663	3.0	3.142857142857143	1.5	1.5	11	13	13	21	892
892	892	ABC	n16op135_04	1812.0509746203827	1826.0	f	i	8	-9	8	-11	10	-5	0.1436363636363636	4.0	5.333333333333333	3.8	1.5	17	19	15	21	893
