	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
1092	1092	grieg_lyric_pieces	op38n05	1890.3354624738972	1883	G	I	5.0	-1.0	9	-2	5	0	[0, 1, 4]	[[1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [5, 1], [1], [5]]	0.0	0.0	[4, 1]	0.2608695652173913	[]	0.0	6.0	11	5	31	1093	major
1095	1095	grieg_lyric_pieces	op43n01	1890.3354624738972	1886	A	I	7.0	-3.0	8	-4	10	-2	[-1, 0, 1, 2, 3, 4, 5, 6, 7, 9]	[[6], [2], [8], [5, 8], [6], [3], [10], [5], [12], [7], [2], [9], [4]]	5.0	0.2941176470588235	[-1, 3, 2]	0.8333333333333334	[0, 1, 4, 6, 7, 9]	1.2843137254901962	10.0	12	12	31	1096	major
1097	1097	grieg_lyric_pieces	op43n03	1890.3354624738972	1886	F#	I	3.0	-1.0	10	-2	8	-1	[-1, 0, 2, 3, 4]	[[9], [10, 6], [9], [8, 8], [6, 10], [10, 6], [6, 9], [10], [5]]	3.0	0.0	[0, 4]	0.1727272727272727	[-1, 2]	0.109090909090909	4.0	12	9	31	1098	major
1099	1099	grieg_lyric_pieces	op43n05	1890.3354624738972	1886	F	I	9.0	-5.0	10	-4	5	-1	[1, 3, 4, 5, 0]	[[-1, 0], [3], [-1], [-1], [2], [4]]	0.0	0.3302752293577982	[4, 1]	0.7339449541284404	[3, 5]	0.0	14.0	14	6	31	1100	major
1100	1100	grieg_lyric_pieces	op43n06	1890.3354624738972	1886	F#	I	6.0	-5.0	12	-8	8	-7	[4, 0, 1]	[[6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7], [6, 10, 7]]	0.0	0.1653543307086614	[4, 1]	1.4251968503937007	[]	0.1968503937007874	11.0	20	15	31	1101	major
1102	1102	grieg_lyric_pieces	op47n02	1890.3354624738972	1888	F	I	6.0	-5.0	10	-5	11	-4	[1, 2, 4, 0]	[[-1], [0, 3], [3], [1], [-1], [1]]	0.0	0.0944444444444444	[4, 1]	1.3722222222222222	[2]	0.8777777777777778	11.0	15	15	31	1103	major
1104	1104	grieg_lyric_pieces	op47n04	1890.3354624738972	1888	D	I	1.0	0.0	5	-1	8	0	[0, 1, 2, 4, 5, 6]	[[8], [2, 3], [2, 3], [8], [2, 3], [2, 3], [8], [2, 3], [2, 3], [8], [2, 3], [2, 3], [2], [4], [6], [8], [2, 3, 2], [2], [7], [3], [2, 3], [2], [4], [6], [8], [2, 3], [2], [2], [2, 3], [2], [6], [3], [6], [8], [2, 3], [2], [4], [7, 2], [3], [2, 3], [2], [4], [6], [8], [2, 3], [2], [2]]	0.0	0.0	[4, 1]	0.0	[2, 5, 6]	0.7142857142857143	1.0	6	8	31	1105	major
1106	1106	grieg_lyric_pieces	op47n06	1890.3354624738972	1888	G	I	9.0	-3.0	6	-2	8	0	[0, 1, 4]	[[1, 2], [1, 2], [1, 2], [1, 2], [1, 2], [5, 1], [2, 5], [1, 2], [5, 1], [2, 5]]	0.0	0.216867469879518	[4, 1]	0.1927710843373494	[]	0.144578313253012	12.0	8	8	31	1107	major
1109	1109	grieg_lyric_pieces	op54n02	1890.3354624738972	1891	C	I	9.0	-4.0	9	-4	7	-5	[0]	[[0], [0]]	0.0	0.1608391608391608	[4, 1]	0.4405594405594406	[]	0.1398601398601398	13.0	13	12	31	1110	major
1111	1111	grieg_lyric_pieces	op54n04	1890.3354624738972	1891	C	I	6.0	-5.0	9	-8	8	-2	[0, 4]	[[0], [0, 4], [0, 4]]	0.0	0.2967032967032967	[4, 1]	1.8021978021978025	[]	0.4505494505494505	11.0	17	10	31	1112	major
1113	1113	grieg_lyric_pieces	op54n06	1890.3354624738972	1891	C	I	4.0	-1.0	14	-2	7	-1	[0, 1]	[[0, 1]]	0.0	0.0	[4, 1]	1.0058479532163742	[]	0.0701754385964912	5.0	16	8	31	1114	major
1115	1115	grieg_lyric_pieces	op57n02	1890.3354624738972	1893	A	I	9.0	-5.0	9	-6	8	-9	[0, 1, 4]	[[3], [4], [4], [4], [7], [3], [4]]	0.0	0.3166666666666666	[4, 1]	0.6888888888888889	[]	1.2833333333333334	14.0	15	17	31	1116	major
1117	1117	grieg_lyric_pieces	op57n04	1890.3354624738972	1893	G	I	5.0	-4.0	9	-7	11	-4	[-1, 0, 1, 2, 5, 7, 9]	[[6], [1], [8], [2, 0, 6], [3], [3], [8], [3], [10]]	1.0	0.0956521739130434	[5, 2, -1]	1.556521739130435	[0, 7, 9]	1.834782608695652	9.0	16	15	31	1118	major
1118	1118	grieg_lyric_pieces	op57n05	1890.3354624738972	1893	C	I	6.0	-4.0	9	-9	9	-2	[1, 4, 6, 9, -1]	[[9], [4], [-1], [6], [1]]	1.0	0.185929648241206	[5, 2]	1.4924623115577889	[4, 6, 9, -1]	0.4773869346733668	10.0	18	11	31	1119	major
1121	1121	grieg_lyric_pieces	op62n02	1890.3354624738972	1895	G	I	5.0	-6.0	9	-8	9	-4	[1]	[[2]]	1.0	0.1419753086419753	[5, 2]	1.0	[]	0.2345679012345679	11.0	17	13	31	1122	major
1122	1122	grieg_lyric_pieces	op62n03	1890.3354624738972	1895	A	I	5.0	-1.0	6	-2	7	-2	[0]	[[3]]	0.0	0.0	[4, 1]	0.1505376344086021	[]	0.1290322580645161	6.0	8	9	31	1123	major
1124	1124	grieg_lyric_pieces	op62n05	1890.3354624738972	1895	A	I	5.0	-3.0	12	-4	5	-10	[0, 1, 3, 4, 5]	[[3, 4], [6], [7], [4], [6], [7], [3, 4, 6], [6, 8], [7, 3], [4], [7], [6], [7], [3, 4, 6], [6, 8], [7, 3], [4], [4], [6], [7], [3, 4], [4], [6], [7], [7], [4], [3], [6], [7], [8], [3, 4], [8], [6], [6], [7], [4], [6], [6], [7]]	0.0	0.3111111111111111	[4, 1, 3]	2.0444444444444443	[5]	6.133333333333334	8.0	16	15	31	1125	major
1125	1125	grieg_lyric_pieces	op62n06	1890.3354624738972	1895	E	I	5.0	-5.0	7	-7	5	-4	[0, 1, 3, 4, 5]	[[4], [5], [5], [4], [5], [5], [4], [4, 5], [5], [8, 7], [9], [4, 5], [5, 5, 8]]	0.0	0.7572254335260116	[4, 1]	1.0635838150289016	[3, 5]	0.1271676300578034	10.0	14	9	31	1126	major
1127	1127	grieg_lyric_pieces	op65n02	1890.3354624738972	1896	A	I	7.0	-2.0	6	-5	5	0	[1]	[[4]]	1.0	0.2362204724409448	[5, 2]	0.5196850393700787	[]	0.0157480314960629	9.0	11	5	31	1128	major
1129	1129	grieg_lyric_pieces	op65n04	1890.3354624738972	1896	A	I	6.0	-5.0	10	-7	9	-13	[-1, 1, 2, 3, 5]	[[6], [5], [8, 2], [4, 8, 2]]	1.0	0.5803571428571429	[2, -1, 5, 3]	2.133928571428572	[]	4.482142857142857	11.0	17	22	31	1130	major
1131	1131	grieg_lyric_pieces	op65n06	1890.3354624738972	1896	D	I	5.0	-2.0	9	-4	12	-7	[0, 1, 2, 3, 4]	[[2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [2, 3], [3], [5], [3], [2, 3, 6], [6], [3], [2, 3, 6, 2], [2, 3, 6, 6], [2, 3, 6], [4], [2], [2, 3, 6, 6], [2, 3, 6, 3]]	0.0	0.0094339622641509	[4, 1]	0.2594339622641509	[2, 3]	2.7547169811320757	7.0	13	19	31	1132	major
1132	1132	grieg_lyric_pieces	op68n01	1890.3354624738972	1899	C	I	9.0	-1.0	9	-1	5	0	[0, 1, 4]	[[0, 4, 1]]	0.0	0.064516129032258	[4, 1]	0.1032258064516129	[]	0.0	10.0	10	5	31	1133	major
1133	1133	grieg_lyric_pieces	op68n02	1890.3354624738972	1899	G	I	5.0	-1.0	8	-1	5	-1	[0, 5]	[[1], [6]]	0.0	0.0	[4, 1]	0.2810810810810811	[5]	0.0	6.0	9	6	31	1134	major
1134	1134	grieg_lyric_pieces	op68n03	1890.3354624738972	1899	D	I	7.0	-5.0	10	-9	11	-14	[0, 1, 4]	[[6], [3], [6], [3], [6], [3], [6], [3], [6], [3], [6], [2], [3]]	0.0	0.2238805970149253	[4, 1]	1.328358208955224	[]	5.828358208955224	12.0	19	25	31	1135	major
1136	1136	grieg_lyric_pieces	op68n05	1890.3354624738972	1899	E	I	6.0	-4.0	13	-6	6	-1	[4, 0, 1, 3]	[[4], [5, 8], [5], [7]]	0.0	0.0549450549450549	[4, 1]	0.3736263736263736	[3]	0.0219780219780219	10.0	19	7	31	1137	major
1139	1139	grieg_lyric_pieces	op71n02	1890.3354624738972	1901	Db	I	5.0	-5.0	9	-9	13	-1	[0, 1, 4]	[[-5, -4, -1, -1]]	0.0	0.5233644859813084	[4, 1]	2.869158878504673	[]	2.5233644859813085	10.0	18	14	31	1140	major
1141	1141	grieg_lyric_pieces	op71n04	1890.3354624738972	1901	B	I	6.0	-6.0	8	-5	7	-6	[3, -1, 2]	[[7, 4, 8, 7, 8]]	2.0	0.1954022988505747	[-1, 3]	0.5287356321839081	[]	0.1724137931034483	12.0	13	13	31	1142	major
1142	1142	grieg_lyric_pieces	op71n05	1890.3354624738972	1901	C	I	8.0	-4.0	10	-5	5	-4	[1, 2, 3, 5, -1]	[[5, -1, 3], [1, 2], [5, -1, 3], [1, 2]]	1.0	0.1644736842105263	[5, 2, -1, 3]	0.3092105263157895	[]	0.0723684210526315	12.0	15	9	31	1143	major
1144	1144	grieg_lyric_pieces	op71n07	1890.3354624738972	1901	Eb	I	8.0	-4.0	9	-8	13	-3	[4]	[[1]]	0.0	0.2162162162162162	[4, 1]	1.0675675675675675	[]	0.9324324324324323	12.0	17	16	31	1145	major
1145	1145	ravel_piano	Ravel_-_Jeux_dEau	1903.8101851851848	1901	E	I	11.0	-7.0	11	-11	14	-7	[0, 1, 2, 4, 5]	[[4, 5], [9], [8], [8, 4], [9], [6], [4, 5], [9], [8]]	0.0	0.4863813229571984	[4, 1, 5, 2]	2.9883268482490277	[]	0.8988326848249028	18.0	22	21	32	1146	major
1147	1147	ravel_piano	Ravel_-_Miroirs_IV._Alborada_del_gracioso	1903.8101851851848	1905	D	I	9.0	-6.0	11	-11	14	-8	[0, -5, 4]	[[2], [-3, 6, 2], [2], [-3, 6, 2], [2]]	0.0	0.3097826086956521	[4, 1, -5]	2.1222826086956523	[]	0.9755434782608696	15.0	22	22	32	1148	major
1151	1151	mahler_kindertotenlieder	kindertotenlieder_04_oft_denk_ich	1904.0	1904	Eb	I	6.0	-5.0	7	-7	10	-4	[4, 6, 9, 0, 1]	[[-2], [-3], [-2], [-2], [-2], [1], [-2], [-3], [3, 6], [-2], [-2, 1], [-2], [-2], [3, 6], [-2], [-3], [-3, -2, 1], [-2]]	0.0	0.5283018867924528	[4, 1]	1.9433962264150944	[6, 9]	2.2264150943396226	11.0	14	14	33	1152	major
1153	1153	debussy_suite_bergamasque	l075-01_suite_prelude	1905.0	1905	F	I	6.0	-4.0	8	-4	6	-4	[1, 0]	[[-1], [-1], [0], [0]]	0.0	0.0218978102189781	[4, 1]	0.2664233576642336	[]	0.0656934306569343	10.0	12	10	34	1154	major
1155	1155	debussy_suite_bergamasque	l075-03_suite_clair	1905.0	1905	Db	I	8.0	-3.0	9	-3	7	-2	[0, 1, 4]	[[-1, -4], [-1, -4, -1, -4], [-1, -4], [-1, -4], [-5, -1]]	0.0	0.14	[4, 1]	0.2733333333333333	[]	0.02	11.0	12	9	34	1156	major
1158	1158	bartok_bagatelles	op06n02	1908.0	1908	Db	I	12.0	-5.0	17	-8	17	-4	[1, 3]	[[-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2], [-4, -2]]	1.0	0.8214285714285714	[5, 2, 3]	6.107142857142857	[]	4.25	17.0	25	21	35	1159	major
1163	1163	bartok_bagatelles	op06n07	1908.0	1908	C	I	9.0	-4.0	12	-8	10	-10	[1, 4, 5, 7, -1]	[[-1, 1, 5, 4], [4, 7]]	4.0	0.3669724770642202	[1, 5, 7, -1]	2.834862385321101	[]	2.1009174311926606	13.0	20	20	35	1164	major
1164	1164	bartok_bagatelles	op06n08	1908.0	1908	B	I	7.0	-7.0	13	-13	5	-17	[3, 7, 2]	[[8, 12, 7]]	2.0	1.1764705882352942	[3, 7, -1]	3.838235294117647	[]	7.264705882352941	14.0	26	22	35	1165	major
1165	1165	bartok_bagatelles	op06n09	1908.0	1908	B	I	4.0	-7.0	10	-9	11	-12	[-3, -1, 0, 2, 3]	[[5, 5], [8, 8], [4, 4], [7, 7], [2, 2]]	2.0	1.3953488372093024	[-1, 3, 0]	2.8255813953488373	[-3]	4.941860465116279	11.0	19	23	35	1166	major
1166	1166	bartok_bagatelles	op06n10	1908.0	1908	F	I	10.0	-6.0	13	-10	11	-7	[1, 4, -5, -4, 0]	[[-1], [3, 0, -6], [-5]]	0.0	0.7040358744394619	[4, 1, -5]	3.408071748878924	[-4]	1.210762331838565	16.0	23	18	35	1167	major
1170	1170	bartok_bagatelles	op06n14	1908.0	1908	D	I	10.0	-7.0	15	-10	15	-10	[0, 1, 4]	[[2], [6, 3], [6, 3]]	0.0	0.9846153846153848	[4, 1]	2.8205128205128207	[]	3.897435897435898	17.0	25	25	35	1171	major
1173	1173	medtner_tales	op26n01	1918.2984935549	1912	Eb	I	7.0	-5.0	11	-6	7	-6	[3, 4, 5, -1, 0, 1]	[[-3, -2], [-3], [-3, -2], [-2], [-2, -3], [1], [-4], [-2], [-2, -3], [0], [-3], [-2, -3], [0], [-3, -2], [2]]	0.0	0.2166666666666666	[4, 1]	0.5666666666666667	[3, 5, -1]	0.1666666666666666	12.0	17	13	36	1174	major
1174	1174	medtner_tales	op26n02	1918.2984935549	1912	Eb	I	9.0	-4.0	16	-4	12	-7	[4, 0, 2, 1]	[[-3, -3], [-3], [-3], [-1], [1], [-2]]	0.0	0.3950617283950617	[4, 1]	0.8641975308641975	[2]	0.7530864197530864	13.0	20	19	36	1175	major
1181	1181	medtner_tales	op35n01	1918.2984935549	1917	C	I	8.0	-6.0	12	-8	12	-8	[0, 3, 4]	[[0, 4, 0, 4, 3, 0]]	3.0	0.237037037037037	[0, 4]	1.5037037037037038	[]	0.5037037037037037	14.0	20	20	36	1182	major
1182	1182	medtner_tales	op35n02	1918.2984935549	1917	G	I	8.0	-7.0	10	-8	9	-8	[0, 1, 4]	[[1, 2], [5, 5]]	0.0	0.2105263157894736	[4, 1]	0.8205741626794258	[]	0.2751196172248804	15.0	18	17	36	1183	major
1188	1188	medtner_tales	op48n01	1918.2984935549	1925	C	I	9.0	-11.0	10	-13	12	-8	[0, 1, 4]	[[0, 4, 1, 0, 4, 1, 0]]	0.0	0.3236321303841676	[4, 1]	1.3317811408614668	[]	0.3469150174621653	20.0	23	20	36	1189	major
1190	1190	poulenc_mouvements_perpetuels	01_assez_modere	1919.0	1919	Bb	I	1.0	0.0	9	-4	6	-5	[4, 0, 1]	[[-2, -1], [-1], [-1, 2]]	0.0	0.0	[4, 1]	0.9247311827956988	[]	0.2580645161290322	1.0	13	11	37	1191	major
1192	1192	poulenc_mouvements_perpetuels	03_alerte	1919.0	1919	F	I	5.0	-1.0	6	-8	5	-1	[1, 4, 0]	[[-1, 3, -1, -1], [3, 0]]	0.0	0.0	[4, 1]	1.1196581196581197	[]	0.0	6.0	14	6	37	1193	major
1208	1208	rachmaninoff_piano	op42_14	1931.0	1931	Db	I	7.0	-2.0	12	-4	14	-2	[0, 1, 4]	[[-5, -4, -1], [-5], [-5]]	0.0	0.1515151515151515	[4, 1]	1.2727272727272727	[]	0.8181818181818182	9.0	16	16	38	1209	major
1209	1209	rachmaninoff_piano	op42_15	1931.0	1931	Db	I	10.0	-2.0	10	-2	10	-1	[0, 1, 4]	[[-5], [-5], [-5], [-1, -4], [-4]]	0.0	0.2769230769230769	[4, 1]	0.8461538461538461	[]	0.9692307692307692	12.0	12	11	38	1210	major
1212	1212	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_1_stomp	1931.0	1931	E	I	5.0	-8.0	12	-9	10	-12	[0, 1, 3, 4, 5, 6, 9, 10]	[[4], [4, 5], [8, 7], [13, 9], [5], [9, 8], [14, 10], [5], [8, 7], [4, 5], [8, 7], [13, 9], [5], [9, 8], [14, 10], [4], [4, 5], [8, 7], [13, 9]]	0.0	1.8888888888888888	[4, 1, 3, 6]	5.033333333333333	[5, 9, 10]	4.677777777777778	13.0	21	22	39	1213	major
1214	1214	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_3_waltz	1931.0	1931	A	I	6.0	-9.0	12	-11	10	-11	[6, 7, 2, 3]	[[6, 10, 9, 5]]	2.0	1.1395348837209305	[10, 0, 6]	6.069767441860465	[7, 3]	9.732558139534884	15.0	23	21	39	1215	major
1215	1215	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_4_tango	1931.0	1931	D	I	5.0	-8.0	12	-11	10	-10	[-2, -1, 0, 1, 2, 3, 4, 5, -4, -3]	[[3, 4], [3, 2], [6, 7], [3, 2], [3, 6, 6, 5], [2, -1, -2], [3, 6, 6, 7], [0, -1, 1, 0], [3, 4, 6, 3]]	0.0	1.0833333333333333	[4, 1, 5, 2]	4.95	[-2, -1, 3, -4, -3]	5.016666666666667	13.0	23	20	39	1216	major
1216	1216	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_5_slow	1931.0	1931	D	I	7.0	-6.0	12	-14	13	-8	[-1, 0, 2, 3, 4, 5, 6]	[[4, 5, 1], [7, 6], [8, 2, 4]]	2.0	0.6989247311827957	[6, 3, 0, 5, 4]	4.516129032258065	[-1]	3.032258064516129	13.0	26	21	39	1217	major
1217	1217	schulhoff_suite_dansante_en_jazz	suite_dansante_en_jazz_6_fox-trot	1931.0	1931	E	I	4.0	-7.0	8	-11	9	-12	[-3, -1, 0, 1, 3, 4, 5, 6, 9, -6]	[[4, 1], [13], [8, 7], [3], [8, 7, 4], [10, 9], [10, 9], [8, 5], [1, -2], [13], [8, 7], [3]]	0.0	1.6226415094339623	[4, 1, 5, 3, 6]	6.339622641509434	[-3, -1, 9, -6]	7.69811320754717	11.0	19	21	39	1218	major
