	corpus	piece	corpus_year	piece_year	globalkey	localkey_mode	max_wl	min_wl	max_ol	min_ol	WLC	OLC	wl_fifths_range	ol_fifths_range	corpus_id	piece_id
519	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	a	minor	6	-5	5	-5	1.0705882352941176	0.27058823529411763	11	10	9	520
520	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	a	major	5	-1	6	-1	0.0	0.09090909090909091	6	7	9	521
521	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	a	minor	5	-5	5	-4	0.9555555555555556	0.7777777777777778	10	9	9	522
522	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	a	major	8	-2	5	-1	0.2	0.0	10	6	9	523
523	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	a	minor	5	-5	6	-5	1.3661971830985915	0.30985915492957744	10	11	9	524
524	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006097	1720	A	major	6	-4	6	-3	0.16326530612244897	0.05442176870748299	10	9	10	525
525	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006097	1720	A	minor	5	-5	5	-5	1.0	0.11363636363636363	10	10	10	526
526	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006097	1720	A	major	7	-4	6	-3	0.42735042735042733	0.08547008547008547	11	9	10	527
527	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006097	1720	A	minor	5	-4	5	-5	1.037037037037037	0.5925925925925926	9	10	10	528
528	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006097	1720	A	major	8	-1	8	-1	0.25274725274725274	0.04395604395604396	9	9	10	529
529	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006097	1720	A	major	7	-3	5	-1	0.18823529411764706	0.0	10	6	10	530
530	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006097	1720	A	minor	5	-4	5	-2	1.1578947368421053	0.21052631578947367	9	7	10	531
531	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006097	1720	A	major	7	-2	5	-2	0.14457831325301204	0.012048192771084338	9	7	10	532
532	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006097	1720	A	minor	5	-4	5	-4	0.8888888888888888	0.3888888888888889	9	9	10	533
533	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006097	1720	A	major	7	-2	7	-2	0.10843373493975904	0.060240963855421686	9	9	10	534
534	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006097	1720	A	minor	5	-4	5	-4	0.9411764705882353	0.23529411764705882	9	9	10	535
535	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006097	1720	A	major	12	-4	7	-4	0.9272727272727272	0.14545454545454545	16	11	10	536
536	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006097	1720	A	minor	6	-5	6	-4	1.5294117647058822	0.47058823529411764	11	10	10	537
537	bach_en_fr_suites	BWV806_08_Bouree_I	1721.7536076006097	1720	A	major	7	-4	7	-1	0.22857142857142856	0.05714285714285714	11	8	10	538
538	bach_en_fr_suites	BWV806_09_Bouree_II	1721.7536076006097	1720	a	minor	6	-5	6	-4	0.6693548387096774	0.2661290322580645	11	10	10	539
539	bach_en_fr_suites	BWV806_10_Gigue	1721.7536076006097	1720	A	major	7	-3	7	-2	0.21311475409836064	0.13114754098360656	10	9	10	540
540	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006097	1720	a	major	8	-4	5	-1	0.3877551020408163	0.0	12	6	10	541
541	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006097	1720	a	minor	7	-6	6	-6	1.2815533980582525	0.19223300970873786	13	12	10	542
542	bach_en_fr_suites	BWV807_02_Allemande	1721.7536076006097	1720	a	minor	6	-5	5	-5	1.088	0.184	11	10	10	543
543	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006097	1720	a	major	5	-2	5	-1	0.05	0.0	7	6	10	544
544	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006097	1720	a	minor	5	-5	5	-5	0.8181818181818182	0.1590909090909091	10	10	10	545
545	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006097	1720	a	major	6	-3	5	-1	0.18181818181818182	0.0	9	6	10	546
546	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006097	1720	a	minor	6	-5	3	-5	0.9259259259259259	0.05555555555555555	11	8	10	547
547	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006097	1720	a	major	6	-3	5	-1	0.17391304347826086	0.0	9	6	10	548
548	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006097	1720	a	minor	6	-6	6	-5	1.1090909090909091	0.45454545454545453	12	11	10	549
549	bach_en_fr_suites	BWV807_05_Bourree_I	1721.7536076006097	1720	a	minor	6	-4	5	-3	1.0802469135802468	0.13580246913580246	10	8	10	550
550	bach_en_fr_suites	BWV807_06_Bourree_II	1721.7536076006097	1720	A	major	8	-2	8	-2	0.34782608695652173	0.07246376811594203	10	10	10	551
551	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006097	1720	a	major	6	-2	6	-1	0.04878048780487805	0.024390243902439025	8	7	10	552
552	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006097	1720	a	minor	5	-5	5	-4	0.7731958762886598	0.44329896907216493	10	9	10	553
553	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006097	1720	g	major	8	-2	8	-2	0.2537313432835821	0.11194029850746269	10	10	10	554
554	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006097	1720	g	minor	7	-5	6	-5	1.1964285714285714	0.47767857142857145	12	11	10	555
555	bach_en_fr_suites	BWV808_02_Allemande	1721.7536076006097	1720	g	minor	6	-12	5	-6	1.140495867768595	0.19834710743801653	18	11	10	556
556	bach_en_fr_suites	BWV808_03_Courante	1721.7536076006097	1720	g	minor	6	-6	6	-5	1.0718954248366013	0.1830065359477124	12	11	10	557
557	bach_en_fr_suites	BWV808_04_Sarabande	1721.7536076006097	1720	g	minor	6	-12	5	-5	2.441860465116279	0.3953488372093023	18	10	10	558
558	bach_en_fr_suites	BWV808_04a_Agrements_de_la_Sarabande	1721.7536076006097	1720	g	minor	6	-12	5	-8	2.4	0.46	18	13	10	559
559	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006097	1720	g	major	6	-1	5	-1	0.15	0.0	7	6	10	560
560	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006097	1720	g	minor	5	-5	5	-5	1.0	0.16470588235294117	10	10	10	561
561	bach_en_fr_suites	BWV808_06_Gavotte_II	1721.7536076006097	1720	G	major	5	-1	5	-1	0.0	0.0	6	6	10	562
562	bach_en_fr_suites	BWV808_07_Gigue	1721.7536076006097	1720	g	minor	6	-5	5	-4	1.0625	0.1971153846153846	11	9	10	563
563	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006097	1720	F	major	7	-4	6	-3	0.16147308781869688	0.04815864022662889	11	9	10	564
564	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006097	1720	F	minor	6	-5	5	-5	1.05	0.3142857142857143	11	10	10	565
565	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006097	1720	F	major	8	-4	7	-2	0.4823529411764706	0.09411764705882353	12	9	10	566
566	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006097	1720	F	minor	5	-4	1	-4	1.125	0.0	9	5	10	567
567	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006097	1720	F	major	8	-2	6	-2	0.14285714285714285	0.08928571428571429	10	8	10	568
568	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006097	1720	F	minor	5	-4	5	-1	1.2	0.7	9	6	10	569
569	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006097	1720	F	major	12	-4	6	-3	0.5365853658536586	0.14634146341463414	16	9	10	570
570	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006097	1720	F	minor	5	-5	2	-3	1.5	0.0	10	5	10	571
571	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006097	1720	F	major	7	-2	6	-2	0.07575757575757576	0.030303030303030304	9	8	10	572
572	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006097	1720	F	minor	5	-4	3	-3	1.5	0.2	9	6	10	573
573	bach_en_fr_suites	BWV809_06_Menuett_II	1721.7536076006097	1720	d	minor	5	-5	5	-5	0.625	0.19444444444444445	10	10	10	574
574	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006097	1720	F	major	8	-2	8	-1	0.25766871165644173	0.05521472392638037	10	9	10	575
575	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006097	1720	F	minor	5	-4	5	-4	1.4516129032258065	0.3870967741935484	9	9	10	576
576	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006097	1720	e	major	13	-3	9	-2	0.4925373134328358	0.2835820895522388	16	11	10	577
577	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006097	1720	e	minor	6	-8	6	-5	1.3218390804597702	0.45977011494252873	14	11	10	578
578	bach_en_fr_suites	BWV810_02_Allemande	1721.7536076006097	1720	e	minor	6	-5	5	-5	1.4715447154471544	0.2601626016260163	11	10	10	579
579	bach_en_fr_suites	BWV810_03_Courante	1721.7536076006097	1720	e	minor	6	-7	5	-5	1.0476190476190477	0.25	13	10	10	580
580	bach_en_fr_suites	BWV810_04_Sarabande	1721.7536076006097	1720	e	minor	6	-5	4	-4	0.98	0.06	11	8	10	581
581	bach_en_fr_suites	BWV810_05_Passepied_I	1721.7536076006097	1720	e	minor	6	-12	7	-5	0.7824074074074074	0.21296296296296297	18	12	10	582
582	bach_en_fr_suites	BWV810_06_Passepied_II	1721.7536076006097	1720	E	major	6	-2	5	-1	0.12307692307692308	0.0	8	6	10	583
583	bach_en_fr_suites	BWV810_07_Gigue	1721.7536076006097	1720	e	minor	7	-12	6	-5	1.4321608040201006	0.3065326633165829	19	11	10	584
584	bach_en_fr_suites	BWV811_01_Prelude	1721.7536076006097	1720	d	major	7	-2	7	-2	0.2824427480916031	0.24427480916030533	9	9	10	585
585	bach_en_fr_suites	BWV811_01_Prelude	1721.7536076006097	1720	d	minor	6	-5	8	-5	1.139874739039666	0.5615866388308977	11	13	10	586
586	bach_en_fr_suites	BWV811_02_Allemande	1721.7536076006097	1720	d	minor	6	-5	6	-5	1.3873873873873874	0.2702702702702703	11	11	10	587
587	bach_en_fr_suites	BWV811_03_Courante	1721.7536076006097	1720	d	major	6	-2	5	-2	0.0967741935483871	0.03225806451612903	8	7	10	588
588	bach_en_fr_suites	BWV811_03_Courante	1721.7536076006097	1720	d	minor	5	-5	5	-5	1.0297029702970297	0.36633663366336633	10	10	10	589
589	bach_en_fr_suites	BWV811_04_Sarabande	1721.7536076006097	1720	d	major	5	-1	4	-1	0.0	0.0	6	5	10	590
590	bach_en_fr_suites	BWV811_04_Sarabande	1721.7536076006097	1720	d	minor	6	-5	6	-4	2.066666666666667	0.37777777777777777	11	10	10	591
591	bach_en_fr_suites	BWV811_05_Double	1721.7536076006097	1720	d	major	5	-1	6	-1	0.0	0.11764705882352941	6	7	10	592
592	bach_en_fr_suites	BWV811_05_Double	1721.7536076006097	1720	d	minor	6	-6	6	-5	1.7954545454545454	1.0	12	11	10	593
593	bach_en_fr_suites	BWV811_06_Gavotte_I	1721.7536076006097	1720	d	minor	5	-4	5	-5	0.7878787878787878	0.1111111111111111	9	10	10	594
594	bach_en_fr_suites	BWV811_07_Gavotte_II	1721.7536076006097	1720	D	major	6	-2	6	-2	0.12162162162162163	0.02702702702702703	8	8	10	595
595	bach_en_fr_suites	BWV811_08_Gigue	1721.7536076006097	1720	d	minor	7	-6	7	-5	1.7053941908713692	0.8713692946058091	13	12	10	596
596	bach_en_fr_suites	BWV812_01_Allemande	1721.7536076006097	1725	d	minor	6	-5	5	-5	1.0381679389312977	0.24427480916030533	11	10	10	597
597	bach_en_fr_suites	BWV812_02_Courante	1721.7536076006097	1725	d	minor	6	-5	5	-5	1.1458333333333333	0.3020833333333333	11	10	10	598
598	bach_en_fr_suites	BWV812_03_Sarabande	1721.7536076006097	1725	d	minor	9	-5	6	-5	1.7692307692307692	0.1794871794871795	14	11	10	599
599	bach_en_fr_suites	BWV812_04_Menuett_I	1721.7536076006097	1725	d	major	6	-2	5	-1	0.18181818181818182	0.0	8	6	10	600
600	bach_en_fr_suites	BWV812_04_Menuett_I	1721.7536076006097	1725	d	minor	6	-4	6	-3	1.1818181818181819	0.30303030303030304	10	9	10	601
601	bach_en_fr_suites	BWV812_05_Menuett_II	1721.7536076006097	1725	d	minor	5	-5	5	-4	0.5846153846153846	0.24615384615384617	10	9	10	602
602	bach_en_fr_suites	BWV812_06_Gigue	1721.7536076006097	1725	d	minor	5	-5	5	-5	1.056	0.152	10	10	10	603
603	bach_en_fr_suites	BWV813_01_Allemande	1721.7536076006097	1725	c	minor	6	-5	6	-5	0.9508196721311475	0.26229508196721313	11	11	10	604
604	bach_en_fr_suites	BWV813_02_Courante	1721.7536076006097	1725	c	major	5	-2	5	-1	0.038461538461538464	0.0	7	6	10	605
605	bach_en_fr_suites	BWV813_02_Courante	1721.7536076006097	1725	c	minor	7	-5	4	-4	1.2056737588652482	0.028368794326241134	12	8	10	606
606	bach_en_fr_suites	BWV813_03_Sarabande	1721.7536076006097	1725	c	minor	9	-5	6	-5	1.118811881188119	0.2871287128712871	14	11	10	607
607	bach_en_fr_suites	BWV813_04_Air	1721.7536076006097	1725	c	minor	6	-4	5	-4	0.9387755102040817	0.25510204081632654	10	9	10	608
608	bach_en_fr_suites	BWV813_05_Menuett	1721.7536076006097	1725	c	minor	5	-4	5	-5	0.7222222222222222	0.19444444444444445	9	10	10	609
609	bach_en_fr_suites	BWV813_06_Gigue	1721.7536076006097	1725	c	minor	6	-5	5	-4	0.9338235294117647	0.058823529411764705	11	9	10	610
610	bach_en_fr_suites	BWV814_01_Allemande	1721.7536076006097	1725	b	minor	6	-5	6	-4	1.1282051282051282	0.22435897435897437	11	10	10	611
611	bach_en_fr_suites	BWV814_02_Courante	1721.7536076006097	1725	b	minor	6	-5	7	-6	1.1401869158878504	0.2897196261682243	11	13	10	612
612	bach_en_fr_suites	BWV814_03_Sarabande	1721.7536076006097	1725	b	minor	6	-5	6	-5	0.8554216867469879	0.30120481927710846	11	11	10	613
613	bach_en_fr_suites	BWV814_04_Gavotte	1721.7536076006097	1725	b	minor	6	-4	5	-4	0.9489795918367347	0.1836734693877551	10	9	10	614
614	bach_en_fr_suites	BWV814_05_Menuett	1721.7536076006097	1725	b	minor	6	-4	5	-5	0.956989247311828	0.053763440860215055	10	10	10	615
615	bach_en_fr_suites	BWV814_06_Trio	1721.7536076006097	1725	b	minor	5	-5	5	-4	0.8870967741935484	0.14516129032258066	10	9	10	616
616	bach_en_fr_suites	BWV814_07_Gigue	1721.7536076006097	1725	b	minor	6	-5	6	-4	0.6447368421052632	0.05921052631578947	11	10	10	617
617	bach_en_fr_suites	BWV815_01_Allemande	1721.7536076006097	1725	Eb	major	8	-4	8	0	0.3023255813953488	0.046511627906976744	12	8	10	618
618	bach_en_fr_suites	BWV815_01_Allemande	1721.7536076006097	1725	Eb	minor	5	-12	5	-5	1.8235294117647058	0.4117647058823529	17	10	10	619
619	bach_en_fr_suites	BWV815_02_Courante	1721.7536076006097	1725	Eb	major	8	-2	7	-2	0.1864406779661017	0.06779661016949153	10	9	10	620
620	bach_en_fr_suites	BWV815_02_Courante	1721.7536076006097	1725	Eb	minor	5	-7	5	-4	1.0714285714285714	0.4642857142857143	12	9	10	621
621	bach_en_fr_suites	BWV815_03_Sarabande	1721.7536076006097	1725	Eb	major	5	-2	6	-2	0.18604651162790697	0.046511627906976744	7	8	10	622
622	bach_en_fr_suites	BWV815_03_Sarabande	1721.7536076006097	1725	Eb	minor	5	-7	5	-4	1.105263157894737	0.15789473684210525	12	9	10	623
623	bach_en_fr_suites	BWV815_04_Gavotte	1721.7536076006097	1725	Eb	major	5	-2	5	-1	0.07547169811320754	0.0	7	6	10	624
624	bach_en_fr_suites	BWV815_04_Gavotte	1721.7536076006097	1725	Eb	minor	6	-5	5	-1	1.206896551724138	0.3793103448275862	11	6	10	625
625	bach_en_fr_suites	BWV815_05_Air	1721.7536076006097	1725	Eb	major	6	-2	8	-2	0.12280701754385964	0.17543859649122806	8	10	10	626
626	bach_en_fr_suites	BWV815_05_Air	1721.7536076006097	1725	Eb	minor	5	-4	5	-4	0.8	0.9	9	9	10	627
627	bach_en_fr_suites	BWV815_06_Menuett	1721.7536076006097	1725	Eb	major	7	-2	4	-2	0.17073170731707318	0.04878048780487805	9	6	10	628
628	bach_en_fr_suites	BWV815_07_Gigue	1721.7536076006097	1725	Eb	major	6	-2	8	-1	0.08791208791208792	0.054945054945054944	8	9	10	629
629	bach_en_fr_suites	BWV815_07_Gigue	1721.7536076006097	1725	Eb	minor	5	-5	5	-4	1.3333333333333333	0.3333333333333333	10	9	10	630
630	bach_en_fr_suites	BWV816_01_Allemande	1721.7536076006097	1725	G	major	8	-4	8	-2	0.4507042253521127	0.09859154929577464	12	10	10	631
631	bach_en_fr_suites	BWV816_02_Courante	1721.7536076006097	1725	G	major	8	-2	5	-1	0.18840579710144928	0.0	10	6	10	632
632	bach_en_fr_suites	BWV816_02_Courante	1721.7536076006097	1725	G	minor	5	-4	5	-4	0.8571428571428571	0.6428571428571429	9	9	10	633
633	bach_en_fr_suites	BWV816_03_Sarabande	1721.7536076006097	1725	G	major	7	-1	5	-1	0.043478260869565216	0.0	8	6	10	634
634	bach_en_fr_suites	BWV816_03_Sarabande	1721.7536076006097	1725	G	minor	5	-4	2	-4	1.0	0.0	9	6	10	635
635	bach_en_fr_suites	BWV816_04_Gavotte	1721.7536076006097	1725	G	major	8	-2	6	-1	0.5074626865671642	0.029850746268656716	10	7	10	636
636	bach_en_fr_suites	BWV816_05_Bourree	1721.7536076006097	1725	G	major	8	-9	8	-2	0.47297297297297297	0.06756756756756757	17	10	10	637
637	bach_en_fr_suites	BWV816_06_Loure	1721.7536076006097	1725	G	major	8	-2	5	-2	0.421875	0.015625	10	7	10	638
638	bach_en_fr_suites	BWV816_07_Gigue	1721.7536076006097	1725	G	major	8	-2	8	-2	0.3037974683544304	0.2088607594936709	10	10	10	639
639	bach_en_fr_suites	BWV817_01_Allemande	1721.7536076006097	1725	E	major	8	-2	5	-2	0.14473684210526316	0.013157894736842105	10	7	10	640
640	bach_en_fr_suites	BWV817_01_Allemande	1721.7536076006097	1725	E	minor	5	-5	5	-6	1.08	0.28	10	11	10	641
641	bach_en_fr_suites	BWV817_02_Courante	1721.7536076006097	1725	E	major	6	-2	6	-2	0.0547945205479452	0.0410958904109589	8	8	10	642
642	bach_en_fr_suites	BWV817_02_Courante	1721.7536076006097	1725	E	minor	5	-5	5	-4	1.15	0.4	10	9	10	643
643	bach_en_fr_suites	BWV817_03_Sarabande	1721.7536076006097	1725	E	major	8	-3	7	-2	0.3404255319148936	0.10638297872340426	11	9	10	644
644	bach_en_fr_suites	BWV817_03_Sarabande	1721.7536076006097	1725	E	minor	5	-4	3	-4	1.5	0.0625	9	7	10	645
645	bach_en_fr_suites	BWV817_04_Gavotte	1721.7536076006097	1725	E	major	8	-2	6	-1	0.3275862068965517	0.017241379310344827	10	7	10	646
646	bach_en_fr_suites	BWV817_05_Polonaise	1721.7536076006097	1725	E	major	12	-3	7	-2	0.3617021276595745	0.10638297872340426	15	9	10	647
647	bach_en_fr_suites	BWV817_05_Polonaise	1721.7536076006097	1725	E	minor	5	-4	5	-5	1.5	0.85	9	10	10	648
648	bach_en_fr_suites	BWV817_06_Bourree	1721.7536076006097	1725	E	major	8	-1	7	-2	0.1981981981981982	0.036036036036036036	9	9	10	649
649	bach_en_fr_suites	BWV817_06_Bourree	1721.7536076006097	1725	E	minor	5	-4	5	-4	0.9	0.5	9	9	10	650
650	bach_en_fr_suites	BWV817_07_Gigue	1721.7536076006097	1725	E	major	8	-3	7	-2	0.21212121212121213	0.04040404040404041	11	9	10	651
651	bach_en_fr_suites	BWV817_07_Gigue	1721.7536076006097	1725	E	minor	5	-4	5	-4	0.7058823529411765	0.5882352941176471	9	9	10	652
652	bach_en_fr_suites	BWV817_08_Menuett	1721.7536076006097	1725	E	major	8	-2	6	-1	0.1702127659574468	0.06382978723404255	10	7	10	653
653	couperin_concerts	c01n01_prelude	1723.4204871060172	1722	G	major	6	-3	5	-2	0.07058823529411765	0.011764705882352941	9	7	11	654
654	couperin_concerts	c01n01_prelude	1723.4204871060172	1722	G	minor	5	-4	4	-3	1.875	0.25	9	7	11	655
655	couperin_concerts	c01n02_allemande	1723.4204871060172	1722	G	major	7	-2	5	-1	0.0625	0.0	9	6	11	656
656	couperin_concerts	c01n02_allemande	1723.4204871060172	1722	G	minor	5	-4	3	-4	1.0833333333333333	0.08333333333333333	9	7	11	657
657	couperin_concerts	c01n03_sarabande	1723.4204871060172	1722	g	major	5	-1	5	-1	0.0	0.0	6	6	11	658
658	couperin_concerts	c01n03_sarabande	1723.4204871060172	1722	g	minor	5	-4	5	-4	1.0851063829787233	0.14893617021276595	9	9	11	659
659	couperin_concerts	c01n04_gavotte	1723.4204871060172	1722	g	major	5	-1	5	0	0.0	0.0	6	5	11	660
660	couperin_concerts	c01n04_gavotte	1723.4204871060172	1722	g	minor	5	-4	3	-4	1.3170731707317074	0.07317073170731707	9	7	11	661
661	couperin_concerts	c01n05_gigue	1723.4204871060172	1722	G	major	6	-2	6	-2	0.046296296296296294	0.018518518518518517	8	8	11	662
662	couperin_concerts	c01n05_gigue	1723.4204871060172	1722	G	minor	5	-6	3	-3	1.5909090909090908	0.045454545454545456	11	6	11	663
663	couperin_concerts	c01n06_menuet_en_trio	1723.4204871060172	1722	g	major	6	-1	7	-1	0.1111111111111111	0.2222222222222222	7	8	11	664
664	couperin_concerts	c01n06_menuet_en_trio	1723.4204871060172	1722	g	minor	5	-4	5	-4	1.1944444444444444	0.3611111111111111	9	9	11	665
665	couperin_concerts	c02n01_prelude	1723.4204871060172	1722	D	major	6	-2	5	-2	0.03409090909090909	0.011363636363636364	8	7	11	666
666	couperin_concerts	c02n02_allemande_fuguee	1723.4204871060172	1722	D	major	6	-4	6	-2	0.0625	0.03125	10	8	11	667
667	couperin_concerts	c02n02_allemande_fuguee	1723.4204871060172	1722	D	minor	5	-4	2	-4	0.9583333333333334	0.0	9	6	11	668
668	couperin_concerts	c02n03_air_tendre	1723.4204871060172	1722	d	major	6	-2	5	-1	0.25	0.0	8	6	11	669
669	couperin_concerts	c02n03_air_tendre	1723.4204871060172	1722	d	minor	5	-4	3	-4	1.2063492063492063	0.06349206349206349	9	7	11	670
670	couperin_concerts	c02n04_air_contrefugue	1723.4204871060172	1722	d	major	5	-2	5	-2	0.03571428571428571	0.07142857142857142	7	7	11	671
671	couperin_concerts	c02n04_air_contrefugue	1723.4204871060172	1722	d	minor	5	-4	5	-4	1.3658536585365855	0.2032520325203252	9	9	11	672
672	couperin_concerts	c02n05_echos	1723.4204871060172	1722	D	major	5	-1	5	-2	0.0	0.0078125	6	7	11	673
673	couperin_concerts	c02n05_echos	1723.4204871060172	1722	D	minor	5	-4	3	-3	1.0	0.058823529411764705	9	6	11	674
674	couperin_concerts	c03n01_prelude	1723.4204871060172	1722	A	major	6	-1	5	-1	0.025974025974025976	0.0	7	6	11	675
675	couperin_concerts	c03n02_allemande	1723.4204871060172	1722	A	major	5	-4	5	-1	0.07317073170731707	0.0	9	6	11	676
676	couperin_concerts	c03n02_allemande	1723.4204871060172	1722	A	minor	5	-4	2	-3	1.0833333333333333	0.0	9	5	11	677
677	couperin_concerts	c03n03_courante	1723.4204871060172	1722	a	major	5	-1	5	-2	0.0	0.0625	6	7	11	678
678	couperin_concerts	c03n03_courante	1723.4204871060172	1722	a	minor	6	-4	5	-4	1.1923076923076923	0.20512820512820512	10	9	11	679
679	couperin_concerts	c03n04_sarabande_grave	1723.4204871060172	1722	a	major	5	-1	5	-1	0.0	0.0	6	6	11	680
680	couperin_concerts	c03n04_sarabande_grave	1723.4204871060172	1722	a	minor	6	-5	5	-4	1.0727272727272728	0.43636363636363634	11	9	11	681
681	couperin_concerts	c03n05_gavotte	1723.4204871060172	1722	a	major	5	-1	6	-1	0.0	0.0625	6	7	11	682
682	couperin_concerts	c03n05_gavotte	1723.4204871060172	1722	a	minor	5	-4	5	-4	1.0149253731343284	0.1044776119402985	9	9	11	683
683	couperin_concerts	c03n06_musette_1	1723.4204871060172	1722	A	major	5	-1	5	-1	0.0	0.0	6	6	11	684
684	couperin_concerts	c03n06_musette_1	1723.4204871060172	1722	A	minor	5	-4	5	-4	1.25	0.5	9	9	11	685
685	couperin_concerts	c03n07_musette_2	1723.4204871060172	1722	A	major	5	-1	5	-1	0.0	0.0	6	6	11	686
686	couperin_concerts	c03n07_musette_2	1723.4204871060172	1722	A	minor	5	-4	5	-4	1.1111111111111112	0.6111111111111112	9	9	11	687
687	couperin_concerts	c03n08_chaconne_legere	1723.4204871060172	1722	a	major	6	-4	5	-1	0.08823529411764706	0.0	10	6	11	688
688	couperin_concerts	c03n08_chaconne_legere	1723.4204871060172	1722	a	minor	5	-4	4	-4	1.0903954802259888	0.022598870056497175	9	8	11	689
689	couperin_concerts	c04n01_prelude	1723.4204871060172	1722	e	major	6	-1	5	-1	0.04	0.0	7	6	11	690
690	couperin_concerts	c04n01_prelude	1723.4204871060172	1722	e	minor	5	-6	3	-4	1.180327868852459	0.01639344262295082	11	7	11	691
691	couperin_concerts	c04n02_allemande	1723.4204871060172	1722	e	major	5	-2	5	-1	0.045454545454545456	0.0	7	6	11	692
692	couperin_concerts	c04n02_allemande	1723.4204871060172	1722	e	minor	5	-4	5	-3	1.1636363636363636	0.09090909090909091	9	8	11	693
693	couperin_concerts	c04n03_courante_francoise	1723.4204871060172	1722	E	major	7	-2	5	-2	0.15714285714285714	0.04285714285714286	9	7	11	694
694	couperin_concerts	c04n03_courante_francoise	1723.4204871060172	1722	E	minor	5	-4	2	-2	1.7857142857142858	0.0	9	4	11	695
695	couperin_concerts	c04n04_courante_a_litalienne	1723.4204871060172	1722	e	major	7	-3	7	-1	0.13793103448275862	0.13793103448275862	10	8	11	696
696	couperin_concerts	c04n04_courante_a_litalienne	1723.4204871060172	1722	e	minor	6	-5	5	-4	1.2952380952380953	0.29523809523809524	11	9	11	697
697	couperin_concerts	c04n05_sarabande	1723.4204871060172	1722	E	major	6	-2	5	-1	0.1	0.0	8	6	11	698
698	couperin_concerts	c04n05_sarabande	1723.4204871060172	1722	E	minor	5	-4	2	-3	0.8571428571428571	0.0	9	5	11	699
699	couperin_concerts	c04n06_rigaudon	1723.4204871060172	1722	E	major	6	-1	6	-2	0.1	0.06	7	8	11	700
700	couperin_concerts	c04n06_rigaudon	1723.4204871060172	1722	E	minor	5	-4	5	-4	1.0	0.6666666666666666	9	9	11	701
701	couperin_concerts	c04n07_forlane	1723.4204871060172	1722	E	major	6	-4	5	-1	0.14705882352941177	0.0	10	6	11	702
702	couperin_concerts	c04n07_forlane	1723.4204871060172	1722	E	minor	5	-4	5	-4	0.5675675675675675	0.10810810810810811	9	9	11	703
703	couperin_concerts	c05n01_prelude	1723.4204871060172	1724	F	major	8	-3	7	-2	0.13095238095238096	0.047619047619047616	11	9	11	704
704	couperin_concerts	c05n01_prelude	1723.4204871060172	1724	F	minor	5	-4	3	-5	1.125	0.25	9	8	11	705
705	couperin_concerts	c05n02_allemande	1723.4204871060172	1724	F	major	5	-2	5	-1	0.02564102564102564	0.0	7	6	11	706
706	couperin_concerts	c05n02_allemande	1723.4204871060172	1724	F	minor	5	-4	5	-3	1.3846153846153846	0.11538461538461539	9	8	11	707
