	corpus	piece	localkey_mode	corpus_id	piece_id	corpus_year	piece_year	period	globalkey	r_ilc_olc	r_ilc_ild
175	corelli	op01n02d	minor	6	8	1687.6864702945581	1681	Baroque	e	-0.05397992980185228	0.3041855003095399
176	corelli	op01n03a	major	6	9	1687.6864702945581	1681	Baroque	A	0.0	0.0
177	corelli	op01n03a	minor	6	9	1687.6864702945581	1681	Baroque	A	0.0	-0.07539535046679659
178	corelli	op01n03b	major	6	10	1687.6864702945581	1681	Baroque	A	-0.016590442210106447	0.5000612929221725
179	corelli	op01n03b	minor	6	10	1687.6864702945581	1681	Baroque	A	0.0	0.1393983177230562
180	corelli	op01n03c	major	6	11	1687.6864702945581	1681	Baroque	A	-0.03849952517545092	0.2548080263529379
181	corelli	op01n03c	minor	6	11	1687.6864702945581	1681	Baroque	A	0.0	0.25309929864030284
182	corelli	op01n03d	major	6	12	1687.6864702945581	1681	Baroque	A	-0.02500000000000001	0.38257670235313884
183	corelli	op01n03d	minor	6	12	1687.6864702945581	1681	Baroque	A	0.0	-0.24908054120278791
184	corelli	op01n04a	major	6	13	1687.6864702945581	1681	Baroque	a	0.0	0.5713777740209977
185	corelli	op01n04a	minor	6	13	1687.6864702945581	1681	Baroque	a	-0.0058164589629501	0.11986131597024736
186	corelli	op01n04b	minor	6	14	1687.6864702945581	1681	Baroque	a	-0.3153782099950284	0.019397151601909527
187	corelli	op01n04c	major	6	15	1687.6864702945581	1681	Baroque	a	-0.07142857142857144	0.6895555343261613
188	corelli	op01n04c	minor	6	15	1687.6864702945581	1681	Baroque	a	0.15428456893979128	-0.2236236010481721
