	corpus	piece	corpus_year	piece_year	period	globalkey	localkey_mode	total_WLD	chord_num	avg_WLD	corpus_id	piece_id
186	corelli	op03n02b	1687.6864702945581	1689	Baroque	D	major	34.4664	118	0.29208813559322033	6	187
187	corelli	op03n02c	1687.6864702945581	1689	Baroque	b	minor	27.5666	91	0.30292967032967033	6	188
188	corelli	op03n02d	1687.6864702945581	1689	Baroque	D	major	37.6992	121	0.3115636363636363	6	189
189	corelli	op03n03a	1687.6864702945581	1689	Baroque	Bb	major	19.7832	58	0.3410896551724138	6	190
190	corelli	op03n03b	1687.6864702945581	1689	Baroque	Bb	major	13.5332	59	0.2293762711864407	6	191
191	corelli	op03n03c	1687.6864702945581	1689	Baroque	Bb	major	35.0831	137	0.25608102189781023	6	192
192	corelli	op03n03d	1687.6864702945581	1689	Baroque	Bb	major	65.9993	230	0.2869534782608696	6	193
193	corelli	op03n04a	1687.6864702945581	1689	Baroque	b	minor	35.483200000000004	129	0.2750635658914729	6	194
194	corelli	op03n04b	1687.6864702945581	1689	Baroque	b	minor	42.616	137	0.31106569343065693	6	195
195	corelli	op03n04c	1687.6864702945581	1689	Baroque	b	minor	34.4997	110	0.31363363636363634	6	196
196	corelli	op03n04d	1687.6864702945581	1689	Baroque	b	minor	46.1832	171	0.27007719298245614	6	197
