	corpus	piece	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	localkey	localkey_mode	WLC	OLC	corpus_id	piece_id
1272	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	III	major	0.1282051282051282	0.07692307692307693	9	311
1273	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	i	minor	0.8064516129032258	0.45161290322580644	9	311
1274	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	III	major	0.10526315789473684	0.0	9	311
1275	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	v	minor	1.0	0.0	9	311
1276	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	i	minor	0.7878787878787878	0.2727272727272727	9	311
1277	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	VII	major	0.46153846153846156	0.0	9	311
1278	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	v	minor	0.9090909090909091	0.4772727272727273	9	311
1279	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	VI	major	0.10526315789473684	0.0	9	311
1280	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	iv	minor	0.7272727272727273	0.4696969696969697	9	311
1281	bach_solo	BWV1003_02_Fuga	1721.536293766012	1720	Baroque	Baroque	a	i	minor	0.9310344827586207	0.10344827586206896	9	311
1282	bach_solo	BWV1003_03_Andante	1721.536293766012	1720	Baroque	Baroque	C	I	major	0.05263157894736842	0.05263157894736842	9	312
1283	bach_solo	BWV1003_03_Andante	1721.536293766012	1720	Baroque	Baroque	C	V	major	1.1290322580645162	0.0	9	312
1284	bach_solo	BWV1003_03_Andante	1721.536293766012	1720	Baroque	Baroque	C	I	major	1.105263157894737	0.15789473684210525	9	312
1285	bach_solo	BWV1003_04_Allegro	1721.536293766012	1720	Baroque	Baroque	a	i	minor	1.0512820512820513	0.0	9	313
1286	bach_solo	BWV1003_04_Allegro	1721.536293766012	1720	Baroque	Baroque	a	v	minor	0.8108108108108109	0.2702702702702703	9	313
1287	bach_solo	BWV1003_04_Allegro	1721.536293766012	1720	Baroque	Baroque	a	III	major	0.11764705882352941	0.058823529411764705	9	313
1288	bach_solo	BWV1003_04_Allegro	1721.536293766012	1720	Baroque	Baroque	a	i	minor	1.1379310344827587	0.3793103448275862	9	313
1289	bach_solo	BWV1004_01_Allemande	1721.536293766012	1720	Baroque	Baroque	d	i	minor	0.45	0.2	9	314
1290	bach_solo	BWV1004_01_Allemande	1721.536293766012	1720	Baroque	Baroque	d	v	minor	0.9615384615384616	0.4230769230769231	9	314
1291	bach_solo	BWV1004_01_Allemande	1721.536293766012	1720	Baroque	Baroque	d	iv	minor	0.9444444444444444	0.7777777777777778	9	314
1292	bach_solo	BWV1004_01_Allemande	1721.536293766012	1720	Baroque	Baroque	d	i	minor	0.6428571428571429	0.32142857142857145	9	314
1293	bach_solo	BWV1004_02_Courante	1721.536293766012	1720	Baroque	Baroque	d	i	minor	1.1	0.05	9	315
1294	bach_solo	BWV1004_02_Courante	1721.536293766012	1720	Baroque	Baroque	d	v	minor	1.4444444444444444	0.8888888888888888	9	315
1295	bach_solo	BWV1004_02_Courante	1721.536293766012	1720	Baroque	Baroque	d	i	minor	1.4090909090909092	0.5227272727272727	9	315
1296	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	I	major	0.5037593984962406	0.015037593984962405	9	316
1297	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	vi	minor	1.4210526315789473	0.2631578947368421	9	316
1298	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	V	major	0.6774193548387096	0.15053763440860216	9	316
1299	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	ii	minor	0.4782608695652174	0.043478260869565216	9	316
1300	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	V	major	0.3684210526315789	0.05263157894736842	9	316
1301	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	iii	minor	0.7142857142857143	0.19047619047619047	9	316
1302	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	V	major	0.47058823529411764	0.13725490196078433	9	316
1303	bach_solo	BWV1005_02_Fuga	1721.536293766012	1720	Baroque	Baroque	C	I	major	0.47896440129449835	0.02912621359223301	9	316
1304	bach_solo	BWV1006_04_Menuett	1721.536293766012	1720	Baroque	Baroque	E	I	major	0.2459016393442623	0.02459016393442623	9	317
1305	bach_solo	BWV1006_05_Bourée	1721.536293766012	1720	Baroque	Baroque	E	I	major	0.32075471698113206	0.05660377358490566	9	318
1306	bach_solo	BWV1006_06_Gigue	1721.536293766012	1720	Baroque	Baroque	E	I	major	0.3673469387755102	0.04081632653061224	9	319
1307	bach_solo	BWV1007_01_Prelude	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.37037037037037035	0.37037037037037035	9	320
1308	bach_solo	BWV1007_02_Allemande	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.4166666666666667	0.05555555555555555	9	321
1309	bach_solo	BWV1007_03_Courante	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.0	0.0	9	322
1310	bach_solo	BWV1007_03_Courante	1721.536293766012	1723	Baroque	Baroque	G	V	major	0.0	0.0	9	322
1311	bach_solo	BWV1007_03_Courante	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.4117647058823529	0.0	9	322
1312	bach_solo	BWV1007_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.09090909090909091	0.0	9	323
1313	bach_solo	BWV1007_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	G	V	major	0.0	0.0	9	323
1314	bach_solo	BWV1007_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.7272727272727273	0.0	9	323
1315	bach_solo	BWV1007_05_MenuetI	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.30303030303030304	0.0	9	324
1316	bach_solo	BWV1007_06_MenuetII	1721.536293766012	1723	Baroque	Baroque	g	i	minor	0.5757575757575758	0.18181818181818182	9	325
1317	bach_solo	BWV1007_07_Gique	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.0	0.0	9	326
1318	bach_solo	BWV1007_07_Gique	1721.536293766012	1723	Baroque	Baroque	G	V	major	0.5384615384615384	0.15384615384615385	9	326
1319	bach_solo	BWV1007_07_Gique	1721.536293766012	1723	Baroque	Baroque	G	I	major	0.4358974358974359	0.10256410256410256	9	326
1320	bach_solo	BWV1008_01_Prelude	1721.536293766012	1723	Baroque	Baroque	d	i	minor	1.2527472527472527	0.5164835164835165	9	327
1321	bach_solo	BWV1008_02_Allemande	1721.536293766012	1723	Baroque	Baroque	d	i	minor	0.8181818181818182	0.36363636363636365	9	328
1322	bach_solo	BWV1008_02_Allemande	1721.536293766012	1723	Baroque	Baroque	d	v	minor	1.3478260869565217	0.21739130434782608	9	328
1323	bach_solo	BWV1008_02_Allemande	1721.536293766012	1723	Baroque	Baroque	d	i	minor	1.4	0.0	9	328
1324	bach_solo	BWV1008_02_Allemande	1721.536293766012	1723	Baroque	Baroque	d	iv	minor	0.9230769230769231	0.46153846153846156	9	328
1325	bach_solo	BWV1008_02_Allemande	1721.536293766012	1723	Baroque	Baroque	d	i	minor	1.5	0.5	9	328
1326	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	i	minor	0.6666666666666666	0.13333333333333333	9	329
1327	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	v	minor	1.4545454545454546	1.0909090909090908	9	329
1328	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	i	minor	2.0	0.0	9	329
1329	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	III	major	0.18181818181818182	0.09090909090909091	9	329
1330	bach_solo	BWV1008_03_Courante	1721.536293766012	1723	Baroque	Baroque	d	i	minor	1.4	1.0	9	329
1331	bach_solo	BWV1008_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	d	i	minor	0.9	0.1	9	330
1332	bach_solo	BWV1008_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	d	III	major	0.0	0.0	9	330
1333	bach_solo	BWV1008_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	d	i	minor	1.1290322580645162	0.5483870967741935	9	330
1334	bach_solo	BWV1008_05_MenuetI	1721.536293766012	1723	Baroque	Baroque	d	i	minor	0.6904761904761905	0.09523809523809523	9	331
1335	bach_solo	BWV1008_06_MenuetII	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.25806451612903225	0.0	9	332
1336	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	i	minor	0.8	0.04	9	333
1337	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	v	minor	0.9166666666666666	0.0	9	333
1338	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	III	major	0.25	0.0	9	333
1339	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	iv	minor	0.9090909090909091	0.2727272727272727	9	333
1340	bach_solo	BWV1008_07_Gique	1721.536293766012	1723	Baroque	Baroque	d	i	minor	0.6285714285714286	0.14285714285714285	9	333
1341	bach_solo	BWV1009_01_Prelude	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.42592592592592593	0.16666666666666666	9	334
1342	bach_solo	BWV1009_02_Allemande	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.0	0.0	9	335
1343	bach_solo	BWV1009_02_Allemande	1721.536293766012	1723	Baroque	Baroque	C	V	major	0.06976744186046512	0.0	9	335
1344	bach_solo	BWV1009_02_Allemande	1721.536293766012	1723	Baroque	Baroque	C	vi	minor	1.125	0.3125	9	335
1345	bach_solo	BWV1009_02_Allemande	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.14814814814814814	0.037037037037037035	9	335
1346	bach_solo	BWV1009_03_Courante	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.0	0.16666666666666666	9	336
1347	bach_solo	BWV1009_03_Courante	1721.536293766012	1723	Baroque	Baroque	C	V	major	0.25	0.125	9	336
1348	bach_solo	BWV1009_03_Courante	1721.536293766012	1723	Baroque	Baroque	C	vi	minor	0.75	0.0625	9	336
1349	bach_solo	BWV1009_03_Courante	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.5185185185185185	0.0	9	336
1350	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.15384615384615385	0.0	9	337
1351	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	V	major	0.8	0.0	9	337
1352	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	vi	minor	2.0	0.375	9	337
1353	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	ii	minor	1.5	0.16666666666666666	9	337
1354	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	V	major	0.0	0.0	9	337
1355	bach_solo	BWV1009_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.2	0.1	9	337
1356	bach_solo	BWV1009_05_BourréeI	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.0	0.0	9	338
1357	bach_solo	BWV1009_05_BourréeI	1721.536293766012	1723	Baroque	Baroque	C	V	major	0.07142857142857142	0.0	9	338
1358	bach_solo	BWV1009_05_BourréeI	1721.536293766012	1723	Baroque	Baroque	C	vi	minor	1.0714285714285714	0.2857142857142857	9	338
1359	bach_solo	BWV1009_05_BourréeI	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.038461538461538464	0.0	9	338
1360	bach_solo	BWV1009_06_BourréeII	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.2	1.6	9	339
1361	bach_solo	BWV1009_06_BourréeII	1721.536293766012	1723	Baroque	Baroque	c	III	major	0.16666666666666666	0.16666666666666666	9	339
1362	bach_solo	BWV1009_06_BourréeII	1721.536293766012	1723	Baroque	Baroque	c	v	minor	1.125	0.375	9	339
1363	bach_solo	BWV1009_06_BourréeII	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.4666666666666666	0.13333333333333333	9	339
1364	bach_solo	BWV1009_07_Gique	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.0	0.0	9	340
1365	bach_solo	BWV1009_07_Gique	1721.536293766012	1723	Baroque	Baroque	C	V	major	0.08695652173913043	0.2608695652173913	9	340
1366	bach_solo	BWV1009_07_Gique	1721.536293766012	1723	Baroque	Baroque	C	vi	minor	1.0588235294117647	0.7058823529411765	9	340
1367	bach_solo	BWV1009_07_Gique	1721.536293766012	1723	Baroque	Baroque	C	I	major	0.15384615384615385	0.3333333333333333	9	340
1368	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.7096774193548387	0.12903225806451613	9	341
1369	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	iii	minor	1.8333333333333333	0.9166666666666666	9	341
1370	bach_solo	BWV1010_01_Prelude	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	1.6842105263157894	1.105263157894737	9	341
1371	bach_solo	BWV1010_02_Allemande	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.06666666666666667	0.0	9	342
1372	bach_solo	BWV1010_02_Allemande	1721.536293766012	1723	Baroque	Baroque	Eb	V	major	0.041666666666666664	0.125	9	342
1373	bach_solo	BWV1010_02_Allemande	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.7962962962962963	0.16666666666666666	9	342
1374	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.11764705882352941	0.0	9	343
1375	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	V	major	0.0	0.0	9	343
1376	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	vi	minor	0.7058823529411765	0.7058823529411765	9	343
1377	bach_solo	BWV1010_03_Courante	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.2647058823529412	0.0	9	343
1378	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.21428571428571427	0.0	9	344
1379	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	V	major	0.4166666666666667	0.0	9	344
1380	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	vi	minor	1.5	0.0625	9	344
1381	bach_solo	BWV1010_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.3181818181818182	0.0	9	344
1382	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.0	0.0	9	345
1383	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	V	major	0.0	0.0	9	345
1384	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	vi	minor	1.1333333333333333	0.6	9	345
1385	bach_solo	BWV1010_05_BourreeI	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.07894736842105263	0.0	9	345
1386	bach_solo	BWV1010_06_BourreeII	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.0	0.0	9	346
1387	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.0	0.0	9	347
1388	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	V	major	0.0	0.0	9	347
1389	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	vi	minor	0.8571428571428571	0.5	9	347
1390	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	iii	minor	1.25	1.3333333333333333	9	347
1391	bach_solo	BWV1010_07_Gique	1721.536293766012	1723	Baroque	Baroque	Eb	I	major	0.2857142857142857	0.0	9	347
1392	bach_solo	BWV1011_01_Prelude	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.12	0.52	9	348
1393	bach_solo	BWV1011_01_Prelude	1721.536293766012	1723	Baroque	Baroque	c	v	minor	1.2352941176470589	0.29411764705882354	9	348
1394	bach_solo	BWV1011_01_Prelude	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.0321428571428573	0.20714285714285716	9	348
1395	bach_solo	BWV1011_02_Allemande	1721.536293766012	1723	Baroque	Baroque	c	i	minor	0.7407407407407407	0.25925925925925924	9	349
1396	bach_solo	BWV1011_02_Allemande	1721.536293766012	1723	Baroque	Baroque	c	v	minor	1.8888888888888888	0.6666666666666666	9	349
1397	bach_solo	BWV1011_02_Allemande	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.1515151515151516	0.15151515151515152	9	349
1398	bach_solo	BWV1011_03_Courante	1721.536293766012	1723	Baroque	Baroque	c	i	minor	0.9285714285714286	0.21428571428571427	9	350
1399	bach_solo	BWV1011_03_Courante	1721.536293766012	1723	Baroque	Baroque	c	v	minor	1.105263157894737	0.10526315789473684	9	350
1400	bach_solo	BWV1011_03_Courante	1721.536293766012	1723	Baroque	Baroque	c	i	minor	0.7647058823529411	0.20588235294117646	9	350
1401	bach_solo	BWV1011_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.037037037037037	1.1851851851851851	9	351
1402	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	i	minor	0.6666666666666666	0.23809523809523808	9	352
1403	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	v	minor	0.375	0.0	9	352
1404	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	iv	minor	1.7142857142857142	0.5714285714285714	9	352
1405	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	III	major	0.0	0.05555555555555555	9	352
1406	bach_solo	BWV1011_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.2608695652173914	0.43478260869565216	9	352
1407	bach_solo	BWV1011_06_GavotteII	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.3174603174603174	0.14285714285714285	9	353
1408	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.2857142857142858	0.0	9	354
1409	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	III	major	0.05555555555555555	0.05555555555555555	9	354
1410	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	v	minor	0.75	0.3333333333333333	9	354
1411	bach_solo	BWV1011_07_Gique	1721.536293766012	1723	Baroque	Baroque	c	i	minor	1.0740740740740742	0.14814814814814814	9	354
1412	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.0	0.0	9	355
1413	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	V	major	0.0	0.0	9	355
1414	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	ii	minor	0.6	0.68	9	355
1415	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	vi	minor	1.5925925925925926	0.5555555555555556	9	355
1416	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	IV	major	0.1111111111111111	0.0	9	355
1417	bach_solo	BWV1012_01_Prelude	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.475	0.0375	9	355
1418	bach_solo	BWV1012_02_Allemande	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.0	0.0	9	356
1419	bach_solo	BWV1012_02_Allemande	1721.536293766012	1723	Baroque	Baroque	D	V	major	0.19047619047619047	0.14285714285714285	9	356
1420	bach_solo	BWV1012_02_Allemande	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.7291666666666666	0.125	9	356
1421	bach_solo	BWV1012_03_Courante	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.14285714285714285	0.0	9	357
1422	bach_solo	BWV1012_03_Courante	1721.536293766012	1723	Baroque	Baroque	D	V	major	0.0	0.1	9	357
1423	bach_solo	BWV1012_03_Courante	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.34615384615384615	0.09615384615384616	9	357
1424	bach_solo	BWV1012_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.0	0.0	9	358
1425	bach_solo	BWV1012_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	D	V	major	0.0	0.0	9	358
1426	bach_solo	BWV1012_04_Sarabande	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.4418604651162791	0.06976744186046512	9	358
1427	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.0	0.0	9	359
1428	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	ii	minor	1.1111111111111112	0.3333333333333333	9	359
1429	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.0	0.0	9	359
1430	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	vi	minor	1.0	0.0	9	359
1431	bach_solo	BWV1012_05_GavotteI	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.047619047619047616	0.0	9	359
1432	bach_solo	BWV1012_06_GavotteII	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.017241379310344827	0.0	9	360
1433	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.0	0.0	9	361
1434	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	V	major	0.03125	0.0625	9	361
1435	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	vi	minor	1.2173913043478262	0.30434782608695654	9	361
1436	bach_solo	BWV1012_07_Gique	1721.536293766012	1723	Baroque	Baroque	D	I	major	0.35	0.05	9	361
1437	bach_solo	BWV1013_01_Allemande	1721.536293766012	1723	Baroque	Baroque	a	i	minor	0.90625	0.65625	9	362
1438	bach_solo	BWV1013_01_Allemande	1721.536293766012	1723	Baroque	Baroque	a	v	minor	1.146341463414634	0.36585365853658536	9	362
1439	bach_solo	BWV1013_01_Allemande	1721.536293766012	1723	Baroque	Baroque	a	i	minor	1.2560975609756098	0.4268292682926829	9	362
1440	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	i	minor	0.2727272727272727	0.5	9	363
1441	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	v	minor	1.3333333333333333	0.3333333333333333	9	363
1442	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	III	major	0.2571428571428571	0.05714285714285714	9	363
1443	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	v	minor	1.5	0.0	9	363
1444	bach_solo	BWV1013_02_Corrente	1721.536293766012	1723	Baroque	Baroque	a	i	minor	1.3421052631578947	0.13157894736842105	9	363
1445	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	i	minor	0.8571428571428571	1.0	9	364
1446	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	III	major	0.0	0.09090909090909091	9	364
1447	bach_solo	BWV1013_03_Sarabande	1721.536293766012	1723	Baroque	Baroque	a	i	minor	0.9736842105263158	0.7368421052631579	9	364
1448	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	i	minor	1.7142857142857142	0.0	9	365
1449	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	III	major	0.2	0.0	9	365
1450	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	iv	minor	1.75	0.1875	9	365
1451	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	v	minor	0.6923076923076923	1.0	9	365
1452	bach_solo	BWV1013_04_BourreeAnglaise	1721.536293766012	1723	Baroque	Baroque	a	i	minor	1.3714285714285714	0.17142857142857143	9	365
1453	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.045454545454545456	0.09090909090909091	10	366
1454	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	V	major	0.09375	0.0	10	366
1455	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.5	0.0	10	366
1456	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	vi	minor	1.0416666666666667	0.0	10	366
1457	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	ii	minor	0.95	0.25	10	366
1458	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.19540229885057472	0.06896551724137931	10	366
1459	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.20512820512820512	0.02564102564102564	10	367
1460	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	V	major	0.6097560975609756	0.12195121951219512	10	367
1461	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	vi	minor	1.0833333333333333	0.8333333333333334	10	367
1462	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	iii	minor	1.0	0.4	10	367
1463	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.4594594594594595	0.10810810810810811	10	367
1464	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.32142857142857145	0.0	10	368
1465	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006095	1720	Baroque	Baroque	A	V	major	0.0	0.0	10	368
1466	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.3111111111111111	0.08888888888888889	10	368
1467	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.16666666666666666	0.0	10	369
1468	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	V	major	0.0	0.0	10	369
1469	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.4375	0.0	10	369
1470	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	IV	major	0.15384615384615385	0.0	10	369
1471	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	ii	minor	1.1578947368421053	0.21052631578947367	10	369
1472	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.17391304347826086	0.0	10	369
1473	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	Baroque	Baroque	A	I	major	0.15	0.0	10	370
1474	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	Baroque	Baroque	A	V	major	0.0	0.0	10	370
