	corpus	piece	localkey_mode	corpus_year	piece_year	period_Fabian	period_Johannes	globalkey	r_WLC_OLC	r_WLC_WLD	corpus_id	piece_id
607	corelli	op01n05a	major	1687.6864702945581	1681	Baroque	Baroque	Bb	0.0	0.0	8	389
608	corelli	op01n05a	minor	1687.6864702945581	1681	Baroque	Baroque	Bb	-0.07342255821562753	0.2881660454023141	8	389
609	corelli	op01n05b	major	1687.6864702945581	1681	Baroque	Baroque	Bb	-0.018636488393439055	0.07173949918189926	8	390
610	corelli	op01n05b	minor	1687.6864702945581	1681	Baroque	Baroque	Bb	0.03692744729379982	0.14675662517332982	8	390
611	corelli	op01n05c	major	1687.6864702945581	1681	Baroque	Baroque	Bb	0.0	0.6010872979976634	8	391
612	corelli	op01n05c	minor	1687.6864702945581	1681	Baroque	Baroque	Bb	0.0	0.202697506133182	8	391
613	corelli	op01n05d	major	1687.6864702945581	1681	Baroque	Baroque	Bb	0.0	0.4022848521156067	8	392
614	corelli	op01n05d	minor	1687.6864702945581	1681	Baroque	Baroque	Bb	-0.16690609472285048	0.34271008700883976	8	392
615	corelli	op01n06a	minor	1687.6864702945581	1681	Baroque	Baroque	b	-0.109198589810428	-0.001094399622320214	8	393
616	corelli	op01n06b	major	1687.6864702945581	1681	Baroque	Baroque	b	0.0	0.0	8	394
617	corelli	op01n06b	minor	1687.6864702945581	1681	Baroque	Baroque	b	-0.09878543516129912	0.0808376342080925	8	394
618	corelli	op01n06c	major	1687.6864702945581	1681	Baroque	Baroque	b	0.0	0.0	8	395
619	corelli	op01n06c	minor	1687.6864702945581	1681	Baroque	Baroque	b	0.0	0.2547859320192109	8	395
620	corelli	op01n06d	major	1687.6864702945581	1681	Baroque	Baroque	b	0.0	0.4376594946092941	8	396
621	corelli	op01n06d	minor	1687.6864702945581	1681	Baroque	Baroque	b	-0.025899214703235092	0.1490293224772193	8	396
622	corelli	op01n07a	major	1687.6864702945581	1681	Baroque	Baroque	C	-0.04165220660492056	0.15356155667589005	8	397
623	corelli	op01n07a	minor	1687.6864702945581	1681	Baroque	Baroque	C	-0.21926450482675727	-0.013041877952093233	8	397
624	corelli	op01n07b	major	1687.6864702945581	1681	Baroque	Baroque	C	0.0	0.43166110859026785	8	398
625	corelli	op01n07b	minor	1687.6864702945581	1681	Baroque	Baroque	C	0.0	-0.2511244677183758	8	398
626	corelli	op01n07c	major	1687.6864702945581	1681	Baroque	Baroque	C	-0.03647446629815315	0.3831190429078575	8	399
627	corelli	op01n07c	minor	1687.6864702945581	1681	Baroque	Baroque	C	0.27462691856722116	0.46318959220503764	8	399
628	corelli	op01n08a	minor	1687.6864702945581	1681	Baroque	Baroque	c	-0.10148296466389786	0.30024868834832696	8	400
629	corelli	op01n08b	minor	1687.6864702945581	1681	Baroque	Baroque	c	-0.17899138161359376	0.16010898195602352	8	401
630	corelli	op01n08c	minor	1687.6864702945581	1681	Baroque	Baroque	c	0.0	0.10256656182379742	8	402
631	corelli	op01n08d	minor	1687.6864702945581	1681	Baroque	Baroque	c	-0.11312200306150094	-0.1473418937367514	8	403
632	corelli	op01n09a	major	1687.6864702945581	1681	Baroque	Baroque	G	0.0	0.26013299085723596	8	404
633	corelli	op01n09b	major	1687.6864702945581	1681	Baroque	Baroque	G	-0.03616295580114411	0.2791862678634639	8	405
634	corelli	op01n09c	major	1687.6864702945581	1681	Baroque	Baroque	G	0.0	-0.10389345912044426	8	406
635	corelli	op01n09d	major	1687.6864702945581	1681	Baroque	Baroque	G	0.006562776232039593	-0.0720009011115979	8	407
636	corelli	op01n10a	major	1687.6864702945581	1681	Baroque	Baroque	g	0.0	0.0	8	408
637	corelli	op01n10a	minor	1687.6864702945581	1681	Baroque	Baroque	g	0.0	0.16706495750508107	8	408
638	corelli	op01n10b	minor	1687.6864702945581	1681	Baroque	Baroque	g	-0.05356130483978496	0.1734648791091301	8	409
639	corelli	op01n10c	minor	1687.6864702945581	1681	Baroque	Baroque	g	-0.04801341976742558	0.026919306487873735	8	410
640	corelli	op01n10d	major	1687.6864702945581	1681	Baroque	Baroque	g	0.0	0.0	8	411
641	corelli	op01n10d	minor	1687.6864702945581	1681	Baroque	Baroque	g	0.0	-0.00897085937472052	8	411
642	corelli	op01n10e	major	1687.6864702945581	1681	Baroque	Baroque	g	0.0	0.0	8	412
643	corelli	op01n10e	minor	1687.6864702945581	1681	Baroque	Baroque	g	-0.001343993153178718	0.05003627361657711	8	412
644	corelli	op01n11a	minor	1687.6864702945581	1681	Baroque	Baroque	d	-0.019046809251515213	0.34307173929376295	8	413
645	corelli	op01n11b	major	1687.6864702945581	1681	Baroque	Baroque	d	0.0	0.0	8	414
646	corelli	op01n11b	minor	1687.6864702945581	1681	Baroque	Baroque	d	0.006411300033342081	0.24234862830832749	8	414
647	corelli	op01n11c	major	1687.6864702945581	1681	Baroque	Baroque	d	0.0	0.0	8	415
648	corelli	op01n11c	minor	1687.6864702945581	1681	Baroque	Baroque	d	-0.10470790887275382	-0.03679255345321994	8	415
649	corelli	op01n11d	major	1687.6864702945581	1681	Baroque	Baroque	d	0.0	0.0	8	416
650	corelli	op01n11d	minor	1687.6864702945581	1681	Baroque	Baroque	d	0.10118765931537527	-0.08890392599157182	8	416
651	corelli	op01n12a	major	1687.6864702945581	1681	Baroque	Baroque	D	0.0	-0.025839281813227016	8	417
