	corpus	piece	corpus_id	piece_id	corpus_year	piece_year	period_Johannes	period_Fabian	globalkey	localkey_mode	WLC	OLC	WLD
137	kleine_geistliche_konzerte	op09n10swv315_Hodie_Christus_natus_est	5	111	1637.9308224442736	1639	pre-Baroque	Renaissance	d	minor	0.9253112033195021	0.11203319502074689	0.551939917012448
138	kleine_geistliche_konzerte	op09n11swv316_Wann_unsre_Augen_schlafen_ein	5	112	1637.9308224442736	1639	pre-Baroque	Renaissance	g	minor	0.8117647058823529	0.047058823529411764	0.484279705882353
139	kleine_geistliche_konzerte	op09n12swv317_Meister,_wir_haben_die_ganze_Nacht_gearbeitet	5	113	1637.9308224442736	1639	pre-Baroque	Renaissance	d	minor	0.8953488372093024	0.046511627906976744	0.5445087209302325
140	kleine_geistliche_konzerte	op09n13swv318_Die_Furcht_des_Herren	5	114	1637.9308224442736	1639	pre-Baroque	Renaissance	g	minor	0.5847457627118644	0.01694915254237288	0.5052325423728813
141	kleine_geistliche_konzerte	op09n14swv319_Ich_beuge_meine_Knie_gegen_dem_Vater	5	115	1637.9308224442736	1639	pre-Baroque	Renaissance	G	major	0.30697674418604654	0.04186046511627907	0.5061384186046511
142	kleine_geistliche_konzerte	op09n15swv320_Ich_bin_jung_gewesen_und_bin_alt_worden	5	116	1637.9308224442736	1639	pre-Baroque	Renaissance	F	major	0.38666666666666666	0.013333333333333334	0.5229209333333333
143	kleine_geistliche_konzerte	op09n16swv321_Herr,_wenn_ich_nur_dich	5	117	1637.9308224442736	1639	pre-Baroque	Renaissance	d	minor	0.36363636363636365	0.0213903743315508	0.5623922459893048
144	kleine_geistliche_konzerte	op09n17swv322_Rorate,_rorate_coeli	5	118	1637.9308224442736	1639	pre-Baroque	Renaissance	g	minor	0.9421052631578948	0.09473684210526316	0.5156030526315789
145	kleine_geistliche_konzerte	op09n18swv323_Joseph,_du_Sohn_David	5	119	1637.9308224442736	1639	pre-Baroque	Renaissance	a	minor	0.6294117647058823	0.03529411764705882	0.558244
146	kleine_geistliche_konzerte	op09n19swv324_Ich_bin_die_Auferstehung	5	120	1637.9308224442736	1639	pre-Baroque	Renaissance	d	minor	0.7350427350427351	0.17094017094017094	0.5119037606837606
147	kleine_geistliche_konzerte	op09n20swv325_Die_Seele_Christi_heilige_mich	5	121	1637.9308224442736	1639	pre-Baroque	Renaissance	g	minor	0.9585253456221198	0.041474654377880185	0.5265764055299539
148	kleine_geistliche_konzerte	op09n21swv326_Ich_ruf_zu_dir,_Herr_Jesu_Christ	5	122	1637.9308224442736	1639	pre-Baroque	Renaissance	g	minor	0.5333333333333333	0.06666666666666667	0.5486076111111111
149	kleine_geistliche_konzerte	op09n22swv327_Allein_Gott_in_der_Höh	5	123	1637.9308224442736	1639	pre-Baroque	Renaissance	G	major	0.15056818181818182	0.03977272727272727	0.5361429261363636
