	Unnamed: 0	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id	mode
100	100	kleine_geistliche_konzerte	op08n24swv305_Ich_hab_mein_Sach_Gott_heimgestellt	1637.9308224442736	1636	g	i	2.0	-4.0	5	-4	6	-4	[0, -3]	[[1, -2, 1], [1, -2, 1], [1, -2, 1]]	0.0	0.0	[-3, 1]	0.6352530541012217	[]	0.2041884816753926	6.0	9	10	5	101	minor
102	102	kleine_geistliche_konzerte	op09n02swv307_Was_hast_du_verwirket	1637.9308224442736	1639	d	i	6.0	-5.0	6	-5	6	-3	[0, 1, 3]	[[2], [2], [3], [3], [5]]	0.0	0.2608695652173913	[-3, 1]	0.8695652173913043	[3]	0.0869565217391304	11.0	11	9	5	103	minor
103	103	kleine_geistliche_konzerte	op09n03swv308_O_Jesu,_nomen_dulce	1637.9308224442736	1639	g	i	5.0	-4.0	6	-4	5	-3	[0, 1]	[[1], [2]]	0.0	0.0335570469798657	[-3, 1]	0.6912751677852349	[]	0.0738255033557047	9.0	10	8	5	104	minor
104	104	kleine_geistliche_konzerte	op09n04swv309_O_misericordissime_Jesu	1637.9308224442736	1639	g	i	4.0	-4.0	7	-7	5	-5	[-4, -3]	[[-3], [-2], [-2], [-3], [-2], [-2], [-2]]	-4.0	0.0773480662983425	[0, -3]	0.994475138121547	[]	0.154696132596685	8.0	14	10	5	105	minor
105	105	kleine_geistliche_konzerte	op09n05swv310_Ich_liege_und_schlafe	1637.9308224442736	1639	a	i	5.0	-5.0	5	-4	3	-4	[0]	[[3, 3]]	0.0	0.0837988826815642	[-3, 1]	0.3798882681564245	[]	0.0055865921787709	10.0	9	7	5	106	minor
106	106	kleine_geistliche_konzerte	op09n06swv311_Habe_deine_Lust_an_dem_Herren	1637.9308224442736	1639	a	i	5.0	-4.0	5	-5	5	-4	[0]	[[3], [3], [3]]	0.0	0.0883190883190883	[-3, 1]	0.3732193732193732	[]	0.0484330484330484	9.0	10	9	5	107	minor
107	107	kleine_geistliche_konzerte	op09n07swv312_Herr,_ich_hoffe_darauf	1637.9308224442736	1639	d	i	5.0	-4.0	6	-4	6	-4	[-1, 0, 1, -3]	[[2], [2], [2], [2], [-1], [1], [3]]	0.0	0.029940119760479	[-3, 1]	0.7245508982035929	[-1]	0.2455089820359281	9.0	10	10	5	108	minor
108	108	kleine_geistliche_konzerte	op09n08swv313_Bone_Jesu,_verbum_Patris	1637.9308224442736	1639	a	i	5.0	-4.0	6	-4	4	-6	[-3, -1, 0, 2]	[[3], [3, 0], [5, 2]]	0.0	0.0261194029850746	[-3, 1]	0.4850746268656716	[-1, 2]	0.0746268656716417	9.0	10	10	5	109	minor
109	109	kleine_geistliche_konzerte	op09n09swv314_Verbum_caro_factum	1637.9308224442736	1639	g	i	5.0	-4.0	6	-4	4	-3	[0, 1]	[[1, 2]]	0.0	0.0346153846153846	[-3, 1]	0.7346153846153847	[]	0.0346153846153846	9.0	10	7	5	110	minor
110	110	kleine_geistliche_konzerte	op09n10swv315_Hodie_Christus_natus_est	1637.9308224442736	1639	d	i	5.0	-4.0	6	-4	6	-3	[0, 1, 2]	[[2], [3], [4]]	0.0	0.0705394190871369	[-3, 1]	0.8713692946058091	[2]	0.1120331950207468	9.0	10	9	5	111	minor
111	111	kleine_geistliche_konzerte	op09n11swv316_Wann_unsre_Augen_schlafen_ein	1637.9308224442736	1639	g	i	7.0	-4.0	6	-4	3	-5	[0]	[[1, 1], [1, 1], [1, 1]]	0.0	0.0823529411764705	[-3, 1]	0.7294117647058823	[]	0.0470588235294117	11.0	10	8	5	112	minor
112	112	kleine_geistliche_konzerte	op09n12swv317_Meister,_wir_haben_die_ganze_Nacht_gearbeitet	1637.9308224442736	1639	d	i	5.0	-4.0	6	-6	4	-3	[0, 1, -3]	[[2, 3], [2, -1]]	0.0	0.0697674418604651	[-3, 1]	0.8255813953488372	[]	0.0465116279069767	9.0	12	7	5	113	minor
113	113	kleine_geistliche_konzerte	op09n13swv318_Die_Furcht_des_Herren	1637.9308224442736	1639	g	i	2.0	-4.0	6	-4	3	-3	[0, 1]	[[1, 2]]	0.0	0.0	[-3, 1]	0.5847457627118644	[]	0.0169491525423728	6.0	10	6	5	114	minor
116	116	kleine_geistliche_konzerte	op09n16swv321_Herr,_wenn_ich_nur_dich	1637.9308224442736	1639	d	i	5.0	-5.0	5	-5	4	-4	[0, 1]	[[2], [3], [3], [3], [3]]	0.0	0.0320855614973262	[-3, 1]	0.3368983957219251	[]	0.0213903743315508	10.0	10	8	5	117	minor
117	117	kleine_geistliche_konzerte	op09n17swv322_Rorate,_rorate_coeli	1637.9308224442736	1639	g	i	5.0	-4.0	6	-4	5	-4	[0]	[[1]]	0.0	0.0684210526315789	[-3, 1]	0.8736842105263158	[]	0.0947368421052631	9.0	10	9	5	118	minor
118	118	kleine_geistliche_konzerte	op09n18swv323_Joseph,_du_Sohn_David	1637.9308224442736	1639	a	i	4.0	-4.0	6	-4	3	-6	[0, 1, 2]	[[3, 3], [3, 3], [4], [3, 3], [5, 5]]	0.0	0.0705882352941176	[-3, 1]	0.5764705882352941	[2]	0.0352941176470588	8.0	10	9	5	119	minor
119	119	kleine_geistliche_konzerte	op09n19swv324_Ich_bin_die_Auferstehung	1637.9308224442736	1639	d	i	6.0	-4.0	6	-6	5	-4	[0]	[[2, 2], [2, 2], [2, 2]]	0.0	0.1111111111111111	[-3, 1]	0.6239316239316239	[]	0.1709401709401709	10.0	12	9	5	120	minor
120	120	kleine_geistliche_konzerte	op09n20swv325_Die_Seele_Christi_heilige_mich	1637.9308224442736	1639	g	i	7.0	-4.0	7	-4	3	-5	[0, 1]	[[1], [2], [2], [2]]	0.0	0.1382488479262673	[-3, 1]	0.8341013824884793	[]	0.0414746543778801	11.0	11	8	5	121	minor
121	121	kleine_geistliche_konzerte	op09n21swv326_Ich_ruf_zu_dir,_Herr_Jesu_Christ	1637.9308224442736	1639	g	i	5.0	-4.0	6	-7	5	-1	[0, 1, -3]	[[1, 2], [1, -2]]	0.0	0.1555555555555555	[-3, 1]	0.4111111111111111	[]	0.0666666666666666	9.0	13	6	5	122	minor
124	124	kleine_geistliche_konzerte	op09n24swv329_Ist_Gott_für_uns	1637.9308224442736	1639	g	i	5.0	-4.0	7	-4	5	-5	[0, 1]	[[1, 2]]	0.0	0.0572916666666666	[-3, 1]	0.734375	[]	0.1510416666666666	9.0	11	10	5	125	minor
125	125	kleine_geistliche_konzerte	op09n25swv330_Wer_will_uns_scheiden_von_der_Liebe_Gottes	1637.9308224442736	1639	g	i	5.0	-4.0	6	-7	6	-3	[0]	[[1, 1], [1, 1]]	0.0	0.0280898876404494	[-3, 1]	0.9438202247191012	[]	0.0617977528089887	9.0	13	9	5	126	minor
126	126	kleine_geistliche_konzerte	op09n26swv331_Die_Stimm_des_Herren_gehet_auf_den_Wassern	1637.9308224442736	1639	d	i	6.0	-4.0	6	-7	6	-4	[0]	[[2, 2], [2, 2], [2, 2]]	0.0	0.080168776371308	[-3, 1]	0.919831223628692	[]	0.1139240506329113	10.0	13	10	5	127	minor
130	130	kleine_geistliche_konzerte	op09n30swv335_Was_betrübst_du_dich,_meine_Seele	1637.9308224442736	1639	g	i	5.0	-4.0	6	-7	4	-4	[0, -3]	[[1], [1], [-2]]	0.0	0.0876288659793814	[-3, 1]	0.7319587628865979	[]	0.0876288659793814	9.0	13	8	5	131	minor
131	131	kleine_geistliche_konzerte	op09n31swv336_Quemadmodum_desiderat_cervus	1637.9308224442736	1639	g	i	5.0	-4.0	8	-6	5	-5	[0, 1, 3]	[[1], [1], [2], [2], [2], [4]]	0.0	0.104602510460251	[-3, 1]	1.0	[3]	0.1171548117154811	9.0	14	10	5	132	minor
132	132	kleine_geistliche_konzerte	op09n32swv337_Aufer_immensam	1637.9308224442736	1639	a	i	5.0	-4.0	6	-8	5	-6	[0]	[[3, 3]]	0.0	0.072429906542056	[-3, 1]	0.5584112149532711	[]	0.0957943925233644	9.0	14	11	5	133	minor
137	137	corelli	op01n02a	1687.686470294558	1681	e	i	5.0	-4.0	6	-4	5	-5	[-3, 0, 1]	[[4], [4], [1, 5]]	0.0	0.1066666666666666	[-3, 1]	0.88	[]	0.0266666666666666	9.0	10	10	6	138	minor
138	138	corelli	op01n02b	1687.686470294558	1681	e	i	4.0	-4.0	5	-4	5	-5	[-3, 0, 2]	[[4, 4], [1, 1], [6, 6], [4, 4]]	0.0	0.0165289256198347	[-3, 1]	0.6528925619834711	[2]	0.0165289256198347	8.0	9	10	6	139	minor
139	139	corelli	op01n02c	1687.686470294558	1681	e	i	5.0	-4.0	5	-4	1	-3	[-3, 0]	[[4, 4, 4, 1]]	0.0	0.09375	[-3, 1]	0.625	[]	0.0	9.0	9	4	6	140	minor
140	140	corelli	op01n02d	1687.686470294558	1681	e	i	5.0	-4.0	6	-7	5	-4	[-3, 0, 1, 2]	[[4], [5], [4], [4], [6], [1]]	0.0	0.1588235294117647	[-3, 1]	0.6235294117647059	[2]	0.0588235294117647	9.0	13	9	6	141	minor
145	145	corelli	op01n04a	1687.686470294558	1681	a	i	6.0	-4.0	6	-4	5	-4	[-3, -2, -1, 0, 1, 2, -4]	[[3], [3], [1], [-1], [4], [2], [0], [5], [3]]	0.0	0.0769230769230769	[-3, 1]	0.6923076923076923	[-2, -1, 2, -4]	0.173076923076923	10.0	10	9	6	146	minor
146	146	corelli	op01n04b	1687.686470294558	1681	a	i	2.0	-4.0	5	-4	5	-4	[-3, -2, -1, 0, 1, 2, 5, -4]	[[3], [4], [2], [0], [5], [0, 4], [5, 2], [3, 0], [8, 5], [3, 3, 0], [3], [1, 1, 5], [-1, -1, 3], [4, 4, 8]]	0.0	0.0	[-3, 1]	0.8846153846153846	[-2, -1, 2, 5, -4]	0.5	6.0	9	9	6	147	minor
147	147	corelli	op01n04c	1687.686470294558	1681	a	i	6.0	-4.0	6	-4	8	-4	[-2, 0, -4]	[[3, 3], [3, 3], [1, 1], [-1, -1]]	0.0	0.0085470085470085	[-3, 1]	0.8034188034188035	[-2, -4]	0.2051282051282051	10.0	10	12	6	148	minor
148	148	corelli	op01n04d	1687.686470294558	1681	a	i	5.0	-5.0	6	-4	5	-4	[0, 1]	[[3, 3], [4, 4]]	0.0	0.1130434782608695	[-3, 1]	0.6608695652173913	[]	0.0	10.0	10	9	6	149	minor
153	153	corelli	op01n06a	1687.686470294558	1681	b	i	5.0	-5.0	5	-5	5	-5	[-3, 0, 1]	[[5, 5, 2, 6]]	0.0	0.1818181818181818	[-3, 1]	0.4545454545454545	[]	0.0909090909090909	10.0	10	10	6	154	minor
154	154	corelli	op01n06b	1687.686470294558	1681	b	i	5.0	-5.0	5	-7	5	-5	[-4, -2, 0]	[[5, 5], [5, 5], [3, 3], [1, 1, 5]]	0.0	0.1428571428571428	[-3, 1]	0.3901098901098901	[-4, -2]	0.0714285714285714	10.0	12	10	6	155	minor
155	155	corelli	op01n06c	1687.686470294558	1681	b	i	5.0	-4.0	5	-4	5	-4	[-3, 0, 1]	[[5, 5, 2, 6]]	0.0	0.0697674418604651	[-3, 1]	0.4302325581395348	[]	0.0	9.0	9	9	6	156	minor
156	156	corelli	op01n06d	1687.686470294558	1681	b	i	8.0	-4.0	7	-4	5	-3	[0]	[[5, 5]]	0.0	0.1692307692307692	[-3, 1]	0.7307692307692307	[]	0.023076923076923	12.0	11	8	6	157	minor
160	160	corelli	op01n08a	1687.686470294558	1681	c	i	5.0	-4.0	6	-5	3	-1	[0]	[[0, 0], [0]]	0.0	0.1428571428571428	[-3, 1]	1.1428571428571428	[]	0.0178571428571428	9.0	11	4	6	161	minor
161	161	corelli	op01n08b	1687.686470294558	1681	c	i	5.0	-4.0	5	-4	5	-4	[0, 1, 2, -3]	[[0, 0], [-3, 1], [2, 2]]	0.0	0.1081081081081081	[-3, 1]	0.5945945945945946	[2]	0.2432432432432432	9.0	9	9	6	162	minor
162	162	corelli	op01n08c	1687.686470294558	1681	c	i	5.0	-4.0	6	-6	2	-3	[0, -2]	[[0], [0], [0], [-2]]	0.0	0.0840336134453781	[-3, 1]	0.4369747899159664	[-2]	0.0	9.0	12	5	6	163	minor
163	163	corelli	op01n08d	1687.686470294558	1681	c	i	2.0	-4.0	6	-4	4	-4	[0, 2, -3, -1]	[[0], [0], [2], [-3], [-1]]	0.0	0.0	[-3, 1]	1.1428571428571428	[2, -1]	0.0428571428571428	6.0	10	8	6	164	minor
168	168	corelli	op01n10a	1687.686470294558	1681	g	i	5.0	-4.0	5	-4	2	0	[0, 1, -3]	[[1, 1], [2], [1, 1], [-2]]	0.0	0.0	[-3, 1]	0.6	[]	0.0	9.0	9	2	6	169	minor
169	169	corelli	op01n10b	1687.686470294558	1681	g	i	5.0	-4.0	6	-4	5	-4	[0, -3]	[[1], [1], [1], [-2]]	0.0	0.0428571428571428	[-3, 1]	0.7285714285714285	[]	0.1714285714285714	9.0	10	9	6	170	minor
170	170	corelli	op01n10c	1687.686470294558	1681	g	i	5.0	-4.0	6	-4	5	-4	[0, -3]	[[1, 1], [1, -2]]	0.0	0.0849056603773584	[-3, 1]	0.7452830188679245	[]	0.0660377358490566	9.0	10	9	6	171	minor
171	171	corelli	op01n10d	1687.686470294558	1681	g	i	5.0	-4.0	5	-4	3	-3	[0]	[[1, 1, 1, 1]]	0.0	0.0545454545454545	[-3, 1]	0.4363636363636363	[]	0.0	9.0	9	6	6	172	minor
172	172	corelli	op01n10e	1687.686470294558	1681	g	i	5.0	-4.0	5	-4	7	-4	[-1, 0, 1, 2, -3]	[[1], [1], [3], [-2], [0], [1, 2]]	0.0	0.0227272727272727	[-3, 1]	0.5757575757575758	[-1, 2]	0.0833333333333333	9.0	9	11	6	173	minor
173	173	corelli	op01n11a	1687.686470294558	1681	d	i	5.0	-5.0	5	-4	5	-4	[-1, 0, 1, 2, -3]	[[2, 2], [2, -1], [4, 1], [2, 2, -1, 3]]	0.0	0.2711864406779661	[-3, 1]	0.864406779661017	[-1, 2]	0.1016949152542373	10.0	9	9	6	174	minor
174	174	corelli	op01n11b	1687.686470294558	1681	d	i	5.0	-5.0	6	-8	6	-5	[-1, 0, 1, 2, 4, 6, -3]	[[3], [8], [1], [6], [-1], [4], [2], [2], [4], [-1], [4], [2], [-1], [4], [2]]	0.0	0.3416666666666667	[-3, 1]	0.7166666666666667	[-1, 2, 4, 6]	0.1666666666666666	10.0	14	11	6	175	minor
175	175	corelli	op01n11c	1687.686470294558	1681	d	i	5.0	-5.0	5	-4	5	-5	[-1, 0, 1, 2, -3]	[[2, 2], [2, -1], [4, 1], [2, 2, -1, 3], [4, 4, 4, 1]]	0.0	0.131578947368421	[-3, 1]	0.5263157894736842	[-1, 2]	0.0526315789473684	10.0	9	10	6	176	minor
176	176	corelli	op01n11d	1687.686470294558	1681	d	i	4.0	-5.0	5	-5	5	-5	[0, 2, -3]	[[2, 2], [2, -1], [4, 4], [-1, -1], [2, 2, 2, -1]]	0.0	0.0769230769230769	[-3, 1]	0.3461538461538461	[2]	0.1794871794871795	9.0	10	10	6	177	minor
179	179	corelli	op01n12c	1687.686470294558	1681	b	i	6.0	-4.0	5	-9	5	-3	[-3, 0, 1]	[[5, 5, 2, 6]]	0.0	0.024390243902439	[-3, 1]	0.8048780487804879	[]	0.048780487804878	10.0	14	8	6	180	minor
187	187	corelli	op03n02c	1687.686470294558	1689	b	i	5.0	-4.0	5	-8	8	-3	[-3, 0]	[[5, 5], [5, 5, 2]]	0.0	0.0	[-3, 1]	0.5384615384615384	[]	0.0329670329670329	9.0	13	11	6	188	minor
193	193	corelli	op03n04a	1687.686470294558	1689	b	i	5.0	-3.0	8	-8	5	-3	[-3, -1, 0, 1, 2]	[[5, 5, 2, 6], [2, 6], [5, 5], [7, 4], [5, 2]]	0.0	0.0	[-3, 1]	0.6976744186046512	[-1, 2]	0.0542635658914728	8.0	16	8	6	194	minor
194	194	corelli	op03n04b	1687.686470294558	1689	b	i	5.0	-4.0	6	-7	4	-5	[1]	[[6]]	1.0	0.1605839416058394	[5, 2]	0.5474452554744526	[]	0.072992700729927	9.0	13	9	6	195	minor
195	195	corelli	op03n04c	1687.686470294558	1689	b	i	5.0	-4.0	9	-5	6	-4	[-3, -1, 0, 1, 2]	[[5, 5], [5, 5], [2, 6], [7, 4], [2, 6]]	0.0	0.0	[-3, 1]	0.7727272727272727	[-1, 2]	0.0727272727272727	9.0	14	10	6	196	minor
196	196	corelli	op03n04d	1687.686470294558	1689	b	i	5.0	-4.0	6	-7	2	-4	[0, 1]	[[5, 5], [6]]	0.0	0.0409356725146198	[-3, 1]	1.0175438596491229	[]	0.0	9.0	13	6	6	197	minor
197	197	corelli	op03n05a	1687.686470294558	1689	d	i	6.0	-5.0	6	-4	5	-4	[0, 1, -3]	[[2, 2, -1, 3], [2, 2, -1, 3]]	0.0	0.0919540229885057	[-3, 1]	0.6206896551724138	[]	0.0459770114942528	11.0	10	9	6	198	minor
198	198	corelli	op03n05b	1687.686470294558	1689	d	i	5.0	-4.0	5	-4	3	-4	[0, 1, -3]	[[2, 2], [2], [3], [2], [-1]]	0.0	0.0	[-3, 1]	0.5813953488372093	[]	0.0	9.0	9	7	6	199	minor
199	199	corelli	op03n05c	1687.686470294558	1689	d	i	5.0	-4.0	5	-4	4	-3	[-1, 0, 1, 2, -3]	[[2, 2], [-1, 3], [4, 1], [2, 2, 2, -1]]	0.0	0.0	[-3, 1]	0.5512820512820513	[-1, 2]	0.0256410256410256	9.0	9	7	6	200	minor
200	200	corelli	op03n05d	1687.686470294558	1689	d	i	5.0	-4.0	8	-4	5	-4	[0, -3]	[[2, 2], [2], [-1], [2]]	0.0	0.1463414634146341	[-3, 1]	0.6991869918699187	[]	0.065040650406504	9.0	12	9	6	201	minor
202	202	corelli	op03n06b	1687.686470294558	1689	e	i	2.0	-4.0	5	-8	5	-4	[0, 1]	[[4], [5]]	0.0	0.0	[-3, 1]	0.8148148148148148	[]	0.0555555555555555	6.0	13	9	6	203	minor
205	205	corelli	op03n07a	1687.686470294558	1689	e	i	6.0	-5.0	5	-5	5	-1	[0]	[[4], [4]]	0.0	0.0657894736842105	[-3, 1]	0.8289473684210527	[]	0.0526315789473684	11.0	10	6	6	206	minor
206	206	corelli	op03n07b	1687.686470294558	1689	e	i	5.0	-4.0	5	-4	5	-3	[-3, 0]	[[4], [4], [1]]	0.0	0.0546875	[-3, 1]	0.6015625	[]	0.0078125	9.0	9	8	6	207	minor
207	207	corelli	op03n07c	1687.686470294558	1689	e	i	5.0	-1.0	5	-4	4	-3	[0, 1]	[[4, 4], [5], [4]]	0.0	0.1318681318681318	[-3, 1]	0.7252747252747253	[]	0.0	6.0	9	7	6	208	minor
208	208	corelli	op03n07d	1687.686470294558	1689	e	i	4.0	-4.0	6	-4	4	-4	[-3, 0, 2]	[[4, 4], [4], [1], [6], [4]]	0.0	0.0	[-3, 1]	0.6463414634146342	[2]	0.0121951219512195	8.0	10	8	6	209	minor
211	211	corelli	op03n08c	1687.686470294558	1689	a	i	8.0	-5.0	8	-4	4	-3	[0]	[[3, 3]]	0.0	0.1388888888888889	[-3, 1]	0.4722222222222222	[]	0.0	13.0	12	7	6	212	minor
213	213	corelli	op03n09a	1687.686470294558	1689	f	i	6.0	-1.0	5	-4	2	-3	[0]	[[-1, -1, -1]]	0.0	0.2238805970149253	[-3, 1]	0.9552238805970148	[]	0.0	7.0	9	5	6	214	minor
214	214	corelli	op03n09b	1687.686470294558	1689	f	i	4.0	-4.0	8	-4	6	-3	[1, -3, 0]	[[0], [0], [-4], [-1]]	0.0	0.0	[-3, 1]	0.6862745098039216	[]	0.0294117647058823	8.0	12	9	6	215	minor
215	215	corelli	op03n09c	1687.686470294558	1689	f	i	4.0	-4.0	7	-7	5	-3	[-3, 0]	[[-1, -1, -1, -4]]	0.0	0.0	[-3, 1]	0.6705882352941176	[]	0.0117647058823529	8.0	14	8	6	216	minor
216	216	corelli	op03n09d	1687.686470294558	1689	f	i	2.0	-4.0	5	-7	5	-4	[2, -3, 0]	[[-1, -1], [-1, -4], [1, 1]]	0.0	0.0	[-3, 1]	0.9661016949152542	[2]	0.0338983050847457	6.0	12	9	6	217	minor
217	217	corelli	op03n10a	1687.686470294558	1689	a	i	5.0	-3.0	5	-4	1	-4	[-3, 0, 1]	[[3, 3, 0, 4], [3, 3, 0, 4]]	0.0	0.0638297872340425	[-3, 1]	0.8085106382978723	[]	0.0	8.0	9	5	6	218	minor
218	218	corelli	op03n10b	1687.686470294558	1689	a	i	7.0	-4.0	6	-4	5	-4	[1]	[[4], [4], [4]]	0.0	0.1027397260273972	[-3, 1]	0.773972602739726	[]	0.0410958904109589	11.0	10	9	6	219	minor
219	219	corelli	op03n10c	1687.686470294558	1689	a	i	6.0	-4.0	5	-4	2	-4	[-3, 1]	[[0, 0, 4]]	0.0	0.1666666666666666	[-3, 1]	0.9166666666666666	[]	0.0	10.0	9	6	6	220	minor
220	220	corelli	op03n10d	1687.686470294558	1689	a	i	5.0	-5.0	9	-5	5	-5	[-3, 1]	[[4], [0], [4]]	0.0	0.504424778761062	[-3, 1]	0.6371681415929203	[]	0.0973451327433628	10.0	14	10	6	221	minor
221	221	corelli	op03n11a	1687.686470294558	1689	g	i	6.0	-5.0	5	-4	6	-3	[-1, 0, 1, 2, -3]	[[1, 1, -2, 2], [1, 1], [1, -2], [3, 0], [-2, 2]]	0.0	0.1875	[-3, 1]	0.8125	[-1, 2]	0.171875	11.0	9	9	6	222	minor
222	222	corelli	op03n11b	1687.686470294558	1689	g	i	5.0	-5.0	5	-4	5	-4	[0, 1, 2, -3]	[[1, 1], [2], [3, 3], [-2, -2], [1], [1, 1]]	0.0	0.00625	[-3, 1]	0.65	[2]	0.0	10.0	9	9	6	223	minor
223	223	corelli	op03n11c	1687.686470294558	1689	g	i	2.0	-5.0	6	-5	0	-3	[0, -4, -3]	[[-3, -3, 1, -2], [-3, -3, 1, -2]]	-4.0	0.032258064516129	[0, -3]	0.8870967741935484	[]	0.0	7.0	11	3	6	224	minor
224	224	corelli	op03n11d	1687.686470294558	1689	g	i	5.0	-4.0	5	-4	5	-3	[0, 1, 2]	[[2], [1], [3], [1]]	0.0	0.1648351648351648	[-3, 1]	0.5824175824175825	[2]	0.0109890109890109	9.0	9	8	6	225	minor
234	234	corelli	op04n01c	1687.686470294558	1694	a	i	6.0	-2.0	5	-4	1	0	[0]	[[3], [3], [3], [3]]	0.0	0.1521739130434782	[-3, 1]	0.8478260869565217	[]	0.0	8.0	9	1	6	235	minor
236	236	corelli	op04n02a	1687.686470294558	1694	g	i	5.0	-4.0	5	-4	5	-4	[0, -2]	[[1, 1], [1], [-1, -1]]	0.0	0.057471264367816	[-3, 1]	0.5402298850574713	[-2]	0.0	9.0	9	9	6	237	minor
237	237	corelli	op04n02b	1687.686470294558	1694	g	i	5.0	-5.0	5	-9	4	-5	[0, 1]	[[2], [1], [1, 2], [1], [1], [1, 2], [1], [1, 2], [1], [1], [1, 2], [1]]	0.0	0.0660377358490566	[-3, 1]	0.9528301886792452	[]	0.0471698113207547	10.0	14	9	6	238	minor
238	238	corelli	op04n02c	1687.686470294558	1694	g	i	4.0	-4.0	5	-4	0	0	[0, -4, -3]	[[-3, 1, -2], [-3, 1, -2]]	-4.0	0.2222222222222222	[0, -3]	0.8888888888888888	[]	0.0	8.0	9	0	6	239	minor
239	239	corelli	op04n02d	1687.686470294558	1694	g	i	6.0	-4.0	9	-4	0	-3	[0, 1]	[[2], [1], [1]]	0.0	0.1196581196581196	[-3, 1]	0.8205128205128205	[]	0.0	10.0	13	3	6	240	minor
246	246	corelli	op04n04c	1687.686470294558	1694	b	i	5.0	-4.0	6	-4	2	-3	[0]	[[5, 5], [5, 5, 5]]	0.0	0.0714285714285714	[-3, 1]	0.7244897959183674	[]	0.0	9.0	10	5	6	247	minor
248	248	corelli	op04n05a	1687.686470294558	1694	a	i	5.0	-4.0	9	-4	5	-4	[-3, 0, 1]	[[3, 3, 0, 4], [3, 3, 0, 4]]	0.0	0.0309278350515463	[-3, 1]	0.7525773195876289	[]	0.0309278350515463	9.0	13	9	6	249	minor
249	249	corelli	op04n05b	1687.686470294558	1694	a	i	6.0	-4.0	9	-6	6	-4	[-3, 0, 2]	[[3, 3], [3], [0, 0], [5, 5], [3, 3, 3]]	0.0	0.0285714285714285	[-3, 1]	0.6190476190476191	[2]	0.0285714285714285	10.0	15	10	6	250	minor
250	250	corelli	op04n05c	1687.686470294558	1694	a	i	5.0	-4.0	5	-8	5	-4	[-3, -1, 0, 1, 2]	[[3, 3], [0, 4], [5, 2], [3, 0]]	0.0	0.1558441558441558	[-3, 1]	0.4935064935064935	[-1, 2]	0.0779220779220779	9.0	13	9	6	251	minor
251	251	corelli	op04n05d	1687.686470294558	1694	a	i	2.0	-3.0	6	-4	2	-1	[-3, 0]	[[3, 0]]	0.0	0.0	[-3, 1]	0.8947368421052632	[]	0.0	5.0	10	3	6	252	minor
254	254	corelli	op04n06c	1687.686470294558	1694	b	i	5.0	-4.0	5	-4	2	-1	[1, 2]	[[6], [7]]	1.0	0.2631578947368421	[5, 2]	0.7368421052631579	[]	0.0	9.0	9	3	6	255	minor
256	256	corelli	op04n06e	1687.686470294558	1694	e	i	5.0	-4.0	5	-4	2	0	[1, 2]	[[5], [6]]	1.0	0.2272727272727272	[-2, 2]	0.6363636363636364	[]	0.0	9.0	9	2	6	257	minor
261	261	corelli	op04n07c	1687.686470294558	1694	d	i	1.0	-1.0	5	-4	0	0	[0, 1, -3]	[[2, -1, 3]]	0.0	0.0	[-3, 1]	1.0833333333333333	[]	0.0	2.0	9	0	6	262	minor
264	264	corelli	op04n08a	1687.686470294558	1694	d	i	7.0	-4.0	7	-5	2	-3	[0, 1, -3]	[[2], [-1], [3], [2], [2], [-1]]	0.0	0.1075268817204301	[-3, 1]	0.8064516129032258	[]	0.0	11.0	12	5	6	265	minor
265	265	corelli	op04n08b	1687.686470294558	1694	d	i	4.0	-3.0	8	-4	6	-4	[-1, 0, 2, -3]	[[2, 2], [2, -1], [2, 2], [-1, -1], [4, 4], [2, 2], [4, 4], [-1, -1], [2, -1], [1, 1]]	0.0	0.0	[-3, 1]	0.4318181818181818	[-1, 2]	0.1136363636363636	7.0	12	10	6	266	minor
266	266	corelli	op04n08c	1687.686470294558	1694	d	i	1.0	-4.0	5	-4	4	-4	[0, -3]	[[2, 2], [2, -1], [-1, -1], [2, 2]]	0.0	0.0	[-3, 1]	0.525	[]	0.0	5.0	9	8	6	267	minor
269	269	corelli	op04n09c	1687.686470294558	1694	g	i	2.0	-4.0	5	-4	0	-2	[0, 1, -3]	[[1, 1, -2], [2]]	0.0	0.0	[-3, 1]	0.8333333333333334	[]	0.0	6.0	9	2	6	270	minor
274	274	corelli	op04n10d	1687.686470294558	1694	e	i	8.0	-4.0	5	-4	5	-4	[0]	[[4, 4]]	0.0	0.3137254901960784	[-3, 1]	0.3725490196078431	[]	0.0	12.0	9	9	6	275	minor
276	276	corelli	op04n11a	1687.686470294558	1694	c	i	5.0	-4.0	5	-4	2	-4	[0, 1, -3]	[[0, 0, -3], [1], [0, 0, -3, 1]]	0.0	0.28	[-3, 1]	0.4466666666666666	[]	0.0	9.0	9	6	6	277	minor
277	277	corelli	op04n11b	1687.686470294558	1694	c	i	5.0	-4.0	6	-4	5	-4	[0, 1, 2, 3, 5, -3]	[[0, 0, -3, 1], [0, 0], [-3, 1], [1, 5], [3, 0], [5, 2]]	0.0	0.0775862068965517	[-3, 1]	0.5258620689655172	[2, 3, 5]	0.0862068965517241	9.0	10	9	6	278	minor
