	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id
691	mozart_piano_sonatas	K457-1	1780.7395798599532	1784	c	i	8.0	-4.0	9	-8	9	-5	[0, 1, 2, -3]	[[0, 0, 0], [-3, -3, -3], [1, 1, 1], [0, 0, 0], [-3, -3, -3], [-3], [-3], [2], [-3]]	0.0	0.4065573770491803	[-3, 1]	0.9377049180327869	[2]	0.3377049180327869	12.0	17	14	16	692
692	mozart_piano_sonatas	K457-2	1780.7395798599532	1784	Eb	I	7.0	-3.0	9	-4	9	-4	[4, 0, 1]	[[-3], [-2], [1], [-2], [1], [-3], [1], [1], [-2], [1], [1]]	0.0	0.1261682242990654	[4, 1]	0.3644859813084112	[]	0.4672897196261682	10.0	13	13	16	693
693	mozart_piano_sonatas	K457-3	1780.7395798599532	1784	c	i	6.0	-5.0	6	-5	11	-5	[0, 1, -3]	[[1], [0, -3], [1], [-3], [0]]	0.0	0.6987577639751553	[-3, 1]	0.8478260869565217	[]	0.4161490683229814	11.0	11	16	16	694
694	mozart_piano_sonatas	K533-1	1780.7395798599532	1788	F	I	8.0	-5.0	10	-9	10	-5	[1, 2, 4, 0, -1]	[[0], [-2], [3], [1], [-1]]	0.0	0.2097902097902098	[4, 1]	0.5961538461538461	[2, -1]	0.2692307692307692	13.0	19	15	16	695
695	mozart_piano_sonatas	K533-2	1780.7395798599532	1788	Bb	I	10.0	-5.0	12	-5	13	-4	[4, 0]	[[-2, 2, -2]]	0.0	0.29844961240310075	[4, 1]	0.5930232558139535	[]	0.9961240310077519	15.0	17	17	16	696
696	mozart_piano_sonatas	K533-3	1780.7395798599532	1788	F	I	8.0	-5.0	7	-4	10	-5	[1, 4, 0]	[[3], [-1], [0]]	0.0	0.16826923076923078	[4, 1]	0.24519230769230768	[]	0.49759615384615385	13.0	11	15	16	697
697	mozart_piano_sonatas	K545-1	1780.7395798599532	1788	C	I	6.0	-4.0	6	-4	8	-4	[0, 1, 4]	[[0], [0], [1], [4], [1], [0], [4], [1], [4], [1], [1]]	0.0	0.00847457627118644	[4, 1]	0.211864406779661	[]	0.2711864406779661	10.0	10	12	16	698
698	mozart_piano_sonatas	K545-2	1780.7395798599532	1788	G	I	7.0	-4.0	9	-4	9	-4	[0, 1, 4]	[[1], [5], [2], [5], [2], [1], [2], [5], [2]]	0.0	0.1095890410958904	[4, 1]	0.4657534246575342	[]	0.5205479452054794	11.0	13	13	16	699
699	mozart_piano_sonatas	K545-3	1780.7395798599532	1788	C	I	6.0	-5.0	6	-4	8	-4	[1, 4]	[[4, 1], [4, 1]]	0.0	0.07692307692307693	[4, 1]	0.3076923076923077	[]	0.42657342657342656	11.0	10	12	16	700
700	mozart_piano_sonatas	K570-1	1780.7395798599532	1789	Bb	I	8.0	-4.0	9	-5	8	-5	[4, 0, 1]	[[-2, -2], [-1, -1], [2, 2], [-1, -1], [-2, -2], [2, 2], [-1, -1], [-2], [2]]	0.0	0.08641975308641975	[4, 1]	0.43209876543209874	[]	0.3045267489711934	12.0	14	13	16	701
701	mozart_piano_sonatas	K570-2	1780.7395798599532	1789	Eb	I	8.0	-5.0	8	-4	12	-4	[4, 0, 1]	[[-3, -3, 1, -2], [-3, 1]]	0.0	0.21311475409836064	[4, 1]	0.2786885245901639	[]	0.4959016393442623	13.0	12	16	16	702
702	mozart_piano_sonatas	K570-3	1780.7395798599532	1789	Bb	I	8.0	-4.0	9	-4	9	-3	[4, 0, 1]	[[-2], [-2, 2], [-1]]	0.0	0.13818181818181818	[4, 1]	0.32727272727272727	[]	0.2509090909090909	12.0	13	12	16	703
703	mozart_piano_sonatas	K576-1	1780.7395798599532	1789	D	I	7.0	-4.0	8	-5	9	-4	[0, 1, 4]	[[3, 3], [2, 2], [3, 3], [2, 2], [6, 6], [2, 2], [6, 6], [3, 3], [3, 3], [3, 3]]	0.0	0.20209059233449478	[4, 1]	0.3240418118466899	[]	0.27177700348432055	11.0	13	13	16	704
704	mozart_piano_sonatas	K576-2	1780.7395798599532	1789	A	I	7.0	-4.0	8	-5	9	-6	[-1, 0, 1, 2, 4]	[[3], [4], [7], [2], [7], [5], [7]]	0.0	0.33112582781456956	[4, 1]	0.36423841059602646	[-1, 2]	1.2119205298013245	11.0	13	15	16	705
705	mozart_piano_sonatas	K576-3	1780.7395798599532	1789	D	I	9.0	-1.0	9	-4	10	-4	[0, 1, 2, 4, 5]	[[2], [6, 3], [4], [2], [6, 3, 7], [6, 3, 2]]	0.0	0.12401055408970976	[4, 1]	0.23746701846965698	[2, 5]	0.34300791556728233	10.0	13	14	16	706
706	pleyel_quartets	b307op2n1a	1783.0	1783	A	I	9.0	-4.0	8	-4	9	-2	[0, 1, 2, 4]	[[7, 3], [4, 5]]	0.0	0.05897435897435897	[4, 1]	0.2153846153846154	[2]	0.1564102564102564	13.0	12	11	17	707
707	pleyel_quartets	b307op2n1b	1783.0	1783	a	i	7.0	-5.0	8	-5	7	-4	[-3, 1]	[[0, 4]]	0.0	0.25925925925925924	[-3, 1]	0.8783068783068783	[]	0.19047619047619047	12.0	13	11	17	708
708	pleyel_quartets	b307op2n1c	1783.0	1783	A	I	8.0	-1.0	7	-2	7	-4	[0, 1, 4]	[[3], [7, 4, 4]]	0.0	0.1564625850340136	[4, 1]	0.02040816326530612	[]	0.07482993197278912	9.0	9	11	17	709
709	pleyel_quartets	b309op2n3a	1783.0	1783	g	i	8.0	-4.0	7	-5	9	-4	[0, 1, -3]	[[2], [2], [2], [1, 2, -2, 2], [1, 2, -2], [1, 2, -2]]	0.0	0.4486486486486487	[-3, 1]	0.6648648648648648	[]	0.43783783783783786	12.0	12	13	17	710
710	pleyel_quartets	b309op2n3b	1783.0	1783	g	i	6.0	-4.0	9	-5	10	-5	[0, 1, -3]	[[2, 2], [1, 1], [1, 1], [-2, -2]]	0.0	0.212	[-3, 1]	0.802	[]	0.56	10.0	14	15	17	711
711	pleyel_quartets	b309op2n3c	1783.0	1783	g	i	8.0	-4.0	8	-4	7	-4	[-1, 0, 1, 2, -3]	[[1], [2], [-2, 2], [3, 0, 0], [1, -2, -2], [3, 0, 0], [-2, 2, 2]]	0.0	0.14049586776859505	[-3, 1]	0.6033057851239669	[-1, 2]	0.2975206611570248	12.0	12	11	17	712
712	beethoven_piano_sonatas	01-1	1803.6208098935329	1795	f	i	6.0	-5.0	6	-12	9	-5	[1, 2, 5, -3, 0]	[[0], [-1], [-4], [0], [-1], [-4], [-1, -4, 0], [1], [-1], [4], [-1, -4, 0, -1], [-1, -4, 0]]	0.0	0.3625	[-3, 1]	1.5541666666666667	[2, 5]	0.4875	11.0	18	14	18	713
713	beethoven_piano_sonatas	01-2	1803.6208098935329	1795	F	I	5.0	-1.0	9	-4	10	-3	[1]	[[0], [0]]	1.0	0.031578947368421054	[5, 2]	0.14736842105263157	[]	0.5473684210526316	6.0	13	13	18	714
714	beethoven_piano_sonatas	01-3	1803.6208098935329	1795	f	i	7.0	-1.0	6	-4	9	-4	[1, -3]	[[0, -4]]	0.0	0.24806201550387597	[-3, 1]	0.32558139534883723	[]	0.10077519379844961	8.0	10	13	18	715
715	beethoven_piano_sonatas	01-4	1803.6208098935329	1795	f	i	7.0	-5.0	9	-5	9	-4	[1, -3, 0]	[[-1], [-4], [0], [-1], [-4], [0], [-1], [-1, -4, 0, -1], [-4], [0]]	0.0	0.4349112426035503	[-3, 1]	0.9822485207100592	[]	0.07988165680473373	12.0	14	13	18	716
716	beethoven_piano_sonatas	02-1	1803.6208098935329	1795	A	I	7.0	-6.0	7	-13	8	-7	[0]	[[3, 3, 3]]	0.0	0.14767932489451477	[4, 1]	0.48523206751054854	[]	0.17932489451476794	13.0	20	15	18	717
717	beethoven_piano_sonatas	02-2	1803.6208098935329	1795	D	I	9.0	-4.0	9	-5	9	-5	[0, 1, 2, 4]	[[2], [2, 3, 6], [4]]	0.0	0.0875	[4, 1]	0.25833333333333336	[2]	0.10416666666666667	13.0	14	14	18	718
718	beethoven_piano_sonatas	02-3	1803.6208098935329	1795	A	I	5.0	-9.0	8	-8	2	-2	[0, 1, 4]	[[3], [4], [7], [3], [4], [3, 7, 4], [7], [3], [4], [7], [3], [3, 7, 4, 3], [7], [3], [4], [7], [3, 3]]	0.0	0.16666666666666666	[4, 1]	0.8666666666666667	[]	0.0	14.0	16	4	18	719
719	beethoven_piano_sonatas	02-4	1803.6208098935329	1795	A	I	7.0	-4.0	9	-6	10	-10	[0, 1, 4]	[[3], [7], [4], [3], [7], [4], [3], [7], [4], [3], [7], [3], [4], [4], [7], [4], [4]]	0.0	0.1686746987951807	[4, 1]	0.5542168674698795	[]	1.605421686746988	11.0	15	20	18	720
720	beethoven_piano_sonatas	03-1	1803.6208098935329	1795	C	I	8.0	-11.0	11	-11	12	-5	[0, 1, 2, 4, 5, -1]	[[0, 1], [0, 4], [5, 2], [0, 4], [5, 2], [0, 4], [2, -1], [0, 4]]	0.0	0.24324324324324326	[4, 1]	1.1164241164241164	[2, 5, -1]	0.656964656964657	19.0	22	17	18	721
721	beethoven_piano_sonatas	03-2	1803.6208098935329	1795	E	I	9.0	-4.0	8	-5	8	-5	[-1, 0, 1, 2, 4]	[[4, 4, 5], [8], [6], [8], [3]]	0.0	0.35344827586206895	[4, 1]	0.4870689655172414	[-1, 2]	0.4224137931034483	13.0	13	13	18	722
722	beethoven_piano_sonatas	03-3	1803.6208098935329	1795	C	I	7.0	-5.0	7	-6	11	-5	[1, 6]	[[1], [6], [1]]	1.0	0.20103092783505155	[5, 2]	1.2010309278350515	[6]	0.44329896907216493	12.0	13	16	18	723
723	beethoven_piano_sonatas	03-4	1803.6208098935329	1795	C	I	10.0	-4.0	10	-5	14	-5	[1]	[[1]]	1.0	0.26262626262626265	[5, 2]	0.42045454545454547	[]	0.21338383838383837	14.0	15	19	18	724
724	beethoven_piano_sonatas	20-1	1803.6208098935329	1796	G	I	8.0	-2.0	7	-3	8	-2	[-1, 0, 1, 2, 4]	[[1, 1, 5, 2, 1], [2], [1], [5], [2], [0], [3], [1]]	0.0	0.021352313167259787	[4, 1]	0.17793594306049823	[-1, 2]	0.08896797153024912	10.0	10	10	18	725
725	beethoven_piano_sonatas	20-2	1803.6208098935329	1796	G	I	8.0	-1.0	8	-2	8	-1	[0, 1, 4, 5]	[[1, 5], [1], [2], [6]]	0.0	0.03048780487804878	[4, 1]	0.0975609756097561	[5]	0.18292682926829268	9.0	10	9	18	726
726	beethoven_piano_sonatas	05-1	1803.6208098935329	1797	c	i	9.0	-4.0	8	-6	9	-7	[0, 1, -3]	[[0, -3, 1, 0, -3, 1, 0], [1], [-3], [0], [1], [-3], [0], [1], [-3], [-3], [0, -3, 1, 0], [0, -3, 1, 0]]	0.0	0.4077669902912621	[-3, 1]	0.6957928802588996	[]	0.36893203883495146	13.0	14	16	18	727
727	beethoven_piano_sonatas	05-2	1803.6208098935329	1797	Ab	I	8.0	-3.0	9	-5	14	-2	[4, 0, 1]	[[-4, -3, -4, 0, -4]]	0.0	0.06746031746031746	[4, 1]	0.36507936507936506	[]	0.38492063492063494	11.0	14	16	18	728
728	beethoven_piano_sonatas	05-3	1803.6208098935329	1797	c	i	8.0	-4.0	7	-5	10	-5	[0, 5]	[[0, 0], [5, 5], [0, 0]]	0.0	0.3941368078175896	[-3, 1]	0.9315960912052117	[5]	0.5276872964169381	12.0	12	15	18	729
729	beethoven_piano_sonatas	06-1	1803.6208098935329	1797	F	I	9.0	-4.0	9	-4	9	-4	[1, 3, 4, 6, 0]	[[-1, 0, -1, 3, 0, -1, 3], [-1, 0, -1, 0, -1, 3, 0], [0], [5], [2], [0], [-1, 0, -1, 0, -1, 3]]	0.0	0.12574850299401197	[4, 1]	0.7365269461077845	[3, 6]	0.23353293413173654	13.0	13	13	18	730
730	beethoven_piano_sonatas	06-2	1803.6208098935329	1797	f	i	9.0	-4.0	9	-7	9	-4	[1]	[[0, 0]]	1.0	0.47863247863247865	[5, 2]	0.7350427350427351	[]	0.19658119658119658	13.0	16	13	18	731
731	beethoven_piano_sonatas	06-3	1803.6208098935329	1797	F	I	7.0	-5.0	7	-4	9	-4	[1]	[[0]]	1.0	0.16286644951140064	[5, 2]	0.5342019543973942	[]	0.2671009771986971	12.0	11	13	18	732
732	beethoven_piano_sonatas	19-1	1803.6208098935329	1797	g	i	6.0	-4.0	7	-4	9	-4	[1]	[[2]]	1.0	0.20212765957446807	[5, 2]	0.9787234042553191	[]	0.4734042553191489	10.0	11	13	18	733
733	beethoven_piano_sonatas	19-2	1803.6208098935329	1797	G	I	7.0	-4.0	10	-4	8	-4	[1]	[[2], [2]]	1.0	0.026385224274406333	[5, 2]	0.3007915567282322	[]	0.3113456464379947	11.0	14	12	18	734
734	beethoven_piano_sonatas	07-1	1803.6208098935329	1798	D	I	8.0	-11.0	8	-11	10	-9	[0]	[[2, 2, 2]]	0.0	0.46745562130177515	[4, 1]	1.680473372781065	[]	2.0039447731755424	19.0	19	19	18	735
735	beethoven_piano_sonatas	07-2	1803.6208098935329	1798	d	i	6.0	-5.0	6	-8	9	-5	[0, 1, -3, 5]	[[2, -1, 3, 2, -1, 3], [2], [7], [2], [-1], [7], [2]]	0.0	0.7887323943661971	[-3, 1]	0.7276995305164319	[5]	0.6291079812206573	11.0	14	14	18	736
736	beethoven_piano_sonatas	07-3	1803.6208098935329	1798	D	I	6.0	-1.0	8	-4	9	-4	[0, 1, 2, 4]	[[3], [2, 3, 6], [3], [6], [4]]	0.0	0.011363636363636364	[4, 1]	0.2840909090909091	[2]	0.23863636363636365	7.0	12	13	18	737
737	beethoven_piano_sonatas	07-4	1803.6208098935329	1798	D	I	9.0	-5.0	9	-8	10	-5	[0, 1, 4]	[[2, 3, 2, 6]]	0.0	0.2188679245283019	[4, 1]	0.6339622641509434	[]	0.5169811320754717	14.0	17	15	18	738
738	beethoven_piano_sonatas	08-1	1803.6208098935329	1798	c	i	8.0	-6.0	8	-7	8	-6	[0, 1, -3]	[[0, -3, 1, 0, -3, 1, 0], [0, -3, 1, 0, -3, 1, 0]]	0.0	0.5269461077844312	[-3, 1]	0.9820359281437125	[]	0.19760479041916168	14.0	15	14	18	739
739	beethoven_piano_sonatas	08-2	1803.6208098935329	1798	Ab	I	8.0	0.0	7	-4	19	-4	[4, 0, 1]	[[-4, 0], [-4], [-3], [-4], [-3]]	0.0	0.028985507246376812	[4, 1]	0.2608695652173913	[]	2.6884057971014492	8.0	11	23	18	740
740	beethoven_piano_sonatas	08-3	1803.6208098935329	1798	c	i	7.0	-5.0	7	-5	10	-5	[0, 1, 2, -3, -1]	[[1], [0], [2], [0], [-3], [-3], [1], [0, -1]]	0.0	0.3296398891966759	[-3, 1]	0.6371191135734072	[2, -1]	0.37950138504155123	12.0	12	15	18	741
741	beethoven_piano_sonatas	09-1	1803.6208098935329	1798	E	I	7.0	-4.0	8	-5	9	-5	[4, 0, 1]	[[5], [4, 8, 5], [4, 8, 5], [4, 8, 5], [4, 4], [4, 8, 5], [4, 8, 5], [4, 8, 5]]	0.0	0.12173913043478261	[4, 1]	0.41739130434782606	[]	0.3130434782608696	11.0	13	14	18	742
742	beethoven_piano_sonatas	09-2	1803.6208098935329	1798	e	i	6.0	-4.0	9	-5	9	-2	[-3, 0, 1, 5]	[[4, 4, 4], [1, 5], [9, 9], [4, 4]]	0.0	0.43243243243243246	[-3, 1]	0.7882882882882883	[5]	0.581081081081081	10.0	14	11	18	743
743	beethoven_piano_sonatas	09-3	1803.6208098935329	1798	E	I	8.0	-6.0	9	-6	11	-5	[4, 0, 1]	[[8], [5], [5], [4]]	0.0	0.14785992217898833	[4, 1]	0.42412451361867703	[]	0.1828793774319066	14.0	15	16	18	744
744	beethoven_piano_sonatas	10-1	1803.6208098935329	1799	G	I	6.0	-5.0	9	-4	10	-4	[0, 1, 4, 5, 9]	[[2], [2], [10], [5], [6], [1], [1], [1], [5, 5], [1, 5, 2], [2], [2], [10], [5], [6], [1], [1], [1], [5, 5], [1, 5, 2]]	0.0	0.1396011396011396	[4, 1]	0.4045584045584046	[5, 9]	0.48148148148148145	11.0	13	14	18	745
745	beethoven_piano_sonatas	10-2	1803.6208098935329	1799	C	I	8.0	-1.0	9	-4	9	-2	[1]	[[1]]	1.0	0.0981012658227848	[5, 2]	0.3575949367088608	[]	0.060126582278481014	9.0	13	11	18	746
746	beethoven_piano_sonatas	10-3	1803.6208098935329	1799	G	I	8.0	-2.0	9	-4	9	-3	[-1, 0, 1, 3, 4, 5]	[[5], [0], [2], [4], [6], [1]]	0.0	0.16455696202531644	[4, 1]	0.439873417721519	[-1, 3, 5]	0.21835443037974683	10.0	13	12	18	747
747	beethoven_piano_sonatas	16-1	1803.6208098935329	1802	G	I	10.0	-4.0	9	-4	10	-4	[-1, 0, 1, 2, 3, 4, 5, 8]	[[1], [1, 5, 2], [1], [6], [4], [2], [9], [4], [5], [2], [0], [5], [3], [1], [5, 2, 1], [1, 1], [5, 2, 1], [5, 2, 5], [1, 1], [5, 2, 5], [5, 2, 1], [1, 1, 5, 2, 1], [5, 2, 1], [1, 1], [5, 2, 1], [2, 1, 5, 2], [1, 1], [2, 1, 5, 2], [5, 2, 1], [1, 1, 5, 2, 1], [5, 2, 1, 5], [1, 1], [5, 2, 1, 5], [1, 5, 4, 1]]	0.0	0.19666666666666666	[4, 1]	0.79	[-1, 2, 3, 5, 8]	0.39	14.0	13	14	18	748
748	beethoven_piano_sonatas	16-2	1803.6208098935329	1802	C	I	7.0	-5.0	13	-9	10	-5	[0, 1, 4]	[[0], [4], [0], [1], [0]]	0.0	0.2982456140350877	[4, 1]	0.8701754385964913	[]	0.8736842105263158	12.0	22	15	18	749
749	beethoven_piano_sonatas	16-3	1803.6208098935329	1802	G	I	9.0	-5.0	12	-6	10	-6	[1, 3, 6]	[[2], [7], [2], [4], [2], [2]]	1.0	0.1289855072463768	[5, 2]	0.755072463768116	[3, 6]	0.3507246376811594	14.0	18	16	18	750
750	beethoven_piano_sonatas	17-1	1803.6208098935329	1802	d	i	10.0	-5.0	9	-7	10	-7	[1, 2, 5]	[[7, 4, 3], [7, 4, 3], [7], [4], [7, 4, 3, 3]]	1.0	0.4606413994169096	[5, 2]	1.1807580174927115	[]	0.6938775510204082	15.0	16	17	18	751
751	beethoven_piano_sonatas	17-2	1803.6208098935329	1802	Bb	I	8.0	-1.0	10	-5	9	-5	[4, -1, 0, 1]	[[-2, -1, -2, 2, -1, -2], [2], [-3], [-1], [-2, -1, -2, 2, -1, -2]]	0.0	0.09417040358744394	[4, 1]	0.695067264573991	[-1]	0.15246636771300448	9.0	15	14	18	752
752	beethoven_piano_sonatas	17-3	1803.6208098935329	1802	d	i	6.0	-8.0	7	-12	10	-7	[1, 2, -3]	[[3], [-1], [4]]	1.0	0.21179039301310043	[5, 2]	1.8013100436681222	[-3]	0.2205240174672489	14.0	19	17	18	753
753	beethoven_piano_sonatas	18-1	1803.6208098935329	1802	Eb	I	9.0	-4.0	8	-5	10	-2	[3, -1, 0, 2]	[[-4, -3, -1, -4, 0, -3], [0], [-1], [-1], [-4, -3, -1, -4, 0, -3], [0], [-1], [-1], [-4, -3, 0, -3, -1], [-4, -3, 0, -3, -1], [-4, -3, 0, -3, -1]]	2.0	0.18250950570342206	[-1, 3, 0]	0.6653992395437263	[]	0.5171102661596958	13.0	13	12	18	754
754	beethoven_piano_sonatas	18-2	1803.6208098935329	1802	Ab	I	9.0	-2.0	9	-4	13	-4	[4, 0, 1]	[[-3, -4, 0], [-4], [0], [-3], [-4], [-4]]	0.0	0.2209737827715356	[4, 1]	0.7378277153558053	[]	0.34831460674157305	11.0	13	17	18	755
755	beethoven_piano_sonatas	18-3	1803.6208098935329	1802	Eb	I	8.0	-5.0	9	-4	9	-5	[0, 1]	[[-2], [-3]]	1.0	0.10256410256410256	[5, 2]	0.4358974358974359	[0]	0.17307692307692307	13.0	13	14	18	756
756	beethoven_piano_sonatas	18-4	1803.6208098935329	1802	Eb	I	9.0	-5.0	13	-5	13	-5	[4, 0]	[[-3], [1]]	0.0	0.29850746268656714	[4, 1]	0.654228855721393	[]	0.32587064676616917	14.0	18	18	18	757
757	beethoven_piano_sonatas	21-1	1803.6208098935329	1804	C	I	9.0	-7.0	12	-14	10	-7	[0, 1, 4]	[[0], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4], [0, 1, 0, 4]]	0.0	0.24098360655737705	[4, 1]	1.080327868852459	[]	0.5704918032786885	16.0	26	17	18	758
758	beethoven_piano_sonatas	21-2	1803.6208098935329	1804	F	I	11.0	-1.0	10	-4	9	-1	[1, 4, 0]	[[-1, -1], [0], [0], [3]]	0.0	0.4024390243902439	[4, 1]	0.9634146341463414	[]	0.12195121951219512	12.0	14	10	18	759
759	beethoven_piano_sonatas	21-3	1803.6208098935329	1804	C	I	7.0	-5.0	9	-7	10	-7	[0, 1, 4]	[[0], [4], [1], [0], [4], [1], [4], [1], [0], [4], [1], [4], [1], [0], [4], [4], [1], [4], [0]]	0.0	0.14421768707482993	[4, 1]	0.6149659863945578	[]	0.28843537414965986	12.0	16	17	18	760
760	beethoven_piano_sonatas	23-1	1803.6208098935329	1805	f	i	8.0	-5.0	11	-6	10	-5	[1, -3, 0]	[[0, 0], [0, 0], [-4, -4], [-1, -1], [-1, -1], [-4, -4], [-4, -4], [0, 0], [-1, -1], [-4, -4], [-4, -4], [0, 0], [-1, -1], [-4, -1]]	0.0	0.6515513126491647	[-3, 1]	1.0548926014319808	[]	0.22195704057279236	13.0	17	15	18	761
761	beethoven_piano_sonatas	23-2	1803.6208098935329	1805	Db	I	6.0	-1.0	6	-4	10	-1	[0, 1, 4]	[[-5, -5, -1, -4]]	0.0	0.043478260869565216	[4, 1]	0.1497584541062802	[]	0.3961352657004831	7.0	10	11	18	762
762	beethoven_piano_sonatas	23-3	1803.6208098935329	1805	f	i	6.0	-5.0	6	-5	7	-5	[2, -4, 5, -1]	[[-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5], [-2, 1, 4, -5]]	5.0	0.412987012987013	[-1, -4, 2]	1.3376623376623376	[]	0.36883116883116884	11.0	11	12	18	763
763	beethoven_piano_sonatas	24-1	1803.6208098935329	1809	F#	I	8.0	-4.0	9	-4	9	-6	[4, 0, 1]	[[6, 6], [10, 7], [10, 7, 6]]	0.0	0.13284132841328414	[4, 1]	0.4870848708487085	[]	0.22140221402214022	12.0	13	15	18	764
764	beethoven_piano_sonatas	24-2	1803.6208098935329	1809	F#	I	6.0	-4.0	9	-6	10	-6	[-4, 6, 0]	[[2, 6, 6, 12]]	6.0	0.08517350157728706	[-4, 0]	0.5583596214511041	[]	0.10410094637223975	10.0	15	16	18	765
765	beethoven_piano_sonatas	26-1	1803.6208098935329	1810	Eb	I	9.0	-4.0	9	-12	9	-4	[4, 0]	[[-3, 1]]	0.0	0.18421052631578946	[4, 1]	0.7161654135338346	[]	0.11654135338345864	13.0	21	13	18	766
766	beethoven_piano_sonatas	26-2	1803.6208098935329	1810	Eb	I	9.0	-3.0	9	-9	10	-3	[3, 4, 0, 9]	[[0, -3], [-3], [1], [6]]	9.0	0.6532258064516129	[3, 0, 4, 6]	1.653225806451613	[]	0.6048387096774194	12.0	18	13	18	767
767	beethoven_piano_sonatas	26-3	1803.6208098935329	1810	Eb	I	7.0	-4.0	9	-4	19	-5	[5, 6, 2, -1, 1]	[[-2, 2, -1, -4, -4, 2, -1, -4], [-2, -2], [2, 3], [-2, -2], [2, 2]]	1.0	0.08917197452229299	[5, 2, -1]	0.3980891719745223	[6]	1.805732484076433	11.0	13	24	18	768
768	beethoven_piano_sonatas	30-1	1803.6208098935329	1820	E	I	10.0	-4.0	10	-5	9	-1	[4, 0, 1]	[[8], [8], [5], [4], [5]]	0.0	0.26	[4, 1]	0.588	[]	0.1	14.0	15	10	18	769
769	beethoven_piano_sonatas	30-2	1803.6208098935329	1820	e	i	6.0	-5.0	6	-14	5	-7	[-3, 0, 1]	[[4, 4], [1], [1], [4], [5]]	0.0	0.3470031545741325	[-3, 1]	1.1072555205047319	[]	0.1829652996845426	11.0	20	12	18	770
770	beethoven_piano_sonatas	30-3	1803.6208098935329	1820	E	I	10.0	-5.0	13	-9	10	-5	[4, 0, 1]	[[4, 5, 8]]	0.0	0.18630573248407642	[4, 1]	0.6273885350318471	[]	0.1464968152866242	15.0	22	15	18	771
771	beethoven_piano_sonatas	31-1	1803.6208098935329	1822	Ab	I	9.0	-5.0	9	-8	16	-4	[4, 0, 1]	[[-4, -3, -4, 0]]	0.0	0.191044776119403	[4, 1]	0.48955223880597015	[]	1.1611940298507464	14.0	17	20	18	772
772	beethoven_piano_sonatas	31-2	1803.6208098935329	1822	f	i	6.0	-4.0	6	-4	10	-4	[1, -3, 0]	[[-1, -1, -4, 0]]	0.0	0.3516483516483517	[-3, 1]	0.8241758241758241	[]	0.25824175824175827	10.0	10	14	18	773
773	beethoven_piano_sonatas	31-3	1803.6208098935329	1822	Ab	I	10.0	-5.0	10	-5	13	-4	[-1, 2, 3]	[[-2, -2, -5, -1], [-2, -2, -5, -1]]	2.0	0.3442367601246106	[-1, 3]	0.6697819314641744	[]	0.27102803738317754	15.0	15	17	18	774
774	beethoven_piano_sonatas	32-1	1803.6208098935329	1822	c	i	8.0	-6.0	8	-14	9	-7	[0, 3, 5, 6, -3]	[[-3, -3], [6, 6], [6, 6, -3, 3, 0, -3], [6, 6, -3, 3, 0, -3], [6, 6, -3, 3, 0, -3], [6, -3, 3, 0], [6, -3, 3], [0], [5], [0]]	6.0	0.4388111888111888	[3, 0, -3]	1.0541958041958042	[5]	0.41083916083916083	14.0	22	16	18	775
775	beethoven_piano_sonatas	32-2	1803.6208098935329	1822	C	I	9.0	-11.0	10	-10	11	-4	[0, 1, 4]	[[0, 1, 4], [0], [1], [0, 1, 4], [1]]	0.0	0.10585305105853052	[4, 1]	0.5765877957658779	[]	0.3549190535491905	20.0	20	15	18	776
776	kozeluh_sonatas	09op08no1a	1806.0	1806	C	I	7.0	-5.0	8	-5	8	-4	[0, 1, 2, 3, 4, 5, -1]	[[0, 0], [1], [-1], [4], [2], [0], [5], [3], [1], [-1], [4], [2], [0], [0], [0], [0], [0], [0], [0], [0], [0]]	0.0	0.22426470588235295	[4, 1]	0.34558823529411764	[2, 3, 5, -1]	0.21691176470588236	12.0	13	12	19	777
777	kozeluh_sonatas	09op08no1b	1806.0	1806	C	I	6.0	-1.0	9	-4	8	-4	[0, 1, 5]	[[0, 0], [1, 5]]	0.0	0.174496644295302	[4, 1]	0.1342281879194631	[5]	0.06711409395973154	7.0	13	12	19	778
778	kozeluh_sonatas	10op08no2a	1806.0	1806	F	I	8.0	-4.0	9	-4	8	-4	[1, 2, 4, 0]	[[-1], [3], [0], [-1, 3], [0], [-1, 3], [3], [-1, 3], [1], [-1]]	0.0	0.14857142857142858	[4, 1]	0.5942857142857143	[2]	0.025714285714285714	12.0	13	12	19	779
