	corpus	piece	corpus_year	piece_year	globalkey	localkey	max_root	min_root	max_ct	min_ct	max_nct	min_nct	tones_in_span	tones_in_span_in_C	root	RC	ct	CTC	nct	NCTC	r_fifths_range	ct_fifths_range	nct_fifths_range	corpus_id	piece_id
313	bach_solo	BWV1004_01_Allemande	1721.5348340219405	1720	d	i	5.0	-5.0	6	-5	5	-5	[-1, 0, 1, 2, -4, -3]	[[2], [2], [4], [-1], [1], [3], [-2]]	0.0	0.358695652173913	[-3, 1]	0.391304347826087	[-1, 2, -4]	0.41304347826086957	10.0	11	10	9	314
314	bach_solo	BWV1004_02_Courante	1721.5348340219405	1720	d	i	6.0	-5.0	7	-5	5	-5	[0, 1, -3]	[[3], [2, -1, 3]]	0.0	0.589041095890411	[-3, 1]	0.7397260273972602	[]	0.4383561643835616	11.0	12	10	9	315
315	bach_solo	BWV1005_02_Fuga	1721.5348340219405	1720	C	I	9.0	-5.0	9	-4	8	-7	[1]	[[1]]	0.0	0.11382113821138211	[4, 1]	0.44715447154471544	[]	0.07452574525745258	14.0	13	15	9	316
316	bach_solo	BWV1006_04_Menuett	1721.5348340219405	1720	E	I	8.0	-1.0	8	-2	6	-2	[4, 0]	[[4, 8]]	0.0	0.040983606557377046	[4, 1]	0.20491803278688525	[]	0.02459016393442623	9.0	10	8	9	317
317	bach_solo	BWV1006_05_Bourée	1721.5348340219405	1720	E	I	7.0	-2.0	8	-2	6	-1	[0, 1]	[[4, 5]]	0.0	0.05660377358490566	[4, 1]	0.2641509433962264	[]	0.05660377358490566	9.0	10	7	9	318
318	bach_solo	BWV1006_06_Gigue	1721.5348340219405	1720	E	I	7.0	-1.0	7	-2	6	-2	[-1, 0, 1, 2, 3, 4]	[[5], [8], [4], [5], [4], [6], [8], [3], [5], [7]]	0.0	0.08163265306122448	[4, 1]	0.2857142857142857	[-1, 2, 3]	0.04081632653061224	8.0	9	8	9	319
319	bach_solo	BWV1007_01_Prelude	1721.5348340219405	1723	G	I	8.0	-1.0	7	-3	7	-4	[0, 1, 2, 4]	[[1], [2], [5], [3], [5], [2], [5], [2], [1], [2], [5], [3], [5], [2], [5], [2]]	0.0	0.1111111111111111	[4, 1]	0.25925925925925924	[2]	0.37037037037037035	9.0	10	11	9	320
320	bach_solo	BWV1007_02_Allemande	1721.5348340219405	1723	G	I	8.0	-3.0	7	-2	7	-2	[-1, 0, 1, 2, 3, 4, 5]	[[5], [1, 2, 5], [5], [3], [1], [6], [1], [2], [4], [6], [1], [3], [5], [0], [2], [5], [1], [6], [1], [4], [2], [0]]	0.0	0.1527777777777778	[4, 1]	0.2777777777777778	[-1, 2, 3, 5]	0.05555555555555555	11.0	9	9	9	321
321	bach_solo	BWV1007_03_Courante	1721.5348340219405	1723	G	I	5.0	-2.0	8	-2	5	-1	[-1, 0, 1, 2, 4]	[[1], [1], [2], [1], [5], [0], [2], [0], [5], [3], [5], [2], [1], [1], [3], [5], [1]]	0.0	0.015873015873015872	[4, 1]	0.20634920634920634	[-1, 2]	0.0	7.0	10	6	9	322
322	bach_solo	BWV1007_04_Sarabande	1721.5348340219405	1723	G	I	8.0	-1.0	8	-2	5	-1	[0, 1, 4]	[[1, 2, 5]]	0.0	0.11904761904761904	[4, 1]	0.2857142857142857	[]	0.0	9.0	10	6	9	323
323	bach_solo	BWV1007_05_MenuetI	1721.5348340219405	1723	G	I	8.0	-1.0	8	-2	5	-1	[0, 1, 4]	[[1], [2], [5]]	0.0	0.15151515151515152	[4, 1]	0.15151515151515152	[]	0.0	9.0	10	6	9	324
324	bach_solo	BWV1007_06_MenuetII	1721.5348340219405	1723	g	i	5.0	-4.0	5	-5	5	-4	[1, 2, -3]	[[-2], [3], [-2], [2]]	0.0	0.15151515151515152	[-3, 1]	0.42424242424242425	[2]	0.18181818181818182	9.0	10	9	9	325
325	bach_solo	BWV1007_07_Gique	1721.5348340219405	1723	G	I	6.0	-1.0	8	-4	5	-3	[0, 1, 3]	[[2], [1], [2], [4]]	0.0	0.017241379310344827	[4, 1]	0.39655172413793105	[3]	0.10344827586206896	7.0	12	8	9	326
326	bach_solo	BWV1008_01_Prelude	1721.5348340219405	1723	d	i	6.0	-5.0	6	-5	6	-5	[0, 1, 2, -3]	[[2], [-1], [3], [3], [-1], [4], [2]]	0.0	0.5714285714285714	[-3, 1]	0.6813186813186813	[2]	0.5164835164835165	11.0	11	11	9	327
327	bach_solo	BWV1008_02_Allemande	1721.5348340219405	1723	d	i	6.0	-4.0	5	-4	6	-5	[-1, 0, 1, 2, 5, -4, -3]	[[3], [2, 3, -1, 3], [-2], [3], [1], [-1], [4], [2], [2], [7], [2], [4], [3]]	0.0	0.44285714285714284	[-3, 1]	0.7857142857142857	[-1, 2, 5, -4]	0.34285714285714286	10.0	9	11	9	328
328	bach_solo	BWV1008_03_Courante	1721.5348340219405	1723	d	i	6.0	-4.0	6	-5	5	-4	[-1, 0, 1, -3]	[[2], [2], [3], [-1], [3], [2], [-1], [1], [3]]	0.0	0.28	[-3, 1]	0.68	[-1]	0.5	10.0	11	9	9	329
329	bach_solo	BWV1008_04_Sarabande	1721.5348340219405	1723	d	i	6.0	-5.0	5	-6	5	-5	[0, 2]	[[2], [2], [4]]	0.0	0.29411764705882354	[-3, 1]	0.5686274509803921	[2]	0.35294117647058826	11.0	11	10	9	330
330	bach_solo	BWV1008_05_MenuetI	1721.5348340219405	1723	d	i	5.0	-4.0	5	-5	5	-4	[0, 1, -3]	[[2, -1, 3]]	0.0	0.30952380952380953	[-3, 1]	0.38095238095238093	[]	0.09523809523809523	9.0	10	9	9	331
331	bach_solo	BWV1008_06_MenuetII	1721.5348340219405	1723	D	I	8.0	-1.0	5	-2	5	-1	[4]	[[6]]	0.0	0.22580645161290322	[4, 1]	0.03225806451612903	[]	0.0	9.0	7	6	9	332
332	bach_solo	BWV1008_07_Gique	1721.5348340219405	1723	d	i	6.0	-5.0	6	-5	5	-5	[0, 1]	[[3], [2]]	0.0	0.37362637362637363	[-3, 1]	0.34065934065934067	[]	0.0989010989010989	11.0	11	10	9	333
333	bach_solo	BWV1009_01_Prelude	1721.5348340219405	1723	C	I	9.0	-1.0	9	-4	8	-1	[0, 1, 2, 3, 4, 5, -1]	[[0], [5], [3], [1], [-1], [4], [2], [0], [1], [4], [1], [0], [0], [2], [4], [-1], [1], [3], [5], [0]]	0.0	0.08333333333333333	[4, 1]	0.35185185185185186	[2, 3, 5, -1]	0.16666666666666666	10.0	13	9	9	334
334	bach_solo	BWV1009_02_Allemande	1721.5348340219405	1723	C	I	5.0	-4.0	7	-4	5	-4	[1, 3, 5]	[[1], [3], [5]]	1.0	0.0673076923076923	[5, 2]	0.17307692307692307	[3]	0.057692307692307696	9.0	11	9	9	335
335	bach_solo	BWV1009_03_Courante	1721.5348340219405	1723	C	I	8.0	-4.0	7	-4	7	-4	[0, 1, 2, 4, 5]	[[0], [0], [1], [4], [0], [1], [4], [0], [0], [2], [0], [5], [0]]	0.0	0.13580246913580246	[4, 1]	0.32098765432098764	[2, 5]	0.07407407407407407	12.0	11	11	9	336
336	bach_solo	BWV1009_04_Sarabande	1721.5348340219405	1723	C	I	6.0	-1.0	6	-4	6	-3	[0, 1, 4]	[[0, 1, 4, 0]]	0.0	0.2037037037037037	[4, 1]	0.48148148148148145	[]	0.09259259259259259	7.0	10	9	9	337
337	bach_solo	BWV1009_05_BourréeI	1721.5348340219405	1723	C	I	5.0	-1.0	6	-4	5	-3	[1, 4, -1]	[[4], [-1], [1]]	0.0	0.0	[4, 1]	0.2786885245901639	[-1]	0.06557377049180328	6.0	10	8	9	338
338	bach_solo	BWV1009_06_BourréeII	1721.5348340219405	1723	c	i	6.0	-4.0	5	-4	6	-4	[0, 2, 5, -3]	[[0], [2], [-3], [2], [0], [5], [0]]	0.0	0.3235294117647059	[-3, 1]	0.7941176470588235	[2, 5]	0.4117647058823529	10.0	9	10	9	339
339	bach_solo	BWV1009_07_Gique	1721.5348340219405	1723	C	I	5.0	-5.0	6	-4	6	-5	[0, 1, 2, 4, -1]	[[1], [0], [0], [2], [4], [-1]]	0.0	0.06422018348623854	[4, 1]	0.1926605504587156	[2, -1]	0.3394495412844037	10.0	10	11	9	340
340	bach_solo	BWV1010_01_Prelude	1721.5348340219405	1723	Eb	I	8.0	-5.0	8	-4	7	-7	[4, 0, 1]	[[-3], [-3], [-2], [1], [-2], [-3], [1], [-2], [-3], [-3], [-2], [1], [-2], [-3], [1], [-2]]	0.0	0.5405405405405406	[4, 1]	0.7837837837837838	[]	0.6351351351351351	13.0	12	14	9	341
341	bach_solo	BWV1010_02_Allemande	1721.5348340219405	1723	Eb	I	8.0	-2.0	9	-3	8	-2	[3, 4, 5, 2, -1, 0, 1]	[[-2], [-3], [2], [0], [-2], [-4], [1], [-4], [-2], [-4], [1], [-1], [-3], [2], [0], [-2]]	0.0	0.15053763440860216	[4, 1]	0.3333333333333333	[3, 5, 2, -1]	0.12903225806451613	10.0	12	10	9	342
342	bach_solo	BWV1010_03_Courante	1721.5348340219405	1723	Eb	I	7.0	-4.0	6	-4	5	-4	[0, 1]	[[-3], [-3], [-2]]	0.0	0.08737864077669903	[4, 1]	0.13592233009708737	[]	0.11650485436893204	11.0	10	9	9	343
343	bach_solo	BWV1010_04_Sarabande	1721.5348340219405	1723	Eb	I	6.0	-1.0	6	-4	5	-3	[3, 0, 1]	[[-3], [-2], [0]]	0.0	0.265625	[4, 1]	0.34375	[3]	0.015625	7.0	10	8	9	344
344	bach_solo	BWV1010_05_BourreeI	1721.5348340219405	1723	Eb	I	5.0	-4.0	5	-4	5	-4	[3, 4, 1, -1, 0, 2]	[[-3], [-1], [1], [-4], [-2], [0], [-4], [-2], [0], [1]]	0.0	0.08108108108108109	[4, 1]	0.1891891891891892	[3, -1, 2]	0.12162162162162163	9.0	9	9	9	345
345	bach_solo	BWV1010_06_BourreeII	1721.5348340219405	1723	Eb	I	5.0	-1.0	5	-1	4	-1	[4, 0]	[[1, -3]]	0.0	0.0	[4, 1]	0.0	[]	0.0	6.0	6	5	9	346
346	bach_solo	BWV1010_07_Gique	1721.5348340219405	1723	Eb	I	6.0	-4.0	7	-4	5	-7	[5, 0]	[[-3], [-3], [2], [-3]]	0.0	0.12987012987012986	[4, 1]	0.3246753246753247	[5]	0.2987012987012987	10.0	11	12	9	347
347	bach_solo	BWV1011_01_Prelude	1721.5348340219405	1723	c	i	6.0	-5.0	6	-7	7	-5	[0, 1, 2, 3, 5, -3, -1]	[[0, 0], [0], [1], [3], [5], [0], [2], [-3], [-1], [-3], [2], [-3], [0]]	0.0	0.4811320754716981	[-3, 1]	0.5628930817610063	[2, 3, 5, -1]	0.7672955974842768	11.0	13	12	9	348
348	bach_solo	BWV1011_02_Allemande	1721.5348340219405	1723	c	i	6.0	-4.0	5	-5	7	-5	[0, 1, 2, -4, -3, -2]	[[2], [0, 1, -3, 2], [2], [0], [-2], [-4]]	0.0	0.3333333333333333	[-3, 1]	0.7536231884057971	[2, -4, -2]	0.9420289855072463	10.0	10	12	9	349
349	bach_solo	BWV1011_03_Courante	1721.5348340219405	1723	c	i	5.0	-5.0	5	-5	7	-5	[0, 1, 2, -4, -3, -1]	[[0], [0, 0], [2], [-3], [-1], [1], [-4], [1], [-1], [1], [-3]]	0.0	0.34328358208955223	[-3, 1]	0.5522388059701493	[2, -4, -1]	0.7910447761194029	10.0	10	12	9	350
350	bach_solo	BWV1011_04_Sarabande	1721.5348340219405	1723	c	i	5.0	-4.0	5	-5	7	-4	[0, 1, 5, -3]	[[1], [-3], [5], [0]]	0.0	0.2962962962962963	[-3, 1]	0.7407407407407407	[5]	1.8518518518518519	9.0	10	11	9	351
351	bach_solo	BWV1011_05_GavotteI	1721.5348340219405	1723	c	i	6.0	-4.0	5	-5	8	-5	[0, 2, -4, -3]	[[0, -3, -4], [2]]	0.0	0.16883116883116883	[-3, 1]	0.4935064935064935	[2, -4]	0.7142857142857143	10.0	10	13	9	352
352	bach_solo	BWV1011_06_GavotteII	1721.5348340219405	1723	c	i	6.0	-4.0	6	-5	7	-5	[1, -1]	[[1], [-1], [1]]	1.0	0.5	[5, 2]	0.8387096774193549	[-1]	0.45161290322580644	10.0	11	12	9	353
353	bach_solo	BWV1011_07_Gique	1721.5348340219405	1723	c	i	6.0	-4.0	5	-5	8	-5	[1]	[[1]]	1.0	0.39436619718309857	[5, 2]	0.4084507042253521	[]	0.6056338028169014	10.0	10	13	9	354
354	bach_solo	BWV1012_01_Prelude	1721.5348340219405	1723	D	I	6.0	-5.0	6	-5	6	-4	[0, 1, 4]	[[2], [2], [2], [2], [2], [6], [2], [2], [3], [2], [2], [2], [2], [2], [2], [2], [2], [6], [2], [2], [3], [2], [2], [2]]	0.0	0.21390374331550802	[4, 1]	0.28342245989304815	[]	0.20855614973262032	11.0	11	10	9	355
355	bach_solo	BWV1012_02_Allemande	1721.5348340219405	1723	D	I	9.0	-1.0	9	-2	7	-2	[-1, 0, 1, 2, 4, 5]	[[6], [2, 3, 6], [6], [4], [1], [6], [4], [2], [4], [7], [2]]	0.0	0.19230769230769232	[4, 1]	0.38461538461538464	[-1, 2, 5]	0.11538461538461539	10.0	11	9	9	356
356	bach_solo	BWV1012_03_Courante	1721.5348340219405	1723	D	I	8.0	-2.0	8	-2	8	-2	[0, 1, 2, 4]	[[2], [2], [2], [4], [6], [2], [3], [6], [2], [3], [6], [2]]	0.0	0.09411764705882353	[4, 1]	0.10588235294117647	[2]	0.11764705882352941	10.0	10	10	9	357
357	bach_solo	BWV1012_04_Sarabande	1721.5348340219405	1723	D	I	7.0	-2.0	8	-3	5	-3	[-1, 0, 1, 4]	[[2, 3, 6], [3, 6], [1]]	0.0	0.15517241379310345	[4, 1]	0.22413793103448276	[-1]	0.034482758620689655	9.0	11	8	9	358
358	bach_solo	BWV1012_05_GavotteI	1721.5348340219405	1723	D	I	5.0	-1.0	6	-4	5	-3	[0, 1, 4]	[[2, 3, 6], [6]]	0.0	0.05454545454545454	[4, 1]	0.2545454545454545	[]	0.05454545454545454	6.0	10	8	9	359
359	bach_solo	BWV1012_06_GavotteII	1721.5348340219405	1723	D	I	5.0	-1.0	5	-2	5	-1	[0, 1, 2, 4]	[[2, 3, 6], [4], [6], [3]]	0.0	0.0	[4, 1]	0.017241379310344827	[2]	0.0	6.0	7	6	9	360
360	bach_solo	BWV1012_07_Gique	1721.5348340219405	1723	D	I	6.0	-5.0	9	-4	6	-5	[0, 1, 4]	[[3], [6, 2]]	0.0	0.045871559633027525	[4, 1]	0.3486238532110092	[]	0.10091743119266056	11.0	13	11	9	361
361	bach_solo	BWV1013_01_Allemande	1721.5348340219405	1723	a	i	6.0	-5.0	6	-6	6	-4	[-3, 0, 1, 5, -4]	[[4], [3], [8], [3], [0], [3], [4], [3], [4], [3], [8], [3], [0], [3], [4], [3], [0], [4], [-1]]	0.0	0.487012987012987	[-3, 1]	0.6948051948051948	[5, -4]	0.461038961038961	11.0	12	10	9	362
362	bach_solo	BWV1013_02_Corrente	1721.5348340219405	1723	a	i	6.0	-4.0	8	-5	6	-5	[-3, -1, 0, 1, 2, 3, 5]	[[4], [3], [5], [0], [2], [4], [6], [8], [3], [5], [0], [3]]	0.0	0.325	[-3, 1]	0.5083333333333333	[-1, 2, 3, 5]	0.20833333333333334	10.0	13	11	9	363
363	bach_solo	BWV1013_03_Sarabande	1721.5348340219405	1723	a	i	5.0	-3.0	5	-5	6	-4	[-3, 0, 1, 2, 5]	[[3], [5], [0], [4], [8], [3]]	0.0	0.35714285714285715	[-3, 1]	0.4107142857142857	[2, 5]	0.6428571428571429	8.0	10	10	9	364
364	bach_solo	BWV1013_04_BourreeAnglaise	1721.5348340219405	1723	a	i	8.0	-3.0	6	-5	6	-5	[-3, 0, 1, 2]	[[4], [3], [5], [0]]	0.0	0.1875	[-3, 1]	0.875	[2]	0.22916666666666666	11.0	11	11	9	365
365	bach_en_fr_suites	BWV806_01_Prelude	1721.7536076006095	1720	A	I	6.0	-4.0	6	-5	6	-5	[0, 1, 3, 4, 5]	[[3], [7], [4], [3], [8], [6]]	0.0	0.04712041884816754	[4, 1]	0.3089005235602094	[3, 5]	0.06806282722513089	10.0	11	11	10	366
366	bach_en_fr_suites	BWV806_02_Allemande	1721.7536076006095	1720	A	I	7.0	-4.0	7	-4	6	-5	[0, 1, 4]	[[3], [3], [3], [3], [7], [7], [4], [3, 7, 4, 3], [7], [4], [3]]	0.0	0.10416666666666667	[4, 1]	0.4513888888888889	[]	0.16666666666666666	11.0	11	11	10	367
367	bach_en_fr_suites	BWV806_03_Courante_I	1721.7536076006095	1720	A	I	8.0	-1.0	8	-1	8	-1	[0, 1, 2, 4, 5]	[[3], [3], [3], [7, 4, 3], [3], [5], [7, 8]]	0.0	0.08791208791208792	[4, 1]	0.16483516483516483	[2, 5]	0.04395604395604396	9.0	9	9	10	368
368	bach_en_fr_suites	BWV806_04_Courante_II	1721.7536076006095	1720	A	I	6.0	-4.0	7	-4	5	-2	[-1, 0, 1, 2, 4]	[[3], [3], [3], [4], [7, 4], [5], [7], [5], [7], [2]]	0.0	0.057692307692307696	[4, 1]	0.3076923076923077	[-1, 2]	0.038461538461538464	10.0	11	7	10	369
369	bach_en_fr_suites	BWV806_05_Double_I	1721.7536076006095	1720	A	I	6.0	-4.0	7	-4	5	-4	[-1, 0, 1, 3, 4, 5]	[[3], [3], [3], [4], [3], [7, 4], [3], [8], [6], [4], [6], [2]]	0.0	0.0594059405940594	[4, 1]	0.21782178217821782	[-1, 3, 5]	0.07920792079207921	10.0	11	9	10	370
370	bach_en_fr_suites	BWV806_06_Double_II	1721.7536076006095	1720	A	I	7.0	-4.0	7	-4	7	-4	[-1, 0, 1, 2, 4]	[[3], [3], [3], [4], [7, 4], [3], [5], [2]]	0.0	0.06	[4, 1]	0.19	[-1, 2]	0.09	11.0	11	11	10	371
371	bach_en_fr_suites	BWV806_07_Sarabande	1721.7536076006095	1720	A	I	7.0	-5.0	12	-4	7	-4	[-1, 0, 1, 2, 4]	[[3, 4, 3], [4, 3], [7], [2], [4], [2], [7], [5], [3]]	0.0	0.18055555555555555	[4, 1]	0.8888888888888888	[-1, 2]	0.2222222222222222	12.0	16	11	10	372
372	bach_en_fr_suites	BWV806_08_Bouree_I	1721.7536076006095	1720	A	I	6.0	-2.0	7	-4	7	-1	[1]	[[4]]	1.0	0.02857142857142857	[5, 2]	0.2	[]	0.05714285714285714	8.0	11	8	10	373
373	bach_en_fr_suites	BWV806_09_Bouree_II	1721.7536076006095	1720	a	i	5.0	-5.0	6	-5	6	-4	[-3, -1, 1]	[[4, 0], [2, 2]]	0.0	0.3064516129032258	[1, -3]	0.3629032258064516	[-1]	0.2661290322580645	10.0	11	10	10	374
374	bach_en_fr_suites	BWV806_10_Gigue	1721.7536076006095	1720	A	I	7.0	-1.0	7	-3	7	-2	[5, 0, 1, 3]	[[4], [3], [8], [6]]	0.0	0.03278688524590164	[4, 1]	0.18032786885245902	[5, 3]	0.13114754098360656	8.0	10	9	10	375
375	bach_en_fr_suites	BWV807_01_Prelude	1721.7536076006095	1720	a	i	7.0	-4.0	8	-6	6	-6	[1]	[[4]]	1.0	0.5336879432624113	[5, 2]	0.6702127659574468	[]	0.17553191489361702	11.0	14	12	10	376
376	bach_en_fr_suites	BWV807_02_Allemande	1721.7536076006095	1720	a	i	6.0	-5.0	5	-5	5	-5	[1]	[[4]]	0.0	0.384	[-3, 1]	0.704	[]	0.184	11.0	10	10	10	377
377	bach_en_fr_suites	BWV807_03_Courante	1721.7536076006095	1720	a	i	5.0	-4.0	5	-5	5	-5	[-3, 0, 1]	[[3], [3], [0, 4, 3]]	0.0	0.1388888888888889	[-3, 1]	0.5370370370370371	[]	0.12962962962962962	9.0	10	10	10	378
378	bach_en_fr_suites	BWV807_04_Sarabande	1721.7536076006095	1720	a	i	6.0	-5.0	5	-5	5	-5	[-3, 0, 1]	[[3, 4, 3, 0]]	0.0	0.2631578947368421	[-3, 1]	0.4473684210526316	[]	0.039473684210526314	11.0	10	10	10	379
379	bach_en_fr_suites	BWV807_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	a	i	6.0	-4.0	5	-6	6	-5	[-3, 0, 1]	[[3, 4, 3, 0]]	0.0	0.34615384615384615	[-3, 1]	0.48717948717948717	[]	0.32051282051282054	10.0	11	11	10	380
380	bach_en_fr_suites	BWV807_05_Bourree_I	1721.7536076006095	1720	a	i	6.0	-4.0	6	-4	5	-3	[0, 2]	[[3], [3], [5]]	0.0	0.18518518518518517	[-3, 1]	0.8950617283950617	[2]	0.13580246913580246	10.0	10	8	10	381
381	bach_en_fr_suites	BWV807_06_Bourree_II	1721.7536076006095	1720	A	I	6.0	-1.0	8	-2	8	-2	[0, 1, 4]	[[3, 7, 4], [3], [7, 4]]	0.0	0.014492753623188406	[4, 1]	0.3333333333333333	[]	0.07246376811594203	7.0	10	10	10	382
382	bach_en_fr_suites	BWV807_07_Gigue	1721.7536076006095	1720	a	i	5.0	-4.0	6	-5	6	-4	[1]	[[4]]	1.0	0.15942028985507245	[5, 2]	0.42028985507246375	[]	0.3188405797101449	9.0	11	10	10	383
383	bach_en_fr_suites	BWV808_01_Prelude	1721.7536076006095	1720	g	i	8.0	-4.0	8	-5	8	-5	[1]	[[2], [2]]	1.0	0.23743016759776536	[5, 2]	0.6061452513966481	[]	0.3407821229050279	12.0	13	13	10	384
384	bach_en_fr_suites	BWV808_02_Allemande	1721.7536076006095	1720	g	i	6.0	-5.0	5	-12	5	-6	[0, 1, 2, 5, -3]	[[-2], [1, -2], [1], [-2], [2], [1, -2], [-2, 1], [3, 6], [1, 1]]	0.0	0.4132231404958678	[-3, 1]	0.7272727272727273	[2, 5]	0.19834710743801653	11.0	17	11	10	385
385	bach_en_fr_suites	BWV808_03_Courante	1721.7536076006095	1720	g	i	6.0	-6.0	6	-6	6	-5	[-1, 0, 1, 2, 5, -3]	[[2], [1, 2], [0], [-2], [3], [1], [-2], [2], [6], [1], [2, 2]]	0.0	0.2875816993464052	[-3, 1]	0.7843137254901961	[-1, 2, 5]	0.1830065359477124	12.0	12	11	10	386
386	bach_en_fr_suites	BWV808_04_Sarabande	1721.7536076006095	1720	g	i	6.0	-5.0	6	-12	5	-5	[-1, 0, 1, 2, -3]	[[1], [2, 1, 1], [2, -2], [0, 3]]	0.0	0.7906976744186046	[-3, 1]	1.6511627906976745	[-1, 2]	0.3953488372093023	11.0	18	10	10	387
387	bach_en_fr_suites	BWV808_04a_Agrements_de_la_Sarabande	1721.7536076006095	1720	g	i	6.0	-4.0	6	-12	5	-8	[0, 1, 2, -3]	[[1], [2, 1, 2, 1], [-2], [3]]	0.0	0.78	[-3, 1]	1.62	[2]	0.46	10.0	18	13	10	388
388	bach_en_fr_suites	BWV808_05_Gavotte_I	1721.7536076006095	1720	g	i	6.0	-4.0	6	-5	5	-5	[0]	[[1, 1]]	0.0	0.2571428571428571	[-3, 1]	0.580952380952381	[]	0.13333333333333333	10.0	11	10	10	389
389	bach_en_fr_suites	BWV808_06_Gavotte_II	1721.7536076006095	1720	G	I	5.0	-1.0	5	-1	5	-1	[0, 1, 4]	[[1], [5, 2]]	0.0	0.0	[4, 1]	0.0	[]	0.0	6.0	6	6	10	390
390	bach_en_fr_suites	BWV808_07_Gigue	1721.7536076006095	1720	g	i	6.0	-5.0	6	-5	5	-4	[-1, 0, 1, 2, -4, -3]	[[2], [-3], [2], [0], [-2], [3], [1]]	0.0	0.5192307692307693	[-3, 1]	0.6057692307692307	[-1, 2, -4]	0.1971153846153846	11.0	11	9	10	391
391	bach_en_fr_suites	BWV809_01_Prelude	1721.7536076006095	1720	F	I	6.0	-5.0	7	-5	6	-5	[1, 2, 3, 4, 5, 0]	[[0], [2], [4], [-1], [1], [3], [-1]]	0.0	0.16835699797160245	[4, 1]	0.2920892494929006	[2, 3, 5]	0.12373225152129817	11.0	12	11	10	392
392	bach_en_fr_suites	BWV809_02_Allemande	1721.7536076006095	1720	F	I	8.0	-4.0	6	-4	7	-4	[1, 2, 3, 4, 5, -1, 0]	[[-1], [-1, 3, 0, -1], [-1], [-1], [-1], [4], [2], [0], [-1, 2], [4, 0], [2, -2], [0], [3], [-2], [0], [-1], [3], [-2], [0], [3], [-1], [1], [3], [0], [-1], [1], [3], [-1], [0], [1], [3], [-1], [-1], [1], [3]]	0.0	0.24731182795698925	[4, 1]	0.3010752688172043	[2, 3, 5, -1]	0.07526881720430108	12.0	10	11	10	393
393	bach_en_fr_suites	BWV809_03_Courante	1721.7536076006095	1720	F	I	5.0	-1.0	8	-4	6	-2	[1, 2, 4, 0]	[[-1], [-1], [-1], [1], [3], [0]]	0.0	0.045454545454545456	[4, 1]	0.25757575757575757	[2]	0.18181818181818182	6.0	12	8	10	394
394	bach_en_fr_suites	BWV809_04_Sarabande	1721.7536076006095	1720	F	I	8.0	-1.0	12	-5	6	-3	[1, 3, 4, -2, 0]	[[-1, 0, -1, 3], [0], [-3], [2]]	0.0	0.2542372881355932	[4, 1]	0.576271186440678	[3, -2]	0.1016949152542373	9.0	17	9	10	395
395	bach_en_fr_suites	BWV809_05_Menuett_I	1721.7536076006095	1720	F	I	6.0	-4.0	7	-4	6	-3	[2, 0]	[[-1], [-1], [1]]	0.0	0.05263157894736842	[4, 1]	0.21052631578947367	[2]	0.05263157894736842	10.0	11	9	10	396
396	bach_en_fr_suites	BWV809_06_Menuett_II	1721.7536076006095	1720	d	i	5.0	-5.0	5	-5	5	-5	[0, 1, -3]	[[2], [-1], [3]]	0.0	0.09722222222222222	[-3, 1]	0.5694444444444444	[]	0.19444444444444445	10.0	10	10	10	397
397	bach_en_fr_suites	BWV809_07_Gigue	1721.7536076006095	1720	F	I	8.0	-1.0	7	-4	8	-4	[1, 4, 0]	[[0], [-1], [0], [-1], [3], [-1], [0, 3], [-1], [0], [0], [-1, -1]]	0.0	0.10309278350515463	[4, 1]	0.34536082474226804	[]	0.10824742268041238	9.0	11	12	10	398
398	bach_en_fr_suites	BWV810_01_Prelude	1721.7536076006095	1720	e	i	6.0	-4.0	13	-8	9	-5	[1]	[[5], [5]]	1.0	0.37349397590361444	[5, 2]	0.8144578313253013	[]	0.43132530120481927	10.0	21	14	10	399
399	bach_en_fr_suites	BWV810_02_Allemande	1721.7536076006095	1720	e	i	6.0	-5.0	6	-5	5	-5	[-4, -3, -2, -1, 0, 1, 2]	[[4], [4], [1, 5, 4], [4], [2], [0], [4, 5], [6, 3], [1, 1]]	0.0	0.6747967479674797	[-3, 1]	0.8536585365853658	[-4, -2, -1, 2]	0.23577235772357724	11.0	11	10	10	400
400	bach_en_fr_suites	BWV810_03_Courante	1721.7536076006095	1720	e	i	6.0	-3.0	6	-7	5	-5	[-4, -3, -1, 0, 1, 2, 5]	[[5], [4], [4, 1, 5], [4], [0], [5], [3], [1], [6], [4], [9]]	0.0	0.27380952380952384	[-3, 1]	0.7738095238095238	[-4, -1, 2, 5]	0.25	9.0	13	10	10	401
401	bach_en_fr_suites	BWV810_04_Sarabande	1721.7536076006095	1720	e	i	5.0	-4.0	6	-5	4	-4	[-3, -1, 0, 1]	[[4, 1], [5], [3], [5]]	0.0	0.33	[-3, 1]	0.65	[-1]	0.06	9.0	11	8	10	402
402	bach_en_fr_suites	BWV810_05_Passepied_I	1721.7536076006095	1720	e	i	6.0	-4.0	6	-12	7	-5	[0, 1]	[[4, 5]]	0.0	0.16666666666666666	[-3, 1]	0.6157407407407407	[]	0.21296296296296297	10.0	18	12	10	403
403	bach_en_fr_suites	BWV810_06_Passepied_II	1721.7536076006095	1720	E	I	6.0	-1.0	6	-2	5	-1	[4, -1, 0, 1]	[[4, 5], [8], [3]]	0.0	0.046153846153846156	[4, 1]	0.07692307692307693	[-1]	0.0	7.0	8	6	10	404
